,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Kentucky,1783,1121.1,913.5,1287.8,994.0,,-661.9,-869.5,-495.2,-789.0,,False,True,False,
Louisiana,6233,5055.3,6749.2,4955.0,8698.0,,-1177.7,516.2,-1278.0,2465.0,,True,False,False,
Maine,174,208.3,149.2,126.9,194.0,,34.3,-24.8,-47.1,20.0,,True,False,True,
Maryland,4415,4732.3,3683.3,4049.1,3738.0,,317.3,-731.7,-365.9,-677.0,,False,False,False,
Massachusetts,10488,10625.4,8385.8,13093.8,9125.0,,137.4,-2102.2,2605.8,-1363.0,,False,False,False,
Michigan,8875,7429.3,7549.6,7332.9,7522.0,,-1445.7,-1325.4,-1542.1,-1353.0,,True,False,True,
Minnesota,3257,2461.1,2247.6,2003.8,2871.0,,-795.9,-1009.4,-1253.2,-386.0,,False,False,True,
Mississippi,3657,2540.7,3489.9,2696.3,3734.0,,-1116.3,-167.1,-960.7,77.0,,True,True,True,
Missouri,3574,1785.7,2962.3,1878.6,1673.0,,-1788.3,-611.7,-1695.4,-1901.0,,True,True,False,
Montana,600,42.9,512.3,22.0,108.0,,-557.1,-87.7,-578.0,-492.0,,True,False,True,
Nebraska,905,621.6,497.5,663.3,548.0,,-283.4,-407.5,-241.7,-357.0,,False,True,False,
Nevada,2011,1209.1,7938.5,1676.1,689.0,,-801.9,5927.5,-334.9,-1322.0,,False,True,False,
New Hampshire,508,659.0,457.2,818.5,388.0,,151.0,-50.8,310.5,-120.0,,True,False,True,
New Jersey,16746,19897.3,13753.9,17263.2,17637.0,,3151.3,-2992.1,517.2,891.0,,True,True,True,
New Mexico,1350,930.0,1026.2,1062.0,592.0,,-420.0,-323.8,-288.0,-758.0,,True,True,False,
New York,34296,37428.4,33491.4,32414.4,34329.0,,3170.4,-766.6,-1843.6,71.0,,True,True,True,
North Carolina,5005,2832.9,3923.8,2654.2,3359.0,,-2172.1,-1081.2,-2350.8,-1646.0,,True,False,True,
North Dakota,840,99.9,152.1,98.8,167.0,,-740.1,-687.9,-741.2,-673.0,,True,False,True,
Ohio,5984,4976.1,6546.0,6486.2,3656.0,,-1007.9,562.0,502.2,-2328.0,,True,True,False,
Oklahoma,1624,656.1,2597.8,632.2,968.0,,-967.9,973.8,-991.8,-656.0,,False,False,True,
Oregon,819,473.1,1016.5,623.8,663.0,,-345.9,197.5,-195.2,-156.0,,True,True,True,
Pennsylvania,9775,9672.0,8891.4,11083.7,8534.0,,-103.0,-883.6,1308.7,-1241.0,,False,False,False,
Rhode Island,1294,1615.3,1125.0,1334.0,1333.0,,341.3,-149.0,60.0,59.0,,True,True,True,
South Carolina,4274,2885.1,5785.4,4796.1,4412.0,,-1388.9,1511.4,522.1,138.0,,False,True,True,
South Dakota,777,216.1,291.4,271.8,164.0,,-560.9,-485.6,-505.2,-613.0,,True,True,False,
Tennessee,4211,1856.3,3877.0,2260.9,3524.0,,-2354.7,-334.0,-1950.1,-687.0,,True,True,True,
Texas,20903,7115.7,28619.5,18484.7,15193.0,9438.0,-13409.3,8094.5,-2040.3,-5332.0,-11087.0,True,True,True,True
Utah,787,521.6,1431.4,480.5,804.0,,-265.4,644.4,-306.5,17.0,,False,False,True,
Vermont,63,56.0,60.0,59.7,56.0,,-7.0,-3.0,-3.3,-7.0,,True,True,False,
Virginia,3938,4255.7,2332.6,7086.4,2751.0,,317.7,-1605.4,3148.4,-1187.0,,False,False,False,
Washington,2619,2332.0,2932.1,3475.4,1444.0,,-287.0,313.1,856.4,-1175.0,,False,False,False,
West Virginia,658,113.9,383.4,120.6,112.0,,-544.1,-274.6,-537.4,-546.0,,True,True,False,
Wisconsin,3143,1173.3,2492.9,1554.5,1499.0,,-1936.7,-617.1,-1555.5,-1611.0,,True,True,True,
Wyoming,176,20.0,316.9,18.4,31.0,,-156.0,140.9,-157.6,-145.0,,True,False,True,
US,255947,201174.6,324361.9,230715.1,229544.0,173399.0,-54303.4,68883.9,-24762.9,-25934.0,-82079.0,False,True,True,False
