,total_deaths_2020-10-11,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Columbia_UNC-SurvCon,215312,251691.3,256302,36923.3,40990,-4066.7,-9.9%
IBF-TimeSeries,215312,251605.0,256302,36837.0,40990,-4153.0,-10.1%
QJHong-Encounter,215312,249428.3,256302,34660.3,40990,-6329.7,-15.4%
JCB-PRM,215312,248845.2,256302,34077.2,40990,-6912.8,-16.9%
USC-SI_kJalpha,215312,247930.0,256302,33162.0,40990,-7828.0,-19.1%
Covid19Sim-Simulator,215312,246600.2,256302,31832.2,40990,-9157.8,-22.3%
BPagano-RtDriven,215312,244438.4,256302,29670.4,40990,-11319.6,-27.6%
Baseline,215312,244329.0,256302,29561.0,40990,-11429.0,-27.9%
COVIDhub-baseline,215312,244305.0,256302,29537.0,40990,-11453.0,-27.9%
JHUAPL-Bucky,215312,243877.6,256302,29109.6,40990,-11880.4,-29.0%
USACE-ERDC_SEIR,215312,267904.8,256302,53136.8,40990,12146.8,29.6%
JHU_IDD-CovidSP,215312,242493.1,256302,27725.1,40990,-13264.9,-32.4%
IowaStateLW-STEM,215312,241906.0,256302,27138.0,40990,-13852.0,-33.8%
STH-3PU,215312,241536.0,256302,26768.0,40990,-14222.0,-34.7%
UCLA-SuEIR,215312,241146.0,256302,26378.0,40990,-14612.0,-35.6%
CovidAnalytics-DELPHI,215312,235918.0,256302,21150.0,40990,-19840.0,-48.4%
NotreDame-mobility,215312,235481.6,256302,20713.6,40990,-20276.4,-49.5%
PSI-DRAFT,215312,234810.5,256302,20042.5,40990,-20947.5,-51.1%
WalmartLabsML-LogForecasting,215312,234226.1,256302,19458.1,40990,-21531.9,-52.5%
LANL-GrowthRate,215312,231224.8,256302,16456.8,40990,-24533.2,-59.9%
NotreDame-FRED,215312,,256302,,40990,,
