,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,3457,4608.4,5131.2,3765.5,3479.0,,1151.4,1674.2,308.5,22.0,,False,True,True,
Alaska,102,53.7,198.6,19.0,,,-48.3,96.6,-83.0,,,False,False,,
Arizona,6457,12475.3,7304.1,5832.8,7642.0,,6018.3,847.1,-624.2,1185.0,,True,True,True,
Arkansas,2337,1142.7,1975.7,991.8,1267.0,,-1194.3,-361.3,-1345.2,-1070.0,,True,False,True,
California,18710,20804.3,26613.8,22090.4,17208.0,,2094.3,7903.8,3380.4,-1502.0,,False,False,True,
Colorado,2787,2502.0,3215.2,3176.0,2071.0,,-285.0,428.2,389.0,-716.0,,False,False,False,
Connecticut,4828,4699.6,4514.7,4810.0,4486.0,,-128.4,-313.3,-18.0,-342.0,,False,True,False,
Delaware,786,1523.0,756.5,570.6,620.0,,753.0,-13.5,-199.4,-150.0,,True,True,True,
District of Columbia,670,631.6,687.1,727.3,598.0,,-38.4,17.1,57.3,-72.0,,True,False,False,
Florida,17930,20553.4,26183.5,20654.6,14785.0,,2623.4,8253.5,2724.6,-3145.0,,False,False,False,
Georgia,9179,8959.7,10310.5,8167.2,5328.0,,-219.3,1131.5,-1011.8,-3851.0,,False,False,False,
Hawaii,231,59.7,111.9,27.6,,,-171.3,-119.1,-203.4,,,True,False,,
Idaho,847,601.1,1718.4,764.2,408.0,,-245.9,871.4,-82.8,-439.0,,False,True,False,
Illinois,11952,9309.4,10623.8,8616.3,8359.0,,-2642.6,-1328.2,-3335.7,-3593.0,,True,False,False,
Indiana,5697,4268.4,4304.7,3481.6,3720.0,,-1496.6,-1460.3,-2283.4,-2045.0,,True,False,False,
Iowa,2191,1435.9,1923.4,2182.0,1219.0,,-755.1,-267.6,-9.0,-972.0,,True,True,False,
Kansas,1410,701.9,1513.4,430.0,579.0,,-708.1,103.4,-980.0,-831.0,,True,False,False,
Kentucky,1783,1205.7,2715.4,1205.2,978.0,,-577.3,932.4,-577.8,-805.0,,False,False,False,
Louisiana,6233,7471.6,7217.6,5223.9,7620.0,,1238.6,984.6,-1009.1,1387.0,,True,True,False,
Maine,174,152.7,126.9,200.0,172.0,,-21.3,-47.1,26.0,-2.0,,False,False,True,
Maryland,4415,4502.0,4916.8,4332.3,4159.0,,87.0,501.8,-82.7,-256.0,,False,True,False,
Massachusetts,10488,10181.0,8860.5,10226.4,8996.0,,-307.0,-1627.5,-261.6,-1492.0,,False,True,False,
Michigan,8875,6973.1,7649.9,7495.4,7264.0,,-1901.9,-1225.1,-1379.6,-1611.0,,True,True,True,
Minnesota,3257,2170.3,2713.6,1912.7,2566.0,,-1086.7,-543.4,-1344.3,-691.0,,True,False,True,
Mississippi,3657,3819.3,4458.5,2651.4,2997.0,,162.3,801.5,-1005.6,-660.0,,False,False,False,
Missouri,3597,2439.6,6166.2,1685.3,1614.0,,-1144.4,2582.2,-1898.7,-1970.0,,False,False,False,
Montana,600,197.7,673.3,561.6,137.0,,-402.3,73.3,-38.4,-463.0,,True,True,False,
Nebraska,905,568.9,939.6,356.4,440.0,,-336.1,34.6,-548.6,-465.0,,True,False,False,
Nevada,2011,2200.6,2584.7,2101.2,1813.0,,189.6,573.7,90.2,-198.0,,False,True,False,
New Hampshire,508,594.4,509.5,457.0,425.0,,86.4,1.5,-51.0,-83.0,,True,True,True,
New Jersey,16746,17152.4,17070.3,17927.5,16033.0,,406.4,324.3,1181.5,-713.0,,True,False,False,
New Mexico,1350,1338.9,1128.0,935.5,822.0,,-11.1,-222.0,-414.5,-528.0,,False,False,False,
New York,34296,34905.7,33341.7,35449.4,33197.0,,608.7,-955.3,1152.4,-1100.0,,False,False,False,
North Carolina,5005,4598.4,4678.4,3218.4,3702.0,,-406.6,-326.6,-1786.6,-1303.0,,True,False,False,
North Dakota,840,217.0,447.5,237.6,145.0,,-623.0,-392.5,-602.4,-695.0,,True,True,False,
Ohio,6797,5549.0,5798.4,3974.7,4364.0,,-1523.0,-1273.6,-3097.3,-2708.0,,True,False,False,
Oklahoma,1624,1254.6,1603.8,2016.5,1658.0,,-369.4,-20.2,392.5,34.0,,True,False,True,
Oregon,819,777.9,701.8,828.0,451.0,,-41.1,-117.2,9.0,-368.0,,False,True,False,
Pennsylvania,9775,8897.0,9108.8,8180.7,8581.0,,-878.0,-666.2,-1594.3,-1194.0,,True,False,False,
Rhode Island,1331,1204.3,1562.8,1094.3,1124.0,,-106.7,251.8,-216.7,-187.0,,False,False,False,
South Carolina,4274,7155.0,3959.1,3777.9,3352.0,,2881.0,-314.9,-496.1,-922.0,,True,True,True,
South Dakota,777,207.3,171.6,271.9,268.0,,-569.7,-605.4,-505.1,-509.0,,False,True,True,
Tennessee,4211,3057.3,6212.6,2201.9,2572.0,,-1153.7,2001.6,-2009.1,-1639.0,,False,False,False,
Texas,21249,23012.0,20486.3,19884.2,29624.0,19689.0,2820.0,294.3,-307.8,9432.0,-503.0,True,True,False,True
Utah,787,796.6,1089.1,1008.0,704.0,,9.6,302.1,221.0,-83.0,,False,False,False,
Vermont,63,56.0,65.3,56.7,56.0,,-7.0,2.3,-6.3,-7.0,,True,True,False,
Virginia,3938,2937.7,3812.5,2786.3,2535.0,,-1000.3,-125.5,-1151.7,-1403.0,,True,False,False,
Washington,2595,2411.3,2696.6,4310.5,1934.0,,-147.7,137.6,1751.5,-625.0,,True,False,False,
West Virginia,658,153.6,451.7,127.3,135.0,,-504.4,-206.3,-530.7,-523.0,,True,False,False,
Wisconsin,3143,1701.1,2360.3,1070.1,1312.0,,-1392.9,-733.7,-2023.9,-1782.0,,True,False,False,
Wyoming,176,25.0,158.8,21.5,27.0,,-151.0,-17.2,-154.5,-149.0,,True,False,True,
US,257672,254837.6,269973.1,234306.1,221214.0,276144.0,-1987.4,13148.1,-22518.9,-35611.0,19319.0,False,False,False,False
