,total_deaths_2020-10-25,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
TTU-squider,226115,256742.0,257672,31513.0,31557,-44.0,-0.1%
Karlen-pypm,226115,256121.6,257672,30892.6,31557,-664.4,-2.1%
Columbia_UNC-SurvCon,226115,255604.0,257672,30375.0,31557,-1182.0,-3.7%
BPagano-RtDriven,226115,255320.8,257672,30091.8,31557,-1465.2,-4.6%
USC-SI_kJalpha,226115,254523.5,257672,29294.5,31557,-2262.5,-7.2%
IBF-TimeSeries,226115,254102.0,257672,28873.0,31557,-2684.0,-8.5%
UMass-MechBayes,226115,254020.0,257672,28791.0,31557,-2766.0,-8.8%
JHUAPL-Bucky,226115,253508.9,257672,28279.9,31557,-3277.1,-10.4%
UA-EpiCovDA,226115,253070.0,257672,27841.0,31557,-3716.0,-11.8%
UCSD_NEU-DeepGLEAM,226115,252921.5,257672,27692.5,31557,-3864.5,-12.2%
OliverWyman-Navigator,226115,252698.0,257672,27469.0,31557,-4088.0,-13.0%
SteveMcConnell-CovidComplete,226115,252578.9,257672,27349.9,31557,-4207.1,-13.3%
CU-select,226115,252447.0,257672,27218.0,31557,-4339.0,-13.7%
Covid19Sim-Simulator,226115,252432.4,257672,27203.4,31557,-4353.6,-13.8%
MOBS-GLEAM_COVID,226115,251622.1,257672,26393.1,31557,-5163.9,-16.4%
LNQ-ens1,226115,251596.5,257672,26367.5,31557,-5189.5,-16.4%
UCM_MESALab-FoGSEIR,226115,251261.0,257672,26032.0,31557,-5525.0,-17.5%
QJHong-Encounter,226115,251226.8,257672,25997.8,31557,-5559.2,-17.6%
JCB-PRM,226115,250924.9,257672,25695.9,31557,-5861.1,-18.6%
JHU_CSSE-DECOM,226115,250082.0,257672,24853.0,31557,-6704.0,-21.2%
IHME-CurveFit,226115,249577.6,257672,24348.6,31557,-7208.4,-22.8%
UMich-RidgeTfReg,226115,249313.4,257672,24084.4,31557,-7472.6,-23.7%
COVIDhub-ensemble,226115,248793.0,257672,23564.0,31557,-7993.0,-25.3%
GT-DeepCOVID,226115,248315.3,257672,23086.3,31557,-8470.7,-26.8%
MSRA-DeepST,226115,247879.0,257672,22650.0,31557,-8907.0,-28.2%
RPI_UW-Mob_Collision,226115,247364.1,257672,22135.1,31557,-9421.9,-29.9%
UT-Mobility,226115,247322.5,257672,22093.5,31557,-9463.5,-30.0%
COVIDhub-baseline,226115,247306.4,257672,22077.4,31557,-9479.6,-30.0%
CEID-Walk,226115,247086.6,257672,21857.6,31557,-9699.4,-30.7%
Baseline,226115,246655.4,257672,21426.4,31557,-10130.6,-32.1%
epiforecasts-ensemble1,226115,246320.0,257672,21091.0,31557,-10466.0,-33.2%
IowaStateLW-STEM,226115,245900.0,257672,20671.0,31557,-10886.0,-34.5%
DDS-NBDS,226115,245367.8,257672,20138.8,31557,-11418.2,-36.2%
MIT_CritData-GBCF,226115,244737.0,257672,19508.0,31557,-12049.0,-38.2%
RobertWalraven-ESG,226115,244692.0,257672,19463.0,31557,-12094.0,-38.3%
UCLA-SuEIR,226115,243717.0,257672,18488.0,31557,-13069.0,-41.4%
USACE-ERDC_SEIR,226115,269959.8,257672,44730.8,31557,13173.8,41.7%
CovidAnalytics-DELPHI,226115,243084.0,257672,17855.0,31557,-13702.0,-43.4%
NotreDame-mobility,226115,242830.8,257672,17601.8,31557,-13955.2,-44.2%
STH-3PU,226115,242681.0,257672,17452.0,31557,-14105.0,-44.7%
PSI-DRAFT,226115,242431.0,257672,17202.0,31557,-14355.0,-45.5%
JHU_IDD-CovidSP,226115,242368.6,257672,17139.6,31557,-14417.4,-45.7%
WalmartLabsML-LogForecasting,226115,239035.4,257672,13806.4,31557,-17750.6,-56.2%
LANL-GrowthRate,226115,238940.3,257672,13711.3,31557,-17845.7,-56.6%
CMU-TimeSeries,226115,,257672,,31557,,
Google_Harvard-CPF,226115,,257672,,31557,,
JHU_UNC_GAS-StatMechPool,226115,,257672,,31557,,
NotreDame-FRED,226115,,257672,,31557,,
UCSB-ACTS,226115,,257672,,31557,,
