,total_deaths_2020-10-18,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
BPagano-RtDriven,220365,255062.8,256302,35388.8,35937,-548.2,-1.5%
UCM_MESALab-FoGSEIR,220365,254110.0,256302,34436.0,35937,-1501.0,-4.2%
Columbia_UNC-SurvCon,220365,253953.4,256302,34279.4,35937,-1657.6,-4.6%
Karlen-pypm,220365,252225.2,256302,32551.2,35937,-3385.8,-9.4%
IBF-TimeSeries,220365,250928.0,256302,31254.0,35937,-4683.0,-13.0%
USC-SI_kJalpha,220365,250092.0,256302,30418.0,35937,-5519.0,-15.4%
QJHong-Encounter,220365,248981.3,256302,29307.3,35937,-6629.7,-18.4%
IHME-CurveFit,220365,248142.9,256302,28468.9,35937,-7468.1,-20.8%
JHUAPL-Bucky,220365,247718.3,256302,28044.3,35937,-7892.7,-22.0%
JCB-PRM,220365,247245.2,256302,27571.2,35937,-8365.8,-23.3%
COVIDhub-baseline,220365,243869.0,256302,24195.0,35937,-11742.0,-32.7%
Baseline,220365,243503.1,256302,23829.1,35937,-12107.9,-33.7%
STH-3PU,220365,242499.0,256302,22825.0,35937,-13112.0,-36.5%
JHU_IDD-CovidSP,220365,242439.1,256302,22765.1,35937,-13171.9,-36.7%
UCLA-SuEIR,220365,242007.0,256302,22333.0,35937,-13604.0,-37.9%
Covid19Sim-Simulator,220365,241543.7,256302,21869.7,35937,-14067.3,-39.1%
IowaStateLW-STEM,220365,240176.0,256302,20502.0,35937,-15435.0,-43.0%
NotreDame-mobility,220365,238137.8,256302,18463.8,35937,-17473.2,-48.6%
WalmartLabsML-LogForecasting,220365,236188.6,256302,16514.6,35937,-19422.4,-54.0%
PSI-DRAFT,220365,235774.0,256302,16100.0,35937,-19837.0,-55.2%
CovidAnalytics-DELPHI,220365,234212.0,256302,14538.0,35937,-21399.0,-59.5%
LANL-GrowthRate,220365,233030.1,256302,13356.1,35937,-22580.9,-62.8%
MITCovAlliance-SIR,220365,,256302,,35937,,
NotreDame-FRED,220365,,256302,,35937,,
