,total_deaths_2020-11-15,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Karlen-pypm,246652,255710.4,256302,9503.4,9650,-146.6,-1.5%
SteveMcConnell-CovidComplete,246652,255704.0,256302,9497.0,9650,-153.0,-1.6%
JHU_IDD-CovidSP,246652,255266.8,256302,9059.8,9650,-590.2,-6.1%
UMass-MechBayes,246652,255077.0,256302,8870.0,9650,-780.0,-8.1%
LNQ-ens1,246652,254919.8,256302,8712.8,9650,-937.2,-9.7%
LANL-GrowthRate,246652,254850.0,256302,8643.0,9650,-1007.0,-10.4%
Columbia_UNC-SurvCon,246652,254685.0,256302,8478.0,9650,-1172.0,-12.1%
GT-DeepCOVID,246652,254660.1,256302,8453.1,9650,-1196.9,-12.4%
USC-SI_kJalpha,246652,254456.0,256302,8249.0,9650,-1401.0,-14.5%
UA-EpiCovDA,246652,254417.0,256302,8210.0,9650,-1440.0,-14.9%
QJHong-Encounter,246652,254402.0,256302,8195.0,9650,-1455.0,-15.1%
CU-select,246652,254306.0,256302,8099.0,9650,-1551.0,-16.1%
JCB-PRM,246652,254273.3,256302,8066.3,9650,-1583.7,-16.4%
OliverWyman-Navigator,246652,254266.7,256302,8059.7,9650,-1590.3,-16.5%
Geneva-DetGrowth,246652,254249.3,256302,8042.3,9650,-1607.7,-16.7%
BPagano-RtDriven,246652,254119.9,256302,7912.9,9650,-1737.1,-18.0%
UCSD_NEU-DeepGLEAM,246652,254044.4,256302,7837.4,9650,-1812.6,-18.8%
JHUAPL-Bucky,246652,253991.3,256302,7784.3,9650,-1865.7,-19.3%
Caltech-CS156,246652,253984.6,256302,7777.6,9650,-1872.4,-19.4%
COVIDhub-ensemble,246652,253966.0,256302,7759.0,9650,-1891.0,-19.6%
UChicagoCHATTOPADHYAY-UnIT,246652,253900.4,256302,7693.4,9650,-1956.6,-20.3%
MSRA-DeepST,246652,253853.5,256302,7646.5,9650,-2003.5,-20.8%
MOBS-GLEAM_COVID,246652,253776.4,256302,7569.4,9650,-2080.6,-21.6%
MIT_CritData-GBCF,246652,253587.0,256302,7380.0,9650,-2270.0,-23.5%
PSI-DRAFT,246652,253562.0,256302,7355.0,9650,-2295.0,-23.8%
epiforecasts-ensemble1,246652,253500.0,256302,7293.0,9650,-2357.0,-24.4%
UMich-RidgeTfReg,246652,253344.9,256302,7137.9,9650,-2512.1,-26.0%
UCLA-SuEIR,246652,253268.1,256302,7061.1,9650,-2588.9,-26.8%
RobertWalraven-ESG,246652,253249.1,256302,7042.1,9650,-2607.9,-27.0%
COVIDhub-baseline,246652,253178.0,256302,6971.0,9650,-2679.0,-27.8%
CEID-Walk,246652,253122.1,256302,6915.1,9650,-2734.9,-28.3%
IQVIA_ACOE-STAN,246652,253084.0,256302,6877.0,9650,-2773.0,-28.7%
DDS-NBDS,246652,253010.7,256302,6803.7,9650,-2846.3,-29.5%
NotreDame-mobility,246652,252830.0,256302,6623.0,9650,-3027.0,-31.4%
Baseline,246652,252824.1,256302,6617.1,9650,-3032.9,-31.4%
UT-Mobility,246652,252753.5,256302,6546.5,9650,-3103.5,-32.2%
IowaStateLW-STEM,246652,252744.0,256302,6537.0,9650,-3113.0,-32.3%
CovidAnalytics-DELPHI,246652,252735.0,256302,6528.0,9650,-3122.0,-32.4%
RPI_UW-Mob_Collision,246652,252697.6,256302,6490.6,9650,-3159.4,-32.7%
IBF-TimeSeries,246652,259162.0,256302,12955.0,9650,3305.0,34.2%
JHU_CSSE-DECOM,246652,252547.0,256302,6340.0,9650,-3310.0,-34.3%
UCM_MESALab-FoGSEIR,246652,252135.0,256302,5928.0,9650,-3722.0,-38.6%
TTU-squider,246652,252089.1,256302,5882.1,9650,-3767.9,-39.0%
USACE-ERDC_SEIR,246652,260678.3,256302,14471.3,9650,4821.3,50.0%
WalmartLabsML-LogForecasting,246652,250132.2,256302,3925.2,9650,-5724.8,-59.3%
CMU-TimeSeries,246652,,256302,,9650,,
Google_Harvard-CPF,246652,,256302,,9650,,
NotreDame-FRED,246652,,256302,,9650,,
UCSB-ACTS,246652,,256302,,9650,,
