,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Iowa,2191,2014.1,3147.2,2905.9,1957.0,,1658.5,-176.9,956.2,714.9,-234.0,,-532.5,False,False,False,,False
Kansas,1410,721.7,916.2,853.7,667.0,,709.5,-688.3,-493.8,-556.3,-743.0,,-700.5,True,True,False,,False
Kentucky,1783,1604.9,1698.7,3379.4,1293.0,,1573.4,-178.1,-84.3,1596.4,-490.0,,-209.6,True,False,False,,False
Louisiana,6233,7124.6,5664.3,7650.1,7106.0,,7100.2,891.6,-568.7,1417.1,873.0,,867.2,True,False,True,,True
Maine,174,143.9,182.3,170.0,244.0,,143.7,-30.1,8.3,-4.0,70.0,,-30.3,True,True,False,,False
Maryland,4415,4475.3,4125.6,4249.2,3993.0,,4093.5,60.3,-289.4,-165.8,-422.0,,-321.5,False,False,False,,False
Massachusetts,10488,10566.7,9876.5,11542.7,10119.0,,9566.4,78.7,-611.5,1054.7,-369.0,,-921.6,False,False,False,,False
Michigan,8875,7803.3,7678.4,9236.6,7642.0,,7121.6,-1071.7,-1196.6,361.6,-1233.0,,-1753.4,False,True,False,,False
Minnesota,3257,2481.6,2712.8,4610.1,2453.0,,2523.7,-775.4,-544.2,1353.1,-804.0,,-733.3,True,False,False,,True
Mississippi,3657,4824.3,3695.5,3809.0,4439.0,,3812.7,1167.3,38.5,152.0,782.0,,155.7,True,True,True,,True
Missouri,3597,2481.6,2561.1,4934.0,2105.0,,2092.2,-1092.4,-1012.9,1360.0,-1469.0,,-1481.8,True,False,False,,False
Montana,600,270.0,254.5,106.6,244.0,,198.6,-330.0,-345.5,-493.4,-356.0,,-401.4,False,False,False,,False
Nebraska,905,558.0,644.5,794.7,568.0,,488.8,-347.0,-260.5,-110.3,-337.0,,-416.2,True,True,True,,False
Nevada,2011,2547.0,1948.5,3347.8,2286.0,,2415.5,536.0,-62.5,1336.8,275.0,,404.5,True,False,True,,True
New Hampshire,508,467.6,454.1,496.4,523.0,,479.7,-40.4,-53.9,-11.6,15.0,,-28.3,False,True,True,,True
New Jersey,16746,15830.3,16112.3,16271.1,16300.0,,16117.4,-915.7,-633.7,-474.9,-446.0,,-628.6,True,True,True,,True
New Mexico,1350,1066.4,986.0,1428.7,1085.0,,925.4,-283.6,-364.0,78.7,-265.0,,-424.6,False,True,True,,False
New York,34296,33757.3,33243.4,33731.9,33502.0,,33368.0,-580.7,-1094.6,-606.1,-836.0,,-970.0,False,False,False,,False
North Carolina,5005,4601.0,4564.3,5497.3,4593.0,,4033.6,-404.0,-440.7,492.3,-412.0,,-971.4,False,False,False,,False
North Dakota,840,213.1,425.4,414.4,256.0,,168.2,-626.9,-414.6,-425.6,-584.0,,-671.8,True,True,True,,False
Ohio,6797,5919.4,5730.2,6837.8,5659.0,,6068.4,-1161.6,-1350.8,-243.2,-1422.0,,-1012.6,False,True,False,,True
Oklahoma,1624,1664.6,1542.5,2724.5,1592.0,,1371.5,40.6,-81.5,1100.5,-32.0,,-252.5,False,False,True,,False
Oregon,819,944.1,744.6,1121.7,662.0,,785.4,125.1,-74.4,302.7,-157.0,,-33.6,True,False,False,,True
Pennsylvania,9775,8855.6,8784.5,12930.3,8145.0,,8231.7,-919.4,-990.5,3155.3,-1630.0,,-1543.3,False,False,False,,False
Rhode Island,1331,1235.7,1120.8,1368.4,1200.0,,1138.5,-64.3,-179.2,68.4,-100.0,,-161.5,False,False,False,,False
South Carolina,4274,5139.7,4285.6,4711.5,4022.0,,4339.5,865.7,11.6,437.5,-252.0,,65.5,True,True,True,,True
South Dakota,777,238.1,472.8,265.3,292.0,,199.1,-538.9,-304.2,-511.7,-485.0,,-577.9,True,True,True,,False
Tennessee,4211,3881.3,3130.3,5607.7,3310.0,,3372.0,-329.7,-1080.7,1396.7,-901.0,,-839.0,False,False,False,,False
Texas,21249,24386.0,20546.7,26432.8,24794.0,20282.0,20380.3,3518.0,-321.3,5564.8,3926.0,-586.0,-487.7,True,False,False,True,True
Utah,787,667.9,752.0,785.0,692.0,,655.2,-119.1,-35.0,-2.0,-95.0,,-131.8,True,True,True,,False
Vermont,63,58.0,63.1,59.6,63.0,,60.3,-5.0,0.1,-3.4,0.0,,-2.7,True,True,True,,True
Virginia,3938,3778.4,3521.7,2836.8,3207.0,,3180.8,-159.6,-416.3,-1101.2,-731.0,,-757.2,False,False,False,,False
Washington,2595,2403.0,2207.8,3697.0,2394.0,,2571.0,-193.0,-388.2,1101.0,-202.0,,-25.0,False,False,False,,True
West Virginia,658,629.0,482.7,353.8,356.0,,383.0,-29.0,-175.3,-304.2,-302.0,,-275.0,False,False,False,,False
Wisconsin,3143,1608.1,1803.9,2037.6,1610.0,,1440.5,-1474.9,-1279.1,-1045.4,-1473.0,,-1642.5,True,True,True,,False
Wyoming,176,37.0,68.3,34.0,48.0,,42.7,-139.0,-107.7,-142.0,-128.0,,-133.3,True,False,True,,True
US,257672,257362.9,226098.8,296366.4,242959.0,244642.0,231199.2,-171.1,-31435.2,38832.4,-14575.0,-12892.0,-26334.8,False,False,False,False,False
