,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2501,1753.6,2339.8,2011.2,1385.0,,1871.8,2251.7,-747.4,-161.2,-489.8,-1116.0,,-629.2,-249.3,True,True,False,,True,True
Alaska,52,12.0,22.4,31.3,,,13.8,23.8,-40.0,-29.6,-20.7,,,-38.2,-28.2,True,True,,,True,True
Arizona,5622,3538.4,6661.6,5630.5,4236.0,,4610.8,4344.5,-2083.6,1039.6,8.5,-1386.0,,-1011.2,-1277.5,True,True,True,,True,True
Arkansas,1285,862.4,852.0,1068.6,1781.0,,771.7,854.5,-422.6,-433.0,-216.4,496.0,,-513.3,-430.5,False,True,False,,False,False
California,15583,11279.6,12627.2,11979.7,7895.0,,8341.5,13861.4,-4303.4,-2955.8,-3603.3,-7688.0,,-7241.5,-1721.6,True,True,False,,False,True
Colorado,2040,2326.0,1985.8,1916.0,1763.0,,1878.6,2543.3,286.0,-54.2,-124.0,-277.0,,-161.4,503.3,True,True,True,,True,False
Connecticut,4501,5077.6,4630.1,4522.0,4432.0,,4623.0,4768.5,576.6,129.1,21.0,-69.0,,122.0,267.5,True,True,True,,True,True
Delaware,633,615.1,529.4,505.0,476.0,,518.6,645.9,-17.9,-103.6,-128.0,-157.0,,-114.4,12.9,False,False,False,,False,True
District of Columbia,624,782.4,624.1,672.7,647.0,,648.5,687.1,158.4,0.1,48.7,23.0,,24.5,63.1,True,True,True,,True,True
Florida,14022,6348.1,9370.3,16829.6,6719.0,,5432.8,8063.6,-7673.9,-4651.7,2807.6,-7303.0,,-8589.2,-5958.4,True,True,True,,False,True
Georgia,6914,5303.6,4115.0,6850.6,3245.0,,3822.7,5693.9,-1610.4,-2799.0,-63.4,-3669.0,,-3091.3,-1220.1,False,True,False,,False,True
Hawaii,131,17.0,21.4,47.3,,,18.3,22.3,-114.0,-109.6,-83.7,,,-112.7,-108.7,True,True,,,True,True
Idaho,460,116.7,211.1,122.7,171.0,,97.5,145.1,-343.3,-248.9,-337.3,-289.0,,-362.5,-314.9,True,True,True,,False,True
Illinois,8832,11344.6,7590.1,8644.4,8105.0,,7710.1,10115.7,2512.6,-1241.9,-187.6,-727.0,,-1121.9,1283.7,True,True,True,,True,True
Indiana,3577,4175.1,3147.5,3333.0,2701.0,,2864.0,4240.8,598.1,-429.5,-244.0,-876.0,,-713.0,663.8,True,True,False,,False,False
Iowa,1314,1157.1,1126.1,877.4,828.0,,905.0,1116.7,-156.9,-187.9,-436.6,-486.0,,-409.0,-197.3,False,False,False,,False,False
Kansas,635,423.3,352.1,436.8,338.0,,294.7,442.7,-211.7,-282.9,-198.2,-297.0,,-340.3,-192.3,False,True,False,,False,True
Kentucky,1154,900.1,799.9,863.6,648.0,,853.6,1037.8,-253.9,-354.1,-290.4,-506.0,,-300.4,-116.2,False,False,False,,False,True
Louisiana,5444,4366.0,3933.5,4116.2,4801.0,,3349.3,4183.5,-1078.0,-1510.5,-1327.8,-643.0,,-2094.7,-1260.5,False,False,True,,False,False
Maine,140,129.7,143.1,117.2,117.0,,110.1,144.7,-10.3,3.1,-22.8,-23.0,,-29.9,4.7,True,False,False,,False,True
