,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Maryland,3925,4825.9,4025.7,3638.6,3715.0,,3576.3,4574.2,900.9,100.7,-286.4,-210.0,,-348.7,649.2,True,True,True,,True,True
Massachusetts,9391,11085.7,8509.5,8895.0,8682.0,,8598.6,9195.5,1695.7,-880.5,-495.0,-708.0,,-791.4,-194.5,True,True,True,,True,True
Michigan,7044,7115.4,6401.1,6542.2,7162.0,,6619.6,6709.7,71.4,-642.9,-501.8,118.0,,-424.4,-334.3,False,False,False,,False,False
Minnesota,2056,2562.1,1950.9,1833.4,3534.0,,1876.2,2923.9,506.1,-105.1,-222.6,1478.0,,-179.8,867.9,True,True,False,,True,False
Mississippi,2911,1589.3,1835.3,1239.3,1434.0,,1237.4,1875.4,-1321.7,-1075.7,-1671.7,-1477.0,,-1673.6,-1035.6,True,False,False,,False,True
Missouri,2054,2073.6,1420.7,2874.6,1225.0,,1998.6,1682.8,29.6,-623.3,830.6,-819.0,,-45.4,-361.2,False,False,False,,False,False
Montana,171,33.9,30.9,40.9,44.0,,24.2,37.7,-137.1,-140.1,-130.1,-127.0,,-146.8,-133.3,False,True,True,,False,True
Nebraska,469,645.9,415.3,562.4,312.0,,349.1,659.0,176.9,-53.7,93.4,-157.0,,-119.9,190.0,True,True,True,,True,False
Nevada,1582,819.6,794.2,801.3,689.0,,695.1,915.3,-762.4,-787.8,-780.7,-893.0,,-886.9,-666.7,False,False,False,,False,True
New Hampshire,439,602.3,545.2,689.8,344.0,,540.0,678.9,163.3,106.2,250.8,-95.0,,101.0,239.9,True,False,True,,True,False
New Jersey,16103,16819.0,13539.1,13862.6,13937.0,,14128.9,13971.0,2579.0,-700.9,-377.4,-303.0,,-111.1,-269.0,True,True,True,,True,True
New Mexico,870,940.1,761.8,859.6,548.0,,624.2,925.3,70.1,-108.2,-10.4,-322.0,,-245.8,55.3,False,True,False,,False,True
New York,33125,35282.1,31858.7,31883.1,32347.0,,31934.1,32100.9,2886.1,-537.3,-512.9,-49.0,,-461.9,-295.1,True,True,True,,True,True
North Carolina,3440,2365.1,3827.3,1986.2,2914.0,,2485.1,2856.6,-1044.9,417.3,-1423.8,-496.0,,-924.9,-553.4,True,False,True,,True,True
North Dakota,227,118.6,109.0,92.3,103.0,,99.9,145.1,-108.4,-118.0,-134.7,-124.0,,-127.1,-81.9,False,False,False,,False,True
Ohio,4740,4653.9,3651.1,3779.3,3225.0,,3470.7,5111.2,-86.1,-1088.9,-960.7,-1515.0,,-1269.3,371.2,False,False,False,,False,False
Oklahoma,1004,507.6,552.3,541.9,1396.0,,435.7,629.6,-496.4,-451.7,-462.1,392.0,,-568.3,-374.4,True,True,True,,False,True
Oregon,542,354.3,355.3,941.4,275.0,,264.7,395.6,-185.7,-184.7,401.4,-265.0,,-275.3,-144.4,True,False,False,,False,True
Pennsylvania,8083,9305.3,8230.1,7829.4,6764.0,,7533.5,8361.4,1222.3,147.1,-253.6,-1319.0,,-549.5,278.4,True,True,False,,True,True
Rhode Island,1107,1739.3,1121.8,1130.0,1015.0,,1120.8,1370.8,632.3,14.8,23.0,-92.0,,13.8,263.8,True,True,True,,True,True
South Carolina,3323,1387.4,2558.5,1184.7,1383.0,,1480.5,1888.0,-1935.6,-764.5,-2138.3,-1940.0,,-1842.5,-1435.0,True,False,False,,True,True
South Dakota,218,164.1,147.8,179.1,101.0,,102.8,193.8,-53.9,-70.2,-38.9,-117.0,,-115.2,-24.2,False,True,False,,False,True
Tennessee,2374,1246.6,1098.4,971.7,1788.0,,783.8,1441.3,-1127.4,-1275.6,-1402.3,-586.0,,-1590.2,-932.7,False,False,True,,False,True
Texas,15707,5059.4,5932.4,13495.4,8049.0,8886.0,4170.0,6531.6,-10470.6,-9597.6,-2034.6,-7481.0,-6644.0,-11360.0,-8998.4,True,True,True,True,False,True
Utah,448,421.3,1210.9,410.6,403.0,,244.2,516.0,-26.7,762.9,-37.4,-45.0,,-203.8,68.0,False,False,False,,False,False
Vermont,58,69.9,73.4,66.3,58.0,,64.9,74.4,11.9,15.4,8.3,0.0,,6.9,16.4,False,True,True,,True,False
Virginia,3142,2511.7,2181.0,1793.2,1911.0,,1874.4,2589.6,-630.3,-961.0,-1348.8,-1231.0,,-1267.6,-552.4,False,False,False,,False,True
Washington,2100,2004.4,1883.1,1907.6,1509.0,,1386.4,2378.1,-95.6,-216.9,-192.4,-591.0,,-713.6,278.1,False,False,False,,False,False
West Virginia,337,102.9,121.7,112.4,89.0,,132.6,131.5,-234.1,-215.3,-224.6,-248.0,,-204.4,-205.5,True,True,False,,True,True
Wisconsin,1281,1464.6,1187.6,1080.9,1110.0,,883.8,1605.1,183.6,-93.4,-200.1,-171.0,,-397.2,324.1,True,False,True,,False,False
Wyoming,50,47.7,38.4,21.1,19.0,,21.8,60.6,-2.3,-11.6,-28.9,-31.0,,-28.2,10.6,False,False,False,,False,False
US,204490,178640.1,167795.3,181822.3,157466.0,142849.0,135311.8,177937.7,-23037.9,-33882.7,-19855.7,-44212.0,-58829.0,-66366.2,-23740.3,False,True,False,False,False,False
