,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2501,3120.4,3206.1,2827.4,2617.0,,2555.0,3191.3,619.4,705.1,326.4,116.0,,54.0,690.3,False,True,True,,True,False
Alaska,52,37.7,94.3,19.0,,,43.9,48.9,-14.3,42.3,-33.0,,,-8.1,-3.1,False,False,,,True,True
Arizona,5622,8123.3,5868.6,5411.3,6290.0,,5911.1,6521.0,2501.3,246.6,-210.7,668.0,,289.1,899.0,True,True,True,,True,True
Arkansas,1285,790.7,1100.2,751.4,798.0,,653.4,804.0,-494.3,-184.8,-533.6,-487.0,,-631.6,-481.0,True,False,True,,False,True
California,15583,14940.3,17738.0,16015.6,13892.0,,13371.9,15000.8,-642.7,2155.0,432.6,-1691.0,,-2211.1,-582.2,False,True,False,,False,True
Colorado,2040,2166.0,2352.6,2343.1,2008.0,,2273.6,2295.1,126.0,312.6,303.1,-32.0,,233.6,255.1,False,False,True,,False,False
Connecticut,4501,4563.6,4472.5,4663.2,4484.0,,4419.8,4575.6,62.6,-28.5,162.2,-17.0,,-81.2,74.6,True,False,True,,False,False
Delaware,633,1075.0,654.5,553.4,613.0,,1167.5,645.4,442.0,21.5,-79.6,-20.0,,534.5,12.4,True,True,True,,False,True
District of Columbia,624,607.6,627.1,654.2,592.0,,584.0,626.4,-16.4,3.1,30.2,-32.0,,-40.0,2.4,True,False,False,,False,True
Florida,14022,13577.4,18218.2,14044.0,11566.0,,12283.2,12469.9,-444.6,4196.2,22.0,-2456.0,,-1738.8,-1552.1,False,True,False,,False,False
Georgia,6914,6367.7,7272.2,6068.1,4782.0,,6684.0,6297.0,-546.3,358.2,-845.9,-2132.0,,-230.0,-617.0,True,False,False,,True,False
Hawaii,131,43.7,58.7,27.6,,,29.8,62.2,-87.3,-72.3,-103.4,,,-101.2,-68.8,True,False,,,False,True
Idaho,460,385.1,891.3,284.6,305.0,,307.3,474.2,-74.9,431.3,-175.4,-155.0,,-152.7,14.2,False,False,False,,False,True
Illinois,8832,8493.4,8871.0,8243.7,8205.0,,8679.7,8735.0,-338.6,39.0,-588.3,-627.0,,-152.3,-97.0,True,False,False,,True,True
Indiana,3577,3620.4,3565.8,3247.1,3338.0,,3633.8,4014.8,43.4,-11.2,-329.9,-239.0,,56.8,437.8,True,False,False,,False,False
Iowa,1314,1147.9,1375.4,1378.3,1048.0,,987.8,1273.3,-166.1,61.4,64.3,-266.0,,-326.2,-40.7,True,True,False,,False,True
Kansas,635,525.9,876.5,388.1,499.0,,502.2,529.7,-109.1,241.5,-246.9,-136.0,,-132.8,-105.3,False,False,False,,False,True
Kentucky,1154,965.7,1361.0,987.0,868.0,,960.0,1339.5,-188.3,207.0,-167.0,-286.0,,-194.0,185.5,False,True,False,,False,True
Louisiana,5444,5711.6,5653.4,4627.8,5803.0,,5664.3,5189.9,267.6,209.4,-816.2,359.0,,220.3,-254.1,True,False,False,,True,True
Maine,140,136.7,125.8,155.7,157.0,,120.7,148.2,-3.3,-14.2,15.7,17.0,,-19.3,8.2,False,False,False,,False,False
Maryland,3925,3998.0,4050.7,4000.4,3933.0,,4032.3,4495.3,73.0,125.7,75.4,8.0,,107.3,570.3,False,False,True,,False,False
Massachusetts,9391,9397.0,8662.0,9615.4,8835.0,,9040.9,9183.5,6.0,-729.0,224.4,-556.0,,-350.1,-207.5,False,False,False,,False,False
Michigan,7044,6701.1,7052.6,7082.6,6931.0,,6708.3,6722.2,-342.9,8.6,38.6,-113.0,,-335.7,-321.8,True,True,True,,True,True
Minnesota,2056,1906.3,2194.9,1816.6,2044.0,,1905.0,2053.5,-149.7,138.9,-239.4,-12.0,,-151.0,-2.5,True,False,True,,False,True
Mississippi,2911,2715.3,2989.1,2285.1,2284.0,,2408.1,2684.5,-195.7,78.1,-625.9,-627.0,,-502.9,-226.5,True,False,False,,False,False
Missouri,2054,1855.6,2551.1,1515.8,1471.0,,2069.3,2036.4,-198.4,497.1,-538.2,-583.0,,15.3,-17.6,False,False,False,,True,True
Montana,171,125.7,233.8,276.7,84.0,,68.8,153.5,-45.3,62.8,105.7,-87.0,,-102.2,-17.5,False,False,False,,False,True
Nebraska,469,448.9,551.8,335.2,389.0,,401.5,447.8,-20.1,82.8,-133.8,-80.0,,-67.5,-21.2,False,False,False,,False,False
Nevada,1582,1504.6,1762.0,1392.0,1413.0,,1383.1,1685.4,-77.4,180.0,-190.0,-169.0,,-198.9,103.4,False,False,False,,False,False
New Hampshire,439,506.4,469.6,439.6,418.0,,572.6,495.9,67.4,30.6,0.6,-21.0,,133.6,56.9,True,True,True,,False,True
New Jersey,16103,16504.4,16534.6,17368.9,16023.0,,15839.7,16427.4,401.4,431.6,1265.9,-80.0,,-263.3,324.4,False,False,True,,True,True
New Mexico,870,994.9,887.4,831.1,768.0,,943.5,947.6,124.9,17.4,-38.9,-102.0,,73.5,77.6,True,True,True,,True,True
New York,33125,33825.7,32983.5,34423.9,33166.0,,33218.5,33494.2,699.7,-142.5,1297.9,40.0,,92.5,368.2,True,False,True,,True,True
North Carolina,3440,3278.4,3434.0,2690.3,2752.0,,3068.6,3218.9,-161.6,-6.0,-749.7,-688.0,,-371.4,-221.1,True,False,False,,False,False
North Dakota,227,161.0,222.3,151.4,122.0,,244.4,180.0,-66.0,-4.7,-75.6,-105.0,,17.4,-47.0,True,False,False,,True,True
Ohio,4740,4485.0,4766.3,3776.0,3888.0,,4854.3,4646.7,-255.0,26.3,-964.0,-852.0,,114.3,-93.3,True,False,False,,True,True
Oklahoma,1004,894.6,1121.0,1014.3,1003.0,,811.9,846.9,-109.4,117.0,10.3,-1.0,,-192.1,-157.1,False,True,True,,False,False
Oregon,542,545.9,544.4,528.3,395.0,,439.8,668.9,3.9,2.4,-13.7,-147.0,,-102.2,126.9,True,False,False,,False,False
Pennsylvania,8083,8057.0,8110.7,7807.7,7925.0,,7911.9,8427.6,-26.0,27.7,-275.3,-158.0,,-171.1,344.6,False,False,False,,False,False
Rhode Island,1107,1108.3,1217.4,1071.2,1114.0,,1098.4,1127.7,1.3,110.4,-35.8,7.0,,-8.6,20.7,False,False,False,,False,False
South Carolina,3323,4467.0,2976.0,2435.3,2636.0,,3983.3,3859.1,1144.0,-347.0,-887.7,-687.0,,660.3,536.1,True,True,True,,True,True
South Dakota,218,167.3,152.3,201.6,200.0,,233.6,185.8,-50.7,-65.7,-16.4,-18.0,,15.6,-32.2,False,True,True,,True,True
Tennessee,2374,2065.3,3424.4,1779.8,1833.0,,1890.9,2025.8,-308.7,1050.4,-594.2,-541.0,,-483.1,-348.2,False,False,False,,False,False
Texas,15707,14500.0,14532.8,16378.4,17231.0,12712.0,12122.8,13443.2,-485.0,-452.2,1393.4,2246.0,-2273.0,-2862.2,-1541.8,True,False,False,False,False,False
Utah,448,548.6,791.0,632.5,506.0,,493.8,643.6,100.6,343.0,184.5,58.0,,45.8,195.6,False,False,True,,True,False
Vermont,58,56.0,63.1,56.7,56.0,,58.2,65.6,-2.0,5.1,-1.3,-2.0,,0.2,7.6,False,True,False,,True,False
Virginia,3142,2529.7,2909.8,2471.2,2377.0,,2520.5,2790.1,-612.3,-232.2,-670.8,-765.0,,-621.5,-351.9,True,False,False,,False,True
Washington,2100,1979.3,2207.4,2367.2,1820.0,,2077.9,1862.5,-120.7,107.4,267.2,-280.0,,-22.1,-237.5,True,False,False,,True,False
West Virginia,337,129.6,255.6,118.4,120.0,,119.7,143.8,-207.4,-81.4,-218.6,-217.0,,-217.3,-193.2,True,False,False,,False,True
Wisconsin,1281,1317.1,1713.3,998.1,1099.0,,1365.5,1520.0,36.1,432.3,-282.9,-182.0,,84.5,239.0,False,False,False,,False,False
Wyoming,50,25.0,72.9,21.5,26.0,,26.0,35.6,-25.0,22.9,-28.5,-24.0,,-24.0,-14.4,True,False,True,,True,True
US,204490,203629.6,209914.1,198731.2,189578.0,233132.0,196774.8,201356.8,-139.4,6145.1,-5037.8,-14191.0,29363.0,-6994.2,-2412.2,False,False,False,False,False,False
