,count,mean,median,std,min,25%,75%,max
CMU-TimeSeries,49,46.7,17.0,90.5,0.0,6.0,45.6,589.0
UMass-MechBayes,51,46.8,19.0,72.7,1.0,9.0,56.0,429.0
OliverWyman-Navigator,51,51.0,24.0,90.4,0.4,7.4,56.2,568.9
COVIDhub-ensemble,51,51.5,21.0,93.9,0.0,6.5,56.5,618.0
LNQ-ens1,51,52.5,22.0,92.7,0.0,7.5,63.7,624.5
SteveMcConnell-CovidComplete,51,55.5,20.0,89.3,0.0,6.5,75.0,529.0
YYG-ParamSearch,51,58.3,22.2,108.8,0.2,6.2,76.2,723.8
JCB-PRM,51,60.3,21.4,101.6,0.2,12.8,67.9,626.6
USC-SI_kJalpha,51,63.2,24.0,94.3,0.0,9.0,77.5,540.0
Karlen-pypm,51,65.9,20.3,119.0,0.8,9.6,69.1,729.6
UCLA-SuEIR,51,66.0,27.4,100.9,0.0,13.4,68.3,462.0
MIT_CritData-GBCF,51,66.9,35.8,113.3,0.5,15.6,62.3,694.1
Baseline,51,67.5,27.3,124.7,0.0,8.0,72.4,737.3
CEID-Walk,51,69.8,26.6,134.6,0.2,13.2,62.2,749.9
DDS-NBDS,51,73.2,36.1,101.0,1.0,8.3,102.2,548.4
Covid19Sim-Simulator,51,74.4,27.6,153.6,0.1,6.7,79.3,875.5
MOBS-GLEAM_COVID,50,75.1,39.2,144.6,0.6,11.7,71.7,935.7
COVIDhub-baseline,51,76.2,29.0,140.3,0.0,12.5,70.4,790.7
JHU_IDD-CovidSP,51,79.6,53.5,89.3,2.0,16.9,129.8,454.0
CU-select,51,84.2,53.0,98.4,1.0,11.0,122.5,497.0
LANL-GrowthRate,51,86.8,25.1,162.4,0.4,10.4,106.0,948.6
UCSD_NEU-DeepGLEAM,50,87.9,35.9,164.0,1.1,16.2,92.2,1014.8
IowaStateLW-STEM,49,88.3,47.0,129.1,0.0,20.5,111.5,665.0
GT-DeepCOVID,48,90.2,31.4,187.4,0.2,6.8,88.5,1144.9
CovidAnalytics-DELPHI,51,90.7,43.0,135.8,0.0,8.5,107.0,643.0
NotreDame-mobility,51,95.6,41.1,132.1,0.4,8.5,125.4,493.1
Google_Harvard-CPF,51,97.3,53.7,138.9,1.7,25.8,146.5,927.3
MITCovAlliance-SIR,51,103.3,46.3,206.2,0.2,13.1,92.9,1238.0
Columbia_UNC-SurvCon,50,104.7,30.0,177.8,0.0,7.0,111.0,753.0
IHME-CurveFit,51,113.3,57.1,151.1,0.4,24.3,145.4,710.2
PSI-DRAFT,51,119.7,59.0,190.7,0.5,16.5,139.0,1004.0
UA-EpiCovDA,51,137.8,33.0,288.1,1.0,10.0,99.5,1460.0
epiforecasts-ensemble1,46,138.3,36.0,228.1,0.0,22.5,185.0,1378.0
UMich-RidgeTfReg,49,138.4,51.0,321.8,1.6,21.6,133.0,2048.6
RobertWalraven-ESG,51,141.8,61.7,236.8,0.0,28.4,163.5,1362.8
WalmartLabsML-LogForecasting,51,155.3,67.1,208.2,0.0,28.5,214.9,1088.0
USACE-ERDC_SEIR,51,156.8,55.9,236.6,0.7,20.2,162.1,1045.5
JHUAPL-Bucky,51,186.8,65.3,355.8,0.7,18.6,198.3,2187.4
