,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2501,2050.4,2478.3,2526.1,1884.0,,1920.8,2719.9,-450.6,-22.7,25.1,-617.0,,-580.2,218.9,True,True,False,,False,True
Alaska,52,39.7,55.7,13.7,,,21.0,46.3,-12.3,3.7,-38.3,,,-31.0,-5.7,True,False,,,False,True
Arizona,5622,4564.0,8778.4,4496.1,7550.0,,3849.7,5517.7,-1058.0,3156.4,-1125.9,1928.0,,-1772.3,-104.3,False,False,False,,False,True
Arkansas,1285,559.7,1003.1,604.9,1894.0,,507.9,913.1,-725.3,-281.9,-680.1,609.0,,-777.1,-371.9,True,True,True,,False,True
California,15583,11602.0,18119.9,13136.2,11902.0,,10686.2,13691.3,-3981.0,2536.9,-2446.8,-3681.0,,-4896.8,-1891.7,True,True,True,,False,True
Colorado,2040,1997.4,2041.6,1878.2,1839.0,,1976.2,2333.4,-42.6,1.6,-161.8,-201.0,,-63.8,293.4,True,False,False,,False,False
Connecticut,4501,4560.3,4457.9,4609.5,4952.0,,4551.8,4568.8,59.3,-43.1,108.5,451.0,,50.8,67.8,True,False,False,,True,False
Delaware,633,571.3,705.8,587.3,625.0,,629.9,654.1,-61.7,72.8,-45.7,-8.0,,-3.1,21.1,False,True,True,,True,True
District of Columbia,624,665.7,591.2,645.8,679.0,,635.2,668.7,41.7,-32.8,21.8,55.0,,11.2,44.7,True,True,False,,True,False
Florida,14022,7430.4,29085.3,13685.8,6080.0,,7102.7,9478.1,-6591.6,15063.3,-336.2,-7942.0,,-6919.3,-4543.9,False,True,False,,False,True
Georgia,6914,3832.3,6804.2,3647.9,4550.0,,4421.1,6150.2,-3081.7,-109.8,-3266.1,-2364.0,,-2492.9,-763.8,True,False,True,,True,True
Hawaii,131,30.9,49.8,18.1,,,20.7,25.2,-100.1,-81.2,-112.9,,,-110.3,-105.8,True,False,,,False,False
Idaho,460,116.7,780.4,115.0,438.0,,136.0,184.9,-343.3,320.4,-345.0,-22.0,,-324.0,-275.1,True,False,True,,True,True
Illinois,8832,8585.1,7613.3,8479.2,8203.0,,8389.9,8449.9,-246.9,-1218.7,-352.8,-629.0,,-442.1,-382.1,False,False,False,,False,False
Indiana,3577,3570.4,3238.2,3165.2,2955.0,,3085.2,3723.0,-6.6,-338.8,-411.8,-622.0,,-491.8,146.0,False,False,False,,False,False
Iowa,1314,898.9,1292.6,825.5,874.0,,887.3,915.6,-415.1,-21.4,-488.5,-440.0,,-426.7,-398.4,True,False,False,,False,True
Kansas,635,461.9,757.3,500.8,328.0,,362.8,426.6,-173.1,122.3,-134.2,-307.0,,-272.2,-208.4,True,True,False,,False,False
Kentucky,1154,905.1,805.6,956.2,863.0,,772.3,1040.7,-248.9,-348.4,-197.8,-291.0,,-381.7,-113.3,False,True,False,,False,True
Louisiana,5444,4343.3,4845.4,4303.3,6388.0,,4010.5,4710.7,-1100.7,-598.6,-1140.7,944.0,,-1433.5,-733.3,True,False,True,,False,True
Maine,140,168.3,134.6,123.1,149.0,,117.4,153.0,28.3,-5.4,-16.9,9.0,,-22.6,13.0,True,True,True,,True,True
Maryland,3925,4132.3,3575.5,3703.9,3720.0,,3679.2,3996.9,207.3,-349.5,-221.1,-205.0,,-245.8,71.9,False,False,True,,False,True
