,total_deaths_2020-08-23,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,177164,204823.0,204986,28021.0,27822,199.0,0.7%
QJHong-Encounter,177164,204221.8,204986,27419.8,27822,-402.2,-1.4%
CovidAnalytics-DELPHI,177164,205257.0,204986,28455.0,27822,633.0,2.3%
STH-3PU,177164,203923.0,204986,27121.0,27822,-701.0,-2.5%
Karlen-pypm,177164,206239.6,204986,29437.6,27822,1615.6,5.8%
UCLA-SuEIR,177164,202987.6,204986,26185.6,27822,-1636.4,-5.9%
YYG-ParamSearch,177164,202005.4,204986,25203.4,27822,-2618.6,-9.4%
NotreDame-mobility,177164,207424.4,204986,30622.4,27822,2800.4,10.1%
Columbia_UNC-SurvCon,177164,201061.0,204986,24259.0,27822,-3563.0,-12.8%
USC-SI_kJalpha,177164,200834.0,204986,24032.0,27822,-3790.0,-13.6%
UCM_MESALab-FoGSEIR,177164,199836.0,204986,23034.0,27822,-4788.0,-17.2%
Baseline,177164,209587.7,204986,32785.7,27822,4963.7,17.8%
WalmartLabsML-LogForecasting,177164,199308.0,204986,22506.0,27822,-5316.0,-19.1%
PSI-DRAFT,177164,210104.5,204986,33302.5,27822,5480.5,19.7%
USACE-ERDC_SEIR,177164,210242.0,204986,33440.0,27822,5618.0,20.2%
Auquan-SEIR,177164,198355.0,204986,21553.0,27822,-6269.0,-22.5%
IHME-CurveFit,177164,213141.6,204986,36339.6,27822,8517.6,30.6%
JHU_IDD-CovidSP,177164,213575.3,204986,36773.3,27822,8951.3,32.2%
LANL-GrowthRate,177164,194718.0,204986,17916.0,27822,-9906.0,-35.6%
RobertWalraven-ESG,177164,190530.6,204986,13728.6,27822,-14093.4,-50.7%
Covid19Sim-Simulator,177164,186392.3,204986,9590.3,27822,-18231.7,-65.5%
NotreDame-FRED,177164,,204986,,27822,,
