,total_deaths_2020-08-16,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
STH-3PU,170184,204686.0,204654,34634.0,34470,164.0,0.5%
Columbia_UNC-SurvCon,170184,204192.0,204654,34140.0,34470,-330.0,-1.0%
YYG-ParamSearch,170184,205218.2,204654,35166.2,34470,696.2,2.0%
UCLA-SuEIR,170184,203772.8,204654,33720.8,34470,-749.2,-2.2%
QJHong-Encounter,170184,205438.6,204654,35386.6,34470,916.6,2.7%
IowaStateLW-STEM,170184,200857.0,204654,30805.0,34470,-3665.0,-10.6%
PSI-DRAFT,170184,200314.5,204654,30262.5,34470,-4207.5,-12.2%
CovidAnalytics-DELPHI,170184,199713.0,204654,29661.0,34470,-4809.0,-14.0%
USC-SI_kJalpha,170184,198707.0,204654,28655.0,34470,-5815.0,-16.9%
Baseline,170184,211719.7,204654,41667.7,34470,7197.7,20.9%
NotreDame-mobility,170184,214179.0,204654,44127.0,34470,9657.0,28.0%
USACE-ERDC_SEIR,170184,215586.5,204654,45534.5,34470,11064.5,32.1%
LANL-GrowthRate,170184,191976.9,204654,21924.9,34470,-12545.1,-36.4%
Auquan-SEIR,170184,191822.0,204654,21770.0,34470,-12700.0,-36.8%
RobertWalraven-ESG,170184,187999.2,204654,17947.2,34470,-16522.8,-47.9%
Covid19Sim-Simulator,170184,186859.2,204654,16807.2,34470,-17662.8,-51.2%
MITCovAlliance-SIR,170184,182828.4,204654,12776.4,34470,-21693.6,-62.9%
NotreDame-FRED,170184,,204654,,34470,,
