,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51,107.3,48.7,133.6,0.1,20.7,135.2,549.3
USC-SI_kJalpha,51,149.1,69.0,186.2,0.0,19.5,174.5,758.0
UCLA-SuEIR,51,172.7,95.0,232.6,0.5,31.5,175.7,1038.3
CovidAnalytics-DELPHI,51,175.9,94.0,220.5,0.0,23.5,256.0,1075.0
Auquan-SEIR,51,178.6,74.0,280.2,1.0,42.5,202.5,1657.0
IowaStateLW-STEM,49,234.7,102.0,422.8,0.0,26.5,265.0,2710.0
Baseline,51,239.1,54.0,502.0,0.0,23.1,217.2,2845.1
LANL-GrowthRate,51,266.7,128.0,375.2,0.7,38.9,349.8,1961.1
RobertWalraven-ESG,50,290.7,147.2,447.5,0.0,28.5,339.8,2374.2
NotreDame-mobility,51,326.1,135.0,636.5,1.6,44.9,269.3,3933.1
USACE-ERDC_SEIR,51,351.7,111.4,508.3,0.4,27.2,369.7,1926.9
PSI-DRAFT,51,516.2,221.0,828.4,1.0,46.5,584.5,4170.0
MITCovAlliance-SIR,51,568.2,115.6,1179.1,1.7,28.7,452.2,5295.1
