,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1964,2073.4,3790.0,3251.7,109.4,1826.0,1287.7,False,False
Argentina,31002,8425.7,8420.0,19861.1,-22576.3,-22582.0,-11140.9,False,True
Australia,907,345.9,349.0,406.3,-561.1,-558.0,-500.7,True,True
Austria,1109,755.6,816.0,769.7,-353.4,-293.0,-339.3,True,True
Bangladesh,5923,6570.0,5444.0,23191.3,647.0,-479.0,17268.3,True,False
Belarus,980,1019.0,1078.0,692.9,39.0,98.0,-287.1,False,False
Belgium,11625,10067.4,9911.0,10805.1,-1557.6,-1714.0,-819.9,False,True
Bolivia,8725,7261.9,5598.0,9358.9,-1463.1,-3127.0,633.9,False,True
Brazil,159884,189252.6,153525.0,196679.7,29368.6,-6359.0,36795.7,True,False
Bulgaria,1279,775.4,855.0,874.4,-503.6,-424.0,-404.6,True,True
Canada,10187,9891.4,9484.0,13069.9,-295.6,-703.0,2882.9,False,False
Chile,14207,31145.3,13065.0,14057.7,16938.3,-1142.0,-149.3,True,True
Colombia,31314,27966.9,22373.0,34069.5,-3347.1,-8941.0,2755.5,False,True
Croatia,546,134.9,218.0,129.6,-411.1,-328.0,-416.4,True,False
Cuba,128,87.0,103.0,87.3,-41.0,-25.0,-40.7,True,True
Cyprus,26,19.0,29.0,19.5,-7.0,3.0,-6.5,True,True
Czechia,3251,463.0,494.0,350.7,-2788.0,-2757.0,-2900.3,True,False
Denmark,721,640.7,645.0,667.4,-80.3,-76.0,-53.6,True,True
Dominican Republic,2245,2229.0,3177.0,5962.7,-16.0,932.0,3717.7,False,False
Ecuador,12670,9265.0,7881.0,17999.6,-3405.0,-4789.0,5329.6,False,False
Egypt,6266,10898.6,8525.0,15033.3,4632.6,2259.0,8767.3,True,False
Estonia,73,69.0,81.0,69.9,-4.0,8.0,-3.1,False,True
Finland,358,313.1,356.0,346.6,-44.9,-2.0,-11.4,True,True
France,36826,32353.9,30630.0,36522.2,-4472.1,-6196.0,-303.8,False,True
Germany,10483,9404.0,9338.0,10963.6,-1079.0,-1145.0,480.6,False,True
Greece,626,208.9,219.0,192.9,-417.1,-407.0,-433.1,True,False
Honduras,2669,2772.0,3365.0,6348.3,103.0,696.0,3679.3,False,False
Hungary,1750,610.9,680.0,685.0,-1139.1,-1070.0,-1065.0,True,True
Iceland,12,10.0,13.0,10.4,-2.0,1.0,-1.6,True,True
Indonesia,13869,12121.3,14876.0,43828.1,-1747.7,1007.0,29959.1,True,False
Iran,34864,34378.9,31163.0,57836.6,-485.1,-3701.0,22972.6,False,False
Ireland,1913,1857.0,1821.0,2048.7,-56.0,-92.0,135.7,False,False
Israel,2539,1107.3,1408.0,4075.0,-1431.7,-1131.0,1536.0,True,False
Italy,38618,36397.0,35454.0,38869.5,-2221.0,-3164.0,251.5,False,True
Japan,1769,1030.6,1645.0,987.6,-738.4,-124.0,-781.4,True,False
Kuwait,779,675.4,675.0,1383.5,-103.6,-104.0,604.5,False,False
Latvia,71,45.9,38.0,30.6,-25.1,-33.0,-40.4,False,False
Lithuania,165,94.9,105.0,79.6,-70.1,-60.0,-85.4,True,False
Luxembourg,152,111.0,141.0,407.7,-41.0,-11.0,255.7,True,False
Malaysia,249,137.9,150.0,119.5,-111.1,-99.0,-129.5,True,False
Malta,62,9.0,12.0,9.2,-53.0,-50.0,-52.8,True,True
Mexico,91753,101257.1,78711.0,97405.3,9504.1,-13042.0,5652.3,False,True
Moldova,1785,1308.0,1225.0,1841.7,-477.0,-560.0,56.7,False,True
Netherlands,7459,6140.1,6233.0,6695.4,-1318.9,-1226.0,-763.6,True,True
Nigeria,1144,1517.0,1626.0,5441.9,373.0,482.0,4297.9,False,False
Norway,282,299.6,272.0,250.7,17.6,-10.0,-31.3,True,False
Panama,2700,3874.3,3403.0,3494.9,1174.3,703.0,794.9,True,True
Peru,34411,32753.9,24559.0,47350.9,-1657.1,-9852.0,12939.9,False,False
Philippines,7221,6243.6,5214.0,2122.7,-977.4,-2007.0,-5098.3,False,False
Poland,5631,2411.4,2152.0,2118.5,-3219.6,-3479.0,-3512.5,False,False
Portugal,2507,2119.9,2165.0,7240.4,-387.1,-342.0,4733.4,True,False
Romania,6968,4135.7,3978.0,10242.1,-2832.3,-2990.0,3274.1,False,False
Russia,27787,27254.4,21461.0,37855.2,-532.6,-6326.0,10068.2,False,False
Serbia,820,1645.7,1931.0,13128.1,825.7,1111.0,12308.1,False,False
Slovakia,219,28.0,41.0,28.3,-191.0,-178.0,-190.7,True,True
Slovenia,338,126.9,121.0,145.9,-211.1,-217.0,-192.1,False,True
South Korea,466,400.0,338.0,295.4,-66.0,-128.0,-170.6,False,False
Spain,35878,28672.6,28642.0,33411.5,-7205.4,-7236.0,-2466.5,False,True
Sweden,5938,7000.7,6002.0,6050.3,1062.7,64.0,112.3,True,True
Switzerland,2297,1983.9,2044.0,2026.6,-313.1,-253.0,-270.4,True,True
Turkey,10252,7392.7,6726.0,7692.1,-2859.3,-3526.0,-2559.9,False,True
Ukraine,7399,3049.1,2740.0,4741.2,-4349.9,-4659.0,-2657.8,False,True
United Arab Emirates,495,428.1,481.0,662.9,-66.9,-14.0,167.9,True,False
United Kingdom,46645,52531.3,49194.0,51159.7,5886.3,2549.0,4514.7,True,True
