,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1964,1918.0,1836.1,2079.3,-46.0,-127.9,115.3,False,False
Argentina,31002,28843.9,26255.5,22194.8,-2158.1,-4746.5,-8807.2,False,False
Australia,907,991.6,957.4,942.3,84.6,50.4,35.3,True,True
Austria,1109,889.0,942.8,934.8,-220.0,-166.2,-174.2,True,True
Bangladesh,5923,6239.3,6123.7,6283.3,316.3,200.7,360.3,True,False
Belarus,980,1002.6,1041.6,1080.7,22.6,61.6,100.7,False,False
Belgium,11625,10135.4,10482.0,10402.9,-1489.6,-1143.0,-1222.1,True,True
Bolivia,8725,9028.6,8732.2,8448.1,303.6,7.2,-276.9,True,True
Brazil,159884,165278.7,159839.6,164724.7,5394.7,-44.4,4840.7,True,True
Bulgaria,1279,966.0,972.2,960.4,-313.0,-306.8,-318.6,True,False
Canada,10187,9565.7,10057.4,9601.9,-621.3,-129.6,-585.1,True,True
Chile,14207,14365.3,14461.5,14084.8,158.3,254.5,-122.2,False,True
China,4739,4748.7,4758.4,4754.7,9.7,19.4,15.7,False,False
Colombia,31314,31705.1,29955.9,30209.2,391.1,-1358.1,-1104.8,False,False
Croatia,546,388.6,364.6,526.4,-157.4,-181.4,-19.6,False,True
Cuba,128,156.0,155.4,133.5,28.0,27.4,5.5,True,True
Cyprus,26,22.0,25.0,23.0,-4.0,-1.0,-3.0,True,True
Czechia,3251,1106.3,1453.0,1663.7,-2144.7,-1798.0,-1587.3,True,True
Denmark,721,702.4,779.2,728.2,-18.6,58.2,7.2,False,True
Dominican Republic,2245,2328.1,2294.1,2322.7,83.1,49.1,77.7,True,True
Ecuador,12670,12197.0,12265.3,19856.3,-473.0,-404.7,7186.3,True,False
Egypt,6266,6431.9,6511.3,6473.0,165.9,245.3,207.0,False,False
Estonia,73,64.0,77.1,64.3,-9.0,4.1,-8.7,True,True
Finland,358,362.4,375.8,352.4,4.4,17.8,-5.6,False,False
France,36826,33705.3,36161.6,41624.1,-3120.7,-664.4,4798.1,True,False
Germany,10483,9823.4,9999.8,9722.9,-659.6,-483.2,-760.1,True,False
Greece,626,578.1,674.7,760.3,-47.9,48.7,134.3,False,False
Honduras,2669,2793.1,2739.2,2672.5,124.1,70.2,3.5,True,True
Hungary,1750,993.4,1073.5,1685.5,-756.6,-676.5,-64.5,True,True
Iceland,12,10.0,12.6,10.7,-2.0,0.6,-1.3,True,True
India,122111,126662.1,133446.9,150963.0,4551.1,11335.9,28852.0,False,False
Indonesia,13869,14432.0,14673.7,14401.3,563.0,804.7,532.3,False,True
Iran,34864,31845.0,31373.3,34525.8,-3019.0,-3490.7,-338.2,False,True
Ireland,1913,1850.6,1911.4,2032.9,-62.4,-1.6,119.9,True,False
Israel,2539,2486.0,2251.0,2641.3,-53.0,-288.0,102.3,False,False
Italy,38618,36456.7,36819.2,37031.3,-2161.3,-1798.8,-1586.7,True,True
Japan,1769,1748.1,1744.3,1971.1,-20.9,-24.7,202.1,False,False
Kuwait,779,683.6,688.7,697.7,-95.4,-90.3,-81.3,True,True
Latvia,71,36.0,43.4,36.8,-35.0,-27.6,-34.2,True,True
Lithuania,165,110.4,113.0,87.0,-54.6,-52.0,-78.0,True,False
Luxembourg,152,124.0,137.0,124.8,-28.0,-15.0,-27.2,True,True
Malaysia,249,153.4,155.3,133.7,-95.6,-93.7,-115.3,True,False
Malta,62,84.4,82.8,69.9,22.4,20.8,7.9,True,True
Mexico,91753,90695.4,88433.5,88458.9,-1057.6,-3319.5,-3294.1,False,False
Moldova,1785,1695.0,1655.2,1694.1,-90.0,-129.8,-90.9,False,False
Morocco,3695,3229.9,3386.7,3583.3,-465.1,-308.3,-111.7,True,True
Netherlands,7459,6857.0,7319.0,6975.9,-602.0,-140.0,-483.1,True,True
Nigeria,1144,1156.6,1195.3,1219.9,12.6,51.3,75.9,False,False
Norway,282,284.6,303.9,264.5,2.6,21.9,-17.5,False,False
Pakistan,6823,6689.4,6733.5,6700.4,-133.6,-89.5,-122.6,True,True
Panama,2700,2743.1,2630.3,2775.7,43.1,-69.7,75.7,False,False
Peru,34411,35896.6,35440.3,43179.1,1485.6,1029.3,8768.1,True,False
Philippines,7221,7092.6,7455.2,8147.9,-128.4,234.2,926.9,False,False
Poland,5631,3107.1,3344.0,3293.2,-2523.9,-2287.0,-2337.8,True,True
Portugal,2507,2152.1,2249.6,2724.5,-354.9,-257.4,217.5,True,True
Romania,6968,6092.6,6176.9,6127.3,-875.4,-791.1,-840.7,True,True
Russia,27787,24561.9,24727.5,25874.7,-3225.1,-3059.5,-1912.3,True,True
Saudi Arabia,5402,5644.7,5527.7,5719.1,242.7,125.7,317.1,True,False
Serbia,820,776.1,768.5,768.3,-43.9,-51.5,-51.7,False,False
Slovakia,219,68.3,72.4,41.5,-150.7,-146.6,-177.5,True,False
Slovenia,338,171.3,187.2,167.5,-166.7,-150.8,-170.5,True,False
South Africa,19276,18559.4,17866.1,17731.2,-716.6,-1409.9,-1544.8,False,False
South Korea,466,508.0,496.3,584.7,42.0,30.3,118.7,True,False
Spain,35878,34811.7,36620.0,37650.8,-1066.3,742.0,1772.8,True,False
Sweden,5938,5952.9,6003.9,6167.3,14.9,65.9,229.3,False,False
Switzerland,2297,2156.3,2204.4,2142.0,-140.7,-92.6,-155.0,True,False
Turkey,10252,10381.9,10472.9,10960.6,129.9,220.9,708.6,False,False
Ukraine,7399,6074.3,6415.7,7130.0,-1324.7,-983.3,-269.0,True,True
United Arab Emirates,495,450.9,501.6,488.5,-44.1,6.6,-6.5,True,True
United Kingdom,46645,43101.9,45219.0,58968.1,-3543.1,-1426.0,12323.1,True,False
