,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Pennsylvania,7940,8349.0,7862.0,8794.3,7846.0,,7790.5,8473.5,409.0,-78.0,854.3,-94.0,,-149.5,533.5,True,False,True,,True,False
Rhode Island,1088,1318.3,1093.2,1206.2,1262.0,,1111.9,1176.8,250.3,25.2,138.2,194.0,,43.9,108.8,True,True,True,,True,True
South Carolina,3188,1949.1,3147.9,2562.1,2707.0,,1581.7,2314.1,-1238.9,-40.1,-625.9,-481.0,,-1606.3,-873.9,True,True,True,,False,True
South Dakota,200,162.1,164.0,196.9,138.0,,115.1,191.4,-37.9,-36.0,-3.1,-62.0,,-84.9,-8.6,True,True,False,,False,True
Tennessee,2216,1307.3,2067.6,1448.2,2108.0,,1098.6,1855.4,-908.7,-148.4,-767.8,-108.0,,-1117.4,-360.6,True,True,True,,False,True
Texas,15059,5081.7,12939.5,8014.2,9184.0,6660.0,4513.9,6873.1,-9599.3,-1741.5,-6666.8,-5497.0,-8021.0,-10167.1,-7807.9,True,True,True,True,False,True
Utah,440,368.6,840.6,311.8,515.0,,359.2,466.1,-71.4,400.6,-128.2,75.0,,-80.8,26.1,False,False,False,,False,True
Vermont,58,56.0,60.0,58.7,56.0,,58.8,71.6,-2.0,2.0,0.7,-2.0,,0.8,13.6,True,True,False,,True,False
Virginia,2990,3166.7,2196.1,3459.8,2489.0,,2220.2,2796.0,176.7,-793.9,469.8,-501.0,,-769.8,-194.0,False,False,False,,False,False
Washington,2037,1891.0,2030.9,1867.4,1435.0,,1652.1,1956.6,-146.0,-6.1,-169.6,-602.0,,-384.9,-80.4,True,False,False,,False,True
West Virginia,311,104.9,173.7,113.9,106.0,,126.3,117.1,-206.1,-137.3,-197.1,-205.0,,-184.7,-193.9,True,True,True,,True,True
Wisconsin,1296,1002.3,1330.7,1204.5,1197.0,,1105.9,1338.0,-260.7,67.7,-58.5,-66.0,,-157.1,75.0,True,True,True,,True,True
Wyoming,49,20.0,94.8,18.4,25.0,,29.2,28.7,-29.0,45.8,-30.6,-24.0,,-19.8,-20.3,False,False,True,,True,True
US,199349,168891.6,205297.8,176836.4,188670.0,144361.0,157893.8,178918.7,-29988.4,6417.8,-22043.6,-10210.0,-54519.0,-40986.2,-19961.3,True,True,True,False,False,True
