,total_deaths_2020-09-06,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
JCB-PRM,189059,199127.5,199263,10186.5,10204,-17.5,-0.2%
CovidAnalytics-DELPHI,189059,199176.0,199263,10235.0,10204,31.0,0.3%
Covid19Sim-Simulator,189059,199045.2,199263,10104.2,10204,-99.8,-1.0%
IowaStateLW-STEM,189059,198988.0,199263,10047.0,10204,-157.0,-1.5%
OliverWyman-Navigator,189059,199303.4,199263,10362.4,10204,158.4,1.6%
QJHong-Encounter,189059,198983.1,199263,10042.1,10204,-161.9,-1.6%
SteveMcConnell-CovidComplete,189059,198977.0,199263,10036.0,10204,-168.0,-1.6%
UCLA-SuEIR,189059,199314.3,199263,10373.3,10204,169.3,1.7%
COVIDhub-ensemble,189059,199344.0,199263,10403.0,10204,199.0,2.0%
Karlen-pypm,189059,198923.4,199263,9982.4,10204,-221.6,-2.2%
LNQ-ens1,189059,199370.2,199263,10429.2,10204,225.2,2.2%
GT-DeepCOVID,189059,199383.7,199263,10442.7,10204,238.7,2.3%
JHU_IDD-CovidSP,189059,199449.0,199263,10508.0,10204,304.0,3.0%
NotreDame-mobility,189059,198829.7,199263,9888.7,10204,-315.3,-3.1%
IHME-CurveFit,189059,199552.0,199263,10611.0,10204,407.0,4.0%
DDS-NBDS,189059,199598.1,199263,10657.1,10204,453.1,4.4%
UMass-MechBayes,189059,198668.0,199263,9727.0,10204,-477.0,-4.7%
MOBS-GLEAM_COVID,189059,198562.2,199263,9621.2,10204,-582.8,-5.7%
YYG-ParamSearch,189059,198509.2,199263,9568.2,10204,-635.8,-6.2%
MIT_CritData-GBCF,189059,199827.6,199263,10886.6,10204,682.6,6.7%
Baseline,189059,199929.7,199263,10988.7,10204,784.7,7.7%
CU-select,189059,198233.0,199263,9292.0,10204,-912.0,-8.9%
Columbia_UNC-SurvCon,189059,200111.0,199263,11170.0,10204,966.0,9.5%
USC-SI_kJalpha,189059,200186.0,199263,11245.0,10204,1041.0,10.2%
COVIDhub-baseline,189059,200187.0,199263,11246.0,10204,1042.0,10.2%
CEID-Walk,189059,200224.5,199263,11283.5,10204,1079.5,10.6%
PSI-DRAFT,189059,200388.5,199263,11447.5,10204,1243.5,12.2%
RPI_UW-Mob_Collision,189059,200594.2,199263,11653.2,10204,1449.2,14.2%
UA-EpiCovDA,189059,200994.0,199263,12053.0,10204,1849.0,18.1%
USACE-ERDC_SEIR,189059,201181.1,199263,12240.1,10204,2036.1,20.0%
UCM_MESALab-FoGSEIR,189059,196835.0,199263,7894.0,10204,-2310.0,-22.6%
IQVIA_ACOE-STAN,189059,201578.0,199263,12637.0,10204,2433.0,23.8%
WalmartLabsML-LogForecasting,189059,196630.0,199263,7689.0,10204,-2515.0,-24.6%
UMich-RidgeTfReg,189059,201677.5,199263,12736.5,10204,2532.5,24.8%
UCSD_NEU-DeepGLEAM,189059,196599.5,199263,7658.5,10204,-2545.5,-24.9%
JHUAPL-Bucky,189059,201954.4,199263,13013.4,10204,2809.4,27.5%
LANL-GrowthRate,189059,196095.6,199263,7154.6,10204,-3049.4,-29.9%
RobertWalraven-ESG,189059,195117.4,199263,6176.4,10204,-4027.6,-39.5%
epiforecasts-ensemble1,189059,194028.0,199263,5087.0,10204,-5117.0,-50.1%
IBF-TimeSeries,189059,204679.7,199263,15738.7,10204,5534.7,54.2%
STH-3PU,189059,193050.0,199263,4109.0,10204,-6095.0,-59.7%
CMU-TimeSeries,189059,,199263,,10204,,
GT_CHHS-COVID19,189059,,199263,,10204,,
Google_Harvard-CPF,189059,,199263,,10204,,
MITCovAlliance-SIR,189059,,199263,,10204,,
NotreDame-FRED,189059,,199263,,10204,,
