,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,51,10574.3,1065.8,27053.6,0.2,219.2,7577.2,151320.9
LNQ-ens1,51,12364.1,1480.9,34284.1,0.0,202.5,7170.9,216958.5
COVIDhub-ensemble,51,14647.1,841.0,41676.9,1.0,56.5,4032.5,225625.0
YYG-ParamSearch,51,15918.3,626.6,51636.4,0.1,60.8,3996.3,316167.3
UMass-MechBayes,51,21379.1,1849.0,50276.8,0.0,324.0,14370.5,250000.0
UCLA-SuEIR,51,27894.6,1353.6,96332.4,0.0,122.5,12810.4,660876.1
GT-DeepCOVID,48,31649.2,1304.0,114466.3,0.1,213.9,13527.5,638041.7
epiforecasts-ensemble1,48,36674.8,4624.0,79861.3,4.0,756.5,36868.0,474721.0
CMU-TimeSeries,51,40386.0,2401.0,196946.6,0.0,306.5,7484.5,1392400.0
CU-select,51,43197.3,5041.0,117888.1,0.0,306.5,37454.5,801025.0
MOBS-GLEAM_COVID,50,43598.9,2805.2,118782.2,0.0,233.8,20586.2,696420.0
NotreDame-mobility,51,45359.6,5106.7,105973.7,0.0,840.0,30115.2,568884.2
JCB-PRM,51,46886.4,412.8,245258.5,0.0,43.0,4005.4,1716546.9
USC-SI_kJalpha,51,52968.3,1225.0,233202.3,0.0,132.5,14764.5,1560001.0
UT-Mobility,51,55604.5,2916.0,164499.7,0.0,306.5,14091.2,818120.2
LANL-GrowthRate,51,75331.2,2543.6,277408.5,0.8,506.2,22458.3,1516353.2
CovidAnalytics-DELPHI,51,78986.3,2025.0,361655.5,0.0,110.5,18110.5,2480625.0
Baseline,51,80350.4,934.6,428741.2,0.0,115.0,10361.2,3048017.2
JHU_IDD-CovidSP,51,89917.7,5030.1,293929.1,1.3,506.8,39533.5,1763406.9
CEID-Walk,51,94569.9,1170.2,416063.5,0.0,58.5,18750.5,2887889.0
Auquan-SEIR,51,99493.9,3481.0,418605.3,25.0,552.5,34226.0,2920681.0
Karlen-pypm,51,99854.7,479.6,516596.7,0.0,33.7,7658.5,3555864.5
SteveMcConnell-CovidComplete,51,101972.7,1764.0,491774.2,1.0,121.0,12282.5,3429904.0
COVIDhub-baseline,51,103751.9,1704.4,488406.5,0.0,130.2,33640.4,3439592.4
UA-EpiCovDA,51,106879.5,841.0,564407.7,1.0,145.0,5209.0,3833764.0
RobertWalraven-ESG,51,117875.7,8530.4,408582.7,0.0,1064.4,51343.9,2537011.8
DDS-NBDS,51,122154.8,4100.0,382450.7,0.2,364.5,18236.0,1748623.3
USACE-ERDC_SEIR,51,124686.4,5333.5,311625.6,0.1,674.4,60693.3,1789344.5
PSI-DRAFT,51,151199.7,5476.0,771855.0,0.0,677.0,33589.0,5445222.2
IowaStateLW-STEM,49,154665.3,3249.0,601657.8,0.0,344.5,15656.5,3908529.0
IHME-CurveFit,51,382178.1,2603.2,1439744.8,7.0,249.8,28485.6,8244760.3
Covid19Sim-Simulator,51,532696.2,5366.3,2276555.9,0.0,261.7,72945.1,15271686.8
