,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,51,64.6,32.6,80.8,0.4,14.8,87.0,389.0
COVIDhub-ensemble,51,64.9,29.0,103.2,1.0,7.5,63.5,475.0
YYG-ParamSearch,51,66.6,25.0,108.3,0.3,7.8,63.0,562.3
LNQ-ens1,51,68.9,38.5,88.1,0.0,14.2,84.7,465.8
JCB-PRM,51,81.0,20.3,202.8,0.0,6.5,63.3,1310.2
UCLA-SuEIR,51,90.3,36.8,141.9,0.2,11.0,113.2,812.9
UMass-MechBayes,51,90.9,43.0,115.6,0.0,18.0,119.5,500.0
CMU-TimeSeries,51,92.1,49.0,180.4,0.0,17.5,86.5,1180.0
GT-DeepCOVID,48,94.0,36.1,152.5,0.4,14.6,116.3,798.8
USC-SI_kJalpha,51,102.5,35.0,208.1,0.0,11.5,121.5,1249.0
UA-EpiCovDA,51,108.3,29.0,311.5,1.0,12.0,72.0,1958.0
Baseline,51,110.6,30.6,263.6,0.0,10.7,101.4,1745.9
Karlen-pypm,51,111.0,21.9,298.8,0.2,5.8,86.7,1885.7
MOBS-GLEAM_COVID,50,120.6,53.0,172.2,0.2,15.2,143.5,834.5
CovidAnalytics-DELPHI,51,124.1,45.0,254.7,0.0,10.5,134.5,1575.0
UT-Mobility,51,125.1,54.0,201.9,0.0,17.5,118.5,904.5
epiforecasts-ensemble1,48,129.5,68.0,142.5,2.0,27.5,192.0,689.0
SteveMcConnell-CovidComplete,51,131.4,42.0,294.0,1.0,11.0,110.5,1852.0
CU-select,51,132.1,71.0,162.1,0.0,17.5,193.5,895.0
CEID-Walk,51,134.0,34.2,279.6,0.0,7.6,129.6,1699.4
NotreDame-mobility,51,134.8,71.5,166.5,0.2,28.9,173.0,754.2
LANL-GrowthRate,51,135.7,50.4,241.0,0.9,22.5,149.7,1231.4
COVIDhub-baseline,51,140.1,41.3,292.9,0.0,11.4,183.4,1854.6
Auquan-SEIR,51,157.7,59.0,275.9,5.0,23.5,185.0,1709.0
JHU_IDD-CovidSP,51,162.1,70.9,254.8,1.1,22.4,198.8,1327.9
DDS-NBDS,51,164.9,64.0,311.2,0.4,19.1,134.7,1322.4
PSI-DRAFT,51,172.2,74.0,352.1,0.0,26.0,183.0,2333.5
IowaStateLW-STEM,49,172.4,57.0,357.0,0.0,18.5,124.5,1977.0
RobertWalraven-ESG,51,186.3,92.4,291.2,0.0,32.6,226.6,1592.8
USACE-ERDC_SEIR,51,206.8,73.0,289.0,0.3,26.0,246.4,1337.7
IHME-CurveFit,51,252.6,51.0,569.9,2.6,15.8,168.8,2871.4
Covid19Sim-Simulator,51,312.2,73.3,666.3,0.1,16.2,268.6,3907.9
