,count,mean,median,std,min,25%,75%,max
CMU-TimeSeries,50,44.6,27.0,52.1,0.0,8.5,63.0,251.0
LNQ-ens1,51,48.0,21.7,75.6,0.0,14.0,52.0,472.7
YYG-ParamSearch,51,49.5,22.0,86.1,0.9,6.3,55.0,521.4
COVIDhub-ensemble,51,50.2,22.0,76.6,0.0,6.5,52.0,341.0
JCB-PRM,51,55.8,21.1,104.7,0.1,5.7,61.3,632.9
DDS-NBDS,51,59.1,32.1,106.0,0.0,9.6,78.3,734.5
USC-SI_kJalpha,51,59.6,17.0,105.5,0.0,7.5,62.5,627.0
UMass-MechBayes,51,64.0,25.0,103.9,0.0,11.5,63.0,502.0
OliverWyman-Navigator,51,66.0,35.1,95.4,0.2,8.9,83.4,453.8
Covid19Sim-Simulator,51,66.1,27.4,134.9,0.5,7.9,61.7,799.0
UCLA-SuEIR,51,68.2,34.2,86.9,0.1,12.2,100.2,405.7
Baseline,51,71.1,33.3,102.2,0.0,9.3,91.8,561.0
UMich-RidgeTfReg,43,73.0,41.7,87.9,0.5,14.0,93.5,435.3
Karlen-pypm,51,75.7,23.6,153.1,0.7,10.5,89.0,927.0
NotreDame-mobility,51,78.5,26.7,103.7,0.2,9.0,96.7,416.6
SteveMcConnell-CovidComplete,51,79.6,33.0,168.2,0.0,8.5,86.0,1174.0
IowaStateLW-STEM,49,83.4,41.0,142.7,1.0,14.0,93.0,914.0
Google_Harvard-CPF,51,85.4,68.2,81.5,0.8,23.8,118.6,394.7
LANL-GrowthRate,51,85.6,27.5,153.9,0.0,16.4,87.7,777.1
CovidAnalytics-DELPHI,51,86.5,30.0,166.1,1.0,13.0,86.0,958.0
CEID-Walk,51,90.3,37.2,145.8,0.1,12.3,87.2,795.4
COVIDhub-baseline,51,90.7,35.9,146.6,0.0,11.3,92.2,750.8
GT-DeepCOVID,47,97.0,25.0,190.9,0.4,11.8,85.4,1025.9
JHU_IDD-CovidSP,51,97.8,43.3,122.3,0.4,11.2,150.8,464.6
MOBS-GLEAM_COVID,50,100.4,50.9,146.0,1.1,11.7,112.8,722.2
CU-select,51,104.0,49.0,157.9,0.0,12.0,126.5,795.0
PSI-DRAFT,51,104.1,51.0,141.0,0.0,12.5,130.5,692.0
RobertWalraven-ESG,51,115.4,60.1,168.6,0.0,19.5,120.3,904.6
epiforecasts-ensemble1,46,119.3,31.0,190.9,1.0,14.0,169.0,957.0
UA-EpiCovDA,51,144.6,29.0,340.0,1.0,13.0,104.0,2052.0
IHME-CurveFit,51,151.6,63.9,348.1,0.0,13.9,115.6,2286.0
USACE-ERDC_SEIR,51,153.7,68.3,209.5,0.7,17.3,170.5,906.1
JHUAPL-Bucky,51,176.9,47.4,325.4,0.3,21.3,198.7,1810.4
