,total_deaths_2020-07-26,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Baseline,147782,197228.6,199263,50293.6,51481,-1187.4,-2.3%
YYG-ParamSearch,147782,196534.3,199263,49599.3,51481,-1881.7,-3.7%
Covid19Sim-Simulator,147782,201789.0,199263,54854.0,51481,3373.0,6.6%
IHME-CurveFit,147782,194279.5,199263,47344.5,51481,-4136.5,-8.0%
UCLA-SuEIR,147782,192589.7,199263,45654.7,51481,-5826.3,-11.3%
Columbia_UNC-SurvCon,147782,186049.0,199263,39114.0,51481,-12367.0,-24.0%
IowaStateLW-STEM,147782,185432.0,199263,38497.0,51481,-12984.0,-25.2%
USC-SI_kJalpha,147782,174893.0,199263,27958.0,51481,-23523.0,-45.7%
USACE-ERDC_SEIR,147782,223448.5,199263,76513.5,51481,25032.5,48.6%
STH-3PU,147782,225801.0,199263,78866.0,51481,27385.0,53.2%
MITCovAlliance-SIR,147782,169782.4,199263,22847.4,51481,-28633.6,-55.6%
