,total_deaths_2020-08-30,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
JCB-PRM,183204,199080.0,199263,16014.0,16059,-45.0,-0.3%
STH-3PU,183204,198950.0,199263,15884.0,16059,-175.0,-1.1%
LNQ-ens1,183204,199361.9,199263,16295.9,16059,236.9,1.5%
Columbia_UNC-SurvCon,183204,199422.0,199263,16356.0,16059,297.0,1.8%
OliverWyman-Navigator,183204,199450.5,199263,16384.5,16059,325.5,2.0%
QJHong-Encounter,183204,198766.4,199263,15700.4,16059,-358.6,-2.2%
CU-select,183204,199572.0,199263,16506.0,16059,447.0,2.8%
UCLA-SuEIR,183204,199575.6,199263,16509.6,16059,450.6,2.8%
COVIDhub-ensemble,183204,199744.0,199263,16678.0,16059,619.0,3.9%
CovidAnalytics-DELPHI,183204,199767.0,199263,16701.0,16059,642.0,4.0%
Karlen-pypm,183204,199769.6,199263,16703.6,16059,644.6,4.0%
SteveMcConnell-CovidComplete,183204,199855.0,199263,16789.0,16059,730.0,4.5%
GT-DeepCOVID,183204,198364.2,199263,15298.2,16059,-760.8,-4.7%
USC-SI_kJalpha,183204,199955.0,199263,16889.0,16059,830.0,5.2%
YYG-ParamSearch,183204,198125.7,199263,15059.7,16059,-999.3,-6.2%
DDS-NBDS,183204,200135.3,199263,17069.3,16059,1010.3,6.3%
IowaStateLW-STEM,183204,200260.0,199263,17194.0,16059,1135.0,7.1%
UMass-MechBayes,183204,197792.0,199263,14726.0,16059,-1333.0,-8.3%
Baseline,183204,200968.9,199263,17902.9,16059,1843.9,11.5%
MOBS-GLEAM_COVID,183204,197233.4,199263,14167.4,16059,-1891.6,-11.8%
PSI-DRAFT,183204,201042.5,199263,17976.5,16059,1917.5,11.9%
NotreDame-mobility,183204,196435.2,199263,13369.2,16059,-2689.8,-16.7%
COVIDhub-baseline,183204,201998.5,199263,18932.5,16059,2873.5,17.9%
JHU_IDD-CovidSP,183204,202021.0,199263,18955.0,16059,2896.0,18.0%
CEID-Walk,183204,202081.5,199263,19015.5,16059,2956.5,18.4%
UCM_MESALab-FoGSEIR,183204,196130.0,199263,13064.0,16059,-2995.0,-18.6%
Covid19Sim-Simulator,183204,202343.9,199263,19277.9,16059,3218.9,20.0%
IHME-CurveFit,183204,202964.3,199263,19898.3,16059,3839.3,23.9%
USACE-ERDC_SEIR,183204,202966.2,199263,19900.2,16059,3841.2,23.9%
RobertWalraven-ESG,183204,194848.9,199263,11782.9,16059,-4276.1,-26.6%
LANL-GrowthRate,183204,194591.2,199263,11525.2,16059,-4533.8,-28.2%
UA-EpiCovDA,183204,203800.0,199263,20734.0,16059,4675.0,29.1%
WalmartLabsML-LogForecasting,183204,194233.0,199263,11167.0,16059,-4892.0,-30.5%
UMich-RidgeTfReg,183204,204222.8,199263,21156.8,16059,5097.8,31.7%
JHUAPL-Bucky,183204,192652.2,199263,9586.2,16059,-6472.8,-40.3%
RPI_UW-Mob_Collision,183204,207127.8,199263,24061.8,16059,8002.8,49.8%
epiforecasts-ensemble1,183204,188472.0,199263,5406.0,16059,-10653.0,-66.3%
CMU-TimeSeries,183204,,199263,,16059,,
GT_CHHS-COVID19,183204,,199263,,16059,,
Google_Harvard-CPF,183204,,199263,,16059,,
NotreDame-FRED,183204,,199263,,16059,,
