,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2437,2757.3,2768.1,2055.0,2284.0,,2416.7,3019.5,320.3,331.1,-382.0,-153.0,,-20.3,582.5,False,False,True,,True,False
Alaska,45,26.9,92.0,22.7,,,31.7,28.0,-18.1,47.0,-22.3,,,-13.3,-17.0,False,False,,,True,True
Arizona,5467,7402.1,6271.3,4451.7,5916.0,,5555.5,5829.9,1935.1,804.3,-1015.3,449.0,,88.5,362.9,True,True,True,,True,True
Arkansas,1181,675.9,945.3,551.0,633.0,,541.9,722.5,-505.1,-235.7,-630.0,-548.0,,-639.1,-458.5,True,False,False,,False,True
California,15018,13596.1,16453.1,16676.7,13172.0,,12410.8,13406.4,-1421.9,1435.1,1658.7,-1846.0,,-2607.2,-1611.6,False,False,False,,False,False
Colorado,2013,1991.1,2231.9,1943.5,1937.0,,2041.9,2369.5,-21.9,218.9,-69.5,-76.0,,28.9,356.5,False,False,False,,False,False
Connecticut,4492,4821.1,4470.6,4430.7,4526.0,,4606.7,4552.7,329.1,-21.4,-61.3,34.0,,114.7,60.7,True,True,True,,True,True
Delaware,621,576.1,648.8,543.9,569.0,,599.0,611.2,-44.9,27.8,-77.1,-52.0,,-22.0,-9.8,True,False,False,,True,True
District of Columbia,619,666.6,611.1,647.5,630.0,,638.5,655.2,47.6,-7.9,28.5,11.0,,19.5,36.2,True,True,True,,True,True
Florida,13287,11536.3,18530.9,12873.7,12184.0,,10091.0,13444.4,-1750.7,5243.9,-413.3,-1103.0,,-3196.0,157.4,False,True,True,,False,True
Georgia,6599,4688.6,7357.6,4218.7,4013.0,,5897.7,5132.8,-1910.4,758.6,-2380.3,-2586.0,,-701.3,-1466.2,True,False,False,,True,True
Hawaii,120,68.3,51.6,20.7,,,40.8,42.7,-51.7,-68.4,-99.3,,,-79.2,-77.3,False,False,,,False,False
Idaho,441,269.6,877.6,269.3,256.0,,202.1,444.0,-171.4,436.6,-171.7,-185.0,,-238.9,3.0,False,False,False,,False,True
Illinois,8672,8373.7,8288.4,8070.9,8117.0,,8490.8,8243.8,-298.3,-383.6,-601.1,-555.0,,-181.2,-428.2,False,False,False,,True,False
Indiana,3503,3371.1,3437.0,3258.4,2964.0,,3365.4,3537.3,-131.9,-66.0,-244.6,-539.0,,-137.6,34.3,True,False,False,,False,True
Iowa,1265,1156.1,1397.3,1048.6,886.0,,985.4,1076.5,-108.9,132.3,-216.4,-379.0,,-279.6,-188.5,False,False,False,,False,False
Kansas,594,415.3,856.2,377.0,411.0,,400.0,491.8,-178.7,262.2,-217.0,-183.0,,-194.0,-102.2,False,False,False,,False,True
Kentucky,1108,1068.6,1050.9,1024.5,779.0,,1051.5,1365.3,-39.4,-57.1,-83.5,-329.0,,-56.5,257.3,False,False,False,,False,False
Louisiana,5342,4667.9,5404.8,4615.2,4656.0,,5284.7,5287.9,-674.1,62.8,-726.8,-686.0,,-57.3,-54.1,True,False,False,,True,True
Maine,139,143.6,125.4,146.2,132.0,,128.9,151.4,4.6,-13.6,7.2,-7.0,,-10.1,12.4,False,False,False,,False,False
Maryland,3876,3890.7,3732.8,3970.9,3714.0,,3880.7,4114.5,14.7,-143.2,94.9,-162.0,,4.7,238.5,False,False,False,,True,False
Massachusetts,9295,9369.9,8541.1,9513.8,8711.0,,8989.8,9186.8,74.9,-753.9,218.8,-584.0,,-305.2,-108.2,False,False,False,,False,False
Michigan,6969,6826.6,6943.7,7342.6,6974.0,,6787.6,7174.9,-142.4,-25.3,373.6,5.0,,-181.4,205.9,True,False,True,,False,False
Minnesota,2015,1944.1,2088.9,1713.1,2083.0,,1868.9,2150.4,-70.9,73.9,-301.9,68.0,,-146.1,135.4,False,False,True,,False,False
Mississippi,2809,2293.9,2446.7,2632.4,2022.0,,2040.0,2258.4,-515.1,-362.3,-176.6,-787.0,,-769.0,-550.6,True,True,False,,False,False
Missouri,1825,1525.7,1850.8,1524.3,1291.0,,1994.8,1705.1,-299.3,25.8,-300.7,-534.0,,169.8,-119.9,True,False,False,,True,True
Montana,156,107.9,211.0,196.9,87.0,,73.5,116.4,-48.1,55.0,40.9,-69.0,,-82.5,-39.6,False,True,False,,False,True
Nebraska,442,442.7,435.6,297.6,362.0,,382.9,423.3,0.7,-6.4,-144.4,-80.0,,-59.1,-18.7,False,False,False,,False,False
Nevada,1528,1125.3,1936.7,2062.7,1164.0,,995.4,1432.7,-402.7,408.7,534.7,-364.0,,-532.6,-95.3,False,False,True,,False,True
New Hampshire,438,460.0,451.1,443.4,403.0,,475.7,440.2,22.0,13.1,5.4,-35.0,,37.7,2.2,True,True,False,,False,True
New Jersey,16064,17309.1,16446.0,17776.2,16206.0,,16278.9,16673.1,1245.1,382.0,1712.2,142.0,,214.9,609.1,True,False,True,,True,True
New Mexico,847,801.3,842.8,936.1,773.0,,787.4,949.1,-45.7,-4.2,89.1,-74.0,,-59.6,102.1,True,False,False,,False,False
New York,33081,33779.3,32871.3,34422.5,33365.0,,33191.5,33355.0,719.3,-188.7,1362.5,305.0,,131.5,295.0,True,False,True,,True,True
North Carolina,3235,2803.4,3151.7,2122.8,2397.0,,2720.0,2743.0,-431.6,-83.3,-1112.2,-838.0,,-515.0,-492.0,True,False,False,,False,False
North Dakota,192,136.3,182.7,232.6,103.0,,156.2,136.7,-55.7,-9.3,40.6,-89.0,,-35.8,-55.3,True,True,False,,True,True
Ohio,4612,4201.4,4595.0,4093.9,3670.0,,4227.2,4925.8,-410.6,-17.0,-518.1,-942.0,,-384.8,313.8,True,False,False,,True,True
Oklahoma,943,707.9,1140.9,747.6,871.0,,607.9,748.0,-235.1,197.9,-195.4,-72.0,,-335.1,-195.0,True,True,True,,False,True
Oregon,525,490.3,542.2,439.4,370.0,,382.7,578.9,-34.7,17.2,-85.6,-155.0,,-142.3,53.9,True,False,False,,False,False
Pennsylvania,7940,8067.1,7963.2,7968.3,7474.0,,7851.4,8206.1,127.1,23.2,28.3,-466.0,,-88.6,266.1,True,True,False,,True,False
Rhode Island,1088,1114.0,1135.2,1029.1,1168.0,,1082.3,1085.9,26.0,47.2,-58.9,80.0,,-5.7,-2.1,False,False,False,,True,True
South Carolina,3188,2873.3,2970.2,3146.8,1892.0,,2248.9,2628.8,-314.7,-217.8,-41.2,-1296.0,,-939.1,-559.2,True,True,False,,False,False
South Dakota,200,197.7,146.7,191.7,198.0,,301.0,175.1,-2.3,-53.3,-8.3,-2.0,,101.0,-24.9,False,False,True,,False,False
Tennessee,2216,1746.4,2752.0,1653.7,1555.0,,1502.6,1855.0,-469.6,536.0,-562.3,-661.0,,-713.4,-361.0,False,False,False,,False,True
Texas,15051,11062.3,13773.2,15621.3,13620.0,19939.0,8924.8,10927.3,-3321.7,-610.8,1237.3,-764.0,5555.0,-5459.2,-3456.7,True,True,True,False,False,False
Utah,440,491.0,721.8,742.3,417.0,,460.1,568.2,51.0,281.8,302.3,-23.0,,20.1,128.2,False,False,True,,True,False
Vermont,58,56.0,60.8,56.5,56.0,,57.5,66.8,-2.0,2.8,-1.5,-2.0,,-0.5,8.8,False,True,False,,True,False
Virginia,2988,2567.3,2639.2,3290.2,2237.0,,2471.9,2813.7,-420.7,-348.8,302.2,-751.0,,-516.1,-174.3,True,True,False,,False,True
Washington,2037,1526.7,2146.8,2188.9,1717.0,,1656.2,1889.1,-510.3,109.8,151.9,-320.0,,-380.8,-147.9,True,True,True,,True,True
West Virginia,311,135.4,290.4,113.3,115.0,,128.9,130.9,-175.6,-20.6,-197.7,-196.0,,-182.1,-180.1,True,False,False,,False,False
Wisconsin,1241,1056.6,1610.1,946.9,963.0,,1116.4,1259.6,-184.4,369.1,-294.1,-278.0,,-124.6,18.6,False,False,False,,True,True
Wyoming,49,60.4,66.0,21.5,28.0,,39.3,43.2,11.4,17.0,-27.5,-21.0,,-9.7,-5.8,False,False,False,,True,True
US,199282,187733.7,202810.0,194685.1,179528.0,184459.0,180044.6,191479.2,-10860.3,4216.0,-3908.9,-19066.0,-14135.0,-18549.4,-7114.8,True,True,False,False,False,True
