,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2437,1895.4,2093.4,3261.7,1118.0,,1571.2,2253.5,-541.6,-343.6,824.7,-1319.0,,-865.8,-183.5,True,False,False,,False,True
Alaska,45,39.7,21.8,38.8,,,14.0,14.3,-5.3,-23.2,-6.2,,,-31.0,-30.7,False,False,,,False,False
Arizona,5467,3131.0,6596.6,6476.5,3366.0,,2692.5,3914.6,-2336.0,1129.6,1009.5,-2101.0,,-2774.5,-1552.4,True,True,True,,False,True
Arkansas,1181,525.4,703.9,1226.3,1430.0,,617.2,701.6,-655.6,-477.1,45.3,249.0,,-563.8,-479.4,True,True,True,,True,True
California,15018,11570.3,11728.6,12747.0,7409.0,,7829.3,15486.6,-3447.7,-3289.4,-2271.0,-7609.0,,-7188.7,468.6,True,True,False,,False,True
Colorado,2013,2581.9,2054.0,5104.1,1751.0,,1901.6,2825.5,568.9,41.0,3091.1,-262.0,,-111.4,812.5,True,False,True,,True,False
Connecticut,4492,6002.4,4782.3,4432.3,4508.0,,4667.9,5228.6,1510.4,290.3,-59.7,16.0,,175.9,736.6,True,True,True,,True,True
Delaware,621,754.6,534.9,562.6,483.0,,522.0,744.8,133.6,-86.1,-58.4,-138.0,,-99.0,123.8,True,True,False,,True,True
District of Columbia,619,875.3,679.4,685.0,657.0,,634.7,760.1,256.3,60.4,66.0,38.0,,15.7,141.1,True,True,True,,True,True
Florida,13287,6132.0,6751.1,14100.6,7425.0,,5070.9,8051.9,-7155.0,-6535.9,813.6,-5862.0,,-8216.1,-5235.1,True,True,True,,False,True
