,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Georgia,6599,6206.3,3604.6,8657.8,2958.0,,4674.1,5536.4,-392.7,-2994.4,2058.8,-3641.0,,-1924.9,-1062.6,False,False,False,,False,False
Hawaii,120,17.0,19.3,26.3,,,18.3,20.8,-103.0,-100.7,-93.7,,,-101.7,-99.2,True,True,,,True,True
Idaho,441,142.4,172.8,104.1,90.0,,98.0,107.2,-298.6,-268.2,-336.9,-351.0,,-343.0,-333.8,True,False,False,,False,False
Illinois,8672,11906.3,7748.3,8088.4,8148.0,,7697.3,11581.3,3234.3,-923.7,-583.6,-524.0,,-974.7,2909.3,True,True,True,,True,True
Indiana,3503,4071.0,3223.2,3298.1,2520.0,,2846.7,3981.8,568.0,-279.8,-204.9,-983.0,,-656.3,478.8,True,True,False,,False,True
Iowa,1265,1303.3,1278.8,1202.4,858.0,,909.7,1122.1,38.3,13.8,-62.6,-407.0,,-355.3,-142.9,True,False,False,,False,False
Kansas,594,411.3,324.1,407.5,342.0,,293.2,391.8,-182.7,-269.9,-186.5,-252.0,,-300.8,-202.2,False,False,False,,False,False
Kentucky,1108,900.9,780.7,797.8,598.0,,815.3,1242.3,-207.1,-327.3,-310.2,-510.0,,-292.7,134.3,False,False,False,,False,True
Louisiana,5342,4094.9,3887.7,4146.8,4396.0,,3355.7,4210.0,-1247.1,-1454.3,-1195.2,-946.0,,-1986.3,-1132.0,False,True,True,,False,True
Maine,139,113.9,146.2,175.3,136.0,,110.6,155.6,-25.1,7.2,36.3,-3.0,,-28.4,16.6,True,False,True,,False,True
Maryland,3876,5571.9,4294.1,4901.4,3904.0,,3585.5,5291.5,1695.9,418.1,1025.4,28.0,,-290.5,1415.5,True,True,True,,True,True
Massachusetts,9295,11892.0,8626.2,8568.7,8941.0,,8545.1,9726.1,2597.0,-668.8,-726.3,-354.0,,-749.9,431.1,True,True,True,,True,True
Michigan,6969,7249.3,6526.3,8071.2,7995.0,,6713.4,7030.0,280.3,-442.7,1102.2,1026.0,,-255.6,61.0,False,False,False,,True,True
Minnesota,2015,3158.1,2134.2,2909.0,3551.0,,1887.6,3173.0,1143.1,119.2,894.0,1536.0,,-127.4,1158.0,True,True,False,,True,False
Mississippi,2809,1916.4,2167.2,1332.3,1280.0,,1239.6,2109.8,-892.6,-641.8,-1476.7,-1529.0,,-1569.4,-699.2,True,False,False,,False,True
Missouri,1825,1370.0,1396.2,1566.6,1141.0,,2080.9,2391.9,-451.0,-424.8,-254.4,-680.0,,259.9,570.9,True,True,False,,True,False
Montana,156,32.9,20.8,28.9,21.0,,22.8,24.2,-123.1,-135.2,-127.1,-135.0,,-133.2,-131.8,False,False,False,,False,False
Nebraska,442,603.0,431.3,547.9,291.0,,344.2,570.2,161.0,-10.7,105.9,-151.0,,-97.8,128.2,True,True,True,,True,True
Nevada,1528,809.4,731.1,798.5,613.0,,652.7,977.2,-718.6,-796.9,-729.5,-915.0,,-875.3,-550.8,False,False,False,,False,True
New Hampshire,438,791.1,588.7,735.2,349.0,,552.2,927.2,353.1,150.7,297.2,-89.0,,114.2,489.2,True,True,True,,True,False
New Jersey,16064,19352.0,13473.9,14136.2,13980.0,,14134.0,15123.5,5144.0,-734.1,-71.8,-228.0,,-74.0,915.5,True,True,True,,True,True
New Mexico,847,975.4,916.5,920.5,556.0,,609.2,1096.8,128.4,69.5,73.5,-291.0,,-237.8,249.8,True,True,False,,False,False
New York,33081,37074.6,31831.6,33418.3,32874.0,,31621.7,32927.1,4763.6,-479.4,1107.3,563.0,,-689.3,616.1,True,True,True,,True,True
North Carolina,3235,2517.7,3710.7,2529.8,3182.0,,2701.9,3639.2,-717.3,475.7,-705.2,-53.0,,-533.1,404.2,True,True,True,,True,True
North Dakota,192,101.7,107.8,125.6,344.0,,101.4,149.2,-90.3,-84.2,-66.4,152.0,,-90.6,-42.8,True,True,False,,False,True
Ohio,4612,5053.3,3797.3,3575.3,3192.0,,3421.6,5124.4,441.3,-814.7,-1036.7,-1420.0,,-1190.4,512.4,False,False,False,,False,False
Oklahoma,943,511.4,460.6,573.7,785.0,,404.4,490.0,-431.6,-482.4,-369.3,-158.0,,-538.6,-453.0,False,True,True,,False,False
Oregon,525,311.6,258.8,655.3,229.0,,225.8,302.7,-210.4,-263.2,133.3,-293.0,,-296.2,-219.3,False,True,False,,False,False
Pennsylvania,7940,9984.1,8800.8,8525.2,6748.0,,7677.5,9308.9,2044.1,860.8,585.2,-1192.0,,-262.5,1368.9,True,True,True,,True,True
Rhode Island,1088,1678.3,1139.8,1136.7,1000.0,,1112.7,1498.7,640.3,101.8,98.7,-38.0,,74.7,460.7,True,True,True,,True,True
South Carolina,3188,1348.3,2105.9,2554.2,985.0,,1111.7,1911.4,-1839.7,-1082.1,-633.8,-2203.0,,-2076.3,-1276.6,True,True,False,,False,True
South Dakota,200,213.6,138.8,174.0,111.0,,100.2,177.0,13.6,-61.2,-26.0,-89.0,,-99.8,-23.0,False,False,False,,False,False
Tennessee,2216,1250.0,939.7,1777.3,1460.0,,759.1,1114.8,-966.0,-1276.3,-438.7,-756.0,,-1456.9,-1101.2,False,True,True,,False,False
Texas,15051,3965.6,4711.1,4896.1,4544.0,12222.0,2678.5,4223.9,-10922.4,-10176.9,-9991.9,-10344.0,-2666.0,-12209.5,-10664.1,True,True,True,True,False,True
Utah,440,388.4,961.5,521.5,348.0,,238.1,525.5,-51.6,521.5,81.5,-92.0,,-201.9,85.5,False,False,False,,False,False
Vermont,58,55.0,80.0,62.3,59.0,,67.6,65.8,-3.0,22.0,4.3,1.0,,9.6,7.8,False,False,True,,False,False
Virginia,2988,2571.4,2445.9,2114.0,2034.0,,1889.6,3518.8,-416.6,-542.1,-874.0,-954.0,,-1098.4,530.8,False,False,False,,False,False
Washington,2037,2048.4,1769.0,1645.2,1421.0,,1364.5,2272.0,11.4,-268.0,-391.8,-616.0,,-672.5,235.0,False,False,False,,False,False
West Virginia,311,143.4,115.4,141.3,87.0,,132.8,134.1,-167.6,-195.6,-169.7,-224.0,,-178.2,-176.9,False,False,False,,False,False
Wisconsin,1241,1315.6,1255.4,1306.1,1233.0,,879.3,1787.9,74.6,14.4,65.1,-8.0,,-361.7,546.9,True,True,True,,False,False
Wyoming,49,31.9,28.8,23.4,18.0,,19.5,27.3,-17.1,-20.2,-25.6,-31.0,,-29.5,-21.7,False,False,False,,False,False
US,199282,187193.3,163441.2,185811.2,151448.0,155063.0,132794.6,186198.4,-9242.7,-32994.8,-10624.8,-44988.0,-41373.0,-63641.4,-10237.6,False,False,False,False,False,False
