,mean_rank
COVIDhub-baseline,3.3
IowaStateLW-STEM,3.7
UCLA-SuEIR,3.8
USC-SI_kJalpha,4.0
JHU_IDD-CovidSP,4.2
LANL-GrowthRate,4.3
CU-select,4.7
