,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,51,5033.8,1599.0,8448.5,67.0,864.5,3606.5,44885.0
LNQ-ens1,51,5391.3,2347.4,10207.0,43.5,927.8,6026.0,65396.4
USACE-ERDC_SEIR,51,5601.3,2262.4,11789.0,21.7,650.9,5679.7,66606.7
USC-SI_kJalpha,51,5852.6,1915.0,9802.6,64.0,936.0,6950.5,51824.0
DDS-NBDS,51,6916.0,2251.5,15064.5,7.8,943.0,6169.5,97037.9
COVIDhub-ensemble,51,7101.4,3004.0,13652.9,20.0,752.5,6465.0,78487.0
LANL-GrowthRate,51,8090.0,3156.7,18004.4,28.4,778.2,7494.0,108820.7
UCLA-SuEIR,51,8457.7,3234.9,14716.9,44.9,1157.7,7908.4,76251.5
RobertWalraven-ESG,49,8754.1,3253.0,17674.0,21.4,1222.8,6831.8,107256.2
COVIDhub-baseline,51,9528.0,3393.0,19299.7,33.0,896.5,9457.5,123093.0
IowaStateLW-STEM,49,9733.5,2836.0,20687.1,25.0,744.0,7213.0,113633.0
JHU_IDD-CovidSP,51,12989.8,7777.5,17835.6,152.5,2293.2,13218.3,103368.0
Covid19Sim-Simulator,51,13829.0,4849.6,25869.0,97.1,1750.5,11620.5,162555.5
CovidAnalytics-DELPHI,51,16168.6,6834.0,28864.1,167.0,2599.5,15960.5,142281.0
Geneva-DetGrowth,51,17362.6,11770.4,27060.2,151.0,3723.7,17526.1,138970.5
Karlen-pypm,51,22484.1,13787.5,34313.1,144.4,2525.5,29356.6,217720.1
IHME-CurveFit,51,35982.1,5914.7,90555.5,179.9,1772.9,26224.6,571827.9
