,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,56.5,12.6,212.9,0.0,4.2,38.2,4503.1
COVIDhub-ensemble,3141,61.5,13.0,296.7,0.0,4.0,40.0,11729.0
OliverWyman-Navigator,2467,73.9,15.0,429.9,0.0,5.0,48.0,19120.0
RobertWalraven-ESG,3141,78.5,18.0,280.2,0.0,5.0,56.0,7439.8
USC-SI_kJalpha,2779,80.3,17.0,404.5,0.0,5.0,51.0,11631.0
LANL-GrowthRate,2951,81.7,21.1,395.5,0.0,6.6,57.7,12306.1
UCLA-SuEIR,2847,82.6,15.8,426.2,0.0,4.8,53.0,16454.5
COVIDhub-baseline,3141,83.9,15.0,427.3,0.0,4.0,49.0,14749.0
CEID-Walk,3141,85.8,15.0,439.1,0.0,4.3,49.2,15571.7
IowaStateLW-STEM,3103,89.8,19.0,361.8,0.0,5.0,58.0,8764.0
JHU_IDD-CovidSP,3139,90.5,22.5,264.4,0.0,6.4,76.1,7131.2
MITCovAlliance-SIR,2094,95.1,18.5,460.6,0.1,6.7,61.6,13978.3
CU-select,3099,120.8,19.0,746.8,0.0,6.0,61.0,26339.0
Yu_Group-CLEP,3139,265.1,37.8,1256.8,0.0,13.3,124.0,27882.1
