,count,mean,median,std,min,25%,75%,max
USC-SI_kJalpha,51,6484.6,2360.0,13938.3,3.0,813.0,6265.0,91761.0
USACE-ERDC_SEIR,51,11810.7,4584.5,19746.4,155.7,1601.0,12683.7,107853.9
UCLA-SuEIR,51,12170.3,4433.4,18671.0,94.9,1256.3,13044.5,91302.0
LANL-GrowthRate,51,12200.1,3870.8,25726.7,0.8,1530.5,9638.1,144502.6
COVIDhub-baseline,51,12527.5,3681.0,29284.7,18.0,503.0,9364.5,180218.0
IowaStateLW-STEM,49,13739.5,3359.0,35841.4,16.0,1389.5,8511.0,219786.0
JHU_IDD-CovidSP,51,17636.3,11102.6,27287.9,27.0,2511.5,19819.6,163453.4
CovidAnalytics-DELPHI,51,19376.1,8537.0,32658.3,192.0,3026.5,19620.0,160504.0
Covid19Sim-Simulator,51,28488.7,5464.0,69268.7,17.3,1369.0,20330.3,398364.3
IHME-CurveFit,51,42312.2,9844.0,123223.2,204.3,3185.6,24229.1,824616.5
Karlen-pypm,51,42821.2,17535.5,90776.9,238.9,2770.6,40104.1,512938.4
