,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
02020,308,257.0,247.1,,214.0,265.0,,,,,,,577.9,,199.6,188.0,246.0,,208.2,,220.7,176.0,,,,244.3,-51.0,-60.9,,-94.0,-43.0,,,,,,,269.9,,-108.4,-120.0,-62.0,,-99.8,,-87.3,-132.0,,,,-63.7,False,,False,True,,,,,,,False,,False,False,False,,False,,False,False,,,,False
02050,19,9.0,8.8,,7.0,4.0,,,,,,,4.1,,3.4,6.7,8.0,,10.1,,8.3,,,,,3.8,-10.0,-10.2,,-12.0,-15.0,,,,,,,-14.9,,-15.6,-12.3,-11.0,,-8.9,,-10.7,,,,,-15.2,False,,False,False,,,,,,,False,,False,False,False,,True,,False,,,,,False
02060,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.2,0.1,0.0,,0.6,,,,,,,1.5,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.2,0.1,0.0,,0.6,,,,,,,1.5,True,,True,True,,,,,,,True,,False,False,True,,False,,,,,,,False
02068,0,0.0,0.0,,0.0,0.0,,,,,,,0.4,,,0.0,0.0,,0.0,,,,,,,1.4,0.0,0.0,,0.0,0.0,,,,,,,0.4,,,0.0,0.0,,0.0,,,,,,,1.4,False,,True,True,,,,,,,False,,,False,True,,True,,,,,,,False
02070,0,3.0,2.9,,1.0,0.0,,,,,,,4.7,,0.1,0.3,0.0,,0.7,,2.5,,,,,3.0,3.0,2.9,,1.0,0.0,,,,,,,4.7,,0.1,0.3,0.0,,0.7,,2.5,,,,,3.0,True,,True,True,,,,,,,False,,True,True,True,,True,,True,,,,,True
02090,79,68.0,66.1,,57.0,0.0,,,,,,,92.6,,56.9,67.8,73.0,,37.8,,66.9,,,,,51.3,-11.0,-12.9,,-22.0,-79.0,,,,,,,13.6,,-22.1,-11.2,-6.0,,-41.2,,-12.1,,,,,-27.7,False,,False,False,,,,,,,False,,False,False,True,,False,,False,,,,,False
02100,0,0.0,0.0,,0.0,0.0,,,,,,,0.7,,,0.0,0.0,,0.1,,0.1,,,,,1.4,0.0,0.0,,0.0,0.0,,,,,,,0.7,,,0.0,0.0,,0.1,,0.1,,,,,1.4,True,,True,True,,,,,,,False,,,False,True,,False,,False,,,,,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,,0.7,,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,0.7,,,0.0,0.0,,0.0,,,,,,,,True,,True,True,,,,,,,False,,,False,True,,True,,,,,,,
02110,15,15.0,9.9,,18.0,25.0,,,,,,,27.9,,11.1,22.7,18.0,,26.8,,18.5,,,,,19.6,0.0,-5.1,,3.0,10.0,,,,,,,12.9,,-3.9,7.7,3.0,,11.8,,3.5,,,,,4.6,False,,False,False,,,,,,,False,,False,False,False,,False,,False,,,,,False
02122,11,47.0,46.8,,30.0,32.0,,,,,,,56.4,,11.4,29.7,39.0,,27.2,,47.4,,,,,35.6,36.0,35.8,,19.0,21.0,,,,,,,45.4,,0.4,18.7,28.0,,16.2,,36.4,,,,,24.6,True,,True,True,,,,,,,False,,True,True,True,,True,,False,,,,,True
02130,3,3.0,2.7,,1.0,0.0,,,,,,,1.4,,1.3,1.2,6.0,,2.7,,3.4,,,,,2.5,0.0,-0.3,,-2.0,-3.0,,,,,,,-1.6,,-1.7,-1.8,3.0,,-0.3,,0.4,,,,,-0.5,False,,False,False,,,,,,,False,,False,False,False,,False,,False,,,,,False
02150,0,4.0,4.1,,1.0,0.0,,,,,,,1.1,,0.3,0.7,4.0,,2.9,,3.2,,,,,3.1,4.0,4.1,,1.0,0.0,,,,,,,1.1,,0.3,0.7,4.0,,2.9,,3.2,,,,,3.1,False,,True,True,,,,,,,True,,True,True,False,,True,,True,,,,,True
02158,0,0.0,0.0,,0.0,0.0,,,,,,,,,,0.1,,,0.3,,0.0,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,0.1,,,0.3,,0.0,,,,,,False,,True,True,,,,,,,,,,False,,,False,,False,,,,,
02164,0,0.0,0.0,,0.0,0.0,,,,,,,1.2,,,0.0,0.0,,0.0,,,,,,,1.0,0.0,0.0,,0.0,0.0,,,,,,,1.2,,,0.0,0.0,,0.0,,,,,,,1.0,True,,True,True,,,,,,,False,,,False,True,,True,,,,,,,False
02170,49,52.0,49.9,,50.0,51.0,,,,,,,122.5,,47.1,54.4,59.0,,44.0,,50.6,,,,,52.9,3.0,0.9,,1.0,2.0,,,,,,,73.5,,-1.9,5.4,10.0,,-5.0,,1.6,,,,,3.9,True,,True,True,,,,,,,False,,True,False,False,,False,,True,,,,,False
02180,7,6.0,6.1,,3.0,0.0,,,,,,,2.4,,1.8,3.2,7.0,,7.0,,,,,,,4.4,-1.0,-0.9,,-4.0,-7.0,,,,,,,-4.6,,-5.2,-3.8,0.0,,-0.0,,,,,,,-2.6,True,,False,False,,,,,,,False,,False,False,True,,True,,,,,,,False
02185,7,9.0,9.6,,4.0,,,,,,,,7.1,,0.9,3.8,,,5.8,,,,,,,5.4,2.0,2.6,,-3.0,,,,,,,,0.1,,-6.1,-3.2,,,-1.2,,,,,,,-1.6,False,,False,,,,,,,,True,,False,False,,,True,,,,,,,True
02188,3,18.0,18.5,,5.0,0.0,,,,,,,6.3,,2.6,7.7,21.0,,7.9,,,,,,,33.9,15.0,15.5,,2.0,-3.0,,,,,,,3.3,,-0.4,4.7,18.0,,4.9,,,,,,,30.9,False,,True,True,,,,,,,True,,True,True,False,,True,,,,,,,False
02195,0,0.0,0.1,,0.0,0.0,,,,,,,0.1,,0.1,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.1,,0.0,0.0,,,,,,,0.1,,0.1,0.0,0.0,,0.0,,0.0,,,,,,False,,True,True,,,,,,,False,,False,False,True,,False,,False,,,,,
02198,3,7.0,6.9,,2.0,,,,,,,,3.4,,0.5,1.6,,,4.5,,,,,,,,4.0,3.9,,-1.0,,,,,,,,0.4,,-2.5,-1.4,,,1.5,,,,,,,,True,,True,,,,,,,,True,,True,True,,,True,,,,,,,
02220,4,3.0,2.9,,1.0,0.0,,,,,,,3.5,,1.1,0.7,,,0.3,,2.4,,,,,4.8,-1.0,-1.1,,-3.0,-4.0,,,,,,,-0.5,,-2.9,-3.3,,,-3.7,,-1.6,,,,,0.8,False,,False,False,,,,,,,True,,False,False,,,False,,False,,,,,True
02230,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,True,,True,True,,,,,,,True,,,True,True,,True,,,,,,,
02240,0,0.0,0.0,,0.0,0.0,,,,,,,0.4,,0.4,0.1,0.0,,1.0,,,,,,,1.8,0.0,0.0,,0.0,0.0,,,,,,,0.4,,0.4,0.1,0.0,,1.0,,,,,,,1.8,True,,True,True,,,,,,,False,,False,False,True,,False,,,,,,,False
02261,5,10.0,9.1,,4.0,0.0,,,,,,,3.9,,2.9,4.5,6.0,,6.0,,,,,,,13.8,5.0,4.1,,-1.0,-5.0,,,,,,,-1.1,,-2.1,-0.5,1.0,,1.0,,,,,,,8.8,True,,True,False,,,,,,,True,,True,True,True,,True,,,,,,,False
02275,2,1.0,1.4,,0.0,0.0,,,,,,,0.6,,,0.0,,,0.2,,1.1,,,,,,-1.0,-0.6,,-2.0,-2.0,,,,,,,-1.4,,,-2.0,,,-1.8,,-0.9,,,,,,True,,False,False,,,,,,,False,,,False,,,False,,True,,,,,
02282,9,0.0,0.0,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,0.6,,0.4,,,,,1.1,-9.0,-9.0,,-9.0,-9.0,,,,,,,-9.0,,,-9.0,-9.0,,-8.4,,-8.6,,,,,-7.9,True,,False,False,,,,,,,False,,,True,False,,True,,True,,,,,True
02290,5,9.0,10.2,,3.0,0.0,,,,,,,2.8,,3.1,4.9,9.0,,2.2,,,,,,,4.2,4.0,5.2,,-2.0,-5.0,,,,,,,-2.2,,-1.9,-0.1,4.0,,-2.8,,,,,,,-0.8,False,,True,False,,,,,,,True,,True,True,False,,True,,,,,,,True
04001,40,60.0,59.0,,45.0,85.0,,,,,,49.0,51.6,,20.6,41.5,53.0,,26.5,,60.3,,,,,78.4,20.0,19.0,,5.0,45.0,,,,,,9.0,11.6,,-19.4,1.5,13.0,,-13.5,,20.3,,,,,38.4,True,,True,False,,,,,,True,True,,True,True,True,,True,,False,,,,,False
04003,24,31.0,44.0,,34.0,48.0,,,,,,88.0,71.4,,10.9,36.2,30.0,,19.5,,31.6,,,,,60.5,7.0,20.0,,10.0,24.0,,,,,,64.0,47.4,,-13.1,12.2,6.0,,-4.5,,7.6,,,,,36.5,False,,False,False,,,,,,False,False,,False,False,True,,True,,False,,,,,False
04005,75,69.0,71.6,,51.0,51.0,,,,,,66.0,49.4,,39.7,67.8,52.0,,36.0,,74.3,50.0,,,,87.2,-6.0,-3.4,,-24.0,-24.0,,,,,,-9.0,-25.6,,-35.3,-7.2,-23.0,,-39.0,,-0.7,-25.0,,,,12.2,True,,False,False,,,,,,False,False,,False,False,False,,False,,True,False,,,,False
04007,33,76.0,73.0,,50.0,54.0,,,,,,46.0,67.6,,45.4,53.7,47.0,,20.4,,61.4,,,,,83.8,43.0,40.0,,17.0,21.0,,,,,,13.0,34.6,,12.4,20.7,14.0,,-12.6,,28.4,,,,,50.8,True,,True,True,,,,,,True,True,,True,True,True,,True,,True,,,,,False
04009,50,68.0,61.5,,49.0,50.0,,,,,,21.0,43.2,,47.7,51.0,,,48.0,,74.5,,,,,75.6,18.0,11.5,,-1.0,0.0,,,,,,-29.0,-6.8,,-2.3,1.0,,,-2.0,,24.5,,,,,25.6,True,,True,True,,,,,,False,True,,True,True,,,True,,False,,,,,False
04011,1,0.0,0.8,,1.0,0.0,,,,,,2.0,3.0,,2.6,0.2,0.0,,2.1,,0.2,,,,,3.4,-1.0,-0.2,,0.0,-1.0,,,,,,1.0,2.0,,1.6,-0.8,-1.0,,1.1,,-0.8,,,,,2.4,True,,True,False,,,,,,False,False,,False,True,False,,False,,True,,,,,False
04012,4,5.0,4.7,,3.0,1.0,,,,,,26.0,4.3,,0.4,3.6,5.0,,3.2,,5.0,,,,,7.2,1.0,0.7,,-1.0,-3.0,,,,,,22.0,0.3,,-3.6,-0.4,1.0,,-0.8,,1.0,,,,,3.2,True,,False,False,,,,,,False,True,,False,True,False,,True,,True,,,,,False
04013,1704,2820.0,2912.8,2513.6,2172.0,2884.0,,,,,,3063.0,2440.1,,1994.7,1867.1,1995.0,,1247.7,,2334.3,1432.0,,,,5318.9,1116.0,1208.8,809.6,468.0,1180.0,,,,,,1359.0,736.1,,290.7,163.1,291.0,,-456.3,,630.3,-272.0,,,,3614.9,False,True,True,False,,,,,,False,True,,True,True,True,,True,,True,True,,,,False
04015,113,136.0,147.3,,99.0,99.0,,,,,,253.0,107.1,,85.1,103.4,90.0,,73.8,,107.7,82.0,,,,148.1,23.0,34.3,,-14.0,-14.0,,,,,,140.0,-5.9,,-27.9,-9.6,-23.0,,-39.2,,-5.3,-31.0,,,,35.1,False,,True,True,,,,,,False,True,,False,True,False,,False,,True,False,,,,False
04017,96,49.0,51.4,,40.0,42.0,,,,,,68.0,51.3,,18.2,39.0,54.0,,31.1,,61.5,,,,,86.2,-47.0,-44.6,,-56.0,-54.0,,,,,,-28.0,-44.7,,-77.8,-57.0,-42.0,,-64.9,,-34.5,,,,,-9.8,True,,False,False,,,,,,True,True,,False,False,True,,False,,True,,,,,True
04019,695,1133.0,1159.4,830.3,785.0,947.0,,,,,,918.0,689.8,,492.0,740.5,538.0,,473.5,,989.5,658.0,,,,1404.3,438.0,464.4,135.3,90.0,252.0,,,,,,223.0,-5.2,,-203.0,45.5,-157.0,,-221.5,,294.5,-37.0,,,,709.3,False,True,True,True,,,,,,True,True,,True,True,True,,True,,True,True,,,,False
04021,365,465.0,448.1,440.0,399.0,611.0,,,,,,566.0,146.1,,277.6,357.5,301.0,,297.0,,445.4,260.0,,,,383.3,100.0,83.1,75.0,34.0,246.0,,,,,,201.0,-218.9,,-87.4,-7.5,-64.0,,-68.0,,80.4,-105.0,,,,18.3,True,True,True,False,,,,,,False,False,,True,True,True,,True,,True,False,,,,True
04023,14,38.0,39.0,,31.0,25.0,,,,,,158.0,23.7,,20.9,36.6,37.0,,11.4,,36.6,,,,,56.9,24.0,25.0,,17.0,11.0,,,,,,144.0,9.7,,6.9,22.6,23.0,,-2.6,,22.6,,,,,42.9,False,,True,True,,,,,,False,True,,True,True,True,,True,,True,,,,,False
04025,52,101.0,103.4,,72.0,72.0,,,,,,200.0,161.0,,58.4,79.6,62.0,,49.4,,87.2,61.0,,,,148.4,49.0,51.4,,20.0,20.0,,,,,,148.0,109.0,,6.4,27.6,10.0,,-2.6,,35.2,9.0,,,,96.4,False,,True,True,,,,,,False,False,,True,True,True,,True,,True,True,,,,False
04027,170,190.0,197.3,214.8,170.0,180.0,,,,,,181.0,153.5,,86.2,160.4,158.0,,70.8,,182.8,106.0,,,,312.6,20.0,27.3,44.8,0.0,10.0,,,,,,11.0,-16.5,,-83.8,-9.6,-12.0,,-99.2,,12.8,-64.0,,,,142.6,False,False,True,True,,,,,,True,True,,False,True,True,,False,,True,False,,,,False
05001,14,17.0,11.8,,16.0,14.0,,,,,,35.0,30.6,,8.5,18.0,,,29.5,,14.8,,,,,21.0,3.0,-2.2,,2.0,0.0,,,,,,21.0,16.6,,-5.5,4.0,,,15.5,,0.8,,,,,7.0,True,,True,True,,,,,,False,False,,False,False,,,False,,True,,,,,False
05003,12,24.0,19.1,,19.0,18.0,,,,,,36.0,29.7,,9.5,19.3,,,18.7,,30.1,,,,,52.5,12.0,7.1,,7.0,6.0,,,,,,24.0,17.7,,-2.5,7.3,,,6.7,,18.1,,,,,40.5,True,,True,True,,,,,,False,False,,True,True,,,True,,False,,,,,False
05005,25,26.0,25.5,,27.0,34.0,,,,,,28.0,35.0,,28.3,30.8,,,10.2,,22.0,,,,,16.2,1.0,0.5,,2.0,9.0,,,,,,3.0,10.0,,3.3,5.8,,,-14.8,,-3.0,,,,,-8.8,True,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,,False
05007,247,166.0,171.6,,155.0,156.0,,,,,,307.0,94.5,,143.2,167.5,,,132.9,,154.6,125.0,,,,176.1,-81.0,-75.4,,-92.0,-91.0,,,,,,60.0,-152.5,,-103.8,-79.5,,,-114.1,,-92.4,-122.0,,,,-70.9,True,,False,False,,,,,,True,False,,False,True,,,False,,False,False,,,,True
05009,59,32.0,34.8,,32.0,16.0,,,,,,30.0,50.4,,34.6,34.3,,,0.1,,35.1,,,,,31.4,-27.0,-24.2,,-27.0,-43.0,,,,,,-29.0,-8.6,,-24.4,-24.7,,,-58.9,,-23.9,,,,,-27.6,True,,False,False,,,,,,False,True,,True,True,,,False,,True,,,,,False
05011,38,33.0,34.6,,30.0,30.0,,,,,,19.0,23.4,,27.3,36.0,,,36.4,,30.2,,,,,46.0,-5.0,-3.4,,-8.0,-8.0,,,,,,-19.0,-14.6,,-10.7,-2.0,,,-1.6,,-7.8,,,,,8.0,True,,False,False,,,,,,False,False,,False,True,,,True,,False,,,,,False
05013,0,7.0,7.1,,4.0,5.0,,,,,,6.0,3.4,,,0.9,,,3.2,,,,,,,4.1,7.0,7.1,,4.0,5.0,,,,,,6.0,3.4,,,0.9,,,3.2,,,,,,,4.1,False,,True,True,,,,,,True,True,,,True,,,True,,,,,,,True
05015,30,46.0,46.2,,27.0,41.0,,,,,,23.0,25.6,,17.9,31.9,,,16.0,,41.9,,,,,39.1,16.0,16.2,,-3.0,11.0,,,,,,-7.0,-4.4,,-12.1,1.9,,,-14.0,,11.9,,,,,9.1,False,,True,True,,,,,,True,True,,True,True,,,True,,True,,,,,True
05017,23,16.0,19.9,,20.0,64.0,,,,,,31.0,18.8,,4.9,20.5,,,11.7,,29.4,,,,,38.5,-7.0,-3.1,,-3.0,41.0,,,,,,8.0,-4.2,,-18.1,-2.5,,,-11.3,,6.4,,,,,15.5,True,,True,False,,,,,,False,True,,False,True,,,False,,True,,,,,False
05019,20,20.0,20.2,,12.0,7.0,,,,,,28.0,17.8,,6.5,15.0,,,9.1,,18.6,,,,,13.5,0.0,0.2,,-8.0,-13.0,,,,,,8.0,-2.2,,-13.5,-5.0,,,-10.9,,-1.4,,,,,-6.5,False,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,,False
05021,13,17.0,15.5,,15.0,15.0,,,,,,15.0,18.7,,10.9,14.9,,,25.3,,17.5,,,,,14.2,4.0,2.5,,2.0,2.0,,,,,,2.0,5.7,,-2.1,1.9,,,12.3,,4.5,,,,,1.2,True,,True,True,,,,,,True,False,,True,True,,,False,,False,,,,,True
05023,13,23.0,25.6,,18.0,30.0,,,,,,34.0,13.8,,8.0,17.6,,,0.6,,19.2,,,,,19.1,10.0,12.6,,5.0,17.0,,,,,,21.0,0.8,,-5.0,4.6,,,-12.4,,6.2,,,,,6.1,False,,True,False,,,,,,False,True,,True,True,,,False,,True,,,,,True
05025,8,10.0,11.9,,9.0,14.0,,,,,,8.0,11.3,,3.6,10.0,,,5.6,,13.4,,,,,13.9,2.0,3.9,,1.0,6.0,,,,,,0.0,3.3,,-4.4,2.0,,,-2.4,,5.4,,,,,5.9,False,,True,False,,,,,,True,False,,False,False,,,False,,False,,,,,False
05027,18,32.0,31.8,,26.0,27.0,,,,,,37.0,37.2,,14.8,24.3,,,18.9,,29.3,,,,,24.8,14.0,13.8,,8.0,9.0,,,,,,19.0,19.2,,-3.2,6.3,,,0.9,,11.3,,,,,6.8,True,,True,True,,,,,,False,False,,True,True,,,True,,True,,,,,True
05029,13,26.0,25.9,,21.0,24.0,,,,,,37.0,21.5,,12.1,18.4,,,12.7,,24.0,,,,,16.7,13.0,12.9,,8.0,11.0,,,,,,24.0,8.5,,-0.9,5.4,,,-0.3,,11.0,,,,,3.7,True,,True,True,,,,,,False,True,,True,True,,,True,,True,,,,,True
05031,154,202.0,204.9,,151.0,198.0,,,,,,150.0,180.9,,147.5,152.0,,,91.5,,191.2,,,,,146.0,48.0,50.9,,-3.0,44.0,,,,,,-4.0,26.9,,-6.5,-2.0,,,-62.5,,37.2,,,,,-8.0,False,,True,True,,,,,,True,True,,True,True,,,False,,True,,,,,True
05033,83,116.0,114.7,,86.0,116.0,,,,,,88.0,32.1,,73.4,83.4,,,80.9,,112.1,,,,,124.3,33.0,31.7,,3.0,33.0,,,,,,5.0,-50.9,,-9.6,0.4,,,-2.1,,29.1,,,,,41.3,True,,True,False,,,,,,True,False,,True,True,,,True,,True,,,,,False
05035,72,103.0,95.7,,83.0,80.0,,,,,,88.0,79.0,,59.8,80.9,,,85.5,,106.1,,,,,127.6,31.0,23.7,,11.0,8.0,,,,,,16.0,7.0,,-12.2,8.9,,,13.5,,34.1,,,,,55.6,True,,True,True,,,,,,True,True,,True,True,,,True,,False,,,,,False
05037,28,16.0,16.9,,16.0,22.0,,,,,,19.0,23.4,,6.3,15.8,,,13.4,,15.6,,,,,26.6,-12.0,-11.1,,-12.0,-6.0,,,,,,-9.0,-4.6,,-21.7,-12.2,,,-14.6,,-12.4,,,,,-1.4,True,,False,True,,,,,,True,True,,False,False,,,False,,False,,,,,True
05039,27,20.0,17.6,,10.0,8.0,,,,,,11.0,11.3,,10.5,10.1,,,0.0,,18.2,,,,,11.6,-7.0,-9.4,,-17.0,-19.0,,,,,,-16.0,-15.7,,-16.5,-16.9,,,-27.0,,-8.8,,,,,-15.4,False,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,,False
05041,17,10.0,5.7,,10.0,9.0,,,,,,25.0,15.4,,7.5,13.7,,,11.3,,10.7,,,,,14.6,-7.0,-11.3,,-7.0,-8.0,,,,,,8.0,-1.6,,-9.5,-3.3,,,-5.7,,-6.3,,,,,-2.4,False,,False,False,,,,,,False,True,,False,True,,,True,,True,,,,,True
05043,8,42.0,40.1,,31.0,66.0,,,,,,35.0,40.8,,13.1,26.3,,,19.4,,38.4,,,,,36.3,34.0,32.1,,23.0,58.0,,,,,,27.0,32.8,,5.1,18.3,,,11.4,,30.4,,,,,28.3,True,,True,False,,,,,,True,True,,True,True,,,True,,True,,,,,True
05045,164,110.0,108.6,,102.0,114.0,,,,,,150.0,126.3,,95.1,100.5,,,85.4,,104.1,,,,,111.7,-54.0,-55.4,,-62.0,-50.0,,,,,,-14.0,-37.7,,-68.9,-63.5,,,-78.6,,-59.9,,,,,-52.3,False,,False,True,,,,,,True,True,,False,False,,,False,,False,,,,,True
05047,11,10.0,10.1,,10.0,7.0,,,,,,20.0,24.3,,4.7,10.4,,,5.7,,13.0,,,,,12.7,-1.0,-0.9,,-1.0,-4.0,,,,,,9.0,13.3,,-6.3,-0.6,,,-5.3,,2.0,,,,,1.7,True,,False,False,,,,,,False,False,,False,True,,,False,,False,,,,,False
05049,12,8.0,8.2,,8.0,8.0,,,,,,7.0,13.5,,8.7,10.2,,,5.7,,6.9,,,,,7.0,-4.0,-3.8,,-4.0,-4.0,,,,,,-5.0,1.5,,-3.3,-1.8,,,-6.3,,-5.1,,,,,-5.0,True,,False,False,,,,,,False,True,,True,True,,,False,,False,,,,,False
05051,112,119.0,124.2,,112.0,100.0,,,,,,154.0,190.1,,91.3,94.3,,,106.5,,125.8,,,,,127.8,7.0,12.2,,0.0,-12.0,,,,,,42.0,78.1,,-20.7,-17.7,,,-5.5,,13.8,,,,,15.8,False,,True,False,,,,,,False,False,,False,False,,,True,,False,,,,,False
05053,19,16.0,15.4,,15.0,7.0,,,,,,24.0,17.7,,9.2,16.7,,,15.1,,14.4,,,,,13.5,-3.0,-3.6,,-4.0,-12.0,,,,,,5.0,-1.3,,-9.8,-2.3,,,-3.9,,-4.6,,,,,-5.5,False,,False,False,,,,,,False,True,,False,True,,,False,,False,,,,,False
05055,51,43.0,45.2,,41.0,18.0,,,,,,53.0,73.3,,34.4,46.2,,,29.8,,40.7,,,,,48.3,-8.0,-5.8,,-10.0,-33.0,,,,,,2.0,22.3,,-16.6,-4.8,,,-21.2,,-10.3,,,,,-2.7,True,,False,False,,,,,,True,False,,False,True,,,False,,False,,,,,True
05057,26,38.0,37.8,,29.0,25.0,,,,,,35.0,38.9,,27.8,30.3,,,26.8,,43.4,,,,,29.0,12.0,11.8,,3.0,-1.0,,,,,,9.0,12.9,,1.8,4.3,,,0.8,,17.4,,,,,3.0,True,,True,True,,,,,,True,False,,True,True,,,True,,False,,,,,True
05059,36,56.0,56.6,,41.0,31.0,,,,,,74.0,60.8,,15.5,38.2,,,47.0,,43.1,,,,,86.0,20.0,20.6,,5.0,-5.0,,,,,,38.0,24.8,,-20.5,2.2,,,11.0,,7.1,,,,,50.0,False,,True,True,,,,,,False,False,,False,True,,,True,,True,,,,,False
05061,32,22.0,22.2,,17.0,19.0,,,,,,21.0,17.6,,7.1,16.0,,,11.1,,17.2,,,,,28.0,-10.0,-9.8,,-15.0,-13.0,,,,,,-11.0,-14.4,,-24.9,-16.0,,,-20.9,,-14.8,,,,,-4.0,True,,False,False,,,,,,False,False,,False,False,,,False,,False,,,,,True
05063,79,72.0,71.3,,56.0,57.0,,,,,,62.0,90.3,,51.9,55.5,,,24.2,,82.2,,,,,97.6,-7.0,-7.7,,-23.0,-22.0,,,,,,-17.0,11.3,,-27.1,-23.5,,,-54.8,,3.2,,,,,18.6,False,,False,False,,,,,,False,False,,False,False,,,False,,True,,,,,False
05065,21,16.0,15.3,,13.0,17.0,,,,,,9.0,18.0,,9.8,15.6,,,7.7,,16.4,,,,,9.5,-5.0,-5.7,,-8.0,-4.0,,,,,,-12.0,-3.0,,-11.2,-5.4,,,-13.3,,-4.6,,,,,-11.5,False,,False,True,,,,,,False,True,,False,False,,,False,,True,,,,,False
05067,12,47.0,41.9,,31.0,32.0,,,,,,29.0,25.0,,48.7,29.5,,,0.0,,45.5,,,,,27.3,35.0,29.9,,19.0,20.0,,,,,,17.0,13.0,,36.7,17.5,,,-12.0,,33.5,,,,,15.3,True,,True,True,,,,,,True,True,,False,True,,,True,,True,,,,,True
05069,201,211.0,209.4,,168.0,183.0,,,,,,154.0,176.5,,198.5,147.3,,,26.6,,216.2,,,,,179.1,10.0,8.4,,-33.0,-18.0,,,,,,-47.0,-24.5,,-2.5,-53.7,,,-174.4,,15.2,,,,,-21.9,True,,False,False,,,,,,False,False,,True,False,,,False,,False,,,,,False
05071,19,47.0,43.5,,28.0,22.0,,,,,,46.0,23.5,,15.2,27.5,,,29.1,,43.7,,,,,49.5,28.0,24.5,,9.0,3.0,,,,,,27.0,4.5,,-3.8,8.5,,,10.1,,24.7,,,,,30.5,True,,True,True,,,,,,True,True,,True,True,,,True,,True,,,,,False
05073,1,6.0,5.5,,5.0,1.0,,,,,,7.0,6.3,,5.0,2.2,,,4.0,,5.3,,,,,5.1,5.0,4.5,,4.0,0.0,,,,,,6.0,5.3,,4.0,1.2,,,3.0,,4.3,,,,,4.1,True,,True,True,,,,,,False,False,,True,True,,,True,,True,,,,,True
05075,10,10.0,9.0,,10.0,12.0,,,,,,19.0,23.2,,3.6,8.5,,,5.7,,11.7,,,,,9.9,0.0,-1.0,,0.0,2.0,,,,,,9.0,13.2,,-6.4,-1.5,,,-4.3,,1.7,,,,,-0.1,False,,True,False,,,,,,False,False,,False,False,,,False,,False,,,,,False
05077,10,90.0,90.8,,22.0,0.0,,,,,,33.0,9.6,,2.5,10.8,,,82.7,,87.3,,,,,69.1,80.0,80.8,,12.0,-10.0,,,,,,23.0,-0.4,,-7.5,0.8,,,72.7,,77.3,,,,,59.1,False,,True,True,,,,,,True,True,,True,True,,,True,,True,,,,,True
