,mean_rank
COVIDhub-ensemble,6.1
LNQ-ens1,6.2
COVIDhub-baseline,6.3
OliverWyman-Navigator,6.3
CEID-Walk,6.5
UCLA-SuEIR,6.6
USC-SI_kJalpha,7.0
UVA-Ensemble,7.2
RobertWalraven-ESG,7.5
IowaStateLW-STEM,7.6
CU-select,7.7
JHU_IDD-CovidSP,7.8
LANL-GrowthRate,8.2
