,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01057,150,85.0,,81.0,122.0,,,,,,,157.0,150.9,,73.9,85.3,115.9,92.0,,,16.4,,,,,,-65.0,,-69.0,-28.0,,,,,,,7.0,0.9,,-76.1,-64.7,-34.1,-58.0,,,-133.6,,,,,,,False,True,,,,,,,True,True,,False,True,True,True,,,False,,,,,
01059,453,320.0,,137.0,389.0,,,,,,,766.0,156.1,,123.2,249.1,59.7,597.0,,,155.4,,,,,,-133.0,,-316.0,-64.0,,,,,,,313.0,-296.9,,-329.8,-203.9,-393.3,144.0,,,-297.6,,,,,,,False,True,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01061,192,245.0,,175.0,519.0,,,,,,,529.0,313.1,,112.2,186.9,161.5,164.0,,,230.4,,,,,,53.0,,-17.0,327.0,,,,,,,337.0,121.1,,-79.8,-5.1,-30.5,-28.0,,,38.4,,,,,,,True,False,,,,,,,False,False,,False,True,True,True,,,True,,,,,
01063,45,70.0,,36.0,70.0,,,,,,,95.0,61.9,,13.2,60.6,1.3,130.0,,,29.5,,,,,,25.0,,-9.0,25.0,,,,,,,50.0,16.9,,-31.8,15.6,-43.7,85.0,,,-15.5,,,,,,,True,False,,,,,,,False,True,,False,True,False,False,,,True,,,,,
01065,112,130.0,,53.0,155.0,,,,,,,244.0,85.1,,45.1,151.4,9.1,237.0,,,58.0,,,,,,18.0,,-59.0,43.0,,,,,,,132.0,-26.9,,-66.9,39.4,-102.9,125.0,,,-54.0,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01067,116,125.0,,72.0,254.0,,,,,,,136.0,96.8,,41.4,119.8,61.0,129.0,,,86.5,,,,,,9.0,,-44.0,138.0,,,,,,,20.0,-19.2,,-74.6,3.8,-55.0,13.0,,,-29.5,,,,,,,False,False,,,,,,,False,False,,False,True,False,False,,,False,,,,,
01069,748,1430.0,922.8,847.0,1998.0,,,,,,,1709.0,1091.6,,850.1,857.0,918.5,833.0,,,1973.8,,,,,,682.0,174.8,99.0,1250.0,,,,,,,961.0,343.6,,102.1,109.0,170.5,85.0,,,1225.8,,,,,,True,True,False,,,,,,,False,True,,True,True,True,True,,,False,,,,,
01071,621,460.0,934.9,422.0,193.0,,,,,,,614.0,798.6,,335.6,360.7,378.4,423.0,,,2361.5,,,,,,-161.0,313.9,-199.0,-428.0,,,,,,,-7.0,177.6,,-285.4,-260.3,-242.6,-198.0,,,1740.5,,,,,,False,False,False,,,,,,,True,False,,False,False,False,False,,,False,,,,,
01073,5496,8475.0,13680.0,6849.0,9026.0,,,,,,,11137.0,9009.3,,8797.2,6326.8,5336.2,7116.0,,,8650.0,5400.0,,,,,2979.0,8184.0,1353.0,3530.0,,,,,,,5641.0,3513.3,,3301.2,830.8,-159.8,1620.0,,,3154.0,-96.0,,,,,False,True,False,,,,,,,False,False,,False,True,True,True,,,False,True,,,,
01075,107,225.0,,102.0,456.0,,,,,,,180.0,153.6,,111.7,119.2,103.6,130.0,,,115.5,,,,,,118.0,,-5.0,349.0,,,,,,,73.0,46.6,,4.7,12.2,-3.4,23.0,,,8.5,,,,,,,True,False,,,,,,,True,True,,True,True,True,True,,,True,,,,,
01077,514,770.0,722.3,569.0,750.0,,,,,,,1305.0,1062.1,,569.9,587.8,668.1,632.0,,,633.8,,,,,,256.0,208.3,55.0,236.0,,,,,,,791.0,548.1,,55.9,73.8,154.1,118.0,,,119.8,,,,,,True,True,True,,,,,,,False,False,,True,True,True,True,,,True,,,,,
01079,202,285.0,,238.0,493.0,,,,,,,324.0,379.2,,242.0,241.2,213.5,234.0,,,324.4,,,,,,83.0,,36.0,291.0,,,,,,,122.0,177.2,,40.0,39.2,11.5,32.0,,,122.4,,,,,,,True,False,,,,,,,False,False,,True,True,True,True,,,False,,,,,
01081,981,1300.0,2512.0,865.0,679.0,,,,,,,1946.0,1659.1,,939.7,895.6,1152.6,1388.0,,,627.7,737.0,,,,,319.0,1531.0,-116.0,-302.0,,,,,,,965.0,678.1,,-41.3,-85.4,171.6,407.0,,,-353.3,-244.0,,,,,False,True,True,,,,,,,False,False,,True,True,True,False,,,False,True,,,,
01083,617,935.0,1260.7,673.0,695.0,,,,,,,1175.0,1073.2,,610.8,602.1,848.8,700.0,,,948.3,,,,,,318.0,643.7,56.0,78.0,,,,,,,558.0,456.2,,-6.2,-14.9,231.8,83.0,,,331.3,,,,,,False,True,True,,,,,,,False,False,,True,True,True,True,,,False,,,,,
01085,77,95.0,,29.0,34.0,,,,,,,131.0,40.2,,10.1,82.5,2.4,280.0,,,42.4,,,,,,18.0,,-48.0,-43.0,,,,,,,54.0,-36.8,,-66.9,5.5,-74.6,203.0,,,-34.6,,,,,,,False,False,,,,,,,False,False,,False,True,False,False,,,False,,,,,
01087,108,180.0,,114.0,201.0,,,,,,,144.0,180.4,,33.5,127.8,69.5,177.0,,,241.3,,,,,,72.0,,6.0,93.0,,,,,,,36.0,72.4,,-74.5,19.8,-38.5,69.0,,,133.3,,,,,,,True,False,,,,,,,True,False,,False,True,True,True,,,False,,,,,
01089,2025,4095.0,5236.3,3376.0,2490.0,,,,,,,4294.0,5506.1,,5088.5,2971.5,3096.9,3086.0,,,24020.3,3607.0,,,,,2070.0,3211.3,1351.0,465.0,,,,,,,2269.0,3481.1,,3063.5,946.5,1071.9,1061.0,,,21995.3,1582.0,,,,,False,True,True,,,,,,,False,False,,False,True,True,True,,,False,True,,,,
01091,152,300.0,,251.0,366.0,,,,,,,430.0,160.6,,159.1,250.4,122.5,309.0,,,365.0,,,,,,148.0,,99.0,214.0,,,,,,,278.0,8.6,,7.1,98.4,-29.5,157.0,,,213.0,,,,,,,True,False,,,,,,,False,True,,True,True,True,False,,,False,,,,,
01093,246,270.0,,190.0,171.0,,,,,,,412.0,325.5,,190.8,212.7,197.7,287.0,,,1156.1,,,,,,24.0,,-56.0,-75.0,,,,,,,166.0,79.5,,-55.2,-33.3,-48.3,41.0,,,910.1,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01095,854,1685.0,2060.8,1186.0,1663.0,,,,,,,1998.0,1507.1,,1509.7,1117.8,782.9,1673.0,,,998.2,,,,,,831.0,1206.8,332.0,809.0,,,,,,,1144.0,653.1,,655.7,263.8,-71.1,819.0,,,144.2,,,,,,False,True,True,,,,,,,False,True,,True,True,True,True,,,True,,,,,
01097,4825,5985.0,3749.0,4479.0,5688.0,,,,,,,7429.0,4648.3,,7622.0,4562.1,2552.4,5206.0,,,12011.9,4368.0,,,,,1160.0,-1076.0,-346.0,863.0,,,,,,,2604.0,-176.7,,2797.0,-262.9,-2272.6,381.0,,,7186.9,-457.0,,,,,True,True,True,,,,,,,False,True,,False,True,False,True,,,False,True,,,,
01099,105,190.0,,185.0,288.0,,,,,,,400.0,291.7,,83.8,233.9,125.8,231.0,,,66.4,,,,,,85.0,,80.0,183.0,,,,,,,295.0,186.7,,-21.2,128.9,20.8,126.0,,,-38.6,,,,,,,True,False,,,,,,,False,False,,True,False,True,False,,,True,,,,,
01101,2056,3095.0,3560.2,2381.0,3853.0,,,,,,,4219.0,1428.1,,1647.2,2301.9,1387.7,3441.0,,,2882.3,2502.0,,,,,1039.0,1504.2,325.0,1797.0,,,,,,,2163.0,-627.9,,-408.8,245.9,-668.3,1385.0,,,826.3,446.0,,,,,False,True,False,,,,,,,False,True,,True,True,True,False,,,True,True,,,,
01103,863,1460.0,1450.3,928.0,915.0,,,,,,,1938.0,1496.9,,806.1,997.3,773.6,1270.0,,,1157.7,,,,,,597.0,587.3,65.0,52.0,,,,,,,1075.0,633.9,,-56.9,134.3,-89.4,407.0,,,294.7,,,,,,True,True,True,,,,,,,False,False,,True,True,True,True,,,True,,,,,
01105,101,325.0,,186.0,315.0,,,,,,,95.0,174.6,,240.6,231.4,49.0,259.0,,,262.9,,,,,,224.0,,85.0,214.0,,,,,,,-6.0,73.6,,139.6,130.4,-52.0,158.0,,,161.9,,,,,,,True,True,,,,,,,True,True,,True,True,True,True,,,True,,,,,
01107,196,155.0,,103.0,127.0,,,,,,,269.0,189.0,,74.8,119.3,101.6,197.0,,,97.6,,,,,,-41.0,,-93.0,-69.0,,,,,,,73.0,-7.0,,-121.2,-76.7,-94.4,1.0,,,-98.4,,,,,,,False,False,,,,,,,False,True,,False,False,False,True,,,False,,,,,
01109,234,255.0,,138.0,359.0,,,,,,,597.0,227.5,,91.7,269.2,110.6,355.0,,,144.1,,,,,,21.0,,-96.0,125.0,,,,,,,363.0,-6.5,,-142.3,35.2,-123.4,121.0,,,-89.9,,,,,,,False,False,,,,,,,False,True,,False,False,False,False,,,False,,,,,
01111,104,285.0,,160.0,563.0,,,,,,,206.0,246.1,,53.4,168.6,128.0,222.0,,,228.2,,,,,,181.0,,56.0,459.0,,,,,,,102.0,142.1,,-50.6,64.6,24.0,118.0,,,124.2,,,,,,,True,False,,,,,,,True,True,,True,True,True,True,,,True,,,,,
01113,507,730.0,868.6,503.0,553.0,,,,,,,631.0,704.5,,459.3,537.6,367.1,674.0,,,751.6,,,,,,223.0,361.6,-4.0,46.0,,,,,,,124.0,197.5,,-47.7,30.6,-139.9,167.0,,,244.6,,,,,,False,True,True,,,,,,,True,True,,True,True,True,True,,,False,,,,,
01115,668,975.0,795.3,685.0,580.0,,,,,,,842.0,1380.9,,857.2,695.4,860.0,714.0,,,2481.4,,,,,,307.0,127.3,17.0,-88.0,,,,,,,174.0,712.9,,189.2,27.4,192.0,46.0,,,1813.4,,,,,,True,True,True,,,,,,,True,False,,True,True,True,True,,,False,,,,,
01117,1330,2235.0,2574.8,1818.0,1427.0,,,,,,,2701.0,2885.1,,2189.8,1668.8,1600.2,1834.0,,,2595.0,1532.0,,,,,905.0,1244.8,488.0,97.0,,,,,,,1371.0,1555.1,,859.8,338.8,270.2,504.0,,,1265.0,202.0,,,,,False,True,True,,,,,,,False,False,,True,True,True,True,,,False,True,,,,
01119,61,115.0,,37.0,85.0,,,,,,,196.0,38.6,,13.2,90.7,1.6,187.0,,,53.5,,,,,,54.0,,-24.0,24.0,,,,,,,135.0,-22.4,,-47.8,29.7,-59.4,126.0,,,-7.5,,,,,,,True,True,,,,,,,False,True,,True,True,False,False,,,True,,,,,
01121,595,675.0,1526.5,663.0,698.0,,,,,,,927.0,1363.0,,612.2,581.4,686.6,532.0,,,2074.8,,,,,,80.0,931.5,68.0,103.0,,,,,,,332.0,768.0,,17.2,-13.6,91.6,-63.0,,,1479.8,,,,,,False,True,False,,,,,,,False,False,,True,True,False,True,,,False,,,,,
01123,180,320.0,,196.0,487.0,,,,,,,482.0,276.0,,205.0,254.6,113.8,447.0,,,230.6,,,,,,140.0,,16.0,307.0,,,,,,,302.0,96.0,,25.0,74.6,-66.2,267.0,,,50.6,,,,,,,True,False,,,,,,,False,True,,True,True,True,False,,,True,,,,,
01125,1574,2190.0,4279.5,1426.0,2109.0,,,,,,,3450.0,1719.0,,1732.2,1601.6,1186.0,2205.0,,,1760.5,1070.0,,,,,616.0,2705.5,-148.0,535.0,,,,,,,1876.0,145.0,,158.2,27.6,-388.0,631.0,,,186.5,-504.0,,,,,False,True,True,,,,,,,False,True,,True,True,True,False,,,True,True,,,,
01127,452,650.0,1770.5,386.0,526.0,,,,,,,1115.0,667.2,,282.1,476.8,331.0,824.0,,,372.2,,,,,,198.0,1318.5,-66.0,74.0,,,,,,,663.0,215.2,,-169.9,24.8,-121.0,372.0,,,-79.8,,,,,,False,True,True,,,,,,,False,False,,True,True,True,False,,,True,,,,,
01129,228,355.0,,269.0,920.0,,,,,,,362.0,184.2,,120.7,269.1,77.3,229.0,,,417.7,,,,,,127.0,,41.0,692.0,,,,,,,134.0,-43.8,,-107.3,41.1,-150.7,1.0,,,189.7,,,,,,,True,False,,,,,,,False,True,,True,True,False,True,,,False,,,,,
01131,98,195.0,,74.0,93.0,,,,,,,111.0,66.7,,59.5,162.3,49.3,235.0,,,113.1,,,,,,97.0,,-24.0,-5.0,,,,,,,13.0,-31.3,,-38.5,64.3,-48.7,137.0,,,15.1,,,,,,,True,True,,,,,,,True,True,,True,True,True,False,,,True,,,,,
01133,161,185.0,,127.0,157.0,,,,,,,306.0,316.1,,94.7,137.4,156.4,230.0,,,142.7,,,,,,24.0,,-34.0,-4.0,,,,,,,145.0,155.1,,-66.3,-23.6,-4.6,69.0,,,-18.3,,,,,,,False,True,,,,,,,False,False,,False,True,True,False,,,True,,,,,
02013,1,5.0,,0.0,0.0,,,,,,,,17.7,,,0.7,,0.0,,,,,,,,,4.0,,-1.0,-1.0,,,,,,,,16.7,,,-0.3,,-1.0,,,,,,,,,,True,True,,,,,,,,False,,,True,,True,,,,,,,,
02016,7,5.0,,2.0,0.0,,,,,,,,49.9,,,3.0,,,,,3.0,,,,,,-2.0,,-5.0,-7.0,,,,,,,,42.9,,,-4.0,,,,,-4.0,,,,,,,False,False,,,,,,,,False,,,False,,,,,False,,,,,
02020,1783,1550.0,1859.3,1598.0,2574.0,,,,,,,,3201.7,,2322.3,2066.4,1636.8,1361.0,,,1658.6,4279.0,,,,,-233.0,76.3,-185.0,791.0,,,,,,,,1418.7,,539.3,283.4,-146.2,-422.0,,,-124.4,2496.0,,,,,True,True,False,,,,,,,,False,,False,False,True,False,,,True,False,,,,
02050,40,10.0,,2.0,0.0,,,,,,,,11.8,,6.3,4.4,,17.0,,,,,,,,,-30.0,,-38.0,-40.0,,,,,,,,-28.2,,-33.7,-35.6,,-23.0,,,,,,,,,,False,False,,,,,,,,True,,False,False,,True,,,,,,,,
02060,5,5.0,,0.0,0.0,,,,,,,,0.0,,1.7,0.6,,0.0,,,5.2,,,,,,0.0,,-5.0,-5.0,,,,,,,,-5.0,,-3.3,-4.4,,-5.0,,,0.2,,,,,,,False,False,,,,,,,,False,,False,False,,False,,,False,,,,,
02068,0,5.0,,0.0,0.0,,,,,,,,8.2,,,0.6,,0.0,,,,,,,,,5.0,,0.0,0.0,,,,,,,,8.2,,,0.6,,0.0,,,,,,,,,,True,True,,,,,,,,False,,,True,,True,,,,,,,,
02070,4,0.0,,0.0,0.0,,,,,,,,0.0,,0.1,0.6,,0.0,,,0.0,,,,,,-4.0,,-4.0,-4.0,,,,,,,,-4.0,,-3.9,-3.4,,-4.0,,,-4.0,,,,,,,False,False,,,,,,,,False,,True,True,,False,,,False,,,,,
02090,262,290.0,420.6,271.0,,,,,,,,,600.6,,313.6,263.6,392.1,321.0,,,898.1,,,,,,28.0,158.6,9.0,,,,,,,,,338.6,,51.6,1.6,130.1,59.0,,,636.1,,,,,,False,True,,,,,,,,,False,,False,True,False,False,,,False,,,,,
02100,1,5.0,,0.0,0.0,,,,,,,,9.3,,,0.9,,0.0,,,3.8,,,,,,4.0,,-1.0,-1.0,,,,,,,,8.3,,,-0.1,,-1.0,,,2.8,,,,,,,True,True,,,,,,,,False,,,True,,True,,,True,,,,,
02105,0,0.0,,0.0,0.0,,,,,,,,15.6,,,0.5,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,,15.6,,,0.5,,0.0,,,,,,,,,,True,True,,,,,,,,False,,,False,,True,,,,,,,,
