,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,92.6,20.5,375.9,0.0,6.6,58.5,8998.5
COVIDhub-ensemble,3141,100.4,21.0,431.2,0.0,7.0,64.0,11818.0
USC-SI_kJalpha,2774,111.8,29.0,554.3,0.0,8.0,78.0,21067.0
OliverWyman-Navigator,2550,117.9,24.0,479.9,0.0,8.0,75.0,14008.0
CEID-Walk,3141,118.9,23.9,528.7,0.0,7.2,74.1,15245.2
COVIDhub-baseline,3141,121.0,23.0,545.9,0.0,7.0,73.0,14785.0
UCLA-SuEIR,2716,127.9,25.6,554.3,0.0,7.5,83.1,12965.3
LANL-GrowthRate,2951,135.2,34.9,521.0,0.0,10.2,92.0,16360.8
JHU_IDD-CovidSP,3139,158.0,36.7,552.7,0.0,10.0,117.0,17959.3
CU-select,3103,163.0,33.0,671.0,0.0,10.0,97.0,16769.0
RobertWalraven-ESG,3141,266.9,30.4,2153.3,0.0,8.3,98.4,92894.7
