,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
28057,123,128.0,,126.2,,82.0,128.0,,,,,,57.0,120.6,,55.7,88.6,48.2,66.0,,72.5,,180.2,,,,125.0,,151.5,5.0,,3.2,,-41.0,5.0,,,,,,-66.0,-2.4,,-67.3,-34.4,-74.8,-57.0,,-50.5,,57.2,,,,2.0,,28.5,,True,,False,False,,,,,,False,True,,False,False,False,False,,False,,False,,,,True,,False
28059,497,360.0,950.6,391.2,,348.0,199.0,,,,,,687.0,710.6,,302.8,268.1,371.5,292.0,,219.1,,619.3,186.0,,,261.0,,713.4,-137.0,453.6,-105.8,,-149.0,-298.0,,,,,,190.0,213.6,,-194.2,-228.9,-125.5,-205.0,,-277.9,,122.3,-311.0,,,-236.0,,216.4,False,True,,False,False,,,,,,False,False,,False,False,True,False,,False,,True,False,,,False,,False
28061,56,74.0,,74.7,,52.0,57.0,,,,,,52.0,25.8,,35.4,59.1,31.0,61.0,,23.1,,82.6,,,,69.0,,64.8,18.0,,18.7,,-4.0,1.0,,,,,,-4.0,-30.2,,-20.6,3.1,-25.0,5.0,,-32.9,,26.6,,,,13.0,,8.8,,False,,True,True,,,,,,True,False,,False,True,False,True,,False,,False,,,,True,,True
28063,19,6.0,,8.3,,5.0,3.0,,,,,,35.0,16.7,,0.6,4.1,0.0,13.0,,1.1,,8.2,,,,2.0,,11.6,-13.0,,-10.7,,-14.0,-16.0,,,,,,16.0,-2.3,,-18.4,-14.9,-19.0,-6.0,,-17.9,,-10.8,,,,-17.0,,-7.4,,True,,False,False,,,,,,False,True,,False,False,False,True,,False,,True,,,,False,,True
28065,50,44.0,,47.1,,37.0,45.0,,,,,,33.0,60.5,,16.1,37.4,0.9,32.0,,20.6,,68.4,,,,32.0,,80.6,-6.0,,-2.9,,-13.0,-5.0,,,,,,-17.0,10.5,,-33.9,-12.6,-49.1,-18.0,,-29.4,,18.4,,,,-18.0,,30.6,,True,,False,True,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
28067,171,186.0,362.9,167.3,,125.0,103.0,,,,,,304.0,154.0,,73.4,126.5,85.9,180.0,,26.2,,176.6,,,,145.0,,202.7,15.0,191.9,-3.7,,-46.0,-68.0,,,,,,133.0,-17.0,,-97.6,-44.5,-85.1,9.0,,-144.8,,5.6,,,,-26.0,,31.7,False,True,,False,False,,,,,,False,False,,False,False,False,True,,False,,True,,,,False,,False
28069,21,32.0,,31.0,,14.0,14.0,,,,,,21.0,20.8,,8.1,27.8,0.6,28.0,,6.4,,31.3,,,,40.0,,32.3,11.0,,10.0,,-7.0,-7.0,,,,,,0.0,-0.2,,-12.9,6.8,-20.4,7.0,,-14.6,,10.3,,,,19.0,,11.3,,True,,True,True,,,,,,True,True,,False,True,False,True,,False,,True,,,,False,,False
28071,315,196.0,326.4,220.2,,154.0,119.0,,,,,,170.0,195.9,,142.5,135.7,190.3,133.0,,68.5,,208.1,,,,147.0,,311.1,-119.0,11.4,-94.8,,-161.0,-196.0,,,,,,-145.0,-119.1,,-172.5,-179.3,-124.7,-182.0,,-246.5,,-106.9,,,,-168.0,,-3.9,True,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,True,,,,False,,True
28073,153,164.0,419.6,146.4,,133.0,85.0,,,,,,167.0,229.1,,86.7,115.9,98.7,132.0,,117.4,,178.4,,,,104.0,,201.9,11.0,266.6,-6.6,,-20.0,-68.0,,,,,,14.0,76.1,,-66.3,-37.1,-54.3,-21.0,,-35.6,,25.4,,,,-49.0,,48.9,False,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
28075,249,162.0,75.3,159.4,,108.0,91.0,,,,,,326.0,208.1,,91.7,120.4,78.3,157.0,,69.2,,134.8,,,,124.0,,170.7,-87.0,-173.7,-89.6,,-141.0,-158.0,,,,,,77.0,-40.9,,-157.3,-128.6,-170.7,-92.0,,-179.8,,-114.2,,,,-125.0,,-78.3,False,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,,,,False,,True
28077,62,44.0,,8.5,,29.0,35.0,,,,,,34.0,35.9,,18.3,29.1,0.2,37.0,,35.6,,44.4,,,,40.0,,52.7,-18.0,,-53.5,,-33.0,-27.0,,,,,,-28.0,-26.1,,-43.7,-32.9,-61.8,-25.0,,-26.4,,-17.6,,,,-22.0,,-9.3,,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,True,,,,False,,True
28079,67,50.0,,52.1,,31.0,33.0,,,,,,103.0,45.8,,20.6,30.0,4.1,66.0,,28.2,,61.0,,,,33.0,,63.1,-17.0,,-14.9,,-36.0,-34.0,,,,,,36.0,-21.2,,-46.4,-37.0,-62.9,-1.0,,-38.8,,-6.0,,,,-34.0,,-3.9,,True,,False,False,,,,,,False,False,,False,False,False,True,,False,,True,,,,False,,True
28081,439,544.0,500.4,544.8,,413.0,576.0,,,,,,383.0,331.0,,379.9,419.8,310.2,,,200.3,,602.6,,,,526.0,,652.5,105.0,61.4,105.8,,-26.0,137.0,,,,,,-56.0,-108.0,,-59.1,-19.2,-128.8,,,-238.7,,163.6,,,,87.0,,213.5,True,False,,True,False,,,,,,True,False,,True,True,False,,,False,,False,,,,True,,False
28083,253,102.0,,92.5,,88.0,155.0,,,,,,164.0,93.4,,50.6,103.6,1.6,96.0,,88.8,,85.9,,,,79.0,,74.3,-151.0,,-160.5,,-165.0,-98.0,,,,,,-89.0,-159.6,,-202.4,-149.4,-251.4,-157.0,,-164.2,,-167.1,,,,-174.0,,-178.7,,False,,False,True,,,,,,True,False,,False,True,False,False,,False,,False,,,,False,,False
28085,91,124.0,,122.6,,104.0,117.0,,,,,,120.0,130.8,,52.5,94.2,27.6,91.0,,97.7,,115.8,,,,105.0,,111.0,33.0,,31.6,,13.0,26.0,,,,,,29.0,39.8,,-38.5,3.2,-63.4,0.0,,6.7,,24.8,,,,14.0,,20.0,,True,,True,True,,,,,,True,False,,False,True,False,True,,True,,True,,,,True,,True
28087,136,124.0,259.8,145.7,,111.0,55.0,,,,,,205.0,173.4,,57.2,100.9,115.0,114.0,,55.1,,113.8,,,,92.0,,131.6,-12.0,123.8,9.7,,-25.0,-81.0,,,,,,69.0,37.4,,-78.8,-35.1,-21.0,-22.0,,-80.9,,-22.2,,,,-44.0,,-4.4,False,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,True
28089,401,248.0,532.2,187.4,,207.0,149.0,,,,,,296.0,269.5,,178.4,209.9,122.3,249.0,,211.7,,240.2,,,,168.0,,401.5,-153.0,131.2,-213.6,,-194.0,-252.0,,,,,,-105.0,-131.5,,-222.6,-191.1,-278.7,-152.0,,-189.3,,-160.8,,,,-233.0,,0.5,True,False,,False,False,,,,,,True,True,,False,False,False,True,,False,,False,,,,False,,True
28091,69,100.0,,91.6,,68.0,68.0,,,,,,87.0,125.9,,21.8,51.7,7.6,65.0,,20.2,,125.7,,,,71.0,,74.9,31.0,,22.6,,-1.0,-1.0,,,,,,18.0,56.9,,-47.2,-17.3,-61.4,-4.0,,-48.8,,56.7,,,,2.0,,5.9,,True,,True,True,,,,,,True,False,,False,True,False,True,,False,,False,,,,True,,True
28093,178,156.0,,176.6,,138.0,130.0,,,,,,150.0,166.0,,95.6,123.9,123.0,102.0,,58.2,,164.9,,,,136.0,,550.2,-22.0,,-1.4,,-40.0,-48.0,,,,,,-28.0,-12.0,,-82.4,-54.1,-55.0,-76.0,,-119.8,,-13.1,,,,-42.0,,372.2,,True,,False,False,,,,,,False,True,,False,False,False,False,,False,,True,,,,False,,False
28095,157,180.0,,181.7,,130.0,177.0,,,,,,119.0,161.6,,93.1,125.3,92.3,113.0,,125.0,,183.3,,,,143.0,,169.3,23.0,,24.7,,-27.0,20.0,,,,,,-38.0,4.6,,-63.9,-31.7,-64.7,-44.0,,-32.0,,26.3,,,,-14.0,,12.3,,False,,False,True,,,,,,False,True,,False,False,False,False,,False,,False,,,,True,,True
28097,44,88.0,,90.2,,57.0,69.0,,,,,,42.0,49.0,,53.5,50.1,44.9,57.0,,59.6,,71.9,,,,56.0,,81.5,44.0,,46.2,,13.0,25.0,,,,,,-2.0,5.0,,9.5,6.1,0.9,13.0,,15.6,,27.9,,,,12.0,,37.5,,False,,True,True,,,,,,True,True,,True,True,True,True,,True,,True,,,,True,,True
28099,90,86.0,,82.2,,63.0,109.0,,,,,,104.0,68.7,,31.9,68.0,5.0,116.0,,0.0,,66.3,,,,41.0,,80.8,-4.0,,-7.8,,-27.0,19.0,,,,,,14.0,-21.3,,-58.1,-22.0,-85.0,26.0,,-90.0,,-23.7,,,,-49.0,,-9.2,,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
28101,73,90.0,,96.6,,53.0,110.0,,,,,,53.0,66.1,,53.9,59.1,21.1,72.0,,15.0,,92.5,,,,80.0,,112.9,17.0,,23.6,,-20.0,37.0,,,,,,-20.0,-6.9,,-19.1,-13.9,-51.9,-1.0,,-58.0,,19.5,,,,7.0,,39.9,,False,,False,False,,,,,,False,True,,False,True,False,True,,False,,False,,,,True,,False
28103,36,58.0,,55.3,,42.0,83.0,,,,,,31.0,42.6,,21.1,44.2,2.7,51.0,,42.5,,66.8,,,,20.0,,74.5,22.0,,19.3,,6.0,47.0,,,,,,-5.0,6.6,,-14.9,8.2,-33.3,15.0,,6.5,,30.8,,,,-16.0,,38.5,,True,,True,False,,,,,,True,True,,True,True,False,True,,True,,False,,,,True,,False
28105,233,106.0,,152.8,,105.0,32.0,,,,,,143.0,133.0,,54.9,104.5,6.5,112.0,,142.4,,114.0,,,,75.0,,149.8,-127.0,,-80.2,,-128.0,-201.0,,,,,,-90.0,-100.0,,-178.1,-128.5,-226.5,-121.0,,-90.6,,-119.0,,,,-158.0,,-83.2,,True,,False,False,,,,,,True,True,,False,False,False,True,,True,,True,,,,False,,True
28107,149,170.0,,184.8,,140.0,141.0,,,,,,171.0,182.9,,68.9,120.9,3.9,132.0,,27.6,,168.1,,,,135.0,,280.2,21.0,,35.8,,-9.0,-8.0,,,,,,22.0,33.9,,-80.1,-28.1,-145.1,-17.0,,-121.4,,19.1,,,,-14.0,,131.2,,False,,True,True,,,,,,False,False,,False,False,False,True,,False,,True,,,,True,,False
28109,147,112.0,63.3,111.2,,93.0,108.0,,,,,,146.0,138.2,,59.2,95.1,81.2,76.0,,89.0,,85.9,,,,111.0,,169.4,-35.0,-83.7,-35.8,,-54.0,-39.0,,,,,,-1.0,-8.8,,-87.8,-51.9,-65.8,-71.0,,-58.0,,-61.1,,,,-36.0,,22.4,False,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,,,,False,,True
28111,36,48.0,,43.1,,33.0,33.0,,,,,,31.0,44.2,,13.8,35.1,16.6,30.0,,35.2,,60.9,,,,43.0,,49.1,12.0,,7.1,,-3.0,-3.0,,,,,,-5.0,8.2,,-22.2,-0.9,-19.4,-6.0,,-0.8,,24.9,,,,7.0,,13.1,,True,,True,True,,,,,,True,True,,False,True,False,True,,True,,False,,,,True,,False
28113,147,98.0,,99.9,,90.0,60.0,,,,,,169.0,153.5,,67.8,90.1,45.9,95.0,,63.8,,105.4,,,,109.0,,114.3,-49.0,,-47.1,,-57.0,-87.0,,,,,,22.0,6.5,,-79.2,-56.9,-101.1,-52.0,,-83.2,,-41.6,,,,-38.0,,-32.7,,True,,False,False,,,,,,True,True,,False,False,False,False,,False,,True,,,,True,,True
28115,165,126.0,,122.7,,90.0,87.0,,,,,,159.0,145.3,,55.0,93.2,63.0,101.0,,89.7,,99.6,,,,91.0,,177.1,-39.0,,-42.3,,-75.0,-78.0,,,,,,-6.0,-19.7,,-110.0,-71.8,-102.0,-64.0,,-75.3,,-65.4,,,,-74.0,,12.1,,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,,,,False,,True
28117,116,160.0,,163.2,,119.0,140.0,,,,,,93.0,138.0,,133.6,119.4,48.3,102.0,,2.6,,201.3,,,,143.0,,288.5,44.0,,47.2,,3.0,24.0,,,,,,-23.0,22.0,,17.6,3.4,-67.7,-14.0,,-113.4,,85.3,,,,27.0,,172.5,,False,,True,True,,,,,,True,True,,True,True,False,True,,False,,False,,,,True,,False
28119,41,32.0,,28.6,,19.0,57.0,,,,,,39.0,29.4,,3.2,18.7,0.0,25.0,,13.2,,18.6,,,,23.0,,50.1,-9.0,,-12.4,,-22.0,16.0,,,,,,-2.0,-11.6,,-37.8,-22.3,-41.0,-16.0,,-27.8,,-22.4,,,,-18.0,,9.1,,False,,False,False,,,,,,True,False,,False,False,False,False,,False,,False,,,,False,,False
28121,406,270.0,872.1,258.2,,264.0,173.0,,,,,,430.0,446.8,,264.4,236.6,170.5,261.0,,242.3,,278.1,206.0,,,195.0,,633.2,-136.0,466.1,-147.8,,-142.0,-233.0,,,,,,24.0,40.8,,-141.6,-169.4,-235.5,-145.0,,-163.7,,-127.9,-200.0,,,-211.0,,227.2,False,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,True,False,,,False,,False
28123,65,62.0,,62.3,,55.0,56.0,,,,,,106.0,61.7,,23.6,55.9,2.7,87.0,,53.0,,76.4,,,,52.0,,104.4,-3.0,,-2.7,,-10.0,-9.0,,,,,,41.0,-3.3,,-41.4,-9.1,-62.3,22.0,,-12.0,,11.4,,,,-13.0,,39.4,,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
28125,34,36.0,,29.2,,25.0,45.0,,,,,,19.0,26.4,,15.7,24.9,0.2,31.0,,34.7,,126.7,,,,1.0,,55.9,2.0,,-4.8,,-9.0,11.0,,,,,,-15.0,-7.6,,-18.3,-9.1,-33.8,-3.0,,0.7,,92.7,,,,-33.0,,21.9,,False,,False,False,,,,,,False,False,,False,False,False,False,,True,,False,,,,False,,False
28127,84,114.0,,119.0,,91.0,94.0,,,,,,89.0,160.6,,71.7,92.7,6.2,99.0,,92.2,,78.5,,,,78.0,,257.1,30.0,,35.0,,7.0,10.0,,,,,,5.0,76.6,,-12.3,8.7,-77.8,15.0,,8.2,,-5.5,,,,-6.0,,173.1,,False,,True,True,,,,,,True,False,,True,True,False,True,,True,,True,,,,True,,False
28129,43,34.0,,34.6,,31.0,33.0,,,,,,36.0,43.2,,7.9,25.2,33.2,39.0,,20.8,,50.1,,,,32.0,,73.4,-9.0,,-8.4,,-12.0,-10.0,,,,,,-7.0,0.2,,-35.1,-17.8,-9.8,-4.0,,-22.2,,7.1,,,,-11.0,,30.4,,True,,False,False,,,,,,True,True,,False,False,False,True,,False,,True,,,,False,,False
28131,64,110.0,,108.2,,85.0,145.0,,,,,,77.0,88.8,,87.0,88.8,24.1,,,69.5,,104.3,,,,137.0,,193.7,46.0,,44.2,,21.0,81.0,,,,,,13.0,24.8,,23.0,24.8,-39.9,,,5.5,,40.3,,,,73.0,,129.7,,True,,True,False,,,,,,True,True,,True,True,True,,,True,,True,,,,False,,False
28133,146,164.0,,165.0,,149.0,137.0,,,,,,176.0,175.6,,92.9,124.1,129.9,117.0,,171.6,,113.8,,,,88.0,,168.1,18.0,,19.0,,3.0,-9.0,,,,,,30.0,29.6,,-53.1,-21.9,-16.1,-29.0,,25.6,,-32.2,,,,-58.0,,22.1,,False,,True,True,,,,,,False,False,,False,False,True,False,,False,,False,,,,False,,False
28135,58,70.0,,57.8,,68.0,105.0,,,,,,119.0,87.8,,9.1,67.2,74.8,65.0,,44.6,,68.0,,,,55.0,,133.6,12.0,,-0.2,,10.0,47.0,,,,,,61.0,29.8,,-48.9,9.2,16.8,7.0,,-13.4,,10.0,,,,-3.0,,75.6,,True,,True,False,,,,,,False,False,,False,True,False,True,,False,,True,,,,True,,False
28137,85,96.0,,97.8,,87.0,96.0,,,,,,139.0,124.8,,39.7,77.0,26.1,79.0,,57.4,,86.1,,,,80.0,,246.8,11.0,,12.8,,2.0,11.0,,,,,,54.0,39.8,,-45.3,-8.0,-58.9,-6.0,,-27.6,,1.1,,,,-5.0,,161.8,,False,,True,False,,,,,,False,False,,False,True,False,True,,False,,True,,,,True,,False
28139,104,148.0,,147.5,,90.0,150.0,,,,,,86.0,88.7,,81.6,109.5,61.4,,,72.2,,185.7,,,,156.0,,245.3,44.0,,43.5,,-14.0,46.0,,,,,,-18.0,-15.3,,-22.4,5.5,-42.6,,,-31.8,,81.7,,,,52.0,,141.3,,True,,True,False,,,,,,True,True,,True,True,True,,,True,,False,,,,False,,False
28141,82,116.0,,117.9,,83.0,136.0,,,,,,57.0,143.3,,41.8,72.9,69.5,68.0,,64.1,,148.6,,,,139.0,,244.2,34.0,,35.9,,1.0,54.0,,,,,,-25.0,61.3,,-40.2,-9.1,-12.5,-14.0,,-17.9,,66.6,,,,57.0,,162.2,,False,,True,False,,,,,,True,False,,False,True,True,True,,True,,False,,,,False,,False
28143,73,84.0,,79.7,,51.0,118.0,,,,,,51.0,57.5,,31.9,68.6,0.0,49.0,,45.6,,98.8,,,,43.0,,187.5,11.0,,6.7,,-22.0,45.0,,,,,,-22.0,-15.5,,-41.1,-4.4,-73.0,-24.0,,-27.4,,25.8,,,,-30.0,,114.5,,True,,False,False,,,,,,False,False,,False,True,False,False,,False,,False,,,,False,,False
28145,115,268.0,,266.8,,168.0,274.0,,,,,,133.0,176.8,,191.7,160.3,138.2,,,74.1,,288.4,,,,238.0,,431.4,153.0,,151.8,,53.0,159.0,,,,,,18.0,61.8,,76.7,45.3,23.2,,,-40.9,,173.4,,,,123.0,,316.4,,True,,True,False,,,,,,True,True,,True,True,True,,,True,,False,,,,True,,False
28147,38,54.0,,61.7,,50.0,60.0,,,,,,51.0,62.9,,23.6,41.8,0.3,51.0,,50.8,,44.4,,,,35.0,,50.9,16.0,,23.7,,12.0,22.0,,,,,,13.0,24.9,,-14.4,3.8,-37.7,13.0,,12.8,,6.4,,,,-3.0,,12.9,,False,,True,False,,,,,,True,False,,True,True,False,True,,True,,True,,,,True,,True
28149,130,168.0,,169.4,,148.0,159.0,,,,,,183.0,203.2,,60.2,127.4,114.1,141.0,,100.8,,147.9,,,,219.0,,324.9,38.0,,39.4,,18.0,29.0,,,,,,53.0,73.2,,-69.8,-2.6,-15.9,11.0,,-29.2,,17.9,,,,89.0,,194.9,,False,,True,True,,,,,,False,False,,False,True,True,True,,True,,True,,,,False,,False
28151,171,330.0,,293.8,,221.0,239.0,,,,,,213.0,278.1,,220.2,221.1,12.8,215.0,,187.4,,265.9,,,,181.0,,425.1,159.0,,122.8,,50.0,68.0,,,,,,42.0,107.1,,49.2,50.1,-158.2,44.0,,16.4,,94.9,,,,10.0,,254.1,,True,,True,True,,,,,,True,True,,True,True,True,True,,True,,True,,,,True,,False
28153,38,88.0,,101.5,,79.0,83.0,,,,,,84.0,45.5,,22.8,58.3,5.9,78.0,,79.8,,84.0,,,,68.0,,96.6,50.0,,63.5,,41.0,45.0,,,,,,46.0,7.5,,-15.2,20.3,-32.1,40.0,,41.8,,46.0,,,,30.0,,58.6,,False,,True,True,,,,,,True,True,,True,True,True,True,,True,,True,,,,True,,False
28155,44,58.0,,62.2,,32.0,70.0,,,,,,31.0,32.1,,14.7,36.2,38.2,34.0,,21.7,,37.0,,,,46.0,,52.4,14.0,,18.2,,-12.0,26.0,,,,,,-13.0,-11.9,,-29.3,-7.8,-5.8,-10.0,,-22.3,,-7.0,,,,2.0,,8.4,,False,,True,False,,,,,,True,True,,False,True,True,True,,False,,True,,,,True,,True
28157,46,56.0,,50.4,,41.0,42.0,,,,,,57.0,25.1,,17.4,35.3,9.3,35.0,,43.1,,43.8,,,,45.0,,52.5,10.0,,4.4,,-5.0,-4.0,,,,,,11.0,-20.9,,-28.6,-10.7,-36.7,-11.0,,-2.9,,-2.2,,,,-1.0,,6.5,,True,,True,True,,,,,,False,False,,False,False,False,False,,True,,True,,,,True,,True
28159,42,64.0,,75.2,,57.0,78.0,,,,,,57.0,92.4,,27.4,46.3,3.4,63.0,,19.8,,112.2,,,,42.0,,63.5,22.0,,33.2,,15.0,36.0,,,,,,15.0,50.4,,-14.6,4.3,-38.6,21.0,,-22.2,,70.2,,,,0.0,,21.5,,False,,True,False,,,,,,True,False,,True,True,False,True,,False,,False,,,,True,,True
28161,46,22.0,,20.1,,19.0,18.0,,,,,,58.0,31.6,,6.4,18.2,14.6,28.0,,24.8,,17.5,,,,14.0,,45.2,-24.0,,-25.9,,-27.0,-28.0,,,,,,12.0,-14.4,,-39.6,-27.8,-31.4,-18.0,,-21.2,,-28.5,,,,-32.0,,-0.8,,False,,False,False,,,,,,True,True,,False,False,False,True,,True,,False,,,,False,,True
28163,63,116.0,,120.1,,88.0,125.0,,,,,,145.0,107.8,,58.7,78.1,1.8,100.0,,88.0,,104.6,,,,96.0,,152.4,53.0,,57.1,,25.0,62.0,,,,,,82.0,44.8,,-4.3,15.1,-61.2,37.0,,25.0,,41.6,,,,33.0,,89.4,,False,,True,False,,,,,,False,True,,True,True,False,True,,True,,True,,,,True,,False
29001,47,52.0,,51.5,,36.0,79.0,,,,,,58.0,53.1,,28.3,40.1,26.6,44.0,,32.9,,34.2,,,,58.0,,51.7,5.0,,4.5,,-11.0,32.0,,,,,,11.0,6.1,,-18.7,-6.9,-20.4,-3.0,,-14.1,,-12.8,,,,11.0,,4.7,,True,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,False,,True
29003,33,16.0,,16.3,,16.0,14.0,,,,,,21.0,26.2,,21.9,13.6,,24.0,,13.3,,16.9,,,,11.0,,48.0,-17.0,,-16.7,,-17.0,-19.0,,,,,,-12.0,-6.8,,-11.1,-19.4,,-9.0,,-19.7,,-16.1,,,,-22.0,,15.0,,True,,False,False,,,,,,True,True,,True,False,,True,,False,,True,,,,False,,True
29005,12,12.0,,13.4,,2.0,0.0,,,,,,4.0,3.6,,1.3,1.6,,,,2.8,,,,,,15.0,,42.7,0.0,,1.4,,-10.0,-12.0,,,,,,-8.0,-8.4,,-10.7,-10.4,,,,-9.2,,,,,,3.0,,30.7,,False,,False,False,,,,,,False,False,,False,False,,,,False,,,,,,False,,False
29007,42,42.0,,44.5,,31.0,18.0,,,,,,40.0,43.0,,25.0,44.9,10.5,53.0,,28.6,,36.7,,,,34.0,,156.5,0.0,,2.5,,-11.0,-24.0,,,,,,-2.0,1.0,,-17.0,2.9,-31.5,11.0,,-13.4,,-5.3,,,,-8.0,,114.5,,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
29009,72,70.0,,65.6,,65.0,49.0,,,,,,96.0,141.3,,55.2,73.9,52.5,73.0,,66.6,,75.9,,,,52.0,,196.6,-2.0,,-6.4,,-7.0,-23.0,,,,,,24.0,69.3,,-16.8,1.9,-19.5,1.0,,-5.4,,3.9,,,,-20.0,,124.6,,False,,False,False,,,,,,False,False,,False,True,False,True,,False,,False,,,,False,,False
29011,31,4.0,,5.1,,4.0,2.0,,,,,,23.0,9.6,,,3.2,,12.0,,0.0,,13.5,,,,3.0,,23.8,-27.0,,-25.9,,-27.0,-29.0,,,,,,-8.0,-21.4,,,-27.8,,-19.0,,-31.0,,-17.5,,,,-28.0,,-7.2,,True,,False,False,,,,,,True,True,,,False,,True,,False,,True,,,,False,,True
29013,16,20.0,,22.6,,8.0,0.0,,,,,,28.0,18.6,,5.8,8.6,,13.0,,6.3,,15.1,,,,16.0,,37.6,4.0,,6.6,,-8.0,-16.0,,,,,,12.0,2.6,,-10.2,-7.4,,-3.0,,-9.7,,-0.9,,,,0.0,,21.6,,False,,False,False,,,,,,False,True,,False,False,,True,,False,,True,,,,True,,False
29015,38,54.0,,54.1,,31.0,58.0,,,,,,31.0,66.4,,6.9,28.7,42.3,,,21.9,,44.2,,,,53.0,,71.8,16.0,,16.1,,-7.0,20.0,,,,,,-7.0,28.4,,-31.1,-9.3,4.3,,,-16.1,,6.2,,,,15.0,,33.8,,False,,True,False,,,,,,True,False,,False,True,True,,,False,,True,,,,True,,False
29017,40,34.0,,32.2,,19.0,26.0,,,,,,22.0,32.2,,14.8,16.5,,25.0,,15.1,,29.8,,,,40.0,,54.0,-6.0,,-7.8,,-21.0,-14.0,,,,,,-18.0,-7.8,,-25.2,-23.5,,-15.0,,-24.9,,-10.2,,,,0.0,,14.0,,False,,False,False,,,,,,False,False,,False,False,,False,,False,,False,,,,True,,False
29019,824,412.0,447.9,340.5,,378.0,585.0,,,,,,438.0,362.4,,319.2,397.3,293.6,399.0,,314.6,,534.0,362.0,,,285.0,,733.3,-412.0,-376.1,-483.5,,-446.0,-239.0,,,,,,-386.0,-461.6,,-504.8,-426.7,-530.4,-425.0,,-509.4,,-290.0,-462.0,,,-539.0,,-90.7,True,False,,False,True,,,,,,True,False,,False,False,False,False,,False,,True,False,,,False,,True
29021,154,94.0,27.1,100.5,,76.0,105.0,,,,,,269.0,93.5,,47.3,79.6,36.0,189.0,,84.6,,71.0,,,,74.0,,143.4,-60.0,-126.9,-53.5,,-78.0,-49.0,,,,,,115.0,-60.5,,-106.7,-74.4,-118.0,35.0,,-69.4,,-83.0,,,,-80.0,,-10.6,False,True,,False,True,,,,,,False,False,,False,False,False,True,,False,,False,,,,False,,True
29023,62,72.0,,73.2,,69.0,65.0,,,,,,170.0,147.1,,49.2,69.0,60.9,74.0,,69.9,,119.2,,,,59.0,,92.1,10.0,,11.2,,7.0,3.0,,,,,,108.0,85.1,,-12.8,7.0,-1.1,12.0,,7.9,,57.2,,,,-3.0,,30.1,,False,,True,True,,,,,,False,False,,False,True,True,False,,True,,False,,,,True,,False
