,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
06017,644,567.0,406.9,,,,2662.0,161.2,1830.6,,,,-77.0,-237.1,,,,2018.0,-482.8,1186.6,,,,False,,,,False,False,False,,,
06019,16706,14385.0,27588.4,,,,35909.0,18047.7,12774.2,16614.4,,,-2321.0,10882.4,,,,19203.0,1341.7,-3931.8,-91.6,,,False,,,,False,True,False,True,,
06021,305,294.0,,,,,329.0,31.4,303.6,,,,-11.0,,,,,24.0,-273.6,-1.4,,,,,,,,False,False,True,,,
06023,203,147.0,60.1,,,,720.0,14.4,142.9,,,,-56.0,-142.9,,,,517.0,-188.6,-60.1,,,,False,,,,False,False,False,,,
06025,2840,5516.0,6635.6,,,,1375.0,2138.6,598.1,5033.1,,,2676.0,3795.6,,,,-1465.0,-701.4,-2241.9,2193.1,,,False,,,,True,True,True,True,,
06027,167,7.0,,,,,10.0,3.1,,,,,-160.0,,,,,-157.0,-163.9,,,,,,,,,True,False,,,,
06029,22622,8463.0,6344.9,,,,21507.0,9210.0,5398.4,12990.0,,,-14159.0,-16277.1,,,,-1115.0,-13412.0,-17223.6,-9632.0,,,False,,,,True,True,False,True,,
06031,3205,2086.0,1951.6,,,,4072.0,392.7,741.5,3233.2,,,-1119.0,-1253.4,,,,867.0,-2812.3,-2463.5,28.2,,,False,,,,True,False,False,True,,
06033,216,147.0,77.8,,,,342.0,66.5,192.2,,,,-69.0,-138.2,,,,126.0,-149.5,-23.8,,,,False,,,,False,False,True,,,
06035,446,231.0,,,,,194.0,130.9,198.0,,,,-215.0,,,,,-252.0,-315.1,-248.0,,,,,,,,False,False,False,,,
06037,109362,157976.0,149578.4,,,,89328.0,78377.1,61168.8,176114.9,,,48614.0,40216.4,,,,-20034.0,-30984.9,-48193.2,66752.9,,,True,,,,True,True,True,False,,
06039,2781,2205.0,2323.8,,,,4596.0,417.7,2262.5,,,,-576.0,-457.2,,,,1815.0,-2363.3,-518.5,,,,True,,,,False,False,True,,,
06041,2634,5005.0,8654.8,,,,1770.0,4216.2,2725.6,3920.9,,,2371.0,6020.8,,,,-864.0,1582.2,91.6,1286.9,,,False,,,,True,True,True,True,,
06043,40,28.0,,,,,21.0,4.3,,,,,-12.0,,,,,-19.0,-35.7,,,,,,,,,False,False,,,,
06045,560,196.0,186.9,,,,451.0,143.0,211.0,,,,-364.0,-373.1,,,,-109.0,-417.0,-349.0,,,,False,,,,True,False,True,,,
06047,6006,4284.0,5036.6,,,,13971.0,741.1,3028.2,4358.6,,,-1722.0,-969.4,,,,7965.0,-5264.9,-2977.8,-1647.4,,,True,,,,False,False,False,True,,
06049,9,0.0,,,,,5.0,,,,,,-9.0,,,,,-4.0,,,,,,,,,,True,,,,,
06051,112,35.0,,,,,16.0,3.7,,,,,-77.0,,,,,-96.0,-108.3,,,,,,,,,False,False,,,,
06053,5079,4375.0,9466.8,,,,7362.0,2228.0,4929.8,7250.5,,,-704.0,4387.8,,,,2283.0,-2851.0,-149.2,2171.5,,,False,,,,False,False,True,False,,
06055,926,707.0,1170.9,,,,1839.0,41.0,1264.8,,,,-219.0,244.9,,,,913.0,-885.0,338.8,,,,False,,,,False,False,False,,,
06057,275,238.0,5.7,,,,850.0,55.3,654.4,,,,-37.0,-269.3,,,,575.0,-219.7,379.4,,,,False,,,,False,False,False,,,
06059,24289,53970.0,50155.7,,,,8034.0,113732.1,20253.1,48550.1,,,29681.0,25866.7,,,,-16255.0,89443.1,-4035.9,24261.1,,,True,,,,True,False,True,True,,
06061,1892,1589.0,3328.9,,,,5838.0,1245.6,3587.5,8467.5,,,-303.0,1436.9,,,,3946.0,-646.4,1695.5,6575.5,,,False,,,,False,False,False,False,,
06063,23,42.0,,,,,35.0,1.4,,,,,19.0,,,,,12.0,-21.6,,,,,,,,,True,False,,,,
06065,27095,37205.0,44623.8,,,,11166.0,68133.9,14250.2,34921.9,,,10110.0,17528.8,,,,-15929.0,41038.9,-12844.8,7826.9,,,False,,,,False,False,False,True,,
06067,11811,9345.0,7932.9,,,,31867.0,14349.3,14389.7,9913.2,,,-2466.0,-3878.1,,,,20056.0,2538.3,2578.7,-1897.8,,,False,,,,False,False,False,True,,
06069,745,497.0,691.8,,,,1596.0,405.4,559.5,,,,-248.0,-53.2,,,,851.0,-339.6,-185.5,,,,True,,,,False,False,True,,,
06071,28854,36652.0,41096.6,,,,56969.0,34438.9,16948.4,26345.6,,,7798.0,12242.6,,,,28115.0,5584.9,-11905.6,-2508.4,,,False,,,,False,True,False,True,,
06073,18676,25725.0,28806.2,,,,7581.0,12180.1,11729.7,11944.4,,,7049.0,10130.2,,,,-11095.0,-6495.9,-6946.3,-6731.6,,,False,,,,False,True,True,True,,
06075,4923,4550.0,1178.5,,,,3386.0,1957.2,2536.0,4839.6,,,-373.0,-3744.5,,,,-1537.0,-2965.8,-2387.0,-83.4,,,False,,,,False,False,False,True,,
06077,10835,12635.0,23277.6,,,,26428.0,4308.5,9206.3,17563.0,,,1800.0,12442.6,,,,15593.0,-6526.5,-1628.7,6728.0,,,False,,,,False,False,True,False,,
06079,1977,1428.0,1078.9,,,,3802.0,1011.1,2070.7,,,,-549.0,-898.1,,,,1825.0,-965.9,93.7,,,,False,,,,False,False,True,,,
06081,4125,2891.0,1963.7,,,,5103.0,1559.0,5016.7,3769.7,,,-1234.0,-2161.3,,,,978.0,-2566.0,891.7,-355.3,,,False,,,,True,False,True,True,,
06083,4083,4690.0,5506.3,,,,2300.0,772.6,2643.1,3706.8,,,607.0,1423.3,,,,-1783.0,-3310.4,-1439.9,-376.2,,,False,,,,False,False,False,True,,
06085,11030,6342.0,1846.2,,,,19740.0,11338.0,9211.4,6583.1,,,-4688.0,-9183.8,,,,8710.0,308.0,-1818.6,-4446.9,,,False,,,,False,True,True,True,,
06087,1179,791.0,521.5,,,,2103.0,345.5,1534.8,,,,-388.0,-657.5,,,,924.0,-833.5,355.8,,,,False,,,,False,False,True,,,
06089,375,273.0,419.4,,,,1398.0,341.4,789.7,,,,-102.0,44.4,,,,1023.0,-33.6,414.7,,,,True,,,,False,True,False,,,
06091,5,0.0,,,,,0.0,0.0,,,,,-5.0,,,,,-5.0,-5.0,,,,,,,,,False,True,,,,
06093,87,70.0,,,,,45.0,12.2,,,,,-17.0,,,,,-42.0,-74.8,,,,,,,,,False,False,,,,
06095,3313,4193.0,5794.7,,,,4742.0,1678.6,4619.2,2984.4,,,880.0,2481.7,,,,1429.0,-1634.4,1306.2,-328.6,,,False,,,,False,False,False,True,,
06097,4004,2037.0,2951.9,,,,3474.0,2429.0,3390.4,4241.3,,,-1967.0,-1052.1,,,,-530.0,-1575.0,-613.6,237.3,,,True,,,,True,True,True,True,,
06099,9849,14714.0,11515.1,,,,27271.0,26030.5,6994.7,11050.8,,,4865.0,1666.1,,,,17422.0,16181.5,-2854.3,1201.8,,,True,,,,False,False,True,True,,
06101,996,903.0,726.1,,,,1458.0,1443.1,1262.4,,,,-93.0,-269.9,,,,462.0,447.1,266.4,,,,False,,,,False,False,False,,,
06103,306,112.0,1.3,,,,454.0,39.1,243.6,,,,-194.0,-304.7,,,,148.0,-266.9,-62.4,,,,False,,,,True,False,True,,,
06105,9,0.0,,,,,0.0,0.0,,,,,-9.0,,,,,-9.0,-9.0,,,,,,,,,False,True,,,,
06107,8206,7357.0,9508.4,,,,12710.0,1593.2,4033.5,10026.6,,,-849.0,1302.4,,,,4504.0,-6612.8,-4172.5,1820.6,,,False,,,,False,False,False,False,,
06109,125,147.0,4.3,,,,655.0,30.6,,,,,22.0,-120.7,,,,530.0,-94.4,,,,,False,,,,False,False,,,,
06111,6360,7042.0,10650.7,,,,6547.0,3018.3,7887.2,10580.1,,,682.0,4290.7,,,,187.0,-3341.7,1527.2,4220.1,,,False,,,,True,False,False,False,,
06113,1496,1582.0,1316.0,,,,2860.0,2689.1,2137.0,1198.4,,,86.0,-180.0,,,,1364.0,1193.1,641.0,-297.6,,,False,,,,False,False,False,False,,
06115,729,518.0,320.8,,,,1318.0,1111.7,404.4,,,,-211.0,-408.2,,,,589.0,382.7,-324.6,,,,False,,,,False,False,False,,,
08001,2726,2779.0,498.4,,,,1867.0,748.0,1175.7,1416.7,,,53.0,-2227.6,,,,-859.0,-1978.0,-1550.3,-1309.3,,,False,,,,False,False,False,False,,
08003,34,28.0,,,,,151.0,1.7,0.5,,,,-6.0,,,,,117.0,-32.3,-33.5,,,,,,,,False,False,False,,,
08005,2419,2086.0,1334.0,,,,2170.0,1007.5,497.6,1539.7,,,-333.0,-1085.0,,,,-249.0,-1411.5,-1921.4,-879.3,,,False,,,,True,False,False,False,,
08007,36,14.0,,,,,14.0,0.2,,,,,-22.0,,,,,-22.0,-35.8,,,,,,,,,False,False,,,,
08009,2,0.0,,,,,1.0,0.3,,,,,-2.0,,,,,-1.0,-1.7,,,,,,,,,True,True,,,,
08011,7,0.0,,,,,0.0,0.1,,,,,-7.0,,,,,-7.0,-6.9,,,,,,,,,False,True,,,,
08013,764,595.0,594.7,,,,476.0,363.6,748.1,747.1,,,-169.0,-169.3,,,,-288.0,-400.4,-15.9,-16.9,,,False,,,,False,False,True,True,,
08014,191,203.0,67.3,,,,383.0,87.4,,161.2,,,12.0,-123.7,,,,192.0,-103.6,,-29.8,,,False,,,,False,False,,False,,
08015,225,112.0,,,,,66.0,90.2,,,,,-113.0,,,,,-159.0,-134.8,,,,,,,,,False,False,,,,
08017,6,0.0,,,,,0.0,0.1,,,,,-6.0,,,,,-6.0,-5.9,,,,,,,,,False,True,,,,
08019,14,0.0,,,,,42.0,0.5,,,,,-14.0,,,,,28.0,-13.5,,,,,,,,,False,True,,,,
08021,15,21.0,,,,,29.0,1.8,,,,,6.0,,,,,14.0,-13.2,,,,,,,,,False,False,,,,
08023,11,0.0,,,,,8.0,1.3,,,,,-11.0,,,,,-3.0,-9.7,,,,,,,,,True,True,,,,
08025,3,0.0,,,,,14.0,3.5,,,,,-3.0,,,,,11.0,0.5,,,,,,,,,False,True,,,,
08027,14,7.0,,,,,0.0,0.0,,,,,-7.0,,,,,-14.0,-14.0,,,,,,,,,False,False,,,,
08029,77,0.0,,,,,44.0,4.0,,,,,-77.0,,,,,-33.0,-73.0,,,,,,,,,True,True,,,,
08031,3381,3591.0,2629.0,,,,2991.0,3009.1,641.7,2411.6,,,210.0,-752.0,,,,-390.0,-371.9,-2739.3,-969.4,,,False,,,,False,False,False,False,,
08033,3,0.0,,,,,0.0,,,,,,-3.0,,,,,-3.0,,,,,,,,,,False,,,,,
08035,850,896.0,316.3,,,,519.0,1141.6,2084.8,752.6,,,46.0,-533.7,,,,-331.0,291.6,1234.8,-97.4,,,False,,,,False,False,False,False,,
08037,417,420.0,2.9,,,,235.0,141.3,69.2,324.5,,,3.0,-414.1,,,,-182.0,-275.7,-347.8,-92.5,,,False,,,,False,False,False,False,,
08039,59,35.0,,,,,22.0,2.5,,,,,-24.0,,,,,-37.0,-56.5,,,,,,,,,False,False,,,,
08041,2988,2982.0,1599.3,,,,1217.0,3967.6,2662.5,2698.3,,,-6.0,-1388.7,,,,-1771.0,979.6,-325.5,-289.7,,,False,,,,False,False,False,False,,
08043,115,21.0,,,,,68.0,2.9,,,,,-94.0,,,,,-47.0,-112.1,,,,,,,,,True,False,,,,
08045,436,595.0,373.3,,,,154.0,1063.6,390.9,,,,159.0,-62.7,,,,-282.0,627.6,-45.1,,,,True,,,,False,False,True,,,
08047,9,7.0,,,,,68.0,0.3,,,,,-2.0,,,,,59.0,-8.7,,,,,,,,,False,False,,,,
08049,41,42.0,,,,,20.0,0.7,,,,,1.0,,,,,-21.0,-40.3,,,,,,,,,False,False,,,,
08051,98,21.0,,,,,43.0,1.1,0.2,,,,-77.0,,,,,-55.0,-96.9,-97.8,,,,,,,,True,False,False,,,
08053,0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,,True,False,,,,
08055,5,0.0,,,,,0.0,0.1,,,,,-5.0,,,,,-5.0,-4.9,,,,,,,,,False,True,,,,
08057,2,35.0,,,,,0.0,,,,,,33.0,,,,,-2.0,,,,,,,,,,True,,,,,
08059,1759,1617.0,699.5,,,,1017.0,685.5,882.4,1379.6,,,-142.0,-1059.5,,,,-742.0,-1073.5,-876.6,-379.4,,,False,,,,False,False,False,False,,
08061,0,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,True,,,,,
08063,41,21.0,,,,,4.0,1.6,,,,,-20.0,,,,,-37.0,-39.4,,,,,,,,,False,False,,,,
08065,28,14.0,,,,,79.0,7.7,,,,,-14.0,,,,,51.0,-20.3,,,,,,,,,False,False,,,,
08067,114,91.0,21.6,,,,30.0,27.8,98.0,,,,-23.0,-92.4,,,,-84.0,-86.2,-16.0,,,,False,,,,False,False,True,,,
08069,1030,756.0,237.0,,,,298.0,570.1,851.6,1050.8,,,-274.0,-793.0,,,,-732.0,-459.9,-178.4,20.8,,,False,,,,False,False,True,True,,
08071,11,0.0,,,,,0.0,0.4,,,,,-11.0,,,,,-11.0,-10.6,,,,,,,,,False,True,,,,
08073,5,0.0,,,,,0.0,0.0,,,,,-5.0,,,,,-5.0,-5.0,,,,,,,,,False,True,,,,
08075,40,7.0,,,,,140.0,0.0,8.2,,,,-33.0,,,,,100.0,-40.0,-31.8,,,,,,,,False,False,True,,,
08077,263,189.0,81.1,,,,136.0,41.1,319.2,,,,-74.0,-181.9,,,,-127.0,-221.9,56.2,,,,False,,,,False,False,True,,,
08079,3,49.0,,,,,1.0,1.2,,,,,46.0,,,,,-2.0,-1.8,,,,,,,,,True,True,,,,
08081,20,14.0,,,,,7.0,0.5,,,,,-6.0,,,,,-13.0,-19.5,,,,,,,,,False,False,,,,
08083,47,28.0,,,,,7.0,7.6,,,,,-19.0,,,,,-40.0,-39.4,,,,,,,,,False,False,,,,
08085,127,70.0,,,,,45.0,8.8,8.9,,,,-57.0,,,,,-82.0,-118.2,-118.1,,,,,,,,False,False,False,,,
08087,56,7.0,,,,,247.0,0.1,3.9,,,,-49.0,,,,,191.0,-55.9,-52.1,,,,,,,,False,False,False,,,
08089,60,7.0,,,,,9.0,0.7,,,,,-53.0,,,,,-51.0,-59.3,,,,,,,,,True,False,,,,
08091,11,0.0,,,,,0.0,0.3,,,,,-11.0,,,,,-11.0,-10.7,,,,,,,,,False,True,,,,
08093,12,42.0,,,,,22.0,1.3,,,,,30.0,,,,,10.0,-10.7,,,,,,,,,True,True,,,,
08095,4,0.0,,,,,3.0,0.3,,,,,-4.0,,,,,-1.0,-3.7,,,,,,,,,True,True,,,,
08097,86,182.0,,,,,76.0,107.0,18.7,,,,96.0,,,,,-10.0,21.0,-67.3,,,,,,,,True,True,True,,,
08099,47,84.0,,,,,4.0,1.2,,,,,37.0,,,,,-43.0,-45.8,,,,,,,,,False,False,,,,
08101,435,182.0,225.2,,,,394.0,41.3,67.4,153.6,,,-253.0,-209.8,,,,-41.0,-393.7,-367.6,-281.4,,,True,,,,True,False,False,False,,
08103,17,14.0,,,,,5.0,0.2,,,,,-3.0,,,,,-12.0,-16.8,,,,,,,,,False,False,,,,
08105,15,7.0,,,,,57.0,13.2,,,,,-8.0,,,,,42.0,-1.8,,,,,,,,,False,True,,,,
08107,54,28.0,,,,,30.0,3.2,,,,,-26.0,,,,,-24.0,-50.8,,,,,,,,,True,False,,,,
08109,8,7.0,,,,,16.0,0.0,1.1,,,,-1.0,,,,,8.0,-8.0,-6.9,,,,,,,,False,False,False,,,
08111,1,0.0,,,,,0.0,0.0,,,,,-1.0,,,,,-1.0,-1.0,,,,,,,,,False,True,,,,
08113,46,63.0,,,,,2.0,4.0,,,,,17.0,,,,,-44.0,-42.0,,,,,,,,,False,False,,,,
08115,12,0.0,,,,,0.0,,,,,,-12.0,,,,,-12.0,,,,,,,,,,False,,,,,
08117,72,105.0,,,,,127.0,8.3,31.9,,,,33.0,,,,,55.0,-63.7,-40.1,,,,,,,,False,False,False,,,
08119,103,119.0,,,,,64.0,3.4,,,,,16.0,,,,,-39.0,-99.6,,,,,,,,,False,False,,,,
08121,7,0.0,,,,,3.0,1.4,,,,,-7.0,,,,,-4.0,-5.6,,,,,,,,,True,True,,,,
08123,1052,882.0,317.5,,,,553.0,279.0,136.2,1012.8,,,-170.0,-734.5,,,,-499.0,-773.0,-915.8,-39.2,,,False,,,,False,False,False,True,,
08125,9,7.0,,,,,11.0,2.2,,,,,-2.0,,,,,2.0,-6.8,,,,,,,,,False,False,,,,
09001,1868,1043.0,523.3,,,,14426.0,115.8,470.5,1000.1,,,-825.0,-1344.7,,,,12558.0,-1752.2,-1397.5,-867.9,,,False,,,,False,False,False,False,,
09003,1509,1148.0,2776.0,,,,5741.0,325.3,225.6,924.1,,,-361.0,1267.0,,,,4232.0,-1183.7,-1283.4,-584.9,,,False,,,,False,False,False,False,,
09005,182,112.0,127.0,,,,559.0,1.2,34.0,114.2,,,-70.0,-55.0,,,,377.0,-180.8,-148.0,-67.8,,,True,,,,False,False,False,True,,
09007,115,189.0,304.4,,,,584.0,4.4,78.3,137.9,,,74.0,189.4,,,,469.0,-110.6,-36.7,22.9,,,False,,,,False,False,True,True,,
09009,1092,861.0,2243.7,,,,13776.0,114.8,195.4,680.4,,,-231.0,1151.7,,,,12684.0,-977.2,-896.6,-411.6,,,False,,,,False,False,False,False,,
09011,246,315.0,446.0,,,,629.0,44.8,69.8,147.8,,,69.0,200.0,,,,383.0,-201.2,-176.2,-98.2,,,False,,,,False,False,False,False,,
09013,210,91.0,269.8,,,,296.0,1.4,27.5,58.2,,,-119.0,59.8,,,,86.0,-208.6,-182.5,-151.8,,,True,,,,True,False,False,False,,
09015,157,112.0,469.5,,,,164.0,7.1,157.4,54.2,,,-45.0,312.5,,,,7.0,-149.9,0.4,-102.8,,,False,,,,True,False,True,False,,
10001,794,658.0,184.0,,,,709.0,188.3,137.1,368.8,,254.1,-136.0,-610.0,,,,-85.0,-605.7,-656.9,-425.2,,-539.9,False,,,,True,False,False,False,,False
10003,2377,2786.0,889.3,,,,2926.0,1071.3,1811.1,3722.5,,1133.7,409.0,-1487.7,,,,549.0,-1305.7,-565.9,1345.5,,-1243.3,False,,,,False,False,False,False,,False
10005,1335,1554.0,1214.8,,,,641.0,470.2,110.3,280.5,,237.7,219.0,-120.2,,,,-694.0,-864.8,-1224.7,-1054.5,,-1097.3,True,,,,False,False,False,False,,False
12001,3122,3759.0,3181.5,,,,11308.0,5709.4,2194.0,3860.1,,3031.9,637.0,59.5,,,,8186.0,2587.4,-928.0,738.1,,-90.1,True,,,,False,False,False,False,,True
12003,997,371.0,,,,,1012.0,1200.8,156.3,,,633.3,-626.0,,,,,15.0,203.8,-840.7,,,-363.7,,,,,True,True,False,,,True
12005,4234,2961.0,3252.2,,,,4262.0,3046.3,1455.2,,,2670.1,-1273.0,-981.8,,,,28.0,-1187.7,-2778.8,,,-1563.9,True,,,,True,True,False,,,False
12007,587,252.0,,,,,629.0,104.1,109.4,,,867.0,-335.0,,,,,42.0,-482.9,-477.6,,,280.0,,,,,True,False,False,,,True
12009,3945,5488.0,5729.6,,,,7677.0,11358.8,4961.6,4118.1,,5967.1,1543.0,1784.6,,,,3732.0,7413.8,1016.6,173.1,,2022.1,False,,,,False,False,True,True,,False
12011,42511,60746.0,43250.5,,,,45639.0,160252.3,24068.1,93922.7,,31500.0,18235.0,739.5,,,,3128.0,117741.3,-18442.9,51411.7,,-11011.0,True,,,,True,False,False,False,,True
12013,421,413.0,,,,,487.0,32.7,65.0,,,442.9,-8.0,,,,,66.0,-388.3,-356.0,,,21.9,,,,,False,False,False,,,False
12015,1561,1309.0,1029.1,,,,3183.0,2057.4,845.1,3441.6,,2419.7,-252.0,-531.9,,,,1622.0,496.4,-715.9,1880.6,,858.7,False,,,,False,False,False,False,,False
12017,1546,1057.0,944.4,,,,3185.0,2684.7,1053.1,570.3,,2401.7,-489.0,-601.6,,,,1639.0,1138.7,-492.9,-975.7,,855.7,False,,,,False,False,False,False,,False
12019,2507,3269.0,1330.4,,,,8367.0,14160.3,1909.2,2603.5,,4086.4,762.0,-1176.6,,,,5860.0,11653.3,-597.8,96.5,,1579.4,False,,,,False,False,True,True,,False
12021,5602,7616.0,10720.2,,,,11389.0,3963.0,3069.9,9494.5,,5832.1,2014.0,5118.2,,,,5787.0,-1639.0,-2532.1,3892.5,,230.1,False,,,,False,True,False,False,,True
12023,2869,798.0,537.1,,,,2551.0,390.4,482.4,,,1532.9,-2071.0,-2331.9,,,,-318.0,-2478.6,-2386.6,,,-1336.1,False,,,,True,False,False,,,True
12027,643,679.0,,,,,1126.0,95.7,356.5,,,239.9,36.0,,,,,483.0,-547.3,-286.5,,,-403.1,,,,,False,False,False,,,False
12029,596,217.0,,,,,425.0,63.0,38.7,,,397.8,-379.0,,,,,-171.0,-533.0,-557.3,,,-198.2,,,,,True,False,False,,,True
12031,13997,25711.0,33665.1,,,,67712.0,65874.0,9638.8,30587.6,,13082.6,11714.0,19668.1,,,,53715.0,51877.0,-4358.2,16590.6,,-914.4,False,,,,False,False,True,False,,True
12033,7459,7455.0,9440.2,,,,7280.0,20322.0,2217.0,10441.3,,2727.3,-4.0,1981.2,,,,-179.0,12863.0,-5242.0,2982.3,,-4731.7,False,,,,False,False,False,False,,False
12035,829,728.0,209.5,,,,3694.0,1180.9,789.3,,,865.6,-101.0,-619.5,,,,2865.0,351.9,-39.7,,,36.6,False,,,,False,False,True,,,True
12037,508,140.0,,,,,361.0,110.4,,,,411.9,-368.0,,,,,-147.0,-397.6,,,,-96.1,,,,,True,False,,,,True
12039,1716,896.0,,,,,2337.0,1407.6,132.7,,,1111.4,-820.0,,,,,621.0,-308.4,-1583.3,,,-604.6,,,,,True,True,False,,,True
12041,359,154.0,,,,,430.0,21.7,175.1,,,79.9,-205.0,,,,,71.0,-337.3,-183.9,,,-279.1,,,,,True,False,True,,,False
12043,256,182.0,,,,,89.0,12.7,110.6,,,67.7,-74.0,,,,,-167.0,-243.3,-145.4,,,-188.3,,,,,False,False,False,,,False
12045,732,378.0,,,,,546.0,489.3,,,,285.2,-354.0,,,,,-186.0,-242.7,,,,-446.8,,,,,True,True,,,,False
12047,280,245.0,,,,,505.0,105.1,55.2,,,84.2,-35.0,,,,,225.0,-174.9,-224.8,,,-195.8,,,,,False,False,False,,,False
12049,495,644.0,,,,,1205.0,151.6,262.0,,,441.5,149.0,,,,,710.0,-343.4,-233.0,,,-53.5,,,,,False,False,False,,,True
12051,797,777.0,,,,,1473.0,216.8,397.5,,,100.9,-20.0,,,,,676.0,-580.2,-399.5,,,-696.1,,,,,False,False,False,,,False
12053,1742,2079.0,1640.4,,,,5123.0,11265.7,1585.4,,,4490.7,337.0,-101.6,,,,3381.0,9523.7,-156.6,,,2748.7,True,,,,False,False,True,,,False
12055,1294,840.0,1844.0,,,,1105.0,506.6,805.4,893.8,,2083.1,-454.0,550.0,,,,-189.0,-787.4,-488.6,-400.2,,789.1,False,,,,True,False,False,True,,False
12057,18424,32620.0,30232.5,,,,73972.0,72125.9,14142.9,93467.9,,19479.2,14196.0,11808.5,,,,55548.0,53701.9,-4281.1,75043.9,,1055.2,True,,,,False,False,True,False,,True
12059,394,210.0,,,,,704.0,30.7,170.3,,,421.6,-184.0,,,,,310.0,-363.3,-223.7,,,27.6,,,,,False,False,False,,,True
12061,1669,1827.0,2606.1,,,,3023.0,3025.0,1254.5,1284.2,,2197.1,158.0,937.1,,,,1354.0,1356.0,-414.5,-384.8,,528.1,False,,,,False,False,False,False,,False
12063,1761,1260.0,,,,,1967.0,490.7,173.0,,,1331.2,-501.0,,,,,206.0,-1270.3,-1588.0,,,-429.8,,,,,True,False,False,,,True
12065,417,154.0,,,,,204.0,74.5,,,,168.4,-263.0,,,,,-213.0,-342.5,,,,-248.6,,,,,True,False,,,,True
12067,1138,119.0,,,,,138.0,154.8,,,,130.7,-1019.0,,,,,-1000.0,-983.2,,,,-1007.3,,,,,True,True,,,,True
12069,3951,4900.0,4871.0,,,,9791.0,8935.5,3241.0,2768.8,,2940.5,949.0,920.0,,,,5840.0,4984.5,-710.0,-1182.2,,-1010.5,True,,,,False,False,True,False,,False
12071,9736,11431.0,15949.9,,,,41189.0,30499.2,6134.8,59355.7,,3747.7,1695.0,6213.9,,,,31453.0,20763.2,-3601.2,49619.7,,-5988.3,False,,,,False,False,False,False,,False
12073,3948,4256.0,8887.8,,,,10219.0,7548.9,1992.3,1071.8,,1166.6,308.0,4939.8,,,,6271.0,3600.9,-1955.7,-2876.2,,-2781.4,False,,,,False,False,False,False,,False
12075,644,371.0,,,,,1112.0,97.6,260.0,,,701.0,-273.0,,,,,468.0,-546.4,-384.0,,,57.0,,,,,False,False,False,,,True
12077,196,245.0,,,,,371.0,37.1,2.2,,,102.9,49.0,,,,,175.0,-158.9,-193.8,,,-93.1,,,,,False,False,False,,,False
12079,540,567.0,,,,,430.0,889.5,131.1,,,294.5,27.0,,,,,-110.0,349.5,-408.9,,,-245.5,,,,,False,False,False,,,False
12081,5759,7546.0,8033.8,,,,13997.0,17753.9,3146.3,17452.0,,5719.3,1787.0,2274.8,,,,8238.0,11994.9,-2612.7,11693.0,,-39.7,False,,,,False,False,False,False,,True
12083,7021,3745.0,2559.6,,,,6768.0,12782.4,3238.5,4034.6,,7835.9,-3276.0,-4461.4,,,,-253.0,5761.4,-3782.5,-2986.4,,814.9,False,,,,True,False,False,True,,True
12085,1740,3003.0,4125.6,,,,4493.0,1731.3,1379.5,5127.3,,1005.3,1263.0,2385.6,,,,2753.0,-8.7,-360.5,3387.3,,-734.7,False,,,,False,True,True,False,,True
12086,95170,112973.0,68451.1,,,,10822.0,214110.9,,165214.0,,31876.1,17803.0,-26718.9,,,,-84348.0,118940.9,,70044.0,,-63293.9,False,,,,False,False,,False,,False
12087,1176,1449.0,1287.9,,,,3437.0,7028.5,567.6,,,1832.2,273.0,111.9,,,,2261.0,5852.5,-608.4,,,656.2,True,,,,False,False,False,,,False
12089,1161,1435.0,689.6,,,,2166.0,5092.7,554.0,,,1622.6,274.0,-471.4,,,,1005.0,3931.7,-607.0,,,461.6,False,,,,False,False,False,,,False
12091,2994,1750.0,1773.0,,,,3731.0,11553.1,1326.6,11483.9,,3145.8,-1244.0,-1221.0,,,,737.0,8559.1,-1667.4,8489.9,,151.8,True,,,,True,False,False,False,,True
12093,716,735.0,,,,,1092.0,141.5,304.8,,,748.9,19.0,,,,,376.0,-574.5,-411.2,,,32.9,,,,,False,False,False,,,False
12095,18983,23576.0,69401.8,,,,57979.0,39806.2,12270.3,17550.2,,6101.6,4593.0,50418.8,,,,38996.0,20823.2,-6712.7,-1432.8,,-12881.4,False,,,,False,False,False,True,,False
