,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
02150,23,0.0,,0.4,,0.0,0.0,,,,,2.0,,0.1,0.5,0.0,,6.2,0.4,,,,,,-23.0,,-22.6,,-23.0,-23.0,,,,,-21.0,,-22.9,-22.5,-23.0,,-16.8,-22.6,,,,,,,True,,False,False,,,,,True,,True,True,False,,True,True,,,,,
02158,2,6.0,,6.0,,1.0,0.0,,,,,,,,1.1,,,1.4,,,,,,,4.0,,4.0,,-1.0,-2.0,,,,,,,,-0.9,,,-0.6,,,,,,,,True,,True,True,,,,,,,,True,,,True,,,,,,
02164,2,0.0,,0.0,,0.0,0.0,,,,,15.2,,,0.0,0.0,,0.0,,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,13.2,,,-2.0,-2.0,,-2.0,,,,,,,,False,,False,False,,,,,False,,,True,False,,False,,,,,,
02170,146,111.0,285.0,93.8,,109.0,198.0,,,,,366.1,,78.6,138.1,128.0,,64.2,74.7,,,,,,-35.0,139.0,-52.2,,-37.0,52.0,,,,,220.1,,-67.4,-7.9,-18.0,,-81.8,-71.3,,,,,,False,False,,False,False,,,,,False,,False,True,True,,False,False,,,,,
02180,18,6.0,,4.7,,0.0,0.0,,,,,1.9,,0.4,0.4,,,2.0,,,,,,,-12.0,,-13.3,,-18.0,-18.0,,,,,-16.1,,-17.6,-17.6,,,-15.9,,,,,,,,False,,False,False,,,,,False,,False,False,,,False,,,,,,
02185,21,15.0,,14.7,,3.0,0.0,,,,,12.4,,0.4,4.0,,,0.9,,,,,,,-6.0,,-6.3,,-18.0,-21.0,,,,,-8.6,,-20.6,-17.0,,,-20.1,,,,,,,,False,,False,False,,,,,False,,False,False,,,False,,,,,,
02188,27,33.0,,32.9,,10.0,3.0,,,,,13.9,,1.4,18.6,24.0,,9.7,,,,,,,6.0,,5.9,,-17.0,-24.0,,,,,-13.1,,-25.6,-8.4,-3.0,,-17.3,,,,,,,,True,,False,False,,,,,False,,False,False,True,,False,,,,,,
02195,2,0.0,,0.0,,0.0,0.0,,,,,0.6,,0.1,0.1,0.0,,0.0,0.1,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,-1.4,,-1.9,-1.9,-2.0,,-2.0,-1.9,,,,,,,True,,False,False,,,,,True,,True,True,False,,False,True,,,,,
02198,16,9.0,,8.9,,3.0,0.0,,,,,8.9,,0.2,2.8,0.0,,2.7,4.4,,,,,,-7.0,,-7.1,,-13.0,-16.0,,,,,-7.1,,-15.8,-13.2,-16.0,,-13.3,-11.6,,,,,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,,
02220,15,12.0,,12.0,,4.0,0.0,,,,,9.9,,0.7,2.6,,,4.6,18.0,,,,,,-3.0,,-3.0,,-11.0,-15.0,,,,,-5.1,,-14.3,-12.4,,,-10.4,3.0,,,,,,,False,,False,False,,,,,False,,False,False,,,False,False,,,,,
02230,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,True,,True,True,,,,,True,,,True,True,,True,,,,,,
02240,4,6.0,,7.7,,3.0,0.0,,,,,3.6,,1.3,2.9,5.0,,2.2,,,,,,,2.0,,3.7,,-1.0,-4.0,,,,,-0.4,,-2.7,-1.1,1.0,,-1.8,,,,,,,,False,,True,False,,,,,True,,False,True,True,,True,,,,,,
02261,24,15.0,,10.5,,5.0,2.0,,,,,35.6,,1.8,2.9,,,14.9,,,,,,,-9.0,,-13.5,,-19.0,-22.0,,,,,11.6,,-22.2,-21.1,,,-9.1,,,,,,,,False,,False,False,,,,,False,,False,False,,,False,,,,,,
02275,3,12.0,,12.1,,2.0,0.0,,,,,4.5,,,1.4,0.0,,0.0,,,,,,,9.0,,9.1,,-1.0,-3.0,,,,,1.5,,,-1.6,-3.0,,-3.0,,,,,,,,False,,True,True,,,,,True,,,True,True,,True,,,,,,
02282,11,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.4,0.0,,2.9,0.2,,,,,,-11.0,,-11.0,,-11.0,-11.0,,,,,-11.0,,,-10.6,-11.0,,-8.1,-10.8,,,,,,,False,,False,False,,,,,False,,,True,False,,True,True,,,,,
02290,21,18.0,,10.6,,4.0,0.0,,,,,16.6,,3.8,11.3,22.0,,0.6,,,,,,,-3.0,,-10.4,,-17.0,-21.0,,,,,-4.4,,-17.2,-9.7,1.0,,-20.4,,,,,,,,False,,False,False,,,,,False,,False,False,True,,False,,,,,,
04001,186,303.0,293.5,303.0,,298.0,455.0,,,,,232.3,,186.8,350.3,271.0,,436.3,288.6,,,,,,117.0,107.5,117.0,,112.0,269.0,,,,,46.3,,0.8,164.3,85.0,,250.3,102.6,,,,,,True,False,,True,False,,,,,True,,True,False,True,,False,True,,,,,
04003,218,231.0,902.1,220.0,,183.0,170.0,,,,,411.5,,57.8,181.7,126.0,,143.2,183.8,,,,,,13.0,684.1,2.0,,-35.0,-48.0,,,,,193.5,,-160.2,-36.3,-92.0,,-74.8,-34.2,,,,,,False,True,,False,False,,,,,False,,False,False,False,,False,False,,,,,
04005,235,336.0,1157.4,326.0,,239.0,207.0,,,,,209.9,,202.5,270.0,250.0,,118.9,317.4,137.0,,,,,101.0,922.4,91.0,,4.0,-28.0,,,,,-25.1,,-32.5,35.0,15.0,,-116.1,82.4,-98.0,,,,,False,True,,True,True,,,,,True,,True,True,True,,False,True,True,,,,
04007,202,249.0,572.3,254.4,,223.0,321.0,,,,,303.1,,171.4,181.0,114.0,,159.6,222.7,,,,,,47.0,370.3,52.4,,21.0,119.0,,,,,101.1,,-30.6,-21.0,-88.0,,-42.4,20.7,,,,,,False,False,,True,False,,,,,False,,True,True,False,,True,True,,,,,
04009,175,183.0,,202.7,,174.0,268.0,,,,,194.2,,118.7,149.6,80.0,,162.3,352.8,,,,,,8.0,,27.7,,-1.0,93.0,,,,,19.2,,-56.3,-25.4,-95.0,,-12.7,177.8,,,,,,,False,,True,False,,,,,False,,False,False,False,,False,False,,,,,
04011,1,6.0,,3.4,,5.0,0.0,,,,,19.8,,0.1,3.7,,,16.9,5.5,,,,,,5.0,,2.4,,4.0,-1.0,,,,,18.8,,-0.9,2.7,,,15.9,4.5,,,,,,,True,,True,True,,,,,False,,True,True,,,False,True,,,,,
04012,23,18.0,,17.4,,17.0,5.0,,,,,27.7,,0.5,17.9,,,73.6,22.5,,,,,,-5.0,,-5.6,,-6.0,-18.0,,,,,4.7,,-22.5,-5.1,,,50.6,-0.5,,,,,,,False,,False,False,,,,,True,,False,False,,,False,True,,,,,
04013,7844,18750.0,38019.6,17358.4,14642.2,12334.0,9148.0,,,,,11708.0,,14645.3,11119.3,11325.0,,11970.9,12301.5,7781.0,,,,,10906.0,30175.6,9514.4,6798.2,4490.0,1304.0,,,,,3864.0,,6801.3,3275.3,3481.0,,4126.9,4457.5,-63.0,,,,,False,True,True,True,True,,,,,True,,True,True,True,,True,True,True,,,,
04015,447,480.0,2594.7,514.4,,392.0,255.0,,,,,588.4,,313.5,395.8,303.0,,397.0,814.6,285.0,,,,,33.0,2147.7,67.4,,-55.0,-192.0,,,,,141.4,,-133.5,-51.2,-144.0,,-50.0,367.6,-162.0,,,,,False,False,,False,False,,,,,False,,False,False,False,,False,False,False,,,,
04017,228,339.0,1245.5,368.5,297.1,324.0,268.0,,,,,212.2,,149.8,211.2,375.0,,824.8,372.4,,,,,,111.0,1017.5,140.5,69.1,96.0,40.0,,,,,-15.8,,-78.2,-16.8,147.0,,596.8,144.4,,,,,,False,False,True,True,True,,,,,True,,True,True,False,,False,False,,,,,
04019,3413,3759.0,9667.2,3822.1,3427.0,3394.0,2591.0,,,,,3206.1,,3611.7,3177.6,1983.0,,3727.1,2531.9,2627.0,,,,,346.0,6254.2,409.1,14.0,-19.0,-822.0,,,,,-206.9,,198.7,-235.4,-1430.0,,314.1,-881.1,-786.0,,,,,False,False,True,True,False,,,,,True,,True,True,False,,True,False,False,,,,
04021,1158,609.0,2843.9,674.9,572.2,455.0,341.0,,,,,464.0,,191.9,415.4,532.0,,412.5,504.1,305.0,,,,,-549.0,1685.9,-483.1,-585.8,-703.0,-817.0,,,,,-694.0,,-966.1,-742.6,-626.0,,-745.5,-653.9,-853.0,,,,,False,True,False,False,False,,,,,False,,False,False,False,,False,False,False,,,,
04023,95,144.0,,119.3,,122.0,125.0,,,,,107.4,,54.8,139.5,189.0,,417.9,99.5,,,,,,49.0,,24.3,,27.0,30.0,,,,,12.4,,-40.2,44.5,94.0,,322.9,4.5,,,,,,,True,,True,True,,,,,True,,True,True,False,,False,True,,,,,
04025,307,606.0,1447.0,619.3,,526.0,563.0,,,,,1072.5,,437.4,504.7,237.0,,538.3,477.6,236.0,,,,,299.0,1140.0,312.3,,219.0,256.0,,,,,765.5,,130.4,197.7,-70.0,,231.3,170.6,-71.0,,,,,False,False,,True,True,,,,,False,,True,True,True,,True,True,True,,,,
04027,703,1302.0,2963.8,1236.1,1320.8,1199.0,1172.0,,,,,672.2,,536.9,755.7,893.0,,1480.0,1610.2,636.0,,,,,599.0,2260.8,533.1,617.8,496.0,469.0,,,,,-30.8,,-166.1,52.7,190.0,,777.0,907.2,-67.0,,,,,False,True,False,True,True,,,,,True,,True,True,True,,False,False,True,,,,
05001,65,54.0,,71.4,,56.0,27.0,,,,,117.1,,17.7,54.3,65.0,,55.4,142.3,,,,,,-11.0,,6.4,,-9.0,-38.0,,,,,52.1,,-47.3,-10.7,0.0,,-9.6,77.3,,,,,,,True,,True,False,,,,,False,,False,True,True,,True,False,,,,,
05003,67,252.0,,252.5,,252.0,372.0,,,,,168.7,,260.1,180.8,,,240.1,280.9,,,,,,185.0,,185.5,,185.0,305.0,,,,,101.7,,193.1,113.8,,,173.1,213.9,,,,,,,False,,False,False,,,,,True,,False,True,,,True,False,,,,,
05005,61,33.0,,28.5,,22.0,52.0,,,,,111.0,,12.0,19.2,25.0,,14.0,25.3,,,,,,-28.0,,-32.5,,-39.0,-9.0,,,,,50.0,,-49.0,-41.8,-36.0,,-47.0,-35.7,,,,,,,False,,False,True,,,,,False,,False,False,False,,False,False,,,,,
05007,558,780.0,656.9,760.1,,647.0,665.0,,,,,774.7,,360.1,656.4,1343.0,,737.2,615.5,455.0,,,,,222.0,98.9,202.1,,89.0,107.0,,,,,216.7,,-197.9,98.4,785.0,,179.2,57.5,-103.0,,,,,True,True,,True,True,,,,,True,,True,True,False,,True,True,True,,,,
05009,108,138.0,,126.6,,126.0,203.0,,,,,279.7,,67.1,109.7,93.0,,93.3,280.8,,,,,,30.0,,18.6,,18.0,95.0,,,,,171.7,,-40.9,1.7,-15.0,,-14.7,172.8,,,,,,,True,,True,False,,,,,False,,False,True,True,,True,False,,,,,
05011,103,132.0,,138.3,,123.0,156.0,,,,,94.3,,89.3,110.8,101.0,,309.3,86.0,,,,,,29.0,,35.3,,20.0,53.0,,,,,-8.7,,-13.7,7.8,-2.0,,206.3,-17.0,,,,,,,False,,True,False,,,,,True,,True,True,True,,False,True,,,,,
05013,8,9.0,,9.4,,7.0,0.0,,,,,13.1,,,1.2,,,14.3,,,,,,,1.0,,1.4,,-1.0,-8.0,,,,,5.1,,,-6.8,,,6.3,,,,,,,,False,,False,False,,,,,False,,,False,,,False,,,,,,
05015,106,48.0,,43.1,,35.0,17.0,,,,,81.8,,15.2,34.9,100.0,,13.6,60.4,,,,,,-58.0,,-62.9,,-71.0,-89.0,,,,,-24.2,,-90.8,-71.1,-6.0,,-92.4,-45.6,,,,,,,False,,False,False,,,,,True,,False,False,True,,False,True,,,,,
05017,232,621.0,,712.2,,358.0,459.0,,,,,116.3,,266.7,288.8,448.0,,135.6,444.3,,,,,,389.0,,480.2,,126.0,227.0,,,,,-115.7,,34.7,56.8,216.0,,-96.4,212.3,,,,,,,False,,True,True,,,,,True,,True,True,True,,True,True,,,,,
05019,49,75.0,,71.6,,57.0,63.0,,,,,77.8,,15.4,47.5,60.0,,43.6,134.0,,,,,,26.0,,22.6,,8.0,14.0,,,,,28.8,,-33.6,-1.5,11.0,,-5.4,85.0,,,,,,,True,,True,True,,,,,False,,False,True,True,,True,False,,,,,
05021,45,75.0,,77.6,,68.0,61.0,,,,,61.7,,77.3,67.8,59.0,,30.4,49.2,,,,,,30.0,,32.6,,23.0,16.0,,,,,16.7,,32.3,22.8,14.0,,-14.6,4.2,,,,,,,False,,True,True,,,,,True,,False,True,True,,True,True,,,,,
05023,62,45.0,,45.6,,32.0,19.0,,,,,39.8,,34.6,50.6,63.0,,15.4,28.9,,,,,,-17.0,,-16.4,,-30.0,-43.0,,,,,-22.2,,-27.4,-11.4,1.0,,-46.6,-33.1,,,,,,,True,,False,False,,,,,False,,False,True,True,,False,False,,,,,
05025,38,90.0,,92.2,,89.0,99.0,,,,,35.3,,16.7,57.7,60.0,,807.9,98.3,,,,,,52.0,,54.2,,51.0,61.0,,,,,-2.7,,-21.3,19.7,22.0,,769.9,60.3,,,,,,,False,,True,False,,,,,True,,True,True,True,,False,False,,,,,
05027,77,84.0,,83.4,,65.0,111.0,,,,,129.3,,10.5,47.1,62.0,,33.4,77.2,,,,,,7.0,,6.4,,-12.0,34.0,,,,,52.3,,-66.5,-29.9,-15.0,,-43.6,0.2,,,,,,,True,,False,False,,,,,False,,False,False,False,,False,True,,,,,
05029,51,48.0,,54.5,,40.0,36.0,,,,,77.0,,26.3,39.6,50.0,,34.6,76.5,,,,,,-3.0,,3.5,,-11.0,-15.0,,,,,26.0,,-24.7,-11.4,-1.0,,-16.4,25.5,,,,,,,False,,False,False,,,,,False,,False,False,True,,False,False,,,,,
05031,493,696.0,792.0,703.6,,698.0,953.0,,,,,689.7,,438.9,493.2,567.0,,787.6,792.4,,,,,,203.0,299.0,210.6,,205.0,460.0,,,,,196.7,,-54.1,0.2,74.0,,294.6,299.4,,,,,,False,False,,False,False,,,,,True,,True,True,True,,False,False,,,,,
05033,290,294.0,470.2,296.9,,269.0,269.0,,,,,60.9,,143.8,212.5,228.0,,263.9,303.1,,,,,,4.0,180.2,6.9,,-21.0,-21.0,,,,,-229.1,,-146.2,-77.5,-62.0,,-26.1,13.1,,,,,,False,False,,False,False,,,,,False,,False,False,False,,False,False,,,,,
05035,284,480.0,,477.5,,385.0,566.0,,,,,240.0,,195.3,314.1,446.0,,329.1,440.4,,,,,,196.0,,193.5,,101.0,282.0,,,,,-44.0,,-88.7,30.1,162.0,,45.1,156.4,,,,,,,True,,True,False,,,,,True,,True,True,True,,True,True,,,,,
05037,71,99.0,,98.0,,95.0,167.0,,,,,86.1,,34.9,55.9,70.0,,95.7,158.4,,,,,,28.0,,27.0,,24.0,96.0,,,,,15.1,,-36.1,-15.1,-1.0,,24.7,87.4,,,,,,,True,,True,False,,,,,True,,False,True,True,,True,False,,,,,
05039,55,15.0,,23.9,,16.0,25.0,,,,,23.0,,18.4,16.6,22.0,,4.4,,,,,,,-40.0,,-31.1,,-39.0,-30.0,,,,,-32.0,,-36.6,-38.4,-33.0,,-50.6,,,,,,,,True,,True,True,,,,,True,,True,True,True,,False,,,,,,
05041,45,144.0,,139.1,,127.0,244.0,,,,,93.5,,77.8,98.7,86.0,,198.9,109.6,,,,,,99.0,,94.1,,82.0,199.0,,,,,48.5,,32.8,53.7,41.0,,153.9,64.6,,,,,,,True,,True,False,,,,,True,,True,True,True,,False,True,,,,,
05043,106,129.0,,130.1,,118.0,157.0,,,,,123.4,,104.6,106.2,93.0,,119.9,117.9,,,,,,23.0,,24.1,,12.0,51.0,,,,,17.4,,-1.4,0.2,-13.0,,13.9,11.9,,,,,,,False,,True,False,,,,,True,,True,True,True,,True,True,,,,,
05045,359,300.0,875.4,289.3,,280.0,188.0,,,,,568.3,,235.7,268.4,405.0,,291.0,513.9,,,,,,-59.0,516.4,-69.7,,-79.0,-171.0,,,,,209.3,,-123.3,-90.6,46.0,,-68.0,154.9,,,,,,False,False,,False,False,,,,,False,,False,False,True,,False,False,,,,,
05047,34,63.0,,57.3,,55.0,57.0,,,,,108.7,,36.3,53.3,48.0,,35.4,162.0,,,,,,29.0,,23.3,,21.0,23.0,,,,,74.7,,2.3,19.3,14.0,,1.4,128.0,,,,,,,True,,True,True,,,,,False,,True,True,True,,True,False,,,,,
05049,27,39.0,,37.0,,35.0,46.0,,,,,44.2,,10.1,26.2,28.0,,2050.1,34.2,,,,,,12.0,,10.0,,8.0,19.0,,,,,17.2,,-16.9,-0.8,1.0,,2023.1,7.2,,,,,,,True,,True,False,,,,,False,,False,True,True,,False,True,,,,,
05051,408,465.0,613.0,515.5,,470.0,313.0,,,,,793.2,,497.9,393.3,387.0,,483.2,1278.9,,,,,,57.0,205.0,107.5,,62.0,-95.0,,,,,385.2,,89.9,-14.7,-21.0,,75.2,870.9,,,,,,False,False,,False,False,,,,,False,,False,True,True,,False,False,,,,,
05053,48,33.0,,23.9,,20.0,12.0,,,,,64.3,,7.8,25.0,41.0,,19.3,15.9,,,,,,-15.0,,-24.1,,-28.0,-36.0,,,,,16.3,,-40.2,-23.0,-7.0,,-28.7,-32.1,,,,,,,False,,False,False,,,,,False,,False,False,True,,False,False,,,,,
05055,152,342.0,,340.7,,307.0,510.0,,,,,310.0,,243.8,234.8,215.0,,239.5,340.7,,,,,,190.0,,188.7,,155.0,358.0,,,,,158.0,,91.8,82.8,63.0,,87.5,188.7,,,,,,,True,,True,False,,,,,True,,True,True,True,,True,True,,,,,
05057,90,96.0,,100.6,,77.0,88.0,,,,,136.5,,33.7,69.0,80.0,,47.0,91.7,,,,,,6.0,,10.6,,-13.0,-2.0,,,,,46.5,,-56.3,-21.0,-10.0,,-43.0,1.7,,,,,,,False,,False,True,,,,,False,,False,False,False,,False,True,,,,,
05059,183,237.0,,451.3,,197.0,23.0,,,,,282.9,,206.1,237.5,447.0,,26.6,139.3,,,,,,54.0,,268.3,,14.0,-160.0,,,,,99.9,,23.1,54.5,264.0,,-156.4,-43.7,,,,,,,False,,True,False,,,,,False,,True,False,False,,False,True,,,,,
05061,85,126.0,,131.6,,96.0,120.0,,,,,97.4,,74.6,115.2,127.0,,24.2,74.0,,,,,,41.0,,46.6,,11.0,35.0,,,,,12.4,,-10.4,30.2,42.0,,-60.8,-11.0,,,,,,,False,,True,True,,,,,True,,True,True,False,,False,True,,,,,
05063,263,441.0,,449.0,,428.0,416.0,,,,,367.3,,385.8,345.8,261.0,,588.1,510.4,,,,,,178.0,,186.0,,165.0,153.0,,,,,104.3,,122.8,82.8,-2.0,,325.1,247.4,,,,,,,False,,True,True,,,,,True,,True,True,True,,False,False,,,,,
05065,50,24.0,,23.9,,24.0,33.0,,,,,51.3,,9.3,22.6,21.0,,69.0,30.2,,,,,,-26.0,,-26.1,,-26.0,-17.0,,,,,1.3,,-40.7,-27.4,-29.0,,19.0,-19.8,,,,,,,False,,False,True,,,,,True,,False,False,False,,True,True,,,,,
05067,74,153.0,,162.2,,135.0,291.0,,,,,55.0,,577.7,74.6,,,20.1,118.9,,,,,,79.0,,88.2,,61.0,217.0,,,,,-19.0,,503.7,0.6,,,-53.9,44.9,,,,,,,False,,True,False,,,,,True,,False,True,,,True,True,,,,,
05069,563,612.0,301.6,602.0,,591.0,646.0,,,,,589.2,,431.1,460.0,529.0,,773.6,600.7,,,,,,49.0,-261.4,39.0,,28.0,83.0,,,,,26.2,,-131.9,-103.0,-34.0,,210.6,37.7,,,,,,False,True,,True,False,,,,,True,,False,False,True,,False,True,,,,,
05071,90,138.0,,132.1,,104.0,70.0,,,,,116.2,,46.3,84.9,192.0,,126.1,125.1,,,,,,48.0,,42.1,,14.0,-20.0,,,,,26.2,,-43.7,-5.1,102.0,,36.1,35.1,,,,,,,True,,True,True,,,,,True,,True,True,False,,True,True,,,,,
05073,13,12.0,,10.6,,9.0,6.0,,,,,27.1,,10.9,4.5,21.0,,2.1,10.7,,,,,,-1.0,,-2.4,,-4.0,-7.0,,,,,14.1,,-2.1,-8.5,8.0,,-10.9,-2.3,,,,,,,False,,False,False,,,,,False,,False,False,False,,False,False,,,,,
05075,40,81.0,,81.4,,72.0,91.0,,,,,116.7,,37.6,69.6,83.0,,51.1,75.5,,,,,,41.0,,41.4,,32.0,51.0,,,,,76.7,,-2.4,29.6,43.0,,11.1,35.5,,,,,,,False,,True,False,,,,,False,,True,True,False,,True,True,,,,,
05077,108,24.0,,28.9,,27.0,0.0,,,,,26.0,,2.0,37.9,,,151.5,86.3,,,,,,-84.0,,-79.1,,-81.0,-108.0,,,,,-82.0,,-106.0,-70.1,,,43.5,-21.7,,,,,,,True,,True,False,,,,,True,,False,True,,,True,True,,,,,
05079,358,132.0,,103.5,,103.0,,,,,,86.0,,35.5,91.7,323.0,,127.7,164.1,,,,,,-226.0,,-254.5,,-255.0,,,,,,-272.0,,-322.5,-266.3,-35.0,,-230.3,-193.9,,,,,,,False,,False,,,,,,False,,False,False,True,,False,True,,,,,
05081,96,84.0,,73.5,,80.0,114.0,,,,,143.2,,51.3,75.9,70.0,,19.2,87.6,,,,,,-12.0,,-22.5,,-16.0,18.0,,,,,47.2,,-44.7,-20.1,-26.0,,-76.8,-8.4,,,,,,,False,,False,False,,,,,False,,False,False,False,,False,True,,,,,
05083,113,333.0,,314.9,,310.0,764.0,,,,,171.9,,273.6,195.0,145.0,,376.8,263.1,,,,,,220.0,,201.9,,197.0,651.0,,,,,58.9,,160.6,82.0,32.0,,263.8,150.1,,,,,,,True,,True,False,,,,,True,,True,True,True,,False,True,,,,,
05085,197,276.0,302.1,268.6,,258.0,261.0,,,,,325.9,,104.1,187.9,189.0,,151.6,307.9,,,,,,79.0,105.1,71.6,,61.0,64.0,,,,,128.9,,-92.9,-9.1,-8.0,,-45.4,110.9,,,,,,False,True,,True,True,,,,,False,,False,True,True,,True,False,,,,,
05087,25,48.0,,42.4,,32.0,24.0,,,,,39.5,,2.4,26.6,70.0,,35.5,54.4,,,,,,23.0,,17.4,,7.0,-1.0,,,,,14.5,,-22.6,1.6,45.0,,10.5,29.4,,,,,,,True,,True,True,,,,,True,,True,True,False,,True,False,,,,,
05089,19,6.0,,6.7,,6.0,9.0,,,,,11.7,,7.9,11.2,,,6.6,6.0,,,,,,-13.0,,-12.3,,-13.0,-10.0,,,,,-7.3,,-11.1,-7.8,,,-12.4,-13.0,,,,,,,True,,False,True,,,,,True,,True,True,,,True,True,,,,,
05091,97,153.0,,147.4,,131.0,141.0,,,,,266.3,,81.5,121.9,165.0,,92.5,105.6,,,,,,56.0,,50.4,,34.0,44.0,,,,,169.3,,-15.5,24.9,68.0,,-4.5,8.6,,,,,,,True,,True,True,,,,,False,,True,True,False,,True,True,,,,,
05093,363,690.0,,687.1,,677.0,925.0,,,,,577.6,,689.2,583.6,496.0,,985.9,507.0,,,,,,327.0,,324.1,,314.0,562.0,,,,,214.6,,326.2,220.6,133.0,,622.9,144.0,,,,,,,True,,True,False,,,,,True,,True,True,True,,False,True,,,,,
05095,34,21.0,,19.9,,17.0,21.0,,,,,40.2,,16.5,18.4,22.0,,15.2,15.3,,,,,,-13.0,,-14.1,,-17.0,-13.0,,,,,6.2,,-17.5,-15.6,-12.0,,-18.8,-18.7,,,,,,,False,,False,False,,,,,True,,False,False,True,,False,False,,,,,
05097,60,27.0,,25.2,,17.0,0.0,,,,,38.0,,5.2,16.2,23.0,,15.2,,,,,,,-33.0,,-34.8,,-43.0,-60.0,,,,,-22.0,,-54.8,-43.8,-37.0,,-44.8,,,,,,,,False,,False,False,,,,,True,,False,False,False,,False,,,,,,
05099,26,24.0,,24.4,,20.0,0.0,,,,,28.7,,10.2,34.3,40.0,,12.3,25.9,,,,,,-2.0,,-1.6,,-6.0,-26.0,,,,,2.7,,-15.8,8.3,14.0,,-13.7,-0.1,,,,,,,True,,False,False,,,,,False,,False,False,False,,False,True,,,,,
05101,15,27.0,,31.2,,17.0,36.0,,,,,41.5,,3.0,17.7,33.0,,5.5,,,,,,,12.0,,16.2,,2.0,21.0,,,,,26.5,,-12.0,2.7,18.0,,-9.5,,,,,,,,False,,True,False,,,,,False,,False,True,False,,True,,,,,,
05103,48,66.0,,67.6,,58.0,77.0,,,,,102.1,,38.1,53.2,48.0,,25.3,73.3,,,,,,18.0,,19.6,,10.0,29.0,,,,,54.1,,-9.9,5.2,0.0,,-22.7,25.3,,,,,,,False,,True,False,,,,,False,,True,True,True,,False,False,,,,,
05105,13,3.0,,1.8,,3.0,0.0,,,,,18.3,,16.8,10.8,,,8.7,2.2,,,,,,-10.0,,-11.2,,-10.0,-13.0,,,,,5.3,,3.8,-2.2,,,-4.3,-10.8,,,,,,,False,,False,False,,,,,True,,True,True,,,True,False,,,,,
05107,86,114.0,,115.1,,95.0,136.0,,,,,117.1,,72.4,95.3,107.0,,89.5,92.8,,,,,,28.0,,29.1,,9.0,50.0,,,,,31.1,,-13.6,9.3,21.0,,3.5,6.8,,,,,,,False,,True,False,,,,,False,,True,True,True,,True,True,,,,,
05109,71,72.0,,74.6,,70.0,74.0,,,,,97.5,,30.3,54.4,51.0,,90.9,,,,,,,1.0,,3.6,,-1.0,3.0,,,,,26.5,,-40.7,-16.6,-20.0,,19.9,,,,,,,,False,,False,False,,,,,False,,False,False,False,,False,,,,,,
05111,209,339.0,,332.2,,335.0,491.0,,,,,188.2,,322.5,263.9,,,2198.8,334.2,,,,,,130.0,,123.2,,126.0,282.0,,,,,-20.8,,113.5,54.9,,,1989.8,125.2,,,,,,,True,,True,False,,,,,True,,True,True,,,False,True,,,,,
05113,83,36.0,,33.4,,33.0,43.0,,,,,61.4,,14.1,31.8,42.0,,24.3,37.8,,,,,,-47.0,,-49.6,,-50.0,-40.0,,,,,-21.6,,-68.9,-51.2,-41.0,,-58.7,-45.2,,,,,,,False,,False,True,,,,,True,,False,False,True,,False,True,,,,,
