,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18079,81,36.0,,42.0,,,,,62.0,16.2,49.3,,,1079.9,-45.0,,-39.0,,,,,-19.0,-64.8,-31.7,,,998.9,,True,,,,,True,False,True,,,False
18081,594,468.0,255.7,946.0,,,,,646.0,243.2,179.7,988.1,,693.9,-126.0,-338.3,352.0,,,,,52.0,-350.8,-414.3,394.1,,99.9,False,False,,,,,True,False,False,False,,True
18083,252,54.0,,95.0,,,,,154.0,30.4,,,,167.9,-198.0,,-157.0,,,,,-98.0,-221.6,,,,-84.1,,True,,,,,True,False,,,,True
18085,387,342.0,799.0,457.0,,,,,400.0,185.6,209.5,,,3149.6,-45.0,412.0,70.0,,,,,13.0,-201.4,-177.5,,,2762.6,False,False,,,,,True,False,False,,,False
18087,98,84.0,,0.0,,,,,233.0,5.1,58.7,,,10.1,-14.0,,-98.0,,,,,135.0,-92.9,-39.3,,,-87.9,,False,,,,,False,False,False,,,False
18089,2941,2970.0,1038.1,5133.0,,,,,1464.0,1988.3,1789.7,3385.9,,5522.9,29.0,-1902.9,2192.0,,,,,-1477.0,-952.7,-1151.3,444.9,,2581.9,False,False,,,,,False,False,False,False,,False
18091,488,408.0,281.1,891.0,,,,,414.0,98.9,256.2,448.5,,1986.0,-80.0,-206.9,403.0,,,,,-74.0,-389.1,-231.8,-39.5,,1498.0,False,False,,,,,True,False,False,True,,False
18093,170,138.0,,217.0,,,,,159.0,61.3,135.2,,,1917.9,-32.0,,47.0,,,,,-11.0,-108.7,-34.8,,,1747.9,,False,,,,,True,False,False,,,False
18095,566,180.0,34.3,339.0,,,,,577.0,47.2,33.5,120.9,,8.3,-386.0,-531.7,-227.0,,,,,11.0,-518.8,-532.5,-445.1,,-557.7,False,True,,,,,True,False,False,False,,False
18097,5603,3540.0,1926.8,9026.0,,,,,5405.0,2077.8,257.3,6094.7,,17509.3,-2063.0,-3676.2,3423.0,,,,,-198.0,-3525.2,-5345.7,491.7,,11906.3,False,False,,,,,True,False,False,True,,False
18099,239,606.0,,1116.0,,,,,281.0,189.8,314.1,,,114.1,367.0,,877.0,,,,,42.0,-49.2,75.1,,,-124.9,,False,,,,,True,True,True,,,True
18101,73,24.0,,0.0,,,,,24.0,14.1,,,,0.5,-49.0,,-73.0,,,,,-49.0,-58.9,,,,-72.5,,False,,,,,False,False,,,,False
18103,111,78.0,,160.0,,,,,132.0,15.3,35.6,,,87.5,-33.0,,49.0,,,,,21.0,-95.7,-75.4,,,-23.5,,False,,,,,True,False,False,,,True
18105,609,636.0,134.3,2618.0,,,,,434.0,1179.7,580.6,615.6,,5567.3,27.0,-474.7,2009.0,,,,,-175.0,570.7,-28.4,6.6,,4958.3,False,False,,,,,False,False,False,True,,False
18107,113,54.0,,59.0,,,,,135.0,4.4,20.5,,,1283.8,-59.0,,-54.0,,,,,22.0,-108.6,-92.5,,,1170.8,,True,,,,,True,False,False,,,False
18109,222,138.0,76.6,456.0,,,,,229.0,51.0,45.6,176.4,,44.2,-84.0,-145.4,234.0,,,,,7.0,-171.0,-176.4,-45.6,,-177.8,False,False,,,,,True,False,False,True,,False
18111,41,6.0,,27.0,,,,,38.0,0.1,16.7,,,0.0,-35.0,,-14.0,,,,,-3.0,-40.9,-24.3,,,-41.0,,True,,,,,True,False,True,,,False
18113,247,228.0,,221.0,,,,,176.0,44.6,167.5,,,105.5,-19.0,,-26.0,,,,,-71.0,-202.4,-79.5,,,-141.5,,False,,,,,False,False,False,,,False
18115,45,42.0,,34.0,,,,,2.0,3.5,,,,2.4,-3.0,,-11.0,,,,,-43.0,-41.5,,,,-42.6,,False,,,,,False,False,,,,False
18117,97,54.0,,31.0,,,,,71.0,5.5,6.5,,,613.9,-43.0,,-66.0,,,,,-26.0,-91.5,-90.5,,,516.9,,False,,,,,True,False,False,,,False
18119,85,18.0,,18.0,,,,,56.0,6.1,,,,0.2,-67.0,,-67.0,,,,,-29.0,-78.9,,,,-84.8,,False,,,,,True,False,,,,False
18121,55,18.0,,0.0,,,,,43.0,4.5,,,,767.2,-37.0,,-55.0,,,,,-12.0,-50.5,,,,712.2,,False,,,,,True,False,,,,False
18123,42,66.0,,215.0,,,,,52.0,10.3,109.0,,,19.1,24.0,,173.0,,,,,10.0,-31.7,67.0,,,-22.9,,False,,,,,True,False,False,,,True
18125,78,42.0,,14.0,,,,,27.0,2.1,,,,0.6,-36.0,,-64.0,,,,,-51.0,-75.9,,,,-77.4,,False,,,,,False,False,,,,False
18127,790,456.0,367.1,403.0,,,,,400.0,176.3,387.3,145.5,,28.3,-334.0,-422.9,-387.0,,,,,-390.0,-613.7,-402.7,-644.5,,-761.7,False,False,,,,,False,False,False,False,,False
18129,120,204.0,,726.0,,,,,60.0,612.3,,,,243.1,84.0,,606.0,,,,,-60.0,492.3,,,,123.1,,False,,,,,True,False,,,,False
18131,36,6.0,,0.0,,,,,36.0,7.2,,,,0.4,-30.0,,-36.0,,,,,0.0,-28.8,,,,-35.6,,False,,,,,True,True,,,,False
18133,240,96.0,,131.0,,,,,132.0,15.2,21.3,,,1375.4,-144.0,,-109.0,,,,,-108.0,-224.8,-218.7,,,1135.4,,True,,,,,True,False,False,,,False
18135,79,18.0,,0.0,,,,,25.0,13.5,,,,1117.3,-61.0,,-79.0,,,,,-54.0,-65.5,,,,1038.3,,False,,,,,True,False,,,,False
18137,97,126.0,,187.0,,,,,57.0,61.4,28.9,,,225.1,29.0,,90.0,,,,,-40.0,-35.6,-68.1,,,128.1,,False,,,,,False,False,False,,,False
18139,75,36.0,,37.0,,,,,19.0,8.0,,,,645.8,-39.0,,-38.0,,,,,-56.0,-67.0,,,,570.8,,True,,,,,False,False,,,,False
18141,2594,1962.0,1736.6,3736.0,,,,,1710.0,1371.5,730.9,2048.3,,1546.3,-632.0,-857.4,1142.0,,,,,-884.0,-1222.5,-1863.1,-545.7,,-1047.7,False,False,,,,,False,False,False,True,,False
18143,126,114.0,,206.0,,,,,72.0,86.2,20.0,,,156.3,-12.0,,80.0,,,,,-54.0,-39.8,-106.0,,,30.3,,False,,,,,False,False,False,,,False
18145,142,120.0,,0.0,,,,,163.0,9.1,25.9,,,14.3,-22.0,,-142.0,,,,,21.0,-132.9,-116.1,,,-127.7,,False,,,,,True,False,False,,,False
18147,71,192.0,,634.0,,,,,42.0,17.5,,,,161.6,121.0,,563.0,,,,,-29.0,-53.5,,,,90.6,,False,,,,,True,True,,,,True
18149,80,156.0,,288.0,,,,,98.0,134.6,111.8,,,24.2,76.0,,208.0,,,,,18.0,54.6,31.8,,,-55.8,,False,,,,,True,True,True,,,True
18151,122,72.0,,92.0,,,,,82.0,23.9,80.1,,,1057.5,-50.0,,-30.0,,,,,-40.0,-98.1,-41.9,,,935.5,,True,,,,,True,False,True,,,False
18153,223,84.0,,132.0,,,,,74.0,6.8,,,,11.0,-139.0,,-91.0,,,,,-149.0,-216.2,,,,-212.0,,True,,,,,False,False,,,,False
18155,29,18.0,,0.0,,,,,12.0,2.3,,,,469.7,-11.0,,-29.0,,,,,-17.0,-26.7,,,,440.7,,False,,,,,False,False,,,,False
18157,702,492.0,640.3,716.0,,,,,698.0,401.0,619.3,625.7,,7452.9,-210.0,-61.7,14.0,,,,,-4.0,-301.0,-82.7,-76.3,,6750.9,True,True,,,,,True,False,True,True,,False
18159,147,36.0,,31.0,,,,,21.0,9.4,,,,649.8,-111.0,,-116.0,,,,,-126.0,-137.6,,,,502.8,,False,,,,,False,False,,,,False
18161,45,18.0,,0.0,,,,,0.0,0.9,,,,0.1,-27.0,,-45.0,,,,,-45.0,-44.1,,,,-44.9,,False,,,,,False,False,,,,False
18163,1470,1986.0,1500.7,2902.0,,,,,951.0,3601.4,1299.1,2321.3,,1540.8,516.0,30.7,1432.0,,,,,-519.0,2131.4,-170.9,851.3,,70.8,True,False,,,,,False,False,True,False,,True
18165,75,0.0,,0.0,,,,,43.0,1.2,,,,0.0,-75.0,,-75.0,,,,,-32.0,-73.8,,,,-75.0,,False,,,,,True,True,,,,True
18167,945,186.0,198.1,819.0,,,,,392.0,56.3,154.7,274.5,,446.2,-759.0,-746.9,-126.0,,,,,-553.0,-888.7,-790.3,-670.5,,-498.8,True,True,,,,,True,False,False,True,,True
18169,79,42.0,,43.0,,,,,60.0,10.2,78.3,,,0.1,-37.0,,-36.0,,,,,-19.0,-68.8,-0.7,,,-78.9,,True,,,,,True,False,True,,,False
18171,22,6.0,,0.0,,,,,20.0,1.2,,,,0.0,-16.0,,-22.0,,,,,-2.0,-20.8,,,,-22.0,,False,,,,,True,False,,,,False
18173,432,414.0,142.4,2655.0,,,,,216.0,713.4,240.6,790.5,,94.3,-18.0,-289.6,2223.0,,,,,-216.0,281.4,-191.4,358.5,,-337.7,False,False,,,,,False,False,False,False,,False
18175,141,36.0,,52.0,,,,,73.0,19.6,,,,1246.0,-105.0,,-89.0,,,,,-68.0,-121.4,,,,1105.0,,True,,,,,True,False,,,,False
18177,335,240.0,135.7,825.0,,,,,171.0,177.7,187.1,,,2382.4,-95.0,-199.3,490.0,,,,,-164.0,-157.3,-147.9,,,2047.4,False,False,,,,,False,False,False,,,False
18179,116,54.0,,68.0,,,,,48.0,33.1,,,,365.4,-62.0,,-48.0,,,,,-68.0,-82.9,,,,249.4,,True,,,,,False,False,,,,False
18181,142,126.0,,196.0,,,,,85.0,29.5,24.2,,,612.2,-16.0,,54.0,,,,,-57.0,-112.5,-117.8,,,470.2,,False,,,,,False,False,False,,,False
18183,95,54.0,,82.0,,,,,81.0,16.6,93.4,,,125.9,-41.0,,-13.0,,,,,-14.0,-78.4,-1.6,,,30.9,,True,,,,,True,False,True,,,True
19001,33,18.0,,0.0,,,,,21.0,2.5,,,,323.1,-15.0,,-33.0,,,,,-12.0,-30.5,,,,290.1,,False,,,,,True,False,,,,False
19003,8,24.0,,0.0,,,,,12.0,0.9,,,,167.5,16.0,,-8.0,,,,,4.0,-7.1,,,,159.5,,True,,,,,True,True,,,,False
19005,38,6.0,,0.0,,,,,25.0,0.1,8.5,,,0.2,-32.0,,-38.0,,,,,-13.0,-37.9,-29.5,,,-37.8,,False,,,,,True,False,True,,,False
19007,50,72.0,,0.0,,,,,18.0,4.4,,,,0.8,22.0,,-50.0,,,,,-32.0,-45.6,,,,-49.2,,False,,,,,False,False,,,,False
19009,23,6.0,,0.0,,,,,19.0,3.5,,,,0.6,-17.0,,-23.0,,,,,-4.0,-19.5,,,,-22.4,,False,,,,,True,False,,,,False
19011,112,78.0,,162.0,,,,,54.0,21.7,,,,52.4,-34.0,,50.0,,,,,-58.0,-90.3,,,,-59.6,,False,,,,,False,False,,,,False
19013,1098,1002.0,799.9,702.0,,,,,909.0,970.2,477.6,1237.8,,66.4,-96.0,-298.1,-396.0,,,,,-189.0,-127.8,-620.4,139.8,,-1031.6,False,False,,,,,False,False,False,False,,False
19015,162,78.0,,103.0,,,,,147.0,11.7,131.7,,,93.5,-84.0,,-59.0,,,,,-15.0,-150.3,-30.3,,,-68.5,,True,,,,,True,False,True,,,True
19017,159,144.0,,393.0,,,,,81.0,18.3,111.4,,,79.9,-15.0,,234.0,,,,,-78.0,-140.7,-47.6,,,-79.1,,False,,,,,False,False,False,,,False
19019,104,48.0,,76.0,,,,,53.0,12.3,,,,59.3,-56.0,,-28.0,,,,,-51.0,-91.7,,,,-44.7,,True,,,,,True,False,,,,True
19021,74,84.0,,234.0,,,,,249.0,12.5,22.7,,,0.0,10.0,,160.0,,,,,175.0,-61.5,-51.3,,,-74.0,,False,,,,,False,False,False,,,False
19023,117,72.0,,27.0,,,,,36.0,50.8,,,,1.6,-45.0,,-90.0,,,,,-81.0,-66.2,,,,-115.4,,False,,,,,False,False,,,,False
19025,58,30.0,,3.0,,,,,73.0,37.1,,,,0.3,-28.0,,-55.0,,,,,15.0,-20.9,,,,-57.7,,False,,,,,True,True,,,,False
19027,245,84.0,,86.0,,,,,167.0,45.8,185.7,,,1.4,-161.0,,-159.0,,,,,-78.0,-199.2,-59.3,,,-243.6,,True,,,,,True,False,True,,,False
19029,85,6.0,,0.0,,,,,44.0,3.8,,,,0.0,-79.0,,-85.0,,,,,-41.0,-81.2,,,,-85.0,,False,,,,,True,False,,,,False
19031,48,48.0,,101.0,,,,,27.0,3.5,104.8,,,1.5,0.0,,53.0,,,,,-21.0,-44.5,56.8,,,-46.5,,False,,,,,False,False,False,,,False
19033,423,816.0,,1293.0,,,,,315.0,975.4,289.1,,,1010.6,393.0,,870.0,,,,,-108.0,552.4,-133.9,,,587.6,,False,,,,,True,False,True,,,False
19035,49,24.0,,0.0,,,,,32.0,24.0,,,,0.0,-25.0,,-49.0,,,,,-17.0,-25.0,,,,-49.0,,False,,,,,True,True,,,,False
19037,72,48.0,,0.0,,,,,24.0,11.4,,,,465.8,-24.0,,-72.0,,,,,-48.0,-60.6,,,,393.8,,False,,,,,False,False,,,,False
19039,86,54.0,,82.0,,,,,37.0,4.2,0.1,,,1.6,-32.0,,-4.0,,,,,-49.0,-81.8,-85.9,,,-84.4,,True,,,,,False,False,False,,,False
19041,80,54.0,,0.0,,,,,163.0,7.7,95.9,,,93.6,-26.0,,-80.0,,,,,83.0,-72.3,15.9,,,13.6,,False,,,,,False,False,True,,,True
19043,124,30.0,,0.0,,,,,30.0,9.7,,,,46.9,-94.0,,-124.0,,,,,-94.0,-114.3,,,,-77.1,,False,,,,,False,False,,,,True
19045,637,216.0,,654.0,,,,,148.0,216.8,244.0,,,1647.7,-421.0,,17.0,,,,,-489.0,-420.2,-393.0,,,1010.7,,True,,,,,False,True,True,,,False
19047,148,36.0,,1.0,,,,,197.0,6.4,8.8,,,4.1,-112.0,,-147.0,,,,,49.0,-141.6,-139.2,,,-143.9,,False,,,,,True,False,False,,,False
19049,831,858.0,630.9,1377.0,,,,,541.0,609.3,762.7,1114.7,,1301.7,27.0,-200.1,546.0,,,,,-290.0,-221.7,-68.3,283.7,,470.7,False,False,,,,,False,False,False,False,,False
19051,38,12.0,,0.0,,,,,10.0,7.2,,,,0.5,-26.0,,-38.0,,,,,-28.0,-30.8,,,,-37.5,,False,,,,,False,False,,,,False
19053,29,12.0,,0.0,,,,,12.0,2.8,,,,1.6,-17.0,,-29.0,,,,,-17.0,-26.2,,,,-27.4,,False,,,,,False,False,,,,False
19055,147,36.0,,51.0,,,,,36.0,28.1,,,,4.9,-111.0,,-96.0,,,,,-111.0,-118.9,,,,-142.1,,True,,,,,False,False,,,,False
19057,447,84.0,,174.0,,,,,316.0,17.1,139.4,,,208.1,-363.0,,-273.0,,,,,-131.0,-429.9,-307.6,,,-238.9,,True,,,,,True,False,True,,,True
19059,93,180.0,,322.0,,,,,106.0,37.4,110.6,,,215.0,87.0,,229.0,,,,,13.0,-55.6,17.6,,,122.0,,False,,,,,True,True,True,,,False
19061,846,1380.0,1251.4,1112.0,,,,,510.0,1352.5,810.6,454.4,,640.9,534.0,405.4,266.0,,,,,-336.0,506.5,-35.4,-391.6,,-205.1,True,True,,,,,True,True,True,True,,True
19063,108,102.0,,107.0,,,,,76.0,76.6,96.1,,,134.2,-6.0,,-1.0,,,,,-32.0,-31.4,-11.9,,,26.2,,True,,,,,False,False,False,,,False
19065,75,36.0,,43.0,,,,,49.0,11.8,,,,0.2,-39.0,,-32.0,,,,,-26.0,-63.2,,,,-74.8,,True,,,,,True,False,,,,False
19067,136,60.0,,124.0,,,,,54.0,51.8,,,,99.7,-76.0,,-12.0,,,,,-82.0,-84.2,,,,-36.3,,True,,,,,False,False,,,,True
19069,170,150.0,,0.0,,,,,44.0,70.8,53.5,,,3.2,-20.0,,-170.0,,,,,-126.0,-99.2,-116.5,,,-166.8,,False,,,,,False,False,False,,,False
19071,49,18.0,,0.0,,,,,17.0,2.4,,,,0.5,-31.0,,-49.0,,,,,-32.0,-46.6,,,,-48.5,,False,,,,,False,False,,,,False
19073,22,30.0,,0.0,,,,,30.0,14.6,,,,407.6,8.0,,-22.0,,,,,8.0,-7.4,,,,385.6,,False,,,,,False,True,,,,False
19075,71,48.0,,67.0,,,,,36.0,12.7,,,,24.1,-23.0,,-4.0,,,,,-35.0,-58.3,,,,-46.9,,True,,,,,False,False,,,,False
19077,74,126.0,,0.0,,,,,48.0,37.9,,,,12.6,52.0,,-74.0,,,,,-26.0,-36.1,,,,-61.4,,False,,,,,True,True,,,,False
19079,94,60.0,,58.0,,,,,90.0,4.3,48.9,,,124.1,-34.0,,-36.0,,,,,-4.0,-89.7,-45.1,,,30.1,,False,,,,,True,False,False,,,True
19081,79,84.0,,0.0,,,,,42.0,30.0,,,,84.1,5.0,,-79.0,,,,,-37.0,-49.0,,,,5.1,,False,,,,,False,False,,,,False
19083,126,78.0,,202.0,,,,,72.0,33.7,68.3,,,45.0,-48.0,,76.0,,,,,-54.0,-92.3,-57.7,,,-81.0,,False,,,,,False,False,False,,,False
19085,78,54.0,,65.0,,,,,76.0,18.8,,,,17.8,-24.0,,-13.0,,,,,-2.0,-59.2,,,,-60.2,,True,,,,,True,False,,,,False
19087,176,42.0,,49.0,,,,,50.0,3.5,30.6,,,411.5,-134.0,,-127.0,,,,,-126.0,-172.5,-145.4,,,235.5,,True,,,,,True,False,False,,,False
19089,89,24.0,,0.0,,,,,13.0,7.3,,,,99.9,-65.0,,-89.0,,,,,-76.0,-81.7,,,,10.9,,False,,,,,False,False,,,,True
19091,125,60.0,,1.0,,,,,59.0,28.6,,,,126.6,-65.0,,-124.0,,,,,-66.0,-96.4,,,,1.6,,False,,,,,False,False,,,,True
19093,19,6.0,,0.0,,,,,73.0,1.9,,,,1.0,-13.0,,-19.0,,,,,54.0,-17.1,,,,-18.0,,False,,,,,False,False,,,,False
19095,52,6.0,,38.0,,,,,30.0,9.8,,,,0.1,-46.0,,-14.0,,,,,-22.0,-42.2,,,,-51.9,,True,,,,,True,True,,,,False
19097,109,210.0,,38.0,,,,,38.0,32.7,,,,599.3,101.0,,-71.0,,,,,-71.0,-76.3,,,,490.3,,True,,,,,True,True,,,,False
19099,193,240.0,,447.0,,,,,138.0,129.1,56.3,,,10.8,47.0,,254.0,,,,,-55.0,-63.9,-136.7,,,-182.2,,False,,,,,False,False,False,,,False
19101,54,12.0,,0.0,,,,,22.0,17.8,,,,0.1,-42.0,,-54.0,,,,,-32.0,-36.2,,,,-53.9,,False,,,,,True,True,,,,False
19103,2035,1098.0,745.3,1629.0,,,,,877.0,916.1,1056.9,801.6,,265.1,-937.0,-1289.7,-406.0,,,,,-1158.0,-1118.9,-978.1,-1233.4,,-1769.9,False,True,,,,,False,False,False,False,,False
19105,83,90.0,,163.0,,,,,42.0,26.1,,,,10.0,7.0,,80.0,,,,,-41.0,-56.9,,,,-73.0,,False,,,,,False,False,,,,False
19107,38,6.0,,0.0,,,,,12.0,2.0,,,,239.2,-32.0,,-38.0,,,,,-26.0,-36.0,,,,201.2,,False,,,,,True,False,,,,False
19109,60,126.0,,0.0,,,,,80.0,21.5,,,,1.3,66.0,,-60.0,,,,,20.0,-38.5,,,,-58.7,,True,,,,,True,True,,,,True
19111,338,12.0,,24.0,,,,,53.0,18.3,,,,1.6,-326.0,,-314.0,,,,,-285.0,-319.7,,,,-336.4,,True,,,,,True,True,,,,False
19113,1404,1002.0,344.0,2552.0,,,,,1055.0,1570.3,747.3,1265.4,,1731.9,-402.0,-1060.0,1148.0,,,,,-349.0,166.3,-656.7,-138.6,,327.9,False,False,,,,,True,True,False,True,,True
19115,35,18.0,,0.0,,,,,30.0,2.6,2.1,,,0.0,-17.0,,-35.0,,,,,-5.0,-32.4,-32.9,,,-35.0,,False,,,,,True,False,False,,,False
19117,56,18.0,,0.0,,,,,18.0,,,,,0.9,-38.0,,-56.0,,,,,-38.0,,,,,-55.1,,False,,,,,False,,,,,False
19119,79,66.0,,39.0,,,,,54.0,19.9,,,,4.9,-13.0,,-40.0,,,,,-25.0,-59.1,,,,-74.1,,False,,,,,False,False,,,,False
19121,95,84.0,,80.0,,,,,47.0,18.7,,,,582.2,-11.0,,-15.0,,,,,-48.0,-76.3,,,,487.2,,False,,,,,False,False,,,,False
19123,87,48.0,,61.0,,,,,44.0,7.0,17.1,,,852.8,-39.0,,-26.0,,,,,-43.0,-80.0,-69.9,,,765.8,,True,,,,,False,False,False,,,False
19125,367,102.0,,141.0,,,,,86.0,56.9,,,,2.8,-265.0,,-226.0,,,,,-281.0,-310.1,,,,-364.2,,True,,,,,False,False,,,,False
19127,465,450.0,,900.0,,,,,318.0,180.6,32.4,,,203.6,-15.0,,435.0,,,,,-147.0,-284.4,-432.6,,,-261.4,,False,,,,,False,False,False,,,False
19129,70,66.0,,82.0,,,,,96.0,14.2,,,,0.9,-4.0,,12.0,,,,,26.0,-55.8,,,,-69.1,,False,,,,,False,False,,,,False
19131,47,114.0,,0.0,,,,,21.0,50.1,,,,361.7,67.0,,-47.0,,,,,-26.0,3.1,,,,314.7,,True,,,,,True,True,,,,False
19133,26,18.0,,0.0,,,,,51.0,31.6,,,,345.0,-8.0,,-26.0,,,,,25.0,5.6,,,,319.0,,False,,,,,False,True,,,,False
19135,45,42.0,,0.0,,,,,12.0,8.2,,,,324.6,-3.0,,-45.0,,,,,-33.0,-36.8,,,,279.6,,False,,,,,False,False,,,,False
19137,60,36.0,,0.0,,,,,22.0,2.6,,,,0.2,-24.0,,-60.0,,,,,-38.0,-57.4,,,,-59.8,,False,,,,,False,False,,,,False
19139,228,234.0,,819.0,,,,,168.0,127.3,54.4,,,17.2,6.0,,591.0,,,,,-60.0,-100.7,-173.6,,,-210.8,,False,,,,,False,False,False,,,False
19141,88,66.0,,0.0,,,,,44.0,23.8,65.4,,,239.9,-22.0,,-88.0,,,,,-44.0,-64.2,-22.6,,,151.9,,False,,,,,False,False,False,,,False
19143,28,12.0,,0.0,,,,,48.0,17.1,,,,0.0,-16.0,,-28.0,,,,,20.0,-10.9,,,,-28.0,,False,,,,,False,True,,,,False
19145,88,24.0,,0.0,,,,,44.0,8.6,,,,728.5,-64.0,,-88.0,,,,,-44.0,-79.4,,,,640.5,,False,,,,,True,False,,,,False
19147,57,54.0,,0.0,,,,,74.0,35.3,,,,171.4,-3.0,,-57.0,,,,,17.0,-21.7,,,,114.4,,False,,,,,False,False,,,,False
19149,340,156.0,,127.0,,,,,164.0,30.6,129.7,,,13.4,-184.0,,-213.0,,,,,-176.0,-309.4,-210.3,,,-326.6,,False,,,,,True,False,False,,,False
19151,25,12.0,,0.0,,,,,43.0,211.4,14.6,,,4.4,-13.0,,-25.0,,,,,18.0,186.4,-10.4,,,-20.6,,False,,,,,False,False,True,,,False
19153,4935,5472.0,1160.5,6297.0,,,,,3922.0,2473.5,2980.7,5689.2,,2550.2,537.0,-3774.6,1362.0,,,,,-1013.0,-2461.5,-1954.3,754.2,,-2384.8,False,False,,,,,False,False,False,False,,False
19155,703,528.0,1528.5,1175.0,,,,,488.0,143.5,385.3,,,286.8,-175.0,825.5,472.0,,,,,-215.0,-559.5,-317.7,,,-416.2,False,False,,,,,False,False,False,,,False
19157,70,18.0,,0.0,,,,,37.0,,24.6,,,0.2,-52.0,,-70.0,,,,,-33.0,,-45.4,,,-69.8,,False,,,,,True,,True,,,False
19159,16,6.0,,0.0,,,,,6.0,4.5,,,,13.0,-10.0,,-16.0,,,,,-10.0,-11.5,,,,-3.0,,False,,,,,False,False,,,,True
19161,41,30.0,,0.0,,,,,77.0,21.6,,,,14.9,-11.0,,-41.0,,,,,36.0,-19.4,,,,-26.1,,False,,,,,False,False,,,,False
19163,903,1476.0,1574.3,1025.0,,,,,1032.0,1405.1,1471.1,414.4,,237.5,573.0,671.3,122.0,,,,,129.0,502.1,568.1,-488.6,,-665.5,False,True,,,,,True,True,True,True,,False
19165,91,30.0,,20.0,,,,,62.0,5.4,52.5,,,1.1,-61.0,,-71.0,,,,,-29.0,-85.6,-38.5,,,-89.9,,False,,,,,True,False,True,,,False
19167,357,150.0,,119.0,,,,,243.0,45.7,126.7,,,1.8,-207.0,,-238.0,,,,,-114.0,-311.3,-230.3,,,-355.2,,False,,,,,True,False,False,,,False
19169,1410,432.0,1139.2,323.0,,,,,582.0,270.5,499.8,,,24.3,-978.0,-270.8,-1087.0,,,,,-828.0,-1139.5,-910.2,,,-1385.7,True,False,,,,,True,False,True,,,False
19171,112,144.0,,218.0,,,,,52.0,27.3,20.1,,,150.4,32.0,,106.0,,,,,-60.0,-84.7,-91.9,,,38.4,,False,,,,,False,False,False,,,False
19173,30,0.0,,0.0,,,,,20.0,11.5,,,,0.0,-30.0,,-30.0,,,,,-10.0,-18.5,,,,-30.0,,False,,,,,True,True,,,,True
19175,40,96.0,,0.0,,,,,35.0,24.6,,,,1.2,56.0,,-40.0,,,,,-5.0,-15.4,,,,-38.8,,True,,,,,True,True,,,,True
19177,79,6.0,,0.0,,,,,6.0,3.2,,,,327.8,-73.0,,-79.0,,,,,-73.0,-75.8,,,,248.8,,False,,,,,False,False,,,,False
19179,340,102.0,,29.0,,,,,234.0,25.0,12.8,,,919.9,-238.0,,-311.0,,,,,-106.0,-315.0,-327.2,,,579.9,,False,,,,,True,False,False,,,False
19181,372,450.0,318.9,1272.0,,,,,179.0,175.4,341.9,,,699.2,78.0,-53.1,900.0,,,,,-193.0,-196.6,-30.1,,,327.2,True,False,,,,,False,False,True,,,False
19183,77,48.0,,94.0,,,,,47.0,9.6,57.4,,,32.4,-29.0,,17.0,,,,,-30.0,-67.4,-19.6,,,-44.6,,True,,,,,False,False,True,,,False
19185,37,0.0,,0.0,,,,,6.0,1.9,,,,0.0,-37.0,,-37.0,,,,,-31.0,-35.1,,,,-37.0,,False,,,,,True,True,,,,True
19187,691,984.0,,2039.0,,,,,340.0,187.0,267.1,,,36.5,293.0,,1348.0,,,,,-351.0,-504.0,-423.9,,,-654.5,,False,,,,,False,False,False,,,False
19189,110,102.0,,0.0,,,,,31.0,21.1,,,,0.0,-8.0,,-110.0,,,,,-79.0,-88.9,,,,-110.0,,False,,,,,False,False,,,,False
19191,160,48.0,,23.0,,,,,30.0,10.4,,,,17.9,-112.0,,-137.0,,,,,-130.0,-149.6,,,,-142.1,,False,,,,,False,False,,,,False
19193,659,630.0,181.4,1084.0,,,,,757.0,208.5,80.0,765.4,,584.8,-29.0,-477.6,425.0,,,,,98.0,-450.5,-579.0,106.4,,-74.2,False,False,,,,,False,False,False,False,,False
19195,46,66.0,,0.0,,,,,18.0,20.7,,,,71.4,20.0,,-46.0,,,,,-28.0,-25.3,,,,25.4,,False,,,,,False,False,,,,False
19197,111,108.0,,0.0,,,,,88.0,13.2,9.3,,,10.0,-3.0,,-111.0,,,,,-23.0,-97.8,-101.7,,,-101.0,,False,,,,,False,False,False,,,False
