,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28023,233,96.0,,,,,90.0,271.3,,,110.1,-137.0,,,,,-143.0,38.3,,,-122.9,,,,,False,True,,,True
28025,222,120.0,,,,,146.0,795.4,,,45.5,-102.0,,,,,-76.0,573.4,,,-176.5,,,,,True,False,,,False
28027,770,176.0,,,,,1045.0,416.2,,,424.5,-594.0,,,,,275.0,-353.8,,,-345.5,,,,,True,True,,,True
28029,455,528.0,,,,,385.0,945.0,,,235.8,73.0,,,,,-70.0,490.0,,,-219.2,,,,,True,False,,,False
28031,398,664.0,,,,,232.0,694.0,,,351.7,266.0,,,,,-166.0,296.0,,,-46.3,,,,,True,False,,,True
28033,2976,2968.0,,,,,7511.0,8608.9,1828.3,,2826.3,-8.0,,,,,4535.0,5632.9,-1147.7,,-149.7,,,,,False,False,False,,False
28035,1285,680.0,,,,,1452.0,883.3,390.6,,1363.9,-605.0,,,,,167.0,-401.7,-894.4,,78.9,,,,,True,True,False,,True
28037,141,96.0,,,,,335.0,,,,166.0,-45.0,,,,,194.0,,,,25.0,,,,,False,,,,True
28039,600,160.0,,,,,381.0,,,,348.8,-440.0,,,,,-219.0,,,,-251.2,,,,,True,,,,True
28041,188,216.0,,,,,36.0,425.0,,,129.4,28.0,,,,,-152.0,237.0,,,-58.6,,,,,False,False,,,False
28043,455,1528.0,,,,,1348.0,1751.8,,,283.5,1073.0,,,,,893.0,1296.8,,,-171.5,,,,,True,False,,,True
28045,361,80.0,,,,,627.0,320.9,,,24.2,-281.0,,,,,266.0,-40.1,,,-336.8,,,,,True,True,,,False
28047,2396,2016.0,,,,,1968.0,10435.9,2742.9,,2860.8,-380.0,,,,,-428.0,8039.9,346.9,,464.8,,,,,False,False,True,,False
28049,3993,4696.0,,,,,2354.0,9836.5,1523.7,,3380.4,703.0,,,,,-1639.0,5843.5,-2469.3,,-612.6,,,,,False,False,False,,True
28051,507,352.0,,,,,238.0,165.6,,,176.2,-155.0,,,,,-269.0,-341.4,,,-330.8,,,,,False,False,,,False
28053,188,288.0,,,,,171.0,483.5,,,173.9,100.0,,,,,-17.0,295.5,,,-14.1,,,,,True,False,,,True
28055,88,24.0,,,,,2.0,,,,13.6,-64.0,,,,,-86.0,,,,-74.4,,,,,False,,,,False
28057,410,176.0,,,,,70.0,293.1,,,355.0,-234.0,,,,,-340.0,-116.9,,,-55.0,,,,,False,True,,,True
28059,2330,1144.0,,,,,1643.0,2883.1,1763.5,,4181.8,-1186.0,,,,,-687.0,553.1,-566.5,,1851.8,,,,,True,True,True,,False
28061,247,256.0,,,,,82.0,372.2,,,82.5,9.0,,,,,-165.0,125.2,,,-164.5,,,,,False,False,,,False
28063,117,232.0,,,,,121.0,241.1,,,148.7,115.0,,,,,4.0,124.1,,,31.7,,,,,True,False,,,True
28065,192,88.0,,,,,62.0,153.2,,,110.0,-104.0,,,,,-130.0,-38.8,,,-82.0,,,,,False,True,,,True
28067,1031,848.0,,,,,1125.0,1320.2,305.7,,432.8,-183.0,,,,,94.0,289.2,-725.3,,-598.2,,,,,True,False,False,,False
28069,93,56.0,,,,,20.0,82.3,,,58.6,-37.0,,,,,-73.0,-10.7,,,-34.4,,,,,False,True,,,True
28071,988,552.0,,,,,2398.0,3235.8,,,812.8,-436.0,,,,,1410.0,2247.8,,,-175.2,,,,,False,False,,,True
28073,981,592.0,,,,,926.0,1972.6,614.4,,994.9,-389.0,,,,,-55.0,991.6,-366.6,,13.9,,,,,True,False,True,,True
28075,830,312.0,,,,,1140.0,355.0,292.3,,1434.5,-518.0,,,,,310.0,-475.0,-537.7,,604.5,,,,,True,True,False,,False
28077,266,216.0,,,,,175.0,249.7,,,228.8,-50.0,,,,,-91.0,-16.3,,,-37.2,,,,,False,True,,,True
28079,304,328.0,,,,,285.0,312.6,,,211.6,24.0,,,,,-19.0,8.6,,,-92.4,,,,,True,True,,,False
28081,1592,800.0,,,,,2932.0,3912.5,694.2,,1368.6,-792.0,,,,,1340.0,2320.5,-897.8,,-223.4,,,,,False,False,False,,True
28083,743,296.0,,,,,1377.0,627.5,,,79.9,-447.0,,,,,634.0,-115.5,,,-663.1,,,,,False,True,,,False
28085,508,272.0,,,,,741.0,932.8,,,119.2,-236.0,,,,,233.0,424.8,,,-388.8,,,,,True,False,,,False
28087,789,464.0,,,,,764.0,2064.3,285.2,,797.4,-325.0,,,,,-25.0,1275.3,-503.8,,8.4,,,,,True,False,False,,True
28089,1643,1352.0,,,,,1455.0,3402.5,2333.0,,487.2,-291.0,,,,,-188.0,1759.5,690.0,,-1155.8,,,,,True,False,False,,False
28091,501,400.0,,,,,338.0,1078.4,,,388.4,-101.0,,,,,-163.0,577.4,,,-112.6,,,,,False,False,,,False
28093,718,440.0,,,,,561.0,1741.0,,,216.4,-278.0,,,,,-157.0,1023.0,,,-501.6,,,,,True,False,,,False
28095,627,488.0,,,,,264.0,540.3,,,735.5,-139.0,,,,,-363.0,-86.7,,,108.5,,,,,False,True,,,True
28097,278,160.0,,,,,170.0,189.0,,,228.4,-118.0,,,,,-108.0,-89.0,,,-49.6,,,,,True,True,,,True
28099,440,424.0,,,,,690.0,407.6,,,201.1,-16.0,,,,,250.0,-32.4,,,-238.9,,,,,False,False,,,False
28101,321,72.0,,,,,177.0,167.6,,,613.1,-249.0,,,,,-144.0,-153.4,,,292.1,,,,,True,True,,,False
28103,257,224.0,,,,,49.0,293.0,,,125.7,-33.0,,,,,-208.0,36.0,,,-131.3,,,,,False,False,,,False
28105,864,608.0,,,,,956.0,2028.6,,,1017.1,-256.0,,,,,92.0,1164.6,,,153.1,,,,,True,False,,,True
28107,945,864.0,,,,,989.0,2059.2,,,957.4,-81.0,,,,,44.0,1114.2,,,12.4,,,,,True,False,,,True
28109,489,144.0,,,,,454.0,77.4,88.4,,1559.1,-345.0,,,,,-35.0,-411.6,-400.6,,1070.1,,,,,True,False,False,,False
28111,236,80.0,,,,,89.0,,,,316.6,-156.0,,,,,-147.0,,,,80.6,,,,,True,,,,True
28113,693,800.0,,,,,880.0,1314.3,,,936.8,107.0,,,,,187.0,621.3,,,243.8,,,,,False,False,,,False
28115,766,712.0,,,,,898.0,2101.2,,,362.2,-54.0,,,,,132.0,1335.2,,,-403.8,,,,,False,False,,,False
28117,510,136.0,,,,,303.0,717.2,,,248.9,-374.0,,,,,-207.0,207.2,,,-261.1,,,,,True,True,,,True
28119,245,104.0,,,,,155.0,,,,60.1,-141.0,,,,,-90.0,,,,-184.9,,,,,True,,,,False
28121,1901,1608.0,,,,,1993.0,4961.8,747.0,,614.8,-293.0,,,,,92.0,3060.8,-1154.0,,-1286.2,,,,,True,False,False,,False
28123,324,360.0,,,,,489.0,120.8,,,251.5,36.0,,,,,165.0,-203.2,,,-72.5,,,,,False,False,,,False
28125,216,104.0,,,,,43.0,,,,130.4,-112.0,,,,,-173.0,,,,-85.6,,,,,False,,,,True
28127,626,920.0,,,,,276.0,1584.0,,,751.7,294.0,,,,,-350.0,958.0,,,125.7,,,,,False,False,,,True
28129,246,128.0,,,,,129.0,301.4,,,404.2,-118.0,,,,,-117.0,55.4,,,158.2,,,,,True,True,,,False
28131,249,120.0,,,,,375.0,,,,664.9,-129.0,,,,,126.0,,,,415.9,,,,,True,,,,False
28133,880,1128.0,,,,,448.0,1151.8,,,463.5,248.0,,,,,-432.0,271.8,,,-416.5,,,,,False,False,,,False
28135,593,360.0,,,,,173.0,590.3,,,423.0,-233.0,,,,,-420.0,-2.7,,,-170.0,,,,,False,True,,,True
28137,575,360.0,,,,,1487.0,1539.7,,,378.1,-215.0,,,,,912.0,964.7,,,-196.9,,,,,False,False,,,True
28139,408,112.0,,,,,540.0,496.8,,,181.0,-296.0,,,,,132.0,88.8,,,-227.0,,,,,True,True,,,True
28141,471,144.0,,,,,64.0,,,,484.8,-327.0,,,,,-407.0,,,,13.8,,,,,False,,,,True
28143,349,144.0,,,,,224.0,364.3,,,190.4,-205.0,,,,,-125.0,15.3,,,-158.6,,,,,True,True,,,True
28145,669,376.0,,,,,1123.0,1261.4,,,681.0,-293.0,,,,,454.0,592.4,,,12.0,,,,,False,False,,,True
28147,365,280.0,,,,,148.0,843.1,,,385.0,-85.0,,,,,-217.0,478.1,,,20.0,,,,,False,False,,,True
28149,792,952.0,,,,,1405.0,2621.7,,,980.2,160.0,,,,,613.0,1829.7,,,188.2,,,,,False,False,,,False
28151,1406,1400.0,,,,,1091.0,2749.3,,,738.6,-6.0,,,,,-315.0,1343.3,,,-667.4,,,,,False,False,,,False
28153,305,592.0,,,,,360.0,673.7,,,55.9,287.0,,,,,55.0,368.7,,,-249.1,,,,,True,False,,,True
28155,178,16.0,,,,,203.0,274.8,,,228.8,-162.0,,,,,25.0,96.8,,,50.8,,,,,True,True,,,True
28157,187,40.0,,,,,149.0,,,,230.0,-147.0,,,,,-38.0,,,,43.0,,,,,True,,,,True
28159,436,248.0,,,,,116.0,947.6,,,89.3,-188.0,,,,,-320.0,511.6,,,-346.7,,,,,False,False,,,False
28161,213,184.0,,,,,437.0,262.6,,,227.4,-29.0,,,,,224.0,49.6,,,14.4,,,,,False,False,,,True
28163,445,488.0,,,,,207.0,619.9,,,309.9,43.0,,,,,-238.0,174.9,,,-135.1,,,,,False,False,,,False
29001,133,24.0,,,,,215.0,,,,16.0,-109.0,,,,,82.0,,,,-117.0,,,,,True,,,,False
29003,79,48.0,,,,,32.0,,,,27.8,-31.0,,,,,-47.0,,,,-51.2,,,,,False,,,,False
29005,30,16.0,,,,,0.0,,,,239.0,-14.0,,,,,-30.0,,,,209.0,,,,,False,,,,False
29007,125,8.0,,,,,127.0,217.8,,,0.5,-117.0,,,,,2.0,92.8,,,-124.5,,,,,True,True,,,False
29009,283,248.0,,,,,230.0,,,,815.5,-35.0,,,,,-53.0,,,,532.5,,,,,False,,,,False
29011,76,56.0,,,,,54.0,,,,13.4,-20.0,,,,,-22.0,,,,-62.6,,,,,False,,,,False
29013,58,0.0,,,,,32.0,,,,0.0,-58.0,,,,,-26.0,,,,-58.0,,,,,True,,,,False
29015,139,8.0,,,,,18.0,,,,821.7,-131.0,,,,,-121.0,,,,682.7,,,,,True,,,,False
29017,108,16.0,,,,,2.0,,,,553.8,-92.0,,,,,-106.0,,,,445.8,,,,,False,,,,False
29019,1948,776.0,,,,,1197.0,4853.4,,,1873.5,-1172.0,,,,,-751.0,2905.4,,,-74.5,,,,,True,False,,,True
29021,395,360.0,,,,,1300.0,369.7,,,54.3,-35.0,,,,,905.0,-25.3,,,-340.7,,,,,False,True,,,False
29023,265,264.0,,,,,195.0,1713.2,,,23.2,-1.0,,,,,-70.0,1448.2,,,-241.8,,,,,False,False,,,False
29025,31,32.0,,,,,17.0,,,,400.8,1.0,,,,,-14.0,,,,369.8,,,,,False,,,,False
29027,260,96.0,,,,,39.0,,,,1908.5,-164.0,,,,,-221.0,,,,1648.5,,,,,False,,,,False
29029,445,72.0,,,,,44.0,,,,12.5,-373.0,,,,,-401.0,,,,-432.5,,,,,False,,,,False
29031,735,552.0,,,,,217.0,2483.8,,,2167.0,-183.0,,,,,-518.0,1748.8,,,1432.0,,,,,False,False,,,False
29033,94,40.0,,,,,40.0,,,,395.8,-54.0,,,,,-54.0,,,,301.8,,,,,False,,,,False
29035,33,0.0,,,,,0.0,,,,0.0,-33.0,,,,,-33.0,,,,-33.0,,,,,False,,,,False
29037,894,272.0,,,,,219.0,1243.3,,,1926.4,-622.0,,,,,-675.0,349.3,,,1032.4,,,,,False,True,,,False
29039,37,16.0,,,,,32.0,,,,670.0,-21.0,,,,,-5.0,,,,633.0,,,,,True,,,,False
29041,23,0.0,,,,,7.0,,,,0.0,-23.0,,,,,-16.0,,,,-23.0,,,,,True,,,,False
29043,587,56.0,,,,,200.0,,,,11.5,-531.0,,,,,-387.0,,,,-575.5,,,,,True,,,,False
29045,39,0.0,,,,,0.0,,,,0.0,-39.0,,,,,-39.0,,,,-39.0,,,,,False,,,,False
29047,862,632.0,,,,,1433.0,6348.8,254.4,,303.4,-230.0,,,,,571.0,5486.8,-607.6,,-558.6,,,,,False,False,False,,False
29049,104,48.0,,,,,35.0,,,,748.5,-56.0,,,,,-69.0,,,,644.5,,,,,False,,,,False
29051,738,80.0,,,,,214.0,,,,58.5,-658.0,,,,,-524.0,,,,-679.5,,,,,True,,,,False
29053,201,48.0,,,,,35.0,,,,769.0,-153.0,,,,,-166.0,,,,568.0,,,,,False,,,,False
29055,164,40.0,,,,,5.0,,,,884.0,-124.0,,,,,-159.0,,,,720.0,,,,,False,,,,False
29057,33,0.0,,,,,8.0,,,,0.0,-33.0,,,,,-25.0,,,,-33.0,,,,,True,,,,False
29059,96,16.0,,,,,27.0,,,,4.6,-80.0,,,,,-69.0,,,,-91.4,,,,,True,,,,False
29061,16,8.0,,,,,10.0,,,,0.6,-8.0,,,,,-6.0,,,,-15.4,,,,,True,,,,False
29063,50,24.0,,,,,4.0,,,,466.2,-26.0,,,,,-46.0,,,,416.2,,,,,False,,,,False
29065,35,8.0,,,,,3.0,,,,17.0,-27.0,,,,,-32.0,,,,-18.0,,,,,False,,,,True
29067,105,24.0,,,,,9.0,,,,277.8,-81.0,,,,,-96.0,,,,172.8,,,,,False,,,,False
29069,366,136.0,,,,,1016.0,977.9,,,174.5,-230.0,,,,,650.0,611.9,,,-191.5,,,,,False,False,,,True
29071,785,104.0,,,,,132.0,1028.9,42.9,,229.8,-681.0,,,,,-653.0,243.9,-742.1,,-555.2,,,,,True,True,False,,True
29073,82,8.0,,,,,6.0,,,,0.1,-74.0,,,,,-76.0,,,,-81.9,,,,,False,,,,False
29075,38,8.0,,,,,27.0,,,,0.6,-30.0,,,,,-11.0,,,,-37.4,,,,,True,,,,False
29077,2630,416.0,,,,,1090.0,4370.3,202.2,,250.8,-2214.0,,,,,-1540.0,1740.3,-2427.8,,-2379.2,,,,,True,True,False,,False
29079,21,16.0,,,,,36.0,,,,4.7,-5.0,,,,,15.0,,,,-16.3,,,,,False,,,,False
29081,54,32.0,,,,,11.0,,,,224.8,-22.0,,,,,-43.0,,,,170.8,,,,,False,,,,False
29083,92,8.0,,,,,70.0,,,,0.1,-84.0,,,,,-22.0,,,,-91.9,,,,,True,,,,False
29085,63,0.0,,,,,7.0,,,,,-63.0,,,,,-56.0,,,,,,,,,True,,,,
29087,60,0.0,,,,,0.0,,,,0.0,-60.0,,,,,-60.0,,,,-60.0,,,,,False,,,,False
29089,105,0.0,,,,,16.0,,,,0.0,-105.0,,,,,-89.0,,,,-105.0,,,,,True,,,,False
29091,199,72.0,,,,,75.0,,,,803.3,-127.0,,,,,-124.0,,,,604.3,,,,,True,,,,False
29093,47,0.0,,,,,0.0,,,,0.0,-47.0,,,,,-47.0,,,,-47.0,,,,,False,,,,True
29095,4068,1536.0,,,,,2277.0,11293.7,1488.2,,3571.1,-2532.0,,,,,-1791.0,7225.7,-2579.8,,-496.9,,,,,True,False,False,,True
29097,1546,2344.0,,,,,1210.0,7291.4,,,4019.5,798.0,,,,,-336.0,5745.4,,,2473.5,,,,,True,False,,,False
29099,2082,464.0,,,,,342.0,1265.7,1058.8,,1749.4,-1618.0,,,,,-1740.0,-816.3,-1023.2,,-332.6,,,,,False,True,True,,True
29101,426,392.0,,,,,153.0,950.1,,,1450.2,-34.0,,,,,-273.0,524.1,,,1024.2,,,,,False,False,,,False
29103,36,0.0,,,,,0.0,,,,0.0,-36.0,,,,,-36.0,,,,-36.0,,,,,False,,,,False
29105,254,120.0,,,,,71.0,,,,1031.9,-134.0,,,,,-183.0,,,,777.9,,,,,False,,,,False
29107,141,40.0,,,,,89.0,,,,827.2,-101.0,,,,,-52.0,,,,686.2,,,,,True,,,,False
29109,310,88.0,,,,,200.0,,,,33.2,-222.0,,,,,-110.0,,,,-276.8,,,,,True,,,,False
29111,57,0.0,,,,,2.0,,,,0.0,-57.0,,,,,-55.0,,,,-57.0,,,,,True,,,,False
29113,453,16.0,,,,,44.0,101.2,,,9.0,-437.0,,,,,-409.0,-351.8,,,-444.0,,,,,True,True,,,False
29115,35,24.0,,,,,48.0,,,,425.4,-11.0,,,,,13.0,,,,390.4,,,,,False,,,,False
29117,58,40.0,,,,,55.0,,,,262.2,-18.0,,,,,-3.0,,,,204.2,,,,,True,,,,False
29119,382,856.0,,,,,1605.0,694.0,,,58.7,474.0,,,,,1223.0,312.0,,,-323.3,,,,,False,True,,,True
29121,67,8.0,,,,,11.0,,,,0.2,-59.0,,,,,-56.0,,,,-66.8,,,,,True,,,,False
29123,114,24.0,,,,,2.0,,,,4.4,-90.0,,,,,-112.0,,,,-109.6,,,,,False,,,,False
29125,40,16.0,,,,,1.0,,,,330.0,-24.0,,,,,-39.0,,,,290.0,,,,,False,,,,False
29127,428,80.0,,,,,38.0,,,,931.4,-348.0,,,,,-390.0,,,,503.4,,,,,False,,,,False
29129,13,0.0,,,,,2.0,,,,0.0,-13.0,,,,,-11.0,,,,-13.0,,,,,True,,,,True
29131,220,56.0,,,,,18.0,,,,339.6,-164.0,,,,,-202.0,,,,119.6,,,,,False,,,,True
29133,141,24.0,,,,,59.0,,,,1.3,-117.0,,,,,-82.0,,,,-139.7,,,,,True,,,,False
29135,134,48.0,,,,,40.0,,,,411.4,-86.0,,,,,-94.0,,,,277.4,,,,,False,,,,False
29137,64,0.0,,,,,0.0,,,,0.0,-64.0,,,,,-64.0,,,,-64.0,,,,,False,,,,False
29139,38,32.0,,,,,5.0,,,,180.1,-6.0,,,,,-33.0,,,,142.1,,,,,False,,,,False
29141,100,48.0,,,,,19.0,,,,903.9,-52.0,,,,,-81.0,,,,803.9,,,,,False,,,,False
29143,354,48.0,,,,,76.0,,,,7.3,-306.0,,,,,-278.0,,,,-346.7,,,,,True,,,,False
29145,614,872.0,,,,,1428.0,4128.3,,,309.4,258.0,,,,,814.0,3514.3,,,-304.6,,,,,False,False,,,False
29147,368,48.0,,,,,32.0,,,,417.0,-320.0,,,,,-336.0,,,,49.0,,,,,False,,,,True
29149,40,8.0,,,,,5.0,,,,132.2,-32.0,,,,,-35.0,,,,92.2,,,,,False,,,,False
29151,74,16.0,,,,,5.0,,,,491.1,-58.0,,,,,-69.0,,,,417.1,,,,,False,,,,False
29153,22,8.0,,,,,0.0,,,,1.1,-14.0,,,,,-22.0,,,,-20.9,,,,,False,,,,False
29155,212,8.0,,,,,689.0,129.1,,,1.1,-204.0,,,,,477.0,-82.9,,,-210.9,,,,,False,True,,,False
29157,222,208.0,,,,,45.0,769.2,,,17.3,-14.0,,,,,-177.0,547.2,,,-204.7,,,,,False,False,,,False
29159,661,96.0,,,,,206.0,718.2,,,67.7,-565.0,,,,,-455.0,57.2,,,-593.3,,,,,True,True,,,False
29161,162,192.0,,,,,66.0,,,,101.2,30.0,,,,,-96.0,,,,-60.8,,,,,False,,,,False
29163,121,0.0,,,,,8.0,,,,0.0,-121.0,,,,,-113.0,,,,-121.0,,,,,True,,,,True
29165,342,128.0,,,,,246.0,1428.0,,,1879.8,-214.0,,,,,-96.0,1086.0,,,1537.8,,,,,True,False,,,False
29167,267,16.0,,,,,95.0,,,,1.1,-251.0,,,,,-172.0,,,,-265.9,,,,,True,,,,False
29169,258,64.0,,,,,81.0,262.7,,,11.3,-194.0,,,,,-177.0,4.7,,,-246.7,,,,,True,True,,,False
29171,21,8.0,,,,,8.0,,,,1.0,-13.0,,,,,-13.0,,,,-20.0,,,,,False,,,,False
29173,102,8.0,,,,,2.0,,,,0.4,-94.0,,,,,-100.0,,,,-101.6,,,,,False,,,,False
29175,109,0.0,,,,,44.0,,,,0.0,-109.0,,,,,-65.0,,,,-109.0,,,,,True,,,,False
29177,101,16.0,,,,,60.0,,,,991.6,-85.0,,,,,-41.0,,,,890.6,,,,,True,,,,False
29179,21,0.0,,,,,0.0,,,,0.0,-21.0,,,,,-21.0,,,,-21.0,,,,,False,,,,False
29181,69,16.0,,,,,11.0,,,,0.3,-53.0,,,,,-58.0,,,,-68.7,,,,,False,,,,False
29183,4515,856.0,,,,,1364.0,3064.5,688.7,,1863.2,-3659.0,,,,,-3151.0,-1450.5,-3826.3,,-2651.8,,,,,True,True,False,,True
29185,30,0.0,,,,,8.0,,,,0.0,-30.0,,,,,-22.0,,,,-30.0,,,,,True,,,,False
29186,88,24.0,,,,,3.0,,,,0.8,-64.0,,,,,-85.0,,,,-87.2,,,,,False,,,,False
29187,837,104.0,,,,,69.0,1968.6,,,6.0,-733.0,,,,,-768.0,1131.6,,,-831.0,,,,,False,False,,,False
29189,12234,4352.0,,,,,3115.0,12908.1,9405.7,,1901.4,-7882.0,,,,,-9119.0,674.1,-2828.3,,-10332.6,,,,,False,True,True,,False
29195,259,16.0,,,,,212.0,31.1,,,1.4,-243.0,,,,,-47.0,-227.9,,,-257.6,,,,,True,True,,,False
29197,14,0.0,,,,,7.0,,,,0.0,-14.0,,,,,-7.0,,,,-14.0,,,,,True,,,,True
29199,10,0.0,,,,,11.0,,,,0.0,-10.0,,,,,1.0,,,,-10.0,,,,,True,,,,True
29201,435,96.0,,,,,338.0,560.1,,,123.6,-339.0,,,,,-97.0,125.1,,,-311.4,,,,,True,True,,,True
29203,35,88.0,,,,,0.0,,,,342.0,53.0,,,,,-35.0,,,,307.0,,,,,True,,,,False
29205,46,8.0,,,,,0.0,,,,74.0,-38.0,,,,,-46.0,,,,28.0,,,,,False,,,,True
29207,151,64.0,,,,,151.0,361.9,,,106.2,-87.0,,,,,0.0,210.9,,,-44.8,,,,,True,False,,,True
29209,248,64.0,,,,,40.0,,,,1048.3,-184.0,,,,,-208.0,,,,800.3,,,,,False,,,,False
29211,61,56.0,,,,,55.0,153.5,,,26.5,-5.0,,,,,-6.0,92.5,,,-34.5,,,,,False,False,,,False
29213,817,280.0,,,,,272.0,,,,823.8,-537.0,,,,,-545.0,,,,6.8,,,,,False,,,,True
29215,93,16.0,,,,,8.0,,,,456.0,-77.0,,,,,-85.0,,,,363.0,,,,,False,,,,False
29217,60,88.0,,,,,74.0,,,,851.4,28.0,,,,,14.0,,,,791.4,,,,,True,,,,False
29219,272,64.0,,,,,22.0,,,,182.2,-208.0,,,,,-250.0,,,,-89.8,,,,,False,,,,True
29221,204,32.0,,,,,7.0,,,,14.0,-172.0,,,,,-197.0,,,,-190.0,,,,,False,,,,False
29223,79,8.0,,,,,0.0,,,,0.0,-71.0,,,,,-79.0,,,,-79.0,,,,,False,,,,False
29225,177,96.0,,,,,65.0,,,,588.0,-81.0,,,,,-112.0,,,,411.0,,,,,False,,,,False
29227,7,0.0,,,,,0.0,,,,0.0,-7.0,,,,,-7.0,,,,-7.0,,,,,False,,,,False
29229,71,64.0,,,,,29.0,,,,816.6,-7.0,,,,,-42.0,,,,745.6,,,,,False,,,,False
29510,3332,1816.0,,,,,2427.0,2090.8,414.9,,395.4,-1516.0,,,,,-905.0,-1241.2,-2917.1,,-2936.6,,,,,True,True,False,,False
30001,75,0.0,,,,,0.0,,,,0.0,-75.0,,,,,-75.0,,,,-75.0,,,,,False,,,,False
30003,566,112.0,,,,,49.0,,,,243.7,-454.0,,,,,-517.0,,,,-322.3,,,,,False,,,,True
30005,16,0.0,,,,,0.0,,,,,-16.0,,,,,-16.0,,,,,,,,,False,,,,
30007,11,0.0,,,,,0.0,,,,0.0,-11.0,,,,,-11.0,,,,-11.0,,,,,False,,,,True
30009,59,72.0,,,,,10.0,,,,262.3,13.0,,,,,-49.0,,,,203.3,,,,,False,,,,False
30011,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,True,,,,
30013,247,56.0,,,,,10.0,,,,249.3,-191.0,,,,,-237.0,,,,2.3,,,,,False,,,,True
30015,10,0.0,,,,,0.0,,,,,-10.0,,,,,-10.0,,,,,,,,,False,,,,
30017,37,40.0,,,,,5.0,,,,28.6,3.0,,,,,-32.0,,,,-8.4,,,,,False,,,,False
30019,3,0.0,,,,,0.0,,,,,-3.0,,,,,-3.0,,,,,,,,,False,,,,
30021,34,0.0,,,,,8.0,,,,0.0,-34.0,,,,,-26.0,,,,-34.0,,,,,True,,,,True
30023,30,8.0,,,,,0.0,,,,0.8,-22.0,,,,,-30.0,,,,-29.2,,,,,False,,,,False
30025,2,0.0,,,,,0.0,,,,,-2.0,,,,,-2.0,,,,,,,,,False,,,,
30027,31,0.0,,,,,4.0,,,,0.0,-31.0,,,,,-27.0,,,,-31.0,,,,,True,,,,True
30029,524,80.0,,,,,510.0,,,,53.8,-444.0,,,,,-14.0,,,,-470.2,,,,,True,,,,False
30031,785,384.0,,,,,65.0,819.6,,,436.9,-401.0,,,,,-720.0,34.6,,,-348.1,,,,,False,True,,,True
30033,13,0.0,,,,,0.0,,,,,-13.0,,,,,-13.0,,,,,,,,,False,,,,
30035,113,112.0,,,,,1.0,,,,59.0,-1.0,,,,,-112.0,,,,-54.0,,,,,False,,,,False
30037,0,0.0,,,,,0.0,,,,0.0,0.0,,,,,0.0,,,,0.0,,,,,True,,,,True
30039,15,16.0,,,,,0.0,,,,9.9,1.0,,,,,-15.0,,,,-5.1,,,,,False,,,,False
30041,84,0.0,,,,,0.0,,,,0.0,-84.0,,,,,-84.0,,,,-84.0,,,,,False,,,,False
30043,36,0.0,,,,,0.0,,,,0.0,-36.0,,,,,-36.0,,,,-36.0,,,,,False,,,,False
30045,6,0.0,,,,,0.0,,,,,-6.0,,,,,-6.0,,,,,,,,,False,,,,
30047,188,56.0,,,,,9.0,,,,21.5,-132.0,,,,,-179.0,,,,-166.5,,,,,False,,,,False
30049,166,48.0,,,,,3.0,,,,1841.5,-118.0,,,,,-163.0,,,,1675.5,,,,,False,,,,False
30051,4,0.0,,,,,0.0,,,,0.0,-4.0,,,,,-4.0,,,,-4.0,,,,,False,,,,False
30053,80,16.0,,,,,21.0,,,,713.0,-64.0,,,,,-59.0,,,,633.0,,,,,True,,,,False
30055,11,0.0,,,,,0.0,,,,,-11.0,,,,,-11.0,,,,,,,,,False,,,,
30057,82,56.0,,,,,0.0,,,,412.2,-26.0,,,,,-82.0,,,,330.2,,,,,False,,,,False
30059,2,8.0,,,,,0.0,,,,0.8,6.0,,,,,-2.0,,,,-1.2,,,,,True,,,,True
30061,2,0.0,,,,,0.0,,,,,-2.0,,,,,-2.0,,,,,,,,,False,,,,
30063,330,320.0,,,,,24.0,509.1,,,1367.5,-10.0,,,,,-306.0,179.1,,,1037.5,,,,,False,False,,,False
30065,9,0.0,,,,,8.0,,,,0.0,-9.0,,,,,-1.0,,,,-9.0,,,,,True,,,,False
30067,52,32.0,,,,,27.0,,,,530.4,-20.0,,,,,-25.0,,,,478.4,,,,,False,,,,False
30069,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,True,,,,
30071,110,0.0,,,,,0.0,,,,,-110.0,,,,,-110.0,,,,,,,,,False,,,,
30073,14,0.0,,,,,0.0,,,,0.0,-14.0,,,,,-14.0,,,,-14.0,,,,,False,,,,True
