,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
34015,576,540.0,328.3,449.0,841.0,,,,,,647.0,859.0,,288.9,605.9,371.9,,261.4,449.3,680.0,,,608.0,,-36.0,-247.7,-127.0,265.0,,,,,,71.0,283.0,,-287.1,29.9,-204.1,,-314.6,-126.7,104.0,,,32.0,,False,False,False,,,,,,False,False,,False,True,False,,False,False,False,,,True,
34017,619,672.0,257.3,261.0,880.0,,,,,,1255.0,2814.9,,197.9,658.4,155.6,,145.7,307.0,233.0,,,1188.0,,53.0,-361.7,-358.0,261.0,,,,,,636.0,2195.9,,-421.1,39.4,-463.4,,-473.4,-312.0,-386.0,,,569.0,,False,False,False,,,,,,False,False,,False,True,False,,False,False,False,,,False,
34019,77,84.0,79.9,78.0,185.0,,,,,,103.0,91.3,,12.7,80.8,137.0,,52.1,40.9,,,,126.0,,7.0,2.9,1.0,108.0,,,,,,26.0,14.3,,-64.3,3.8,60.0,,-24.9,-36.1,,,,49.0,,True,True,False,,,,,,False,False,,False,True,False,,False,False,,,,False,
34021,288,512.0,266.7,396.0,1081.0,,,,,,796.0,288.4,,216.4,518.5,241.0,,357.6,401.4,673.0,,,869.0,,224.0,-21.3,108.0,793.0,,,,,,508.0,0.4,,-71.6,230.5,-47.0,,69.6,113.4,385.0,,,581.0,,True,True,False,,,,,,False,True,,True,False,True,,True,True,False,,,False,
34023,715,744.0,235.6,666.0,295.0,,,,,,1167.0,1119.2,,342.8,702.8,736.3,,708.8,743.3,293.0,,,359.0,,29.0,-479.4,-49.0,-420.0,,,,,,452.0,404.2,,-372.2,-12.2,21.3,,-6.2,28.3,-422.0,,,-356.0,,False,False,False,,,,,,False,False,,False,True,True,,True,True,False,,,False,
34025,607,1084.0,230.7,747.0,2163.0,,,,,,611.0,1225.2,,586.6,1225.3,1156.3,,664.6,854.0,755.0,,,1466.0,,477.0,-376.3,140.0,1556.0,,,,,,4.0,618.2,,-20.4,618.3,549.3,,57.6,247.0,148.0,,,859.0,,True,True,False,,,,,,True,False,,True,False,False,,True,True,True,,,False,
34027,322,368.0,69.9,256.0,529.0,,,,,,378.0,869.3,,145.2,443.1,864.4,,176.2,190.6,188.0,,,355.0,,46.0,-252.1,-66.0,207.0,,,,,,56.0,547.3,,-176.8,121.1,542.4,,-145.8,-131.4,-134.0,,,33.0,,False,False,False,,,,,,False,False,,False,False,False,,False,False,False,,,True,
34029,693,1072.0,107.6,774.0,1052.0,,,,,,808.0,1365.8,,420.1,1109.6,550.0,,454.5,861.9,923.0,,,1297.0,,379.0,-585.4,81.0,359.0,,,,,,115.0,672.8,,-272.9,416.6,-143.0,,-238.5,168.9,230.0,,,604.0,,False,True,True,,,,,,True,False,,True,False,True,,True,True,True,,,False,
34031,841,764.0,449.1,670.0,1450.0,,,,,,902.0,870.3,,303.4,908.7,468.2,,804.3,577.8,635.0,,,1270.0,,-77.0,-391.9,-171.0,609.0,,,,,,61.0,29.3,,-537.6,67.7,-372.8,,-36.7,-263.2,-206.0,,,429.0,,False,False,False,,,,,,True,True,,False,True,False,,True,False,False,,,False,
34033,109,56.0,155.6,55.0,66.0,,,,,,133.0,102.0,,4.7,70.9,48.7,,54.0,44.0,,,,50.0,,-53.0,46.6,-54.0,-43.0,,,,,,24.0,-7.0,,-104.3,-38.1,-60.3,,-55.0,-65.0,,,,-59.0,,True,False,True,,,,,,True,True,,False,True,False,,False,False,,,,False,
34035,201,264.0,111.2,193.0,314.0,,,,,,305.0,468.1,,51.5,258.5,505.2,,171.0,196.1,86.0,,,369.0,,63.0,-89.8,-8.0,113.0,,,,,,104.0,267.1,,-149.5,57.5,304.2,,-30.0,-4.9,-115.0,,,168.0,,False,True,False,,,,,,False,False,,False,True,False,,True,True,False,,,False,
34037,92,116.0,34.8,80.0,201.0,,,,,,48.0,271.1,,47.7,152.3,82.2,,78.0,81.6,131.0,,,162.0,,24.0,-57.2,-12.0,109.0,,,,,,-44.0,179.1,,-44.3,60.3,-9.8,,-14.0,-10.4,39.0,,,70.0,,False,True,False,,,,,,False,False,,False,False,True,,True,True,False,,,False,
34039,521,840.0,44.3,479.0,4191.0,,,,,,877.0,262.5,,283.1,980.7,543.4,,164.9,409.5,338.0,,,10607.0,,319.0,-476.7,-42.0,3670.0,,,,,,356.0,-258.5,,-237.9,459.7,22.4,,-356.1,-111.5,-183.0,,,10086.0,,False,True,False,,,,,,False,True,,True,False,True,,False,True,True,,,False,
34041,62,84.0,42.3,69.0,146.0,,,,,,104.0,152.5,,8.0,79.4,82.7,,48.8,59.7,,,,63.0,,22.0,-19.7,7.0,84.0,,,,,,42.0,90.5,,-54.0,17.4,20.7,,-13.2,-2.3,,,,1.0,,True,True,False,,,,,,False,False,,False,True,True,,True,True,,,,True,
35001,973,1928.0,2968.7,1689.0,1223.0,,,,,,2714.0,3994.2,,1607.6,1654.0,2334.5,,3316.3,1276.2,1393.0,,,2300.0,,955.0,1995.7,716.0,250.0,,,,,,1741.0,3021.2,,634.6,681.0,1361.5,,2343.3,303.2,420.0,,,1327.0,,False,True,True,,,,,,False,False,,True,True,False,,False,True,True,,,False,
35003,2,0.0,,0.0,0.0,,,,,,4.0,4.6,,0.0,0.1,,,0.0,,,,,0.0,,-2.0,,-2.0,-2.0,,,,,,2.0,2.6,,-2.0,-1.9,,,-2.0,,,,,-2.0,,,False,False,,,,,,False,False,,True,True,,,False,,,,,False,
35005,346,352.0,243.3,352.0,551.0,,,,,,256.0,422.1,,407.4,399.6,278.1,,402.5,295.2,,,,473.0,,6.0,-102.7,6.0,205.0,,,,,,-90.0,76.1,,61.4,53.6,-67.9,,56.5,-50.8,,,,127.0,,False,False,False,,,,,,False,False,,False,False,False,,False,False,,,,False,
35006,72,164.0,,127.0,236.0,,,,,,127.0,195.5,,44.9,183.0,13.7,,83.4,153.4,,,,111.0,,92.0,,55.0,164.0,,,,,,55.0,123.5,,-27.1,111.0,-58.3,,11.4,81.4,,,,39.0,,,True,False,,,,,,True,False,,True,False,True,,True,True,,,,True,
35007,6,4.0,,4.0,0.0,,,,,,8.0,10.3,,1.2,4.0,,,7.0,,,,,4.0,,-2.0,,-2.0,-6.0,,,,,,2.0,4.3,,-4.8,-2.0,,,1.0,,,,,-2.0,,,False,False,,,,,,False,False,,False,False,,,True,,,,,False,
35009,208,408.0,,394.0,691.0,,,,,,429.0,461.3,,194.4,395.5,188.3,,719.0,313.4,,,,384.0,,200.0,,186.0,483.0,,,,,,221.0,253.3,,-13.6,187.5,-19.7,,511.0,105.4,,,,176.0,,,True,False,,,,,,False,False,,True,True,True,,False,True,,,,True,
35011,0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,True,True,,,,,,True,True,,,False,,,True,,,,,,
35013,650,840.0,1596.8,761.0,743.0,,,,,,939.0,1406.3,,623.8,740.6,915.4,,883.1,584.6,699.0,,,917.0,,190.0,946.8,111.0,93.0,,,,,,289.0,756.3,,-26.2,90.6,265.4,,233.1,-65.4,49.0,,,267.0,,False,True,True,,,,,,False,False,,True,True,False,,False,True,True,,,False,
35015,235,120.0,247.5,112.0,105.0,,,,,,249.0,384.0,,38.7,139.1,117.5,,69.7,83.1,,,,152.0,,-115.0,12.5,-123.0,-130.0,,,,,,14.0,149.0,,-196.3,-95.9,-117.5,,-165.3,-151.9,,,,-83.0,,True,False,False,,,,,,True,False,,False,True,False,,False,False,,,,True,
35017,14,16.0,,16.0,19.0,,,,,,41.0,59.4,,2.5,20.0,,,9.1,21.6,,,,27.0,,2.0,,2.0,5.0,,,,,,27.0,45.4,,-11.5,6.0,,,-4.9,7.6,,,,13.0,,,False,False,,,,,,False,False,,False,False,,,False,False,,,,False,
35019,3,12.0,,4.0,0.0,,,,,,7.0,14.9,,0.6,1.8,,,3.2,17.8,,,,10.0,,9.0,,1.0,-3.0,,,,,,4.0,11.9,,-2.4,-1.2,,,0.2,14.8,,,,7.0,,,True,True,,,,,,True,False,,True,True,,,True,False,,,,True,
35021,1,0.0,,0.0,0.0,,,,,,0.0,0.7,,0.0,0.0,,,0.0,,,,,0.0,,-1.0,,-1.0,-1.0,,,,,,-1.0,-0.3,,-1.0,-1.0,,,-1.0,,,,,-1.0,,,False,False,,,,,,False,True,,True,True,,,False,,,,,False,
35023,9,12.0,,10.0,0.0,,,,,,20.0,27.2,,5.1,5.6,,,26.1,24.4,,,,9.0,,3.0,,1.0,-9.0,,,,,,11.0,18.2,,-3.9,-3.4,,,17.1,15.4,,,,0.0,,,True,False,,,,,,False,False,,False,False,,,False,False,,,,True,
35025,482,480.0,460.2,384.0,540.0,,,,,,374.0,696.1,,175.4,437.4,299.0,,370.0,322.7,,,,609.0,,-2.0,-21.8,-98.0,58.0,,,,,,-108.0,214.1,,-306.6,-44.6,-183.0,,-112.0,-159.3,,,,127.0,,False,False,False,,,,,,False,False,,False,False,False,,False,False,,,,False,
35027,67,124.0,,75.0,75.0,,,,,,24.0,180.2,,164.0,120.3,39.5,,46.0,82.1,,,,278.0,,57.0,,8.0,8.0,,,,,,-43.0,113.2,,97.0,53.3,-27.5,,-21.0,15.1,,,,211.0,,,True,True,,,,,,True,False,,False,True,True,,True,True,,,,False,
35028,8,16.0,,4.0,43.0,,,,,,11.0,37.0,,0.5,3.5,,,2.1,,,,,12.0,,8.0,,-4.0,35.0,,,,,,3.0,29.0,,-7.5,-4.5,,,-5.9,,,,,4.0,,,True,False,,,,,,True,False,,True,True,,,True,,,,,True,
35029,93,160.0,,104.0,230.0,,,,,,74.0,231.8,,8.9,100.6,74.3,,120.0,126.2,,,,158.0,,67.0,,11.0,137.0,,,,,,-19.0,138.8,,-84.1,7.6,-18.7,,27.0,33.2,,,,65.0,,,True,False,,,,,,True,False,,False,True,True,,True,True,,,,True,
35031,223,412.0,917.2,392.0,349.0,,,,,,467.0,265.6,,153.6,346.1,29.4,,501.1,473.7,,,,0.0,,189.0,694.2,169.0,126.0,,,,,,244.0,42.6,,-69.4,123.1,-193.6,,278.1,250.7,,,,-223.0,,False,True,True,,,,,,False,True,,True,True,False,,False,False,,,,False,
35033,0,0.0,,0.0,0.0,,,,,,4.0,24.1,,,0.3,,,0.9,,,,,4.0,,0.0,,0.0,0.0,,,,,,4.0,24.1,,,0.3,,,0.9,,,,,4.0,,,True,True,,,,,,False,False,,,False,,,False,,,,,False,
35035,38,164.0,137.8,120.0,276.0,,,,,,144.0,509.3,,16.0,102.8,91.9,,80.8,203.3,,,,300.0,,126.0,99.8,82.0,238.0,,,,,,106.0,471.3,,-22.0,64.8,53.9,,42.8,165.3,,,,262.0,,True,True,False,,,,,,True,False,,True,True,True,,True,False,,,,False,
35037,32,4.0,,4.0,0.0,,,,,,16.0,25.0,,1.9,6.9,,,4.6,,,,,14.0,,-28.0,,-28.0,-32.0,,,,,,-16.0,-7.0,,-30.1,-25.1,,,-27.4,,,,,-18.0,,,False,False,,,,,,True,True,,False,True,,,True,,,,,True,
35039,60,92.0,,73.0,147.0,,,,,,84.0,265.9,,23.1,56.0,68.1,,103.4,46.0,,,,164.0,,32.0,,13.0,87.0,,,,,,24.0,205.9,,-36.9,-4.0,8.1,,43.4,-14.0,,,,104.0,,,True,False,,,,,,True,False,,False,True,True,,False,True,,,,False,
35041,62,128.0,,77.0,184.0,,,,,,100.0,158.1,,23.2,91.6,54.6,,25.2,85.2,,,,150.0,,66.0,,15.0,122.0,,,,,,38.0,96.1,,-38.8,29.6,-7.4,,-36.8,23.2,,,,88.0,,,True,False,,,,,,True,False,,True,True,True,,True,True,,,,False,
35043,163,352.0,140.5,303.0,376.0,,,,,,493.0,831.3,,273.0,357.8,297.1,,281.0,374.1,249.0,,,290.0,,189.0,-22.5,140.0,213.0,,,,,,330.0,668.3,,110.0,194.8,134.1,,118.0,211.1,86.0,,,127.0,,True,True,False,,,,,,False,False,,True,False,True,,True,False,True,,,True,
35045,202,356.0,133.3,251.0,213.0,,,,,,422.0,441.4,,134.3,318.3,114.7,,370.1,306.5,,,,150.0,,154.0,-68.7,49.0,11.0,,,,,,220.0,239.4,,-67.7,116.3,-87.3,,168.1,104.5,,,,-52.0,,True,True,True,,,,,,False,False,,True,True,True,,False,True,,,,True,
35047,37,16.0,,12.0,0.0,,,,,,173.0,77.4,,2.6,11.7,,,10.8,16.9,,,,21.0,,-21.0,,-25.0,-37.0,,,,,,136.0,40.4,,-34.4,-25.3,,,-26.2,-20.1,,,,-16.0,,,False,False,,,,,,False,False,,False,False,,,False,True,,,,True,
35049,238,376.0,269.7,439.0,494.0,,,,,,449.0,705.6,,316.7,447.6,361.1,,542.5,481.8,467.0,,,442.0,,138.0,31.7,201.0,256.0,,,,,,211.0,467.6,,78.7,209.6,123.1,,304.5,243.8,229.0,,,204.0,,True,False,False,,,,,,False,False,,True,False,True,,False,False,False,,,False,
35051,8,16.0,,8.0,0.0,,,,,,11.0,39.5,,1.5,5.7,,,15.6,11.3,,,,28.0,,8.0,,0.0,-8.0,,,,,,3.0,31.5,,-6.5,-2.3,,,7.6,3.3,,,,20.0,,,True,False,,,,,,True,False,,True,True,,,True,True,,,,False,
35053,5,20.0,,5.0,0.0,,,,,,36.0,34.4,,2.4,5.7,,,5.3,15.6,,,,12.0,,15.0,,0.0,-5.0,,,,,,31.0,29.4,,-2.6,0.7,,,0.3,10.6,,,,7.0,,,True,True,,,,,,False,False,,True,True,,,True,True,,,,True,
35055,22,52.0,,59.0,79.0,,,,,,60.0,124.2,,6.4,59.9,,,70.2,73.2,,,,70.0,,30.0,,37.0,57.0,,,,,,38.0,102.2,,-15.6,37.9,,,48.2,51.2,,,,48.0,,,False,False,,,,,,False,False,,True,False,,,False,False,,,,False,
35057,4,28.0,,16.0,0.0,,,,,,33.0,46.8,,2.8,13.3,,,17.9,19.6,,,,15.0,,24.0,,12.0,-4.0,,,,,,29.0,42.8,,-1.2,9.3,,,13.9,15.6,,,,11.0,,,True,True,,,,,,False,False,,True,True,,,True,True,,,,True,
35059,6,24.0,,4.0,0.0,,,,,,4.0,22.3,,0.8,6.7,,,3.6,,,,,41.0,,18.0,,-2.0,-6.0,,,,,,-2.0,16.3,,-5.2,0.7,,,-2.4,,,,,35.0,,,True,True,,,,,,True,True,,True,True,,,True,,,,,False,
35061,153,220.0,332.3,220.0,222.0,,,,,,302.0,463.3,,132.4,235.3,235.8,,159.2,175.3,,,,287.0,,67.0,179.3,67.0,69.0,,,,,,149.0,310.3,,-20.6,82.3,82.8,,6.2,22.3,,,,134.0,,False,False,False,,,,,,False,False,,True,False,False,,True,True,,,,False,
36001,239,308.0,234.8,231.0,147.0,,,,,,249.0,911.1,,86.6,314.5,198.8,,191.5,306.8,252.0,,,279.0,,69.0,-4.2,-8.0,-92.0,,,,,,10.0,672.1,,-152.4,75.5,-40.2,,-47.5,67.8,13.0,,,40.0,,True,True,False,,,,,,True,False,,False,False,True,,True,True,True,,,True,
36003,14,0.0,,4.0,0.0,,,,,,27.0,27.4,,1.6,4.3,,,8.0,6.7,,,,1.0,,-14.0,,-10.0,-14.0,,,,,,13.0,13.4,,-12.4,-9.7,,,-6.0,-7.3,,,,-13.0,,,True,False,,,,,,True,True,,True,True,,,True,True,,,,True,
36005,1842,0.0,,0.0,,,,,,,,4889.9,,,0.3,,,0.0,,,,,,,-1842.0,,-1842.0,,,,,,,,3047.9,,,-1841.7,,,-1842.0,,,,,,,,False,,,,,,,,False,,,True,,,False,,,,,,
36007,238,328.0,225.1,248.0,345.0,,,,,,108.0,940.1,,103.6,301.8,228.9,,224.6,281.4,248.0,,,333.0,,90.0,-12.9,10.0,107.0,,,,,,-130.0,702.1,,-134.4,63.8,-9.1,,-13.4,43.4,10.0,,,95.0,,True,True,False,,,,,,False,False,,False,True,True,,True,True,True,,,False,
36009,39,32.0,48.6,32.0,28.0,,,,,,67.0,167.8,,3.8,30.1,40.0,,28.8,34.9,,,,29.0,,-7.0,9.6,-7.0,-11.0,,,,,,28.0,128.8,,-35.2,-8.9,1.0,,-10.2,-4.1,,,,-10.0,,False,False,False,,,,,,False,False,,False,False,True,,False,True,,,,False,
36011,33,20.0,26.7,24.0,27.0,,,,,,19.0,198.8,,10.1,42.3,31.7,,26.2,17.6,,,,28.0,,-13.0,-6.3,-9.0,-6.0,,,,,,-14.0,165.8,,-22.9,9.3,-1.3,,-6.8,-15.4,,,,-5.0,,True,True,True,,,,,,False,False,,False,True,True,,True,False,,,,True,
36013,142,60.0,135.3,60.0,24.0,,,,,,160.0,341.7,,10.2,72.9,110.5,,49.7,68.7,40.0,,,40.0,,-82.0,-6.7,-82.0,-118.0,,,,,,18.0,199.7,,-131.8,-69.1,-31.5,,-92.3,-73.3,-102.0,,,-102.0,,True,False,False,,,,,,True,False,,False,True,True,,False,True,False,,,False,
36015,33,12.0,3.5,8.0,0.0,,,,,,52.0,159.0,,1.6,9.5,11.4,,5.3,10.0,,,,15.0,,-21.0,-29.5,-25.0,-33.0,,,,,,19.0,126.0,,-31.4,-23.5,-21.6,,-27.7,-23.0,,,,-18.0,,False,False,False,,,,,,True,False,,False,False,False,,False,False,,,,True,
36017,16,24.0,,24.0,29.0,,,,,,8.0,117.3,,10.2,50.0,52.3,,36.6,10.6,,,,34.0,,8.0,,8.0,13.0,,,,,,-8.0,101.3,,-5.8,34.0,36.3,,20.6,-5.4,,,,18.0,,,False,False,,,,,,False,False,,True,False,False,,False,True,,,,False,
36019,23,32.0,4.6,17.0,31.0,,,,,,26.0,161.4,,2.5,24.9,7.2,,18.2,22.4,,,,72.0,,9.0,-18.4,-6.0,8.0,,,,,,3.0,138.4,,-20.5,1.9,-15.8,,-4.8,-0.6,,,,49.0,,False,True,True,,,,,,True,False,,False,True,False,,True,True,,,,False,
36021,50,76.0,33.0,38.0,70.0,,,,,,10.0,119.2,,20.0,90.0,19.3,,42.7,66.0,,,,152.0,,26.0,-17.0,-12.0,20.0,,,,,,-40.0,69.2,,-30.0,40.0,-30.7,,-7.3,16.0,,,,102.0,,True,True,True,,,,,,False,False,,False,False,False,,True,True,,,,False,
36023,7,28.0,,15.0,57.0,,,,,,12.0,146.7,,2.8,32.3,,,9.6,18.5,,,,22.0,,21.0,,8.0,50.0,,,,,,5.0,139.7,,-4.2,25.3,,,2.6,11.5,,,,15.0,,,True,False,,,,,,True,False,,True,False,,,True,True,,,,True,
36025,9,20.0,,7.0,0.0,,,,,,3.0,87.2,,1.7,10.7,9.4,,15.1,9.5,,,,46.0,,11.0,,-2.0,-9.0,,,,,,-6.0,78.2,,-7.3,1.7,0.4,,6.1,0.5,,,,37.0,,,True,True,,,,,,True,False,,True,True,True,,True,True,,,,False,
36027,342,368.0,90.2,246.0,541.0,,,,,,246.0,1130.8,,137.2,492.0,111.5,,146.2,307.3,478.0,,,373.0,,26.0,-251.8,-96.0,199.0,,,,,,-96.0,788.8,,-204.8,150.0,-230.5,,-195.8,-34.7,136.0,,,31.0,,False,False,False,,,,,,False,False,,False,False,False,,False,False,False,,,False,
36029,1193,1064.0,740.9,881.0,1163.0,,,,,,1343.0,3579.1,,455.8,1147.6,487.7,,880.7,984.6,823.0,,,1080.0,,-129.0,-452.1,-312.0,-30.0,,,,,,150.0,2386.1,,-737.2,-45.4,-705.3,,-312.3,-208.4,-370.0,,,-113.0,,False,False,True,,,,,,False,False,,False,True,False,,False,False,False,,,True,
36031,71,4.0,,4.0,0.0,,,,,,7.0,65.1,,0.8,2.5,,,10.3,3.0,,,,2.0,,-67.0,,-67.0,-71.0,,,,,,-64.0,-5.9,,-70.2,-68.5,,,-60.7,-68.0,,,,-69.0,,,False,False,,,,,,True,True,,False,False,,,True,False,,,,False,
36033,8,32.0,0.8,8.0,48.0,,,,,,5.0,134.7,,0.6,12.8,,,9.3,25.6,,,,43.0,,24.0,-7.2,0.0,40.0,,,,,,-3.0,126.7,,-7.4,4.8,,,1.3,17.6,,,,35.0,,True,True,False,,,,,,True,False,,True,True,,,True,True,,,,False,
36035,29,48.0,79.2,24.0,23.0,,,,,,8.0,96.4,,5.2,39.2,10.2,,22.2,37.6,,,,297.0,,19.0,50.2,-5.0,-6.0,,,,,,-21.0,67.4,,-23.8,10.2,-18.8,,-6.8,8.6,,,,268.0,,False,True,True,,,,,,False,False,,False,True,True,,True,True,,,,False,
36037,21,44.0,8.9,31.0,98.0,,,,,,36.0,149.6,,4.4,31.3,20.8,,30.9,36.7,,,,54.0,,23.0,-12.1,10.0,77.0,,,,,,15.0,128.6,,-16.6,10.3,-0.2,,9.9,15.7,,,,33.0,,True,True,False,,,,,,True,False,,True,True,True,,True,True,,,,False,
36039,18,40.0,,13.0,127.0,,,,,,4.0,103.5,,4.5,33.9,11.2,,13.1,32.7,,,,85.0,,22.0,,-5.0,109.0,,,,,,-14.0,85.5,,-13.5,15.9,-6.8,,-4.9,14.7,,,,67.0,,,True,False,,,,,,True,False,,True,True,True,,True,True,,,,False,
36041,7,0.0,,0.0,0.0,,,,,,0.0,4.0,,0.0,0.2,,,0.0,,,,,1.0,,-7.0,,-7.0,-7.0,,,,,,-7.0,-3.0,,-7.0,-6.8,,,-7.0,,,,,-6.0,,,False,False,,,,,,False,True,,True,True,,,False,,,,,True,
36043,55,64.0,80.5,56.0,80.0,,,,,,6.0,167.0,,3.4,51.4,118.5,,59.0,32.4,,,,70.0,,9.0,25.5,1.0,25.0,,,,,,-49.0,112.0,,-51.6,-3.6,63.5,,4.0,-22.6,,,,15.0,,False,True,False,,,,,,False,False,,False,True,False,,True,False,,,,False,
36045,19,16.0,8.2,15.0,13.0,,,,,,4.0,165.8,,10.0,41.2,67.0,,23.9,26.9,,,,20.0,,-3.0,-10.8,-4.0,-6.0,,,,,,-15.0,146.8,,-9.0,22.2,48.0,,4.9,7.9,,,,1.0,,False,False,False,,,,,,False,False,,False,False,False,,False,False,,,,True,
36047,2363,0.0,,0.0,,,,,,,,8253.7,,,0.3,,,0.0,,,,,,,-2363.0,,-2363.0,,,,,,,,5890.7,,,-2362.7,,,-2363.0,,,,,,,,False,,,,,,,,False,,,True,,,False,,,,,,
36049,14,0.0,,0.0,0.0,,,,,,0.0,34.2,,1.6,4.4,,,4.0,2.2,,,,0.0,,-14.0,,-14.0,-14.0,,,,,,-14.0,20.2,,-12.4,-9.6,,,-10.0,-11.8,,,,-14.0,,,False,False,,,,,,False,False,,True,True,,,True,True,,,,False,
36051,16,16.0,23.6,19.0,1.0,,,,,,26.0,117.2,,3.7,25.7,43.0,,17.0,19.4,,,,7.0,,0.0,7.6,3.0,-15.0,,,,,,10.0,101.2,,-12.3,9.7,27.0,,1.0,3.4,,,,-9.0,,False,False,False,,,,,,False,False,,False,False,False,,False,False,,,,False,
36053,60,36.0,17.9,27.0,28.0,,,,,,10.0,140.2,,9.5,42.9,25.6,,29.1,39.3,,,,28.0,,-24.0,-42.1,-33.0,-32.0,,,,,,-50.0,80.2,,-50.5,-17.1,-34.4,,-30.9,-20.7,,,,-32.0,,False,False,False,,,,,,False,False,,False,True,False,,False,True,,,,False,
36055,680,692.0,1012.6,556.0,751.0,,,,,,447.0,2075.0,,294.2,837.0,513.5,,816.1,549.6,512.0,,,589.0,,12.0,332.6,-124.0,71.0,,,,,,-233.0,1395.0,,-385.8,157.0,-166.5,,136.1,-130.4,-168.0,,,-91.0,,False,False,False,,,,,,False,False,,False,False,False,,False,False,False,,,False,
36057,47,32.0,,29.0,56.0,,,,,,5.0,98.7,,4.3,36.1,36.1,,28.8,29.7,,,,29.0,,-15.0,,-18.0,9.0,,,,,,-42.0,51.7,,-42.7,-10.9,-10.9,,-18.2,-17.3,,,,-18.0,,,False,True,,,,,,False,False,,False,True,True,,False,False,,,,False,
36059,1283,1424.0,351.6,1426.0,1462.0,,,,,,1335.0,4321.8,,892.2,1778.5,3631.6,,958.2,1629.3,1680.0,,,1463.0,,141.0,-931.4,143.0,179.0,,,,,,52.0,3038.8,,-390.8,495.5,2348.6,,-324.8,346.3,397.0,,,180.0,,False,False,False,,,,,,True,False,,False,False,False,,False,False,False,,,False,
36061,1495,7712.0,,6438.0,6438.0,,,,,,3996.0,6178.8,,,8605.7,5086.5,,8405.7,7024.8,3761.0,,,6407.0,,6217.0,,4943.0,4943.0,,,,,,2501.0,4683.8,,,7110.7,3591.5,,6910.7,5529.8,2266.0,,,4912.0,,,True,True,,,,,,True,True,,,False,True,,False,True,True,,,True,
36063,161,96.0,122.2,80.0,57.0,,,,,,187.0,389.3,,25.5,106.9,84.2,,129.8,75.2,60.0,,,94.0,,-65.0,-38.8,-81.0,-104.0,,,,,,26.0,228.3,,-135.5,-54.1,-76.8,,-31.2,-85.8,-101.0,,,-67.0,,True,False,False,,,,,,True,False,,False,True,False,,True,False,False,,,False,
36065,187,324.0,230.1,220.0,366.0,,,,,,49.0,756.3,,154.9,310.9,133.6,,438.1,254.7,139.0,,,227.0,,137.0,43.1,33.0,179.0,,,,,,-138.0,569.3,,-32.1,123.9,-53.4,,251.1,67.7,-48.0,,,40.0,,True,True,False,,,,,,False,False,,True,True,True,,False,True,True,,,True,
36067,389,396.0,845.6,333.0,322.0,,,,,,177.0,1203.2,,121.0,365.8,340.5,,460.8,303.8,344.0,,,294.0,,7.0,456.6,-56.0,-67.0,,,,,,-212.0,814.2,,-268.0,-23.2,-48.5,,71.8,-85.2,-45.0,,,-95.0,,False,False,False,,,,,,False,False,,False,False,False,,False,False,False,,,False,
36069,37,44.0,70.6,45.0,24.0,,,,,,46.0,229.3,,5.0,44.5,125.5,,68.8,26.2,,,,24.0,,7.0,33.6,8.0,-13.0,,,,,,9.0,192.3,,-32.0,7.5,88.5,,31.8,-10.8,,,,-13.0,,False,False,False,,,,,,False,False,,False,False,False,,False,False,,,,False,
