,predicted_cases,actual_cases,error,perc_error
JHUAPL-Bucky,8472617.3,8544256,-71638.7,-0.8%
UCF-AEM,8966988.0,8544256,422732.0,4.9%
IBF-TimeSeries,9018671.0,8544256,474415.0,5.6%
COVIDhub-baseline,9289301.0,8544256,745045.0,8.7%
Covid19Sim-Simulator,7749443.3,8544256,-794812.7,-9.3%
IowaStateLW-STEM,9383539.0,8544256,839283.0,9.8%
Columbia_UNC-SurvCon,10039025.0,8544256,1494769.0,17.5%
UCLA-SuEIR,6716316.5,8544256,-1827939.5,-21.4%
USC-SI_kJalpha,5620727.0,8544256,-2923529.0,-34.2%
JCB-PRM,14760059.3,8544256,6215803.3,72.7%
