,mean_rank
JHU_IDD-CovidSP,4.9
LNQ-ens1,5.7
OneQuietNight-ML,6.2
LANL-GrowthRate,6.4
COVIDhub-ensemble,6.6
UpstateSU-GRU,7.8
JHUAPL-Bucky,8.0
FAIR-NRAR,8.2
PandemicCentral-USCounty,8.3
CEID-Walk,8.4
COVIDhub-baseline,8.4
CU-select,8.4
IowaStateLW-STEM,10.2
UVA-Ensemble,10.6
Google_Harvard-CPF,11.9
