,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01085,137,159.0,,140.7,,111.0,120.0,,,,,91.4,,91.8,,,67.0,55.4,115.6,,,129.0,109.4,,,,179.0,112.0,114.6,,,,,,,,,,185.7,196.5,22.0,,3.7,,-26.0,-17.0,,,,,-45.6,,-45.2,,,-70.0,-81.6,-21.4,,,-8.0,-27.6,,,,42.0,-25.0,-22.4,,,,,,,,,,48.7,59.5,,True,,False,True,,,,,False,,False,,,False,False,True,,,True,False,,,,False,False,False,,,,,,,,,,False,False
01087,149,228.0,,225.8,,160.0,274.0,,,,,104.7,,140.4,,,119.0,159.5,147.9,,,187.0,155.1,,,,239.0,146.0,129.8,,,,,,,,,,264.8,188.2,79.0,,76.8,,11.0,125.0,,,,,-44.3,,-8.6,,,-30.0,10.5,-1.1,,,38.0,6.1,,,,90.0,-3.0,-19.2,,,,,,,,,,115.8,39.2,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,,,,False,True
01089,3274,3918.0,,3907.1,6138.5,3378.0,6280.0,,,,,3022.0,,2443.1,,3180.9,4099.0,2154.9,3564.3,2444.5,,2739.5,2804.4,,,,3919.0,2682.0,2457.9,,,,,,2921.0,4488.0,,,4984.8,4610.1,644.0,,633.1,2864.5,104.0,3006.0,,,,,-252.0,,-830.9,,-93.1,825.0,-1119.1,290.3,-829.5,,-534.5,-469.6,,,,645.0,-592.0,-816.1,,,,,,-353.0,1214.0,,,1710.8,1336.1,,True,False,True,False,,,,,True,,False,,True,False,False,True,False,,True,True,,,,False,True,False,,,,,,True,False,,,False,False
01091,174,312.0,,266.8,,217.0,208.0,,,,,187.6,,171.5,,,225.0,79.6,191.2,,,262.0,179.1,,,,267.0,196.0,291.2,,,,,,,,,,278.2,335.8,138.0,,92.8,,43.0,34.0,,,,,13.6,,-2.5,,,51.0,-94.4,17.2,,,88.0,5.1,,,,93.0,22.0,117.2,,,,,,,,,,104.2,161.8,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,,,,True,False
01093,171,255.0,,250.4,,226.0,101.0,,,,,238.7,,195.5,,,376.0,218.1,223.1,169.5,,145.0,180.0,,,,266.0,243.0,504.0,,,,,,116.5,,,,317.3,320.9,84.0,,79.4,,55.0,-70.0,,,,,67.7,,24.5,,,205.0,47.1,52.1,-1.5,,-26.0,9.0,,,,95.0,72.0,333.0,,,,,,-54.5,,,,146.3,149.9,,True,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,False
01095,670,786.0,,809.6,,696.0,508.0,,,,,902.1,,576.1,,709.0,1352.0,433.9,777.9,364.0,,371.0,616.6,,,,741.0,695.0,987.4,,,,,,688.7,,,,874.8,988.4,116.0,,139.6,,26.0,-162.0,,,,,232.1,,-93.9,,39.0,682.0,-236.1,107.9,-306.0,,-299.0,-53.4,,,,71.0,25.0,317.4,,,,,,18.7,,,,204.8,318.4,,False,,True,False,,,,,False,,True,,True,False,False,True,False,,False,True,,,,True,True,False,,,,,,True,,,,False,False
01097,3327,4131.0,,4036.1,6325.7,3622.0,4084.0,,,,,3238.4,,2431.7,,3699.3,4534.0,1507.0,3614.3,2988.5,,3802.5,2854.5,,,,4783.0,2988.0,4154.2,,,,,,3348.6,3083.0,,,4835.9,4911.8,804.0,,709.1,2998.7,295.0,757.0,,,,,-88.6,,-895.3,,372.3,1207.0,-1820.0,287.3,-338.5,,475.5,-472.5,,,,1456.0,-339.0,827.2,,,,,,21.6,-244.0,,,1508.9,1584.8,,True,False,True,True,,,,,True,,False,,True,False,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,False,False
01099,121,210.0,,237.9,,153.0,70.0,,,,,149.2,,133.4,,,190.0,79.1,186.1,,,157.0,126.7,,,,222.0,147.0,119.9,,,,,,,,,,248.8,216.1,89.0,,116.9,,32.0,-51.0,,,,,28.2,,12.4,,,69.0,-41.9,65.1,,,36.0,5.7,,,,101.0,26.0,-1.1,,,,,,,,,,127.8,95.1,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,,,,False,False
01101,2036,2991.0,,3051.9,,2168.0,5638.0,,,,,2000.2,,1679.4,,2452.2,1922.0,1437.0,2457.9,1838.0,,2359.0,2028.2,,,,3212.0,2224.0,1857.8,,,,,,2838.3,2366.0,,,5260.5,3049.8,955.0,,1015.9,,132.0,3602.0,,,,,-35.8,,-356.6,,416.2,-114.0,-599.0,421.9,-198.0,,323.0,-7.8,,,,1176.0,188.0,-178.2,,,,,,802.3,330.0,,,3224.5,1013.8,,False,,True,False,,,,,True,,True,,True,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,False,False
01103,781,1257.0,,1192.0,,1030.0,1101.0,,,,,1206.5,,792.9,,,1621.0,653.4,1024.8,804.5,,697.0,802.1,,,,1143.0,1046.0,799.7,,,,,,829.6,,,,1245.2,1363.5,476.0,,411.0,,249.0,320.0,,,,,425.5,,11.9,,,840.0,-127.6,243.8,23.5,,-84.0,21.1,,,,362.0,265.0,18.7,,,,,,48.6,,,,464.2,582.5,,True,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True,False
01105,81,90.0,,93.0,,85.0,63.0,,,,,77.2,,63.5,,,77.0,122.9,85.0,,,59.0,55.0,,,,120.0,75.0,125.5,,,,,,,,,,101.8,151.5,9.0,,12.0,,4.0,-18.0,,,,,-3.8,,-17.5,,,-4.0,41.9,4.0,,,-22.0,-26.0,,,,39.0,-6.0,44.5,,,,,,,,,,20.8,70.5,,False,,True,False,,,,,True,,False,,,True,False,True,,,False,False,,,,False,True,False,,,,,,,,,,False,False
01107,185,99.0,,84.0,,101.0,50.0,,,,,143.0,,98.1,,,244.0,57.9,153.3,,,21.0,82.0,,,,113.0,113.0,128.5,,,,,,,,,,163.2,181.4,-86.0,,-101.0,,-84.0,-135.0,,,,,-42.0,,-86.9,,,59.0,-127.1,-31.7,,,-164.0,-103.0,,,,-72.0,-72.0,-56.5,,,,,,,,,,-21.8,-3.6,,False,,True,False,,,,,True,,False,,,True,False,True,,,False,False,,,,True,True,True,,,,,,,,,,True,True
01109,254,444.0,,459.6,,296.0,172.0,,,,,285.7,,249.2,,,303.0,173.1,306.1,317.5,,329.0,271.7,,,,560.0,322.0,217.4,,,,,,323.1,,,,825.4,424.0,190.0,,205.6,,42.0,-82.0,,,,,31.7,,-4.8,,,49.0,-80.9,52.1,63.5,,75.0,17.7,,,,306.0,68.0,-36.6,,,,,,69.1,,,,571.4,170.0,,False,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
01111,121,201.0,,202.3,,161.0,197.0,,,,,111.8,,139.1,,,220.0,111.1,146.0,,,164.0,143.3,,,,191.0,169.0,152.1,,,,,,,,,,248.2,157.5,80.0,,81.3,,40.0,76.0,,,,,-9.2,,18.1,,,99.0,-9.9,25.0,,,43.0,22.3,,,,70.0,48.0,31.1,,,,,,,,,,127.2,36.5,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,True,,,,,,,,,,False,True
01113,394,822.0,,818.7,,709.0,971.0,,,,,384.5,,473.4,,,513.0,1089.3,536.4,568.5,,1043.5,583.9,,,,1122.0,570.0,728.4,,,,,,677.0,,,,1069.6,728.4,428.0,,424.7,,315.0,577.0,,,,,-9.5,,79.4,,,119.0,695.3,142.4,174.5,,649.5,189.9,,,,728.0,176.0,334.4,,,,,,283.0,,,,675.6,334.4,,True,,True,False,,,,,True,,True,,,True,False,True,True,,False,True,,,,False,True,True,,,,,,True,,,,False,True
01115,767,918.0,,906.3,,703.0,483.0,,,,,772.2,,592.4,,,977.0,476.7,763.6,302.0,,702.0,640.5,,,,772.0,704.0,619.0,,,,,,543.4,,,,1207.7,968.0,151.0,,139.3,,-64.0,-284.0,,,,,5.2,,-174.6,,,210.0,-290.3,-3.4,-465.0,,-65.0,-126.5,,,,5.0,-63.0,-148.0,,,,,,-223.6,,,,440.7,201.0,,True,,True,False,,,,,True,,False,,,False,False,True,False,,True,True,,,,True,True,True,,,,,,False,,,,False,False
01117,1969,2481.0,,2720.7,,1917.0,3601.0,,,,,1880.5,,1484.1,,1935.6,2434.0,1321.9,1814.4,1514.0,,1718.5,1735.5,,,,2424.0,1864.0,1987.8,,,,,,1691.9,1823.0,,,2919.4,2707.1,512.0,,751.7,,-52.0,1632.0,,,,,-88.5,,-484.9,,-33.4,465.0,-647.1,-154.6,-455.0,,-250.5,-233.5,,,,455.0,-105.0,18.8,,,,,,-277.1,-146.0,,,950.4,738.1,,False,,True,False,,,,,True,,True,,True,True,False,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,False,False
01119,63,51.0,,54.4,,39.0,0.0,,,,,66.1,,55.9,,,110.0,1.3,64.3,,,7.0,24.7,,,,27.0,46.0,32.9,,,,,,,,,,50.9,72.8,-12.0,,-8.6,,-24.0,-63.0,,,,,3.1,,-7.1,,,47.0,-61.7,1.3,,,-56.0,-38.3,,,,-36.0,-17.0,-30.1,,,,,,,,,,-12.1,9.8,,True,,False,False,,,,,True,,True,,,False,False,True,,,False,False,,,,False,False,False,,,,,,,,,,False,True
01121,812,900.0,,864.1,,774.0,360.0,,,,,655.3,,578.6,,,882.0,615.0,698.9,431.0,,811.0,686.8,,,,988.0,711.0,1029.9,,,,,,796.1,,,,1032.5,931.7,88.0,,52.1,,-38.0,-452.0,,,,,-156.7,,-233.4,,,70.0,-197.0,-113.1,-381.0,,-1.0,-125.2,,,,176.0,-101.0,217.9,,,,,,-15.9,,,,220.5,119.7,,True,,True,False,,,,,False,,False,,,True,False,False,False,,True,False,,,,False,False,False,,,,,,True,,,,False,False
01123,323,1608.0,,1718.2,,390.0,140.0,,,,,274.7,,855.0,,,352.0,52.8,661.7,406.0,,86.0,666.1,,,,1458.0,790.0,298.7,,,,,,960.6,,,,1799.0,1084.8,1285.0,,1395.2,,67.0,-183.0,,,,,-48.3,,532.0,,,29.0,-270.2,338.7,83.0,,-237.0,343.1,,,,1135.0,467.0,-24.3,,,,,,637.6,,,,1476.0,761.8,,False,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,True,,,,,,True,,,,False,True
01125,1922,2520.0,,2682.6,,1762.0,1764.0,,,,,1884.1,,1633.7,,1616.6,2395.0,603.5,1826.2,1052.0,,1223.5,1405.1,,,,2161.0,1793.0,2035.4,,,,,,2300.1,1381.0,,,2856.3,2623.6,598.0,,760.6,,-160.0,-158.0,,,,,-37.9,,-288.3,,-305.4,473.0,-1318.5,-95.8,-870.0,,-698.5,-516.9,,,,239.0,-129.0,113.4,,,,,,378.1,-541.0,,,934.3,701.6,,False,,True,True,,,,,True,,True,,True,True,False,True,False,,False,True,,,,True,True,True,,,,,,True,True,,,False,False
01127,325,444.0,,465.1,,382.0,118.0,,,,,538.5,,332.9,,,863.0,137.6,461.1,173.0,,188.0,266.0,,,,315.0,419.0,433.2,,,,,,531.9,,,,592.0,614.3,119.0,,140.1,,57.0,-207.0,,,,,213.5,,7.9,,,538.0,-187.4,136.1,-152.0,,-137.0,-59.0,,,,-10.0,94.0,108.2,,,,,,206.9,,,,267.0,289.3,,False,,True,False,,,,,False,,True,,,False,False,False,False,,False,True,,,,True,True,True,,,,,,False,,,,False,False
01129,113,141.0,,139.8,,118.0,61.0,,,,,111.2,,123.1,,,199.0,64.7,109.0,,,106.0,107.3,,,,166.0,119.0,158.0,,,,,,,,,,175.7,192.8,28.0,,26.8,,5.0,-52.0,,,,,-1.8,,10.1,,,86.0,-48.3,-4.0,,,-7.0,-5.7,,,,53.0,6.0,45.0,,,,,,,,,,62.7,79.8,,True,,True,False,,,,,True,,True,,,False,False,True,,,True,True,,,,False,True,False,,,,,,,,,,False,False
01131,110,159.0,,169.2,,126.0,164.0,,,,,92.5,,105.5,,,72.0,111.1,113.9,,,144.0,105.7,,,,231.0,115.0,142.9,,,,,,,,,,246.3,144.0,49.0,,59.2,,16.0,54.0,,,,,-17.5,,-4.5,,,-38.0,1.1,3.9,,,34.0,-4.3,,,,121.0,5.0,32.9,,,,,,,,,,136.3,34.0,,False,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,,,,False,True
01133,95,234.0,,249.3,,179.0,133.0,,,,,191.1,,143.6,,,321.0,106.4,205.8,,,93.0,141.0,,,,196.0,185.0,222.9,,,,,,112.3,,,,258.6,254.8,139.0,,154.3,,84.0,38.0,,,,,96.1,,48.6,,,226.0,11.4,110.8,,,-2.0,46.0,,,,101.0,90.0,127.9,,,,,,17.3,,,,163.6,159.8,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,True,,,,,,True,,,,False,False
02013,279,93.0,,99.6,,20.0,,,,,,3.1,,60.5,,,,2.0,68.5,,,3.0,32.1,,,,,52.0,8.8,,,,,,,,,,438.5,,-186.0,,-179.4,,-259.0,,,,,,-275.9,,-218.5,,,,-277.0,-210.5,,,-276.0,-246.9,,,,,-227.0,-270.2,,,,,,,,,,159.5,,,True,,False,,,,,,False,,False,,,,False,False,,,False,False,,,,,False,False,,,,,,,,,,True,
02016,104,144.0,,137.2,,84.0,,,,,,39.6,,61.0,,,,212.0,125.6,,,80.0,62.0,,,,169.0,84.0,63.7,,,,,,,,,,47.0,,40.0,,33.2,,-20.0,,,,,,-64.4,,-43.0,,,,108.0,21.6,,,-24.0,-42.0,,,,65.0,-20.0,-40.3,,,,,,,,,,-57.0,,,True,,True,,,,,,False,,False,,,,False,True,,,True,False,,,,False,True,False,,,,,,,,,,False,
02020,1023,1353.0,,1310.6,,1018.0,920.0,,,,,1473.3,,1263.2,,1017.6,,552.5,1268.1,1290.0,,679.0,877.7,,,,1147.0,1544.0,2330.2,,,,,,2046.3,907.0,,,1304.5,,330.0,,287.6,,-5.0,-103.0,,,,,450.3,,240.2,,-5.4,,-470.5,245.1,267.0,,-344.0,-145.3,,,,124.0,521.0,1307.2,,,,,,1023.3,-116.0,,,281.5,,,True,,True,True,,,,,False,,True,,True,,False,True,True,,False,True,,,,True,False,False,,,,,,False,True,,,True,
02050,362,624.0,,614.0,,305.0,0.0,,,,,159.5,,388.2,,,,215.1,287.3,,,363.0,284.8,,,,606.0,385.0,441.6,,,,,,,,,,640.6,,262.0,,252.0,,-57.0,-362.0,,,,,-202.5,,26.2,,,,-146.9,-74.7,,,1.0,-77.2,,,,244.0,23.0,79.6,,,,,,,,,,278.6,,,True,,True,False,,,,,True,,True,,,,True,True,,,True,True,,,,True,True,True,,,,,,,,,,False,
02060,0,0.0,,0.0,,0.0,0.0,,,,,4.3,,0.5,,,,0.0,0.0,,,,0.0,,,,0.0,4.0,0.7,,,,,,,,,,3.1,,0.0,,0.0,,0.0,0.0,,,,,4.3,,0.5,,,,0.0,0.0,,,,0.0,,,,0.0,4.0,0.7,,,,,,,,,,3.1,,,True,,True,True,,,,,False,,False,,,,False,True,,,,False,,,,True,False,False,,,,,,,,,,False,
02068,4,3.0,,2.7,,3.0,0.0,,,,,3.1,,6.6,,,,3.1,4.3,,,6.0,9.4,,,,,10.0,,,,,,,,,,,3.8,,-1.0,,-1.3,,-1.0,-4.0,,,,,-0.9,,2.6,,,,-0.9,0.3,,,2.0,5.4,,,,,6.0,,,,,,,,,,,-0.2,,,False,,False,False,,,,,True,,False,,,,True,True,,,False,False,,,,,False,,,,,,,,,,,True,
02070,30,39.0,,40.0,,19.0,,,,,,8.5,,30.8,,,,3.7,21.3,,,8.0,19.4,,,,24.0,38.0,29.1,,,,,,,,,,37.2,,9.0,,10.0,,-11.0,,,,,,-21.5,,0.8,,,,-26.3,-8.7,,,-22.0,-10.6,,,,-6.0,8.0,-0.9,,,,,,,,,,7.2,,,False,,False,,,,,,False,,True,,,,False,True,,,False,False,,,,True,True,True,,,,,,,,,,True,
02090,254,531.0,,554.0,,513.0,,,,,,419.6,,486.6,,,,321.5,377.7,576.5,,286.0,390.9,,,,578.0,648.0,705.3,,,,,,385.2,,,,812.6,,277.0,,300.0,,259.0,,,,,,165.6,,232.6,,,,67.5,123.7,322.5,,32.0,136.9,,,,324.0,394.0,451.3,,,,,,131.2,,,,558.6,,,False,,True,,,,,,True,,True,,,,True,True,False,,True,True,,,,False,False,False,,,,,,True,,,,False,
02100,3,3.0,,2.2,,1.0,0.0,,,,,0.4,,2.6,,,,14.9,3.2,,,0.0,0.8,,,,1.0,13.0,1.3,,,,,,,,,,3.6,,0.0,,-0.8,,-2.0,-3.0,,,,,-2.6,,-0.4,,,,11.9,0.2,,,-3.0,-2.2,,,,-2.0,10.0,-1.7,,,,,,,,,,0.6,,,False,,False,False,,,,,False,,False,,,,False,False,,,False,False,,,,False,False,False,,,,,,,,,,False,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,0.6,,,,0.1,0.0,,,,0.2,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.6,,,,0.1,0.0,,,,0.2,,,,0.0,,,,,,,,,,,,,,,True,,True,True,,,,,,,False,,,,False,True,,,,False,,,,True,,,,,,,,,,,,,
02110,83,96.0,,109.7,,71.0,31.0,,,,,68.3,,114.1,,,,78.5,52.0,61.5,,57.0,66.4,,,,103.0,101.0,238.8,,,,,,,,,,92.4,,13.0,,26.7,,-12.0,-52.0,,,,,-14.7,,31.1,,,,-4.5,-31.0,-21.5,,-26.0,-16.6,,,,20.0,18.0,155.8,,,,,,,,,,9.4,,,False,,True,False,,,,,False,,False,,,,True,False,False,,False,False,,,,False,False,False,,,,,,,,,,True,
02122,82,168.0,,143.9,,156.0,173.0,,,,,219.6,,221.1,,,,93.6,138.6,,,93.0,117.4,,,,153.0,339.0,214.0,,,,,,170.2,,,,145.3,,86.0,,61.9,,74.0,91.0,,,,,137.6,,139.1,,,,11.6,56.6,,,11.0,35.4,,,,71.0,257.0,132.0,,,,,,88.2,,,,63.3,,,True,,True,False,,,,,False,,False,,,,True,True,,,True,True,,,,True,False,False,,,,,,False,,,,True,
02130,35,15.0,,14.9,,14.0,1.0,,,,,19.2,,30.8,,,,5.8,21.6,,,14.0,15.8,,,,25.0,41.0,,,,,,,,,,,25.2,,-20.0,,-20.1,,-21.0,-34.0,,,,,-15.8,,-4.2,,,,-29.2,-13.4,,,-21.0,-19.2,,,,-10.0,6.0,,,,,,,,,,,-9.8,,,False,,False,False,,,,,True,,True,,,,False,True,,,False,True,,,,True,True,,,,,,,,,,,True,
02150,22,72.0,,71.2,,54.0,,,,,,104.7,,71.5,,,,44.0,74.7,,,37.0,43.4,,,,74.0,83.0,119.9,,,,,,,,,,124.9,,50.0,,49.2,,32.0,,,,,,82.7,,49.5,,,,22.0,52.7,,,15.0,21.4,,,,52.0,61.0,97.9,,,,,,,,,,102.9,,,True,,True,,,,,,False,,True,,,,True,False,,,True,True,,,,False,False,False,,,,,,,,,,False,
02158,103,303.0,,371.1,,173.0,,,,,,,,129.1,,,,173.3,158.2,,,359.0,107.0,,,,381.0,,,,,,,,,,,,,,200.0,,268.1,,70.0,,,,,,,,26.1,,,,70.3,55.2,,,256.0,4.0,,,,278.0,,,,,,,,,,,,,,,False,,True,,,,,,,,True,,,,True,True,,,False,True,,,,False,,,,,,,,,,,,,
02164,12,21.0,,21.5,,11.0,,,,,,0.0,,9.3,,,,53.0,10.1,,,8.0,,,,,11.0,18.0,7.9,,,,,,,,,,11.7,,9.0,,9.5,,-1.0,,,,,,-12.0,,-2.7,,,,41.0,-1.9,,,-4.0,,,,,-1.0,6.0,-4.1,,,,,,,,,,-0.3,,,False,,True,,,,,,False,,True,,,,False,True,,,True,,,,,True,True,True,,,,,,,,,,True,
02170,645,645.0,,629.8,,548.0,578.0,,,,,551.0,,577.6,,,,294.3,467.0,649.0,,411.0,387.6,,,,653.0,657.0,719.6,,,,,,1031.5,,,,998.1,,0.0,,-15.2,,-97.0,-67.0,,,,,-94.0,,-67.4,,,,-350.7,-178.0,4.0,,-234.0,-257.4,,,,8.0,12.0,74.6,,,,,,386.5,,,,353.1,,,False,,False,False,,,,,False,,False,,,,False,False,False,,False,False,,,,False,False,False,,,,,,False,,,,False,
02180,15,33.0,,30.3,,28.0,,,,,,15.2,,36.1,,,,80.4,17.8,,,6.0,20.1,,,,34.0,47.0,43.9,,,,,,,,,,35.8,,18.0,,15.3,,13.0,,,,,,0.2,,21.1,,,,65.4,2.8,,,-9.0,5.1,,,,19.0,32.0,28.9,,,,,,,,,,20.8,,,True,,True,,,,,,True,,False,,,,False,True,,,True,True,,,,False,False,False,,,,,,,,,,False,
02185,20,57.0,,44.2,,73.0,0.0,,,,,72.7,,57.1,,,,270.1,102.9,,,3.0,75.0,,,,,71.0,171.5,,,,,,,,,,118.5,,37.0,,24.2,,53.0,-20.0,,,,,52.7,,37.1,,,,250.1,82.9,,,-17.0,55.0,,,,,51.0,151.5,,,,,,,,,,98.5,,,True,,False,True,,,,,False,,False,,,,False,False,,,True,False,,,,,False,False,,,,,,,,,,False,
02188,20,126.0,,126.0,,84.0,,,,,,38.1,,72.3,,,,38.4,100.6,,,69.0,86.8,,,,189.0,103.0,120.8,,,,,,,,,,99.6,,106.0,,106.0,,64.0,,,,,,18.1,,52.3,,,,18.4,80.6,,,49.0,66.8,,,,169.0,83.0,100.8,,,,,,,,,,79.6,,,False,,True,,,,,,True,,True,,,,True,True,,,True,True,,,,False,True,True,,,,,,,,,,True,
02195,4,3.0,,1.8,,4.0,2.0,,,,,2.0,,5.5,,,,13.3,11.3,,,8.0,3.9,,,,,13.0,,,,,,,,,,,,,-1.0,,-2.2,,0.0,-2.0,,,,,-2.0,,1.5,,,,9.3,7.3,,,4.0,-0.1,,,,,9.0,,,,,,,,,,,,,,False,,True,False,,,,,False,,False,,,,False,False,,,False,True,,,,,False,,,,,,,,,,,,
02198,2,0.0,,0.0,,0.0,0.0,,,,,4.2,,6.6,,,,0.2,3.0,,,3.0,0.6,,,,0.0,,,,,,,,,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,2.2,,4.6,,,,-1.8,1.0,,,1.0,-1.4,,,,-2.0,,,,,,,,,,,,,,,False,,False,False,,,,,False,,False,,,,True,True,,,True,True,,,,False,,,,,,,,,,,,,
02220,11,24.0,,22.0,,22.0,0.0,,,,,17.7,,29.9,,,,51.9,17.2,,,5.0,21.5,,,,33.0,43.0,34.7,,,,,,,,,,33.3,,13.0,,11.0,,11.0,-11.0,,,,,6.7,,18.9,,,,40.9,6.2,,,-6.0,10.5,,,,22.0,32.0,23.7,,,,,,,,,,22.3,,,True,,True,True,,,,,True,,False,,,,False,True,,,True,True,,,,False,False,False,,,,,,,,,,False,
02230,1,0.0,,0.0,,0.0,0.0,,,,,0.9,,1.7,,,,0.0,1.7,,,0.0,0.1,,,,0.0,,,,,,,,,,,,,,-1.0,,-1.0,,-1.0,-1.0,,,,,-0.1,,0.7,,,,-1.0,0.7,,,-1.0,-0.9,,,,-1.0,,,,,,,,,,,,,,,False,,False,False,,,,,True,,True,,,,True,True,,,False,True,,,,False,,,,,,,,,,,,,
02240,22,36.0,,30.9,,22.0,,,,,,23.4,,36.4,,,,11.4,9.2,,,21.0,13.6,,,,,41.0,31.5,,,,,,,,,,39.6,,14.0,,8.9,,0.0,,,,,,1.4,,14.4,,,,-10.6,-12.8,,,-1.0,-8.4,,,,,19.0,9.5,,,,,,,,,,17.6,,,True,,True,,,,,,True,,False,,,,True,True,,,True,True,,,,,False,True,,,,,,,,,,False,
02261,50,36.0,,37.8,,33.0,,,,,,23.2,,44.8,,,,35.2,40.2,,,20.0,29.6,,,,47.0,57.0,57.7,,,,,,,,,,40.5,,-14.0,,-12.2,,-17.0,,,,,,-26.8,,-5.2,,,,-14.8,-9.8,,,-30.0,-20.4,,,,-3.0,7.0,7.7,,,,,,,,,,-9.5,,,True,,False,,,,,,False,,True,,,,False,True,,,False,False,,,,True,True,True,,,,,,,,,,True,
02275,1,3.0,,3.2,,0.0,0.0,,,,,1.0,,2.7,,,,611.2,6.5,,,0.0,0.9,,,,1.0,,,,,,,,,,,,,,2.0,,2.2,,-1.0,-1.0,,,,,-0.0,,1.7,,,,610.2,5.5,,,-1.0,-0.1,,,,0.0,,,,,,,,,,,,,,,False,,True,True,,,,,True,,True,,,,False,False,,,True,True,,,,True,,,,,,,,,,,,,
