,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
48021,4423,1530.0,4346.0,,,,,1630.0,1678.6,1082.9,597.0,0.1,,1216.7,,,-2893.0,-77.0,,,,,-2793.0,-2744.4,-3340.1,-3826.0,-4422.9,,-3206.3,,,True,,,,,True,True,False,False,False,,False,,
48023,77,174.0,0.0,,,,,123.0,227.8,100.2,133.0,0.0,,,,,97.0,-77.0,,,,,46.0,150.8,23.2,56.0,-77.0,,,,,True,,,,,True,False,True,True,True,,,,
48025,759,780.0,1075.0,,,,,889.0,693.5,724.3,459.0,0.0,,,,,21.0,316.0,,,,,130.0,-65.5,-34.7,-300.0,-759.0,,,,,False,,,,,False,False,False,False,False,,,,
48027,6884,8616.0,22002.0,,,,,9042.0,18105.3,7217.8,5100.5,1085.5,,5858.2,2598.0,,1732.0,15118.0,,,,,2158.0,11221.3,333.8,-1783.5,-5798.5,,-1025.8,-4286.0,,False,,,,,False,False,True,False,False,,True,False,
48029,68391,75372.0,108827.0,,,,,46243.0,140354.2,50269.9,79948.0,13903.7,,59416.7,43727.0,,6981.0,40436.0,,,,,-22148.0,71963.2,-18121.1,11557.0,-54487.3,,-8974.3,-24664.0,,False,,,,,False,False,False,False,False,,False,False,
48031,385,66.0,10.0,,,,,174.0,45.5,79.2,39.0,0.0,,,,,-319.0,-375.0,,,,,-211.0,-339.5,-305.8,-346.0,-385.0,,,,,False,,,,,True,False,True,False,False,,,,
48033,4,0.0,0.0,,,,,6.0,3.6,2.2,0.0,,,,,,-4.0,-4.0,,,,,2.0,-0.4,-1.8,-4.0,,,,,,False,,,,,True,True,True,False,,,,,
48035,744,378.0,606.0,,,,,455.0,507.9,256.6,121.0,33.9,,,,,-366.0,-138.0,,,,,-289.0,-236.1,-487.4,-623.0,-710.1,,,,,True,,,,,True,True,False,False,False,,,,
48037,2273,1542.0,3298.0,,,,,2355.0,4253.7,858.6,2063.0,0.0,,1177.5,,,-731.0,1025.0,,,,,82.0,1980.7,-1414.4,-210.0,-2273.0,,-1095.5,,,False,,,,,True,False,False,True,False,,False,,
48039,9660,8034.0,11630.0,,,,,7495.0,7009.0,8474.1,9653.5,1337.0,,9624.0,0.0,,-1626.0,1970.0,,,,,-2165.0,-2651.0,-1185.9,-6.5,-8323.0,,-36.0,-9660.0,,False,,,,,False,False,True,True,False,,True,False,
48041,5565,4806.0,12735.0,,,,,3569.0,3859.9,2819.2,5201.5,3329.2,,3338.2,2603.0,,-759.0,7170.0,,,,,-1996.0,-1705.1,-2745.8,-363.5,-2235.8,,-2226.8,-2962.0,,False,,,,,False,False,False,True,False,,False,False,
48043,139,102.0,,,,,,127.0,21.4,106.2,63.5,0.0,,,,,-37.0,,,,,,-12.0,-117.6,-32.8,-75.5,-139.0,,,,,,,,,,True,False,True,False,False,,,,
48045,39,42.0,,,,,,30.0,19.7,18.8,35.0,,,,,,3.0,,,,,,-9.0,-19.3,-20.2,-4.0,,,,,,,,,,,False,False,False,False,,,,,
48047,141,102.0,35.0,,,,,204.0,26.3,128.0,89.0,0.0,,,,,-39.0,-106.0,,,,,63.0,-114.7,-13.0,-52.0,-141.0,,,,,False,,,,,False,False,True,False,False,,,,
48049,1215,1524.0,1784.0,,,,,998.0,1154.8,794.3,958.5,0.0,,1036.7,,,309.0,569.0,,,,,-217.0,-60.2,-420.7,-256.5,-1215.0,,-178.3,,,False,,,,,True,True,False,True,False,,True,,
48051,1229,132.0,34.0,,,,,371.0,71.2,149.2,43.0,0.0,,,,,-1097.0,-1195.0,,,,,-858.0,-1157.8,-1079.8,-1186.0,-1229.0,,,,,False,,,,,True,False,True,False,False,,,,
48053,2082,366.0,117.0,,,,,886.0,212.1,349.6,128.0,0.0,,,,,-1716.0,-1965.0,,,,,-1196.0,-1869.9,-1732.4,-1954.0,-2082.0,,,,,False,,,,,True,False,False,False,False,,,,
48055,2653,858.0,3525.0,,,,,980.0,1704.7,730.3,395.0,0.0,,383.9,,,-1795.0,872.0,,,,,-1673.0,-948.3,-1922.7,-2258.0,-2653.0,,-2269.1,,,True,,,,,True,True,False,False,False,,False,,
48057,532,114.0,24.0,,,,,386.0,54.1,225.5,44.0,0.0,,,,,-418.0,-508.0,,,,,-146.0,-477.9,-306.5,-488.0,-532.0,,,,,False,,,,,True,False,True,False,False,,,,
48059,312,606.0,1094.0,,,,,307.0,686.9,299.7,157.0,36.2,,,,,294.0,782.0,,,,,-5.0,374.9,-12.3,-155.0,-275.8,,,,,False,,,,,True,False,True,True,True,,,,
48061,7591,4782.0,2906.0,,,,,54837.0,3206.4,7860.2,3480.0,1.5,,3093.4,1918.0,,-2809.0,-4685.0,,,,,47246.0,-4384.6,269.2,-4111.0,-7589.5,,-4497.6,-5673.0,,False,,,,,False,False,True,False,False,,False,False,
48063,364,294.0,240.0,,,,,242.0,232.6,227.2,281.0,0.0,,,,,-70.0,-124.0,,,,,-122.0,-131.4,-136.8,-83.0,-364.0,,,,,False,,,,,False,False,False,False,False,,,,
48065,82,108.0,19.0,,,,,116.0,34.9,63.6,181.0,0.0,,,,,26.0,-63.0,,,,,34.0,-47.1,-18.4,99.0,-82.0,,,,,False,,,,,False,False,True,False,False,,,,
48067,442,294.0,852.0,,,,,608.0,498.2,181.6,293.0,0.0,,,,,-148.0,410.0,,,,,166.0,56.2,-260.4,-149.0,-442.0,,,,,False,,,,,False,True,False,False,False,,,,
48069,105,156.0,25.0,,,,,148.0,35.3,91.3,41.0,0.0,,,,,51.0,-80.0,,,,,43.0,-69.7,-13.7,-64.0,-105.0,,,,,False,,,,,True,False,True,False,False,,,,
48071,1492,0.0,37.0,,,,,1181.0,65.1,534.0,738.0,0.0,,480.6,,,-1492.0,-1455.0,,,,,-311.0,-1426.9,-958.0,-754.0,-1492.0,,-1011.4,,,True,,,,,True,True,True,True,True,,True,,
48073,886,948.0,9775.0,,,,,1292.0,897.3,631.5,289.0,0.0,,554.7,,,62.0,8889.0,,,,,406.0,11.3,-254.5,-597.0,-886.0,,-331.3,,,False,,,,,False,True,False,False,False,,False,,
48075,121,252.0,,,,,,204.0,113.7,180.5,49.0,0.1,,,,,131.0,,,,,,83.0,-7.3,59.5,-72.0,-120.9,,,,,,,,,,True,True,True,True,True,,,,
48077,268,462.0,360.0,,,,,404.0,260.7,220.6,155.0,0.0,,,,,194.0,92.0,,,,,136.0,-7.3,-47.4,-113.0,-268.0,,,,,True,,,,,True,True,True,True,False,,,,
48079,35,42.0,0.0,,,,,55.0,19.6,25.3,47.0,0.0,,,,,7.0,-35.0,,,,,20.0,-15.4,-9.7,12.0,-35.0,,,,,False,,,,,False,False,False,False,False,,,,
48081,74,102.0,4.0,,,,,44.0,61.5,59.8,33.0,0.0,,,,,28.0,-70.0,,,,,-30.0,-12.5,-14.2,-41.0,-74.0,,,,,False,,,,,False,True,True,False,False,,,,
48083,284,456.0,1283.0,,,,,209.0,1750.0,246.2,142.0,13.4,,,,,172.0,999.0,,,,,-75.0,1466.0,-37.8,-142.0,-270.6,,,,,False,,,,,True,False,True,True,False,,,,
48085,29669,29520.0,164497.0,,,,,25870.0,8861.8,31148.0,37909.0,11011.7,,32344.6,20466.0,,-149.0,134828.0,,,,,-3799.0,-20807.2,1479.0,8240.0,-18657.3,,2675.6,-9203.0,,False,,,,,False,False,False,False,False,,False,False,
48087,49,30.0,1.0,,,,,60.0,7.9,25.0,70.0,0.0,,,,,-19.0,-48.0,,,,,11.0,-41.1,-24.0,21.0,-49.0,,,,,False,,,,,True,False,False,False,False,,,,
48089,460,264.0,136.0,,,,,424.0,228.9,310.4,277.0,0.0,,,,,-196.0,-324.0,,,,,-36.0,-231.1,-149.6,-183.0,-460.0,,,,,False,,,,,True,False,True,True,False,,,,
48091,2477,2196.0,0.0,,,,,2184.0,842.3,2079.1,528.0,0.5,,1875.6,3648.0,,-281.0,-2477.0,,,,,-293.0,-1634.7,-397.9,-1949.0,-2476.5,,-601.4,1171.0,,False,,,,,False,False,False,False,False,,False,False,
48093,260,450.0,112.0,,,,,446.0,234.5,264.5,37.0,0.0,,,,,190.0,-148.0,,,,,186.0,-25.5,4.5,-223.0,-260.0,,,,,True,,,,,True,True,True,False,False,,,,
48095,81,60.0,0.0,,,,,132.0,225.6,37.6,25.0,0.0,,,,,-21.0,-81.0,,,,,51.0,144.6,-43.4,-56.0,-81.0,,,,,False,,,,,False,False,False,False,False,,,,
48097,1063,1254.0,940.0,,,,,1164.0,632.6,912.2,275.5,0.0,,473.1,,,191.0,-123.0,,,,,101.0,-430.4,-150.8,-787.5,-1063.0,,-589.9,,,True,,,,,True,False,True,False,False,,False,,
48099,3566,1938.0,1564.0,,,,,2020.0,4477.4,1452.7,924.0,0.1,,1366.5,,,-1628.0,-2002.0,,,,,-1546.0,911.4,-2113.3,-2642.0,-3565.9,,-2199.5,,,False,,,,,True,True,False,False,False,,False,,
48101,29,78.0,,,,,,32.0,42.7,31.0,65.0,0.0,,,,,49.0,,,,,,3.0,13.7,2.0,36.0,-29.0,,,,,,,,,,True,True,True,True,True,,,,
48103,158,102.0,,,,,,104.0,9.3,33.5,95.0,0.0,,,,,-56.0,,,,,,-54.0,-148.7,-124.5,-63.0,-158.0,,,,,,,,,,True,False,False,False,False,,,,
48105,134,102.0,,,,,,63.0,61.4,44.6,80.0,0.0,,,,,-32.0,,,,,,-71.0,-72.6,-89.4,-54.0,-134.0,,,,,,,,,,False,False,False,False,False,,,,
48107,150,150.0,16.0,,,,,98.0,104.1,67.9,71.0,0.0,,,,,0.0,-134.0,,,,,-52.0,-45.9,-82.1,-79.0,-150.0,,,,,False,,,,,False,False,False,False,False,,,,
48109,75,0.0,0.0,,,,,19.0,6.5,19.0,1.0,0.0,,,,,-75.0,-75.0,,,,,-56.0,-68.5,-56.0,-74.0,-75.0,,,,,False,,,,,True,True,True,True,False,,,,
48111,129,0.0,0.0,,,,,138.0,14.6,13.3,35.0,0.0,,,,,-129.0,-129.0,,,,,9.0,-114.4,-115.7,-94.0,-129.0,,,,,False,,,,,True,True,True,True,False,,,,
48113,77380,92124.0,250185.0,,,,,69388.0,177661.7,63244.4,89643.5,29828.8,,42880.0,0.0,,14744.0,172805.0,,,,,-7992.0,100281.7,-14135.6,12263.5,-47551.2,,-34500.0,-77380.0,,False,,,,,True,False,True,True,False,,False,False,
48115,272,282.0,156.0,,,,,353.0,138.0,156.5,272.0,0.0,,,,,10.0,-116.0,,,,,81.0,-134.0,-115.5,0.0,-272.0,,,,,False,,,,,False,False,False,True,False,,,,
48117,271,402.0,158.0,,,,,465.0,173.6,219.6,102.0,0.0,,164.8,,,131.0,-113.0,,,,,194.0,-97.4,-51.4,-169.0,-271.0,,-106.2,,,True,,,,,False,True,True,False,False,,True,,
48119,135,78.0,14.0,,,,,68.0,123.4,50.9,41.0,0.0,,,,,-57.0,-121.0,,,,,-67.0,-11.6,-84.1,-94.0,-135.0,,,,,False,,,,,False,True,False,False,False,,,,
48121,20375,17874.0,73151.0,,,,,22367.0,7406.9,18029.7,11736.0,188.7,,14848.9,5359.0,,-2501.0,52776.0,,,,,1992.0,-12968.1,-2345.3,-8639.0,-20186.3,,-5526.1,-15016.0,,False,,,,,True,False,True,False,False,,False,False,
48123,400,210.0,66.0,,,,,393.0,119.6,312.0,263.0,0.0,,,,,-190.0,-334.0,,,,,-7.0,-280.4,-88.0,-137.0,-400.0,,,,,False,,,,,True,False,True,True,False,,,,
48125,26,90.0,,,,,,28.0,365.2,41.1,47.0,0.0,,,,,64.0,,,,,,2.0,339.2,15.1,21.0,-26.0,,,,,,,,,,True,False,True,True,True,,,,
48127,809,42.0,30.0,,,,,439.0,8.4,207.9,12.0,0.0,,,,,-767.0,-779.0,,,,,-370.0,-800.6,-601.1,-797.0,-809.0,,,,,False,,,,,True,False,True,False,False,,,,
48129,75,240.0,,,,,,36.0,1029.9,50.1,58.0,15.7,,,,,165.0,,,,,,-39.0,954.9,-24.9,-17.0,-59.3,,,,,,,,,,True,False,True,True,True,,,,
48131,272,396.0,462.0,,,,,430.0,517.4,280.1,184.0,0.0,,,,,124.0,190.0,,,,,158.0,245.4,8.1,-88.0,-272.0,,,,,False,,,,,False,False,True,True,False,,,,
48133,365,348.0,152.0,,,,,563.0,245.3,240.7,116.0,0.0,,,,,-17.0,-213.0,,,,,198.0,-119.7,-124.3,-249.0,-365.0,,,,,False,,,,,False,False,False,False,False,,,,
48135,4073,480.0,97.0,,,,,4185.0,42.2,1781.4,3045.5,0.0,,2233.1,134.0,,-3593.0,-3976.0,,,,,112.0,-4030.8,-2291.6,-1027.5,-4073.0,,-1839.9,-3939.0,,False,,,,,True,False,True,True,False,,True,False,
48137,53,6.0,0.0,,,,,44.0,1.1,17.4,79.0,0.0,,,,,-47.0,-53.0,,,,,-9.0,-51.9,-35.6,26.0,-53.0,,,,,False,,,,,True,False,True,True,False,,,,
48139,6805,7800.0,9724.0,,,,,4514.0,5935.4,5501.6,5626.5,1500.2,,7461.0,3351.0,,995.0,2919.0,,,,,-2291.0,-869.6,-1303.4,-1178.5,-5304.8,,656.0,-3454.0,,False,,,,,False,True,False,False,False,,True,False,
48141,19821,13644.0,22894.0,,,,,12782.0,4041.5,10235.6,16125.0,0.3,,16462.5,5864.0,,-6177.0,3073.0,,,,,-7039.0,-15779.5,-9585.4,-3696.0,-19820.7,,-3358.5,-13957.0,,True,,,,,False,False,False,True,False,,True,False,
48143,857,1302.0,1632.0,,,,,1301.0,888.0,736.0,354.0,0.1,,674.9,,,445.0,775.0,,,,,444.0,31.0,-121.0,-503.0,-856.9,,-182.1,,,False,,,,,True,True,True,False,False,,True,,
48145,818,672.0,,,,,,453.0,600.4,330.5,471.0,0.0,,,,,-146.0,,,,,,-365.0,-217.6,-487.5,-347.0,-818.0,,,,,,,,,,False,False,False,False,False,,,,
48147,1319,906.0,542.0,,,,,809.0,569.1,774.7,305.0,77.1,,,,,-413.0,-777.0,,,,,-510.0,-749.9,-544.3,-1014.0,-1241.9,,,,,False,,,,,False,False,False,False,False,,,,
48149,910,354.0,281.0,,,,,474.0,129.1,449.1,226.0,0.0,,,,,-556.0,-629.0,,,,,-436.0,-780.9,-460.9,-684.0,-910.0,,,,,False,,,,,True,False,True,False,False,,,,
48151,70,54.0,,,,,,61.0,36.9,35.7,76.0,0.0,,,,,-16.0,,,,,,-9.0,-33.1,-34.3,6.0,-70.0,,,,,,,,,,True,False,False,True,False,,,,
48153,186,276.0,16.0,,,,,124.0,173.1,111.2,44.0,0.0,,,,,90.0,-170.0,,,,,-62.0,-12.9,-74.8,-142.0,-186.0,,,,,False,,,,,True,True,True,False,False,,,,
48155,47,36.0,,,,,,30.0,158.9,11.8,17.0,,,,,,-11.0,,,,,,-17.0,111.9,-35.2,-30.0,,,,,,,,,,,False,False,False,False,,,,,
48157,18948,14034.0,405330.0,,,,,13251.0,11206.5,13801.2,1365.5,75.2,,7931.7,4936.0,,-4914.0,386382.0,,,,,-5697.0,-7741.5,-5146.8,-17582.5,-18872.8,,-11016.3,-14012.0,,False,,,,,False,False,False,False,False,,False,False,
48159,222,180.0,350.0,,,,,166.0,592.6,105.0,146.0,0.0,,,,,-42.0,128.0,,,,,-56.0,370.6,-117.0,-76.0,-222.0,,,,,False,,,,,False,False,False,False,False,,,,
48161,915,294.0,572.0,,,,,420.0,480.5,244.3,86.0,0.0,,,,,-621.0,-343.0,,,,,-495.0,-434.5,-670.7,-829.0,-915.0,,,,,True,,,,,True,True,False,False,False,,,,
48163,777,432.0,511.0,,,,,775.0,182.7,436.1,272.0,0.0,,,,,-345.0,-266.0,,,,,-2.0,-594.3,-340.9,-505.0,-777.0,,,,,True,,,,,True,False,True,False,False,,,,
48165,175,198.0,371.0,,,,,377.0,66.4,171.3,323.0,0.0,,,,,23.0,196.0,,,,,202.0,-108.6,-3.7,148.0,-175.0,,,,,False,,,,,False,False,True,False,False,,,,
48167,11342,11514.0,3882.0,,,,,7581.0,14635.8,9002.8,12108.0,1686.5,,10805.7,12571.0,,172.0,-7460.0,,,,,-3761.0,3293.8,-2339.2,766.0,-9655.5,,-536.3,1229.0,,False,,,,,False,False,False,False,False,,False,False,
48169,84,96.0,,,,,,160.0,89.8,78.9,56.0,0.0,,,,,12.0,,,,,,76.0,5.8,-5.1,-28.0,-84.0,,,,,,,,,,False,True,True,False,False,,,,
48171,872,342.0,79.0,,,,,402.0,103.6,485.1,158.0,0.0,,,,,-530.0,-793.0,,,,,-470.0,-768.4,-386.9,-714.0,-872.0,,,,,False,,,,,True,False,True,False,False,,,,
48173,30,6.0,0.0,,,,,12.0,2.4,18.4,35.0,0.4,,,,,-24.0,-30.0,,,,,-18.0,-27.6,-11.6,5.0,-29.6,,,,,False,,,,,True,False,True,True,False,,,,
48175,123,60.0,,,,,,127.0,1472.9,61.2,36.5,0.0,,,,,-63.0,,,,,,4.0,1349.9,-61.8,-86.5,-123.0,,,,,,,,,,True,False,True,False,False,,,,
48177,838,246.0,47.0,,,,,464.0,91.6,385.6,70.0,0.0,,,,,-592.0,-791.0,,,,,-374.0,-746.4,-452.4,-768.0,-838.0,,,,,False,,,,,True,False,True,False,False,,,,
48179,254,270.0,83.0,,,,,684.0,215.4,261.6,351.0,0.0,,,,,16.0,-171.0,,,,,430.0,-38.6,7.6,97.0,-254.0,,,,,False,,,,,False,False,True,False,False,,,,
48181,3686,2736.0,2046.0,,,,,3613.0,1058.9,2564.0,2720.5,0.1,,1172.8,3140.0,,-950.0,-1640.0,,,,,-73.0,-2627.1,-1122.0,-965.5,-3685.9,,-2513.2,-546.0,,False,,,,,True,False,False,False,False,,False,True,
48183,3461,2250.0,1858.0,,,,,2553.0,962.6,1552.1,875.0,0.0,,1092.8,,,-1211.0,-1603.0,,,,,-908.0,-2498.4,-1908.9,-2586.0,-3461.0,,-2368.2,,,False,,,,,True,False,False,False,False,,False,,
48185,1613,372.0,235.0,,,,,626.0,221.8,467.4,180.0,0.0,,,,,-1241.0,-1378.0,,,,,-987.0,-1391.2,-1145.6,-1433.0,-1613.0,,,,,False,,,,,True,False,True,False,False,,,,
48187,5567,1098.0,159.0,,,,,2799.0,283.9,2960.3,737.0,0.1,,488.4,253.0,,-4469.0,-5408.0,,,,,-2768.0,-5283.1,-2606.7,-4830.0,-5566.9,,-5078.6,-5314.0,,False,,,,,True,False,True,False,False,,False,False,
48189,838,1194.0,676.0,,,,,933.0,842.8,673.2,1213.0,0.0,,1243.6,,,356.0,-162.0,,,,,95.0,4.8,-164.8,375.0,-838.0,,405.6,,,True,,,,,True,True,True,False,False,,False,,
48191,181,144.0,0.0,,,,,38.0,154.4,42.5,19.0,0.0,,,,,-37.0,-181.0,,,,,-143.0,-26.6,-138.5,-162.0,-181.0,,,,,False,,,,,False,True,False,False,False,,,,
48193,240,294.0,612.0,,,,,252.0,236.6,148.0,54.0,30.3,,,,,54.0,372.0,,,,,12.0,-3.4,-92.0,-186.0,-209.7,,,,,False,,,,,True,True,False,False,False,,,,
48195,174,336.0,137.0,,,,,128.0,139.9,124.1,160.5,0.0,,,,,162.0,-37.0,,,,,-46.0,-34.1,-49.9,-13.5,-174.0,,,,,True,,,,,True,True,True,True,False,,,,
48197,105,90.0,0.0,,,,,115.0,16.5,66.8,17.0,0.0,,,,,-15.0,-105.0,,,,,10.0,-88.5,-38.2,-88.0,-105.0,,,,,False,,,,,True,False,False,False,False,,,,
48199,1317,1512.0,1603.0,,,,,1447.0,665.5,1043.6,480.0,0.0,,1115.2,,,195.0,286.0,,,,,130.0,-651.5,-273.4,-837.0,-1317.0,,-201.8,,,False,,,,,True,False,False,False,False,,False,,
48201,92614,105696.0,267448.0,,,,,75227.0,209371.4,96292.9,86127.5,23596.6,,64768.3,0.0,,13082.0,174834.0,,,,,-17387.0,116757.4,3678.9,-6486.5,-69017.4,,-27845.7,-92614.0,,False,,,,,False,False,True,True,False,,False,False,
48203,1826,1440.0,4589.0,,,,,1523.0,3048.9,1041.7,1264.5,0.1,,944.7,,,-386.0,2763.0,,,,,-303.0,1222.9,-784.3,-561.5,-1825.9,,-881.3,,,False,,,,,True,False,False,False,False,,False,,
48205,101,168.0,0.0,,,,,157.0,1669.1,86.7,60.0,0.0,,,,,67.0,-101.0,,,,,56.0,1568.1,-14.3,-41.0,-101.0,,,,,False,,,,,True,False,True,True,False,,,,
48207,109,120.0,0.0,,,,,132.0,38.0,116.3,23.0,0.0,,,,,11.0,-109.0,,,,,23.0,-71.0,7.3,-86.0,-109.0,,,,,False,,,,,False,False,True,False,False,,,,
48209,5962,9690.0,0.0,,,,,3912.0,52235.1,6205.2,4806.0,894.9,,5078.0,2275.0,,3728.0,-5962.0,,,,,-2050.0,46273.1,243.2,-1156.0,-5067.1,,-884.0,-3687.0,,False,,,,,True,False,True,True,False,,True,True,
48211,191,186.0,0.0,,,,,92.0,463.0,80.6,65.0,0.0,,,,,-5.0,-191.0,,,,,-99.0,272.0,-110.4,-126.0,-191.0,,,,,False,,,,,False,False,False,False,False,,,,
48213,2990,1692.0,7178.0,,,,,1573.0,1379.5,1077.2,782.5,0.0,,1215.6,,,-1298.0,4188.0,,,,,-1417.0,-1610.5,-1912.8,-2207.5,-2990.0,,-1774.4,,,False,,,,,False,False,False,False,False,,False,,
48215,19330,11604.0,83697.0,,,,,13043.0,29644.3,13436.0,6631.5,0.6,,4773.5,3073.0,,-7726.0,64367.0,,,,,-6287.0,10314.3,-5894.0,-12698.5,-19329.4,,-14556.5,-16257.0,,False,,,,,True,False,True,False,False,,False,False,
48217,1991,1056.0,191.0,,,,,728.0,1968.8,552.5,544.5,0.0,,1132.0,,,-935.0,-1800.0,,,,,-1263.0,-22.2,-1438.5,-1446.5,-1991.0,,-859.0,,,False,,,,,False,True,False,False,False,,True,,
48219,387,396.0,148.0,,,,,460.0,167.1,283.9,88.0,0.0,,,,,9.0,-239.0,,,,,73.0,-219.9,-103.1,-299.0,-387.0,,,,,False,,,,,False,False,False,False,False,,,,
48221,2054,2556.0,2932.0,,,,,1660.0,1818.2,1428.7,1301.5,519.3,,1714.3,,,502.0,878.0,,,,,-394.0,-235.8,-625.3,-752.5,-1534.7,,-339.7,,,False,,,,,True,True,False,False,False,,True,,
48223,547,636.0,287.0,,,,,766.0,677.0,290.2,360.0,0.0,,,,,89.0,-260.0,,,,,219.0,130.0,-256.8,-187.0,-547.0,,,,,False,,,,,False,False,False,False,False,,,,
48225,365,672.0,1888.0,,,,,404.0,2041.3,386.7,543.0,0.0,,,,,307.0,1523.0,,,,,39.0,1676.3,21.7,178.0,-365.0,,,,,False,,,,,True,False,True,True,False,,,,
48227,672,480.0,1215.0,,,,,1002.0,215.2,418.0,306.0,0.0,,,,,-192.0,543.0,,,,,330.0,-456.8,-254.0,-366.0,-672.0,,,,,False,,,,,False,False,False,False,False,,,,
48229,127,120.0,,,,,,55.0,25.5,90.9,13.0,0.0,,,,,-7.0,,,,,,-72.0,-101.5,-36.1,-114.0,-127.0,,,,,,,,,,False,False,False,False,False,,,,
48231,1496,468.0,65.0,,,,,2339.0,169.2,1083.5,997.0,0.1,,546.3,,,-1028.0,-1431.0,,,,,843.0,-1326.8,-412.5,-499.0,-1495.9,,-949.7,,,False,,,,,True,False,True,True,False,,True,,
48233,316,300.0,36.0,,,,,465.0,206.5,193.5,89.0,0.0,,,,,-16.0,-280.0,,,,,149.0,-109.5,-122.5,-227.0,-316.0,,,,,False,,,,,False,False,False,False,False,,,,
48235,39,30.0,0.0,,,,,30.0,22.0,12.4,24.0,,,,,,-9.0,-39.0,,,,,-9.0,-17.0,-26.6,-15.0,,,,,,False,,,,,False,False,False,False,,,,,
48237,171,210.0,112.0,,,,,404.0,280.1,177.4,95.0,21.7,,,,,39.0,-59.0,,,,,233.0,109.1,6.4,-76.0,-149.3,,,,,False,,,,,False,False,True,False,False,,,,
48239,466,294.0,191.0,,,,,294.0,186.5,261.6,80.0,0.0,,,,,-172.0,-275.0,,,,,-172.0,-279.5,-204.4,-386.0,-466.0,,,,,False,,,,,False,False,False,False,False,,,,
48241,1511,750.0,1114.0,,,,,1031.0,748.0,571.1,583.5,0.0,,,,,-761.0,-397.0,,,,,-480.0,-763.0,-939.9,-927.5,-1511.0,,,,,True,,,,,True,False,False,False,False,,,,
48243,65,6.0,0.0,,,,,18.0,0.2,14.9,29.0,0.0,,,,,-59.0,-65.0,,,,,-47.0,-64.8,-50.1,-36.0,-65.0,,,,,False,,,,,True,False,True,True,False,,,,
48245,3924,4968.0,10648.0,,,,,6113.0,5923.1,4695.1,3776.0,0.3,,2709.3,2246.0,,1044.0,6724.0,,,,,2189.0,1999.1,771.1,-148.0,-3923.7,,-1214.7,-1678.0,,False,,,,,False,False,True,True,False,,False,False,
48247,276,150.0,0.0,,,,,230.0,164.0,95.8,111.0,0.0,,,,,-126.0,-276.0,,,,,-46.0,-112.0,-180.2,-165.0,-276.0,,,,,False,,,,,True,True,False,False,False,,,,
48249,1031,1446.0,3104.0,,,,,1093.0,2496.9,907.2,878.0,0.0,,,,,415.0,2073.0,,,,,62.0,1465.9,-123.8,-153.0,-1031.0,,,,,False,,,,,True,False,True,True,False,,,,
48251,6774,6372.0,6642.0,,,,,4822.0,4751.6,4837.5,2823.0,1721.5,,6673.0,2742.0,,-402.0,-132.0,,,,,-1952.0,-2022.4,-1936.5,-3951.0,-5052.5,,-101.0,-4032.0,,True,,,,,False,False,False,False,False,,True,False,
48253,400,690.0,1543.0,,,,,579.0,337.4,619.7,156.0,0.0,,1128.8,,,290.0,1143.0,,,,,179.0,-62.6,219.7,-244.0,-400.0,,728.8,,,False,,,,,True,True,True,True,False,,False,,
48255,390,102.0,,,,,,392.0,27.0,328.4,28.0,0.0,,,,,-288.0,,,,,,2.0,-363.0,-61.6,-362.0,-390.0,,,,,,,,,,True,False,True,False,False,,,,
48257,4870,4722.0,8227.0,,,,,2868.0,3040.3,3648.9,1765.0,882.7,,4369.2,2096.0,,-148.0,3357.0,,,,,-2002.0,-1829.7,-1221.1,-3105.0,-3987.3,,-500.8,-2774.0,,False,,,,,False,False,False,False,False,,False,False,
48259,1236,486.0,414.0,,,,,583.0,260.3,455.1,221.0,1.1,,,,,-750.0,-822.0,,,,,-653.0,-975.7,-780.9,-1015.0,-1234.9,,,,,False,,,,,True,False,False,False,False,,,,
48261,13,0.0,0.0,,,,,12.0,32.9,0.9,0.0,,,,,,-13.0,-13.0,,,,,-1.0,19.9,-12.1,-13.0,,,,,,False,,,,,True,False,True,False,,,,,
