,count,mean,median,std,min,25%,75%,max
OneQuietNight-ML,3135,403795.7,4225.0,4958845.3,0.0,625.0,29241.0,163507369.0
LANL-GrowthRate,3111,492026.8,2704.0,7474289.9,0.0,324.0,21609.0,338431212.2
LNQ-ens1,3140,753871.1,991.6,18984912.4,0.0,110.8,8776.4,875100130.0
FAIR-NRAR,3137,973234.1,1755.1,32998945.1,0.0,164.5,14273.8,1821415579.6
COVIDhub-ensemble,3141,1113352.6,2025.0,24574712.5,0.0,196.0,17424.0,1190871081.0
JHUAPL-Bucky,3141,2456360.1,4428.7,38589566.9,0.0,538.3,36299.9,1292344653.7
PandemicCentral-USCounty,3118,2773194.0,8750.5,47924652.8,0.0,939.1,69559.0,2247878376.4
Google_Harvard-CPF,3140,2822441.2,1369.3,73160842.7,0.0,147.9,12316.8,3822809783.8
JHU_IDD-CovidSP,3141,3337872.9,2098.2,117639911.1,0.0,201.9,18374.9,6443737834.0
UpstateSU-GRU,2770,4511536.9,8275.6,108177574.7,0.0,803.6,74841.0,5205963486.5
COVIDhub-baseline,3141,4625768.1,6084.0,131862332.8,0.0,529.0,53361.0,6899129721.0
CEID-Walk,3141,4730035.5,6053.3,140954133.9,0.0,538.9,55465.9,7504756553.5
OliverWyman-Navigator,3037,6606555.8,9409.0,172917485.9,0.0,784.0,102400.0,9171318289.0
IowaStateLW-STEM,3103,8547689.4,7396.0,270568299.8,0.0,784.0,70756.0,14740145281.0
CU-select,3019,8594373.6,4225.0,186741980.7,0.0,441.0,38025.0,9427633216.0
UVA-Ensemble,3131,18459328.2,11510.2,356691917.8,0.0,1077.9,115206.8,17041167303.6
