,count,mean,median,std,min,25%,75%,max
PandemicCentral-USCounty,3120,4105231.1,19973.2,59534230.9,0.0,2342.2,156140.5,2698851781.9
OneQuietNight-ML,3135,4234169.8,11025.0,155751771.6,0.0,1444.0,70225.0,8616851929.0
JHU_IDD-CovidSP,3141,6236414.4,4470.5,204455118.1,0.0,407.5,49528.2,11286881833.5
UpstateSU-GRU,2770,7754289.0,18282.9,189825979.3,0.0,1961.2,165655.4,9494160920.9
LANL-GrowthRate,3111,10120338.3,8464.0,336584024.9,0.0,756.2,94864.0,18611507776.0
JHUAPL-Bucky,3141,10162827.6,19192.8,180289925.4,0.0,1609.9,250113.8,8398842253.7
COVIDhub-ensemble,3141,10423982.4,14400.0,322717521.5,0.0,1369.0,130321.0,17658423225.0
LNQ-ens1,3140,10727679.7,9719.3,376072574.0,0.0,886.3,89240.8,20819956777.0
FAIR-NRAR,3137,16919742.3,23031.8,621925197.1,0.0,1784.9,205814.3,34467676291.0
IowaStateLW-STEM,3103,21778037.5,41616.0,767271033.4,0.0,4096.0,344569.0,42539475001.0
COVIDhub-baseline,3141,26159160.6,20449.0,957210827.4,0.0,1764.0,216225.0,53027496729.0
CEID-Walk,3141,26239710.8,19912.9,974112890.1,0.0,1709.1,215110.4,54018942514.3
Google_Harvard-CPF,3140,40104047.9,55161.9,1052300047.5,0.0,8042.7,442701.1,53901922182.0
UVA-Ensemble,3131,77713321.2,39777.3,2864714414.3,0.0,3601.5,419374.0,158541211031.7
CU-select,3031,154850603.7,17161.0,4765970920.2,0.0,1521.0,202500.0,221224419025.0
