,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01075,42,72.0,,69.1,,56.0,67.0,38.0,,,,,53.9,,31.7,,,118.0,22.1,,45.0,,,44.0,63.4,,,,50.0,48.0,84.7,,,,,,,59.6,,,,67.5,100.3,30.0,,27.1,,14.0,25.0,-4.0,,,,,11.9,,-10.3,,,76.0,-19.9,,3.0,,,2.0,21.4,,,,8.0,6.0,42.7,,,,,,,17.6,,,,25.5,58.3,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,True,,,,True,False
01077,326,574.0,,585.3,,471.0,544.0,449.0,,,,,416.4,,284.8,,,795.0,528.5,,447.7,207.5,,406.5,468.0,,,,481.0,421.0,720.6,,,,,,388.6,422.4,,,,564.4,744.4,248.0,,259.3,,145.0,218.0,123.0,,,,,90.4,,-41.2,,,469.0,202.5,,121.7,-118.5,,80.5,142.0,,,,155.0,95.0,394.6,,,,,,62.6,96.4,,,,238.4,418.4,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,True,False
01079,143,190.0,,190.2,,163.0,215.0,161.0,,,,,138.2,,56.6,,,317.0,141.5,,147.6,129.0,,204.0,153.6,,,,159.0,129.0,313.5,,,,,,132.0,155.2,,,,160.1,292.2,47.0,,47.2,,20.0,72.0,18.0,,,,,-4.8,,-86.4,,,174.0,-1.5,,4.6,-14.0,,61.0,10.6,,,,16.0,-14.0,170.5,,,,,,-11.0,12.2,,,,17.1,149.2,,False,,True,False,True,,,,,True,,False,,,False,True,,True,True,,False,True,,,,True,True,False,,,,,,True,True,,,,True,False
01081,884,1084.0,,1030.0,,1049.0,1292.0,622.0,,,,,869.5,,377.9,,1037.0,1110.0,1448.7,,954.2,835.5,,1218.5,1060.1,,,,1212.0,697.0,1248.3,,,,,,738.5,751.4,1152.0,,,1124.1,2012.3,200.0,,146.0,,165.0,408.0,-262.0,,,,,-14.5,,-506.1,,153.0,226.0,564.7,,70.2,-48.5,,334.5,176.1,,,,328.0,-187.0,364.3,,,,,,-145.5,-132.6,268.0,,,240.1,1128.3,,True,,True,False,False,,,,,True,,False,,True,False,False,,True,True,,False,True,,,,False,True,False,,,,,,True,True,False,,,False,False
01083,534,596.0,,545.3,,519.0,613.0,481.0,,,,,467.3,,277.4,,,762.0,555.4,,500.4,463.0,,524.0,514.7,,,,542.0,416.0,756.8,,,,,,655.9,424.4,,,,453.1,820.6,62.0,,11.3,,-15.0,79.0,-53.0,,,,,-66.7,,-256.6,,,228.0,21.4,,-33.6,-71.0,,-10.0,-19.3,,,,8.0,-118.0,222.8,,,,,,121.9,-109.6,,,,-80.9,286.6,,True,,True,False,True,,,,,False,,False,,,False,True,,True,False,,True,True,,,,True,False,False,,,,,,False,False,,,,False,False
01085,80,114.0,,100.4,,96.0,107.0,102.0,,,,,67.4,,19.3,,,54.0,85.0,,71.0,,,122.0,114.2,,,,111.0,71.0,59.4,,,,,,,84.4,,,,98.9,144.2,34.0,,20.4,,16.0,27.0,22.0,,,,,-12.6,,-60.7,,,-26.0,5.0,,-9.0,,,42.0,34.2,,,,31.0,-9.0,-20.6,,,,,,,4.4,,,,18.9,64.2,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,False,False,,,,True,True,True,,,,,,,True,,,,True,False
01087,95,108.0,,106.9,,113.0,110.0,120.0,,,,,66.8,,35.5,,,93.0,297.8,,79.0,,,141.0,110.3,,,,129.0,72.0,104.4,,,,,,,102.4,,,,125.5,105.5,13.0,,11.9,,18.0,15.0,25.0,,,,,-28.2,,-59.5,,,-2.0,202.8,,-16.0,,,46.0,15.3,,,,34.0,-23.0,9.4,,,,,,,7.4,,,,30.5,10.5,,True,,False,False,False,,,,,False,,False,,,True,False,,False,,,False,False,,,,False,False,True,,,,,,,True,,,,False,True
01089,2099,2350.0,,2399.2,2417.0,2349.0,2331.0,2578.0,,,,,1631.6,,1350.5,,2232.5,2705.0,1641.8,,1678.8,1629.5,,2125.0,2266.3,,,,2347.0,1313.0,2983.4,,,,,,1964.4,1846.6,3534.0,,,2348.4,2969.1,251.0,,300.2,318.0,250.0,232.0,479.0,,,,,-467.4,,-748.5,,133.5,606.0,-457.2,,-420.2,-469.5,,26.0,167.3,,,,248.0,-786.0,884.4,,,,,,-134.6,-252.4,1435.0,,,249.4,870.1,,False,False,True,True,False,,,,,False,,False,,True,False,False,,False,False,,True,True,,,,True,False,False,,,,,,True,False,False,,,True,False
01091,86,176.0,,153.3,,156.0,166.0,112.0,,,,,120.5,,43.3,,,167.0,368.5,,118.5,,,165.0,153.0,,,,197.0,117.0,238.7,,,,,,97.6,139.1,,,,173.0,176.2,90.0,,67.3,,70.0,80.0,26.0,,,,,34.5,,-42.7,,,81.0,282.5,,32.5,,,79.0,67.0,,,,111.0,31.0,152.7,,,,,,11.6,53.1,,,,87.0,90.2,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,True,False
01093,105,132.0,,131.2,,118.0,162.0,96.0,,,,,138.9,,44.7,,,252.0,127.0,,118.6,82.0,,101.0,115.7,,,,106.0,104.0,294.1,,,,,,80.5,98.1,,,,132.5,227.5,27.0,,26.2,,13.0,57.0,-9.0,,,,,33.9,,-60.3,,,147.0,22.0,,13.6,-23.0,,-4.0,10.7,,,,1.0,-1.0,189.1,,,,,,-24.5,-6.9,,,,27.5,122.5,,True,,True,False,True,,,,,False,,False,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,False,False
01095,376,588.0,,619.5,,468.0,516.0,468.0,,,,,486.9,,238.7,,531.6,891.0,337.9,,423.9,391.5,,373.0,474.5,,,,475.0,406.0,684.8,,,,,,568.0,438.2,,,,397.0,660.6,212.0,,243.5,,92.0,140.0,92.0,,,,,110.9,,-137.3,,155.6,515.0,-38.1,,47.9,15.5,,-3.0,98.5,,,,99.0,30.0,308.8,,,,,,192.0,62.2,,,,21.0,284.6,,False,,True,True,True,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,True,False
01097,2015,2624.0,,2583.0,2826.3,2451.0,2508.0,2658.0,,,,,1859.5,,1142.0,,2291.5,3191.0,1156.1,,2687.6,1632.5,,2585.0,2464.6,,,,2669.0,1618.0,2560.1,,,,,,1786.5,1972.2,2498.0,,,2700.1,3290.4,609.0,,568.0,811.3,436.0,493.0,643.0,,,,,-155.5,,-873.0,,276.5,1176.0,-858.9,,672.6,-382.5,,570.0,449.6,,,,654.0,-397.0,545.1,,,,,,-228.5,-42.8,483.0,,,685.1,1275.4,,True,False,True,True,False,,,,,True,,False,,True,False,False,,False,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,False
01099,82,78.0,,95.8,,90.0,91.0,41.0,,,,,89.7,,53.1,,,144.0,100.6,,78.0,,,35.0,69.7,,,,93.0,50.0,133.0,,,,,,,56.4,,,,88.5,148.8,-4.0,,13.8,,8.0,9.0,-41.0,,,,,7.7,,-28.9,,,62.0,18.6,,-4.0,,,-47.0,-12.3,,,,11.0,-32.0,51.0,,,,,,,-25.6,,,,6.5,66.8,,False,,False,False,False,,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
01101,1212,1648.0,,1758.1,,1608.0,1638.0,1524.0,,,,,1193.4,,615.0,,1814.2,1402.0,2093.2,,1271.1,1315.0,,1867.0,1550.6,,,,1747.0,1169.0,1339.7,,,,,,1310.7,1826.8,1839.0,,,1587.0,1990.6,436.0,,546.1,,396.0,426.0,312.0,,,,,-18.6,,-597.0,,602.2,190.0,881.2,,59.1,103.0,,655.0,338.6,,,,535.0,-43.0,127.7,,,,,,98.7,614.8,627.0,,,375.0,778.6,,False,,True,True,True,,,,,True,,False,,False,True,False,,True,True,,False,True,,,,False,True,True,,,,,,True,False,False,,,True,False
01103,439,684.0,,648.7,,511.0,664.0,470.0,,,,,599.5,,378.0,,,1076.0,532.6,,556.0,499.0,,482.0,572.5,,,,586.0,467.0,814.3,,,,,,401.4,539.1,,,,488.0,999.7,245.0,,209.7,,72.0,225.0,31.0,,,,,160.5,,-61.0,,,637.0,93.6,,117.0,60.0,,43.0,133.5,,,,147.0,28.0,375.3,,,,,,-37.6,100.1,,,,49.0,560.7,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,True,False
01105,63,36.0,,37.8,,52.0,62.0,58.0,,,,,53.6,,19.3,,,60.0,65.6,,45.0,,,25.0,44.2,,,,40.0,27.0,87.1,,,,,,,32.6,,,,35.7,114.5,-27.0,,-25.2,,-11.0,-1.0,-5.0,,,,,-9.4,,-43.7,,,-3.0,2.6,,-18.0,,,-38.0,-18.8,,,,-23.0,-36.0,24.1,,,,,,,-30.4,,,,-27.3,51.5,,True,,True,True,True,,,,,True,,False,,,True,True,,True,,,False,True,,,,True,False,True,,,,,,,False,,,,False,False
01107,120,130.0,,124.1,,89.0,111.0,67.0,,,,,90.5,,24.5,,,171.0,16.0,,94.5,,,66.0,148.6,,,,111.0,72.0,75.9,,,,,,,92.9,,,,107.1,169.8,10.0,,4.1,,-31.0,-9.0,-53.0,,,,,-29.5,,-95.5,,,51.0,-104.0,,-25.5,,,-54.0,28.6,,,,-9.0,-48.0,-44.1,,,,,,,-27.1,,,,-12.9,49.8,,True,,False,True,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,False
01109,147,214.0,,232.6,,179.0,197.0,131.0,,,,,174.1,,71.1,,,234.0,204.2,,194.6,187.0,,219.0,155.7,,,,240.0,147.0,163.6,,,,,,181.1,184.4,,,,201.8,266.9,67.0,,85.6,,32.0,50.0,-16.0,,,,,27.1,,-75.9,,,87.0,57.2,,47.6,40.0,,72.0,8.7,,,,93.0,0.0,16.6,,,,,,34.1,37.4,,,,54.8,119.9,,False,,True,True,True,,,,,True,,False,,,False,True,,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,,True,False
01111,64,114.0,,114.0,,102.0,90.0,125.0,,,,,75.9,,38.4,,,158.0,174.9,,91.0,,,67.0,84.9,,,,120.0,81.0,96.6,,,,,,,81.5,,,,116.1,108.2,50.0,,50.0,,38.0,26.0,61.0,,,,,11.9,,-25.6,,,94.0,110.9,,27.0,,,3.0,20.9,,,,56.0,17.0,32.6,,,,,,,17.5,,,,52.1,44.2,,True,,True,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
01113,240,308.0,,297.7,,297.0,361.0,215.0,,,,,224.7,,115.2,,,378.0,1189.8,,347.8,253.0,,473.0,352.1,,,,438.0,245.0,282.5,,,,,,272.2,259.0,,,,314.7,410.0,68.0,,57.7,,57.0,121.0,-25.0,,,,,-15.3,,-124.8,,,138.0,949.8,,107.8,13.0,,233.0,112.1,,,,198.0,5.0,42.5,,,,,,32.2,19.0,,,,74.7,170.0,,True,,True,False,True,,,,,True,,False,,,False,False,,False,True,,False,False,,,,False,True,True,,,,,,True,True,,,,False,False
01115,484,566.0,,563.0,,503.0,508.0,496.0,,,,,411.5,,237.9,,,667.0,510.2,,420.5,245.0,,476.0,503.2,,,,466.0,350.0,657.4,,,,,,338.0,400.6,,,,516.8,620.7,82.0,,79.0,,19.0,24.0,12.0,,,,,-72.5,,-246.1,,,183.0,26.2,,-63.5,-239.0,,-8.0,19.2,,,,-18.0,-134.0,173.4,,,,,,-146.0,-83.4,,,,32.8,136.7,,True,,True,True,True,,,,,True,,False,,,False,True,,True,False,,True,True,,,,True,False,False,,,,,,False,False,,,,True,False
01117,1204,1530.0,,1686.0,,1584.0,1684.0,1663.0,,,,,1118.9,,625.1,,1537.2,1632.0,1268.9,,1286.3,912.5,,2205.0,1475.7,,,,1487.0,1016.0,2167.5,,,,,,1231.6,1077.8,2040.0,,,1408.1,1755.1,326.0,,482.0,,380.0,480.0,459.0,,,,,-85.1,,-578.9,,333.2,428.0,64.9,,82.3,-291.5,,1001.0,271.7,,,,283.0,-188.0,963.5,,,,,,27.6,-126.2,836.0,,,204.1,551.1,,False,,False,False,False,,,,,True,,False,,False,False,True,,True,True,,False,True,,,,True,True,False,,,,,,True,True,False,,,True,False
01119,40,46.0,,47.2,,37.0,42.0,6.0,,,,,43.3,,20.7,,,81.0,58.9,,31.0,,,33.0,28.4,,,,63.0,26.0,55.0,,,,,,,40.8,,,,14.2,61.5,6.0,,7.2,,-3.0,2.0,-34.0,,,,,3.3,,-19.3,,,41.0,18.9,,-9.0,,,-7.0,-11.6,,,,23.0,-14.0,15.0,,,,,,,0.8,,,,-25.8,21.5,,False,,True,True,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,True,,,,False,False
01121,495,634.0,,600.2,,542.0,628.0,247.0,,,,,384.7,,123.3,,,608.0,512.0,,424.9,304.0,,767.0,558.9,,,,615.0,436.0,673.2,,,,,,495.5,405.6,,,,598.5,744.6,139.0,,105.2,,47.0,133.0,-248.0,,,,,-110.3,,-371.7,,,113.0,17.0,,-70.1,-191.0,,272.0,63.9,,,,120.0,-59.0,178.2,,,,,,0.5,-89.4,,,,103.5,249.6,,True,,True,True,False,,,,,True,,False,,,True,True,,True,False,,False,True,,,,True,True,False,,,,,,True,True,,,,True,False
01123,183,280.0,,383.2,,383.0,604.0,85.0,,,,,203.6,,100.9,,,260.0,9470.3,,307.6,155.0,,563.5,384.4,,,,,249.0,762.6,,,,,,202.4,184.3,,,,535.1,582.9,97.0,,200.2,,200.0,421.0,-98.0,,,,,20.6,,-82.1,,,77.0,9287.3,,124.6,-28.0,,380.5,201.4,,,,,66.0,579.6,,,,,,19.4,1.3,,,,352.1,399.9,,False,,False,False,False,,,,,True,,True,,,True,False,,False,True,,False,False,,,,,True,False,,,,,,True,True,,,,False,False
01125,1173,1498.0,,1602.4,,1517.0,1638.0,2165.0,,,,,1119.7,,504.5,,1485.6,1743.0,1418.0,,1152.8,814.5,,2342.0,1483.9,,,,1552.0,1016.0,1567.8,,,,,,1280.9,1020.3,2229.0,,,1509.1,1825.5,325.0,,429.4,,344.0,465.0,992.0,,,,,-53.3,,-668.5,,312.6,570.0,245.0,,-20.2,-358.5,,1169.0,310.9,,,,379.0,-157.0,394.8,,,,,,107.9,-152.7,1056.0,,,336.1,652.5,,False,,False,False,False,,,,,True,,False,,True,False,True,,True,False,,False,True,,,,False,True,False,,,,,,True,True,False,,,False,False
01127,222,206.0,,213.1,,174.0,238.0,141.0,,,,,270.5,,142.9,,,579.0,147.5,,260.8,172.5,,125.0,194.1,,,,156.0,164.0,344.6,,,,,,320.8,152.3,,,,122.8,347.3,-16.0,,-8.9,,-48.0,16.0,-81.0,,,,,48.5,,-79.1,,,357.0,-74.5,,38.8,-49.5,,-97.0,-27.9,,,,-66.0,-58.0,122.6,,,,,,98.8,-69.7,,,,-99.2,125.3,,True,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
01129,66,94.0,,95.5,,80.0,96.0,76.0,,,,,72.3,,33.1,,,147.0,54.9,,76.4,,,65.0,77.6,,,,100.0,58.0,123.3,,,,,,,85.7,,,,83.1,144.5,28.0,,29.5,,14.0,30.0,10.0,,,,,6.3,,-32.9,,,81.0,-11.1,,10.4,,,-1.0,11.6,,,,34.0,-8.0,57.3,,,,,,,19.7,,,,17.1,78.5,,False,,True,False,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,False
01131,64,92.0,,97.0,,93.0,92.0,98.0,,,,,66.5,,22.0,,,57.0,87.9,,68.9,,,108.0,86.5,,,,120.0,63.0,86.3,,,,,,,53.3,,,,101.8,113.9,28.0,,33.0,,29.0,28.0,34.0,,,,,2.5,,-42.0,,,-7.0,23.9,,4.9,,,44.0,22.5,,,,56.0,-1.0,22.3,,,,,,,-10.7,,,,37.8,49.9,,False,,False,False,False,,,,,True,,False,,,True,True,,True,,,False,True,,,,False,True,True,,,,,,,True,,,,False,False
01133,51,88.0,,92.4,,93.0,92.0,87.0,,,,,107.7,,65.0,,,220.0,109.1,,99.1,,,33.0,58.7,,,,80.0,68.0,168.9,,,,,,52.0,80.9,,,,80.7,142.6,37.0,,41.4,,42.0,41.0,36.0,,,,,56.7,,14.0,,,169.0,58.1,,48.1,,,-18.0,7.7,,,,29.0,17.0,117.9,,,,,,1.0,29.9,,,,29.7,91.6,,False,,False,False,True,,,,,False,,True,,,False,False,,False,,,True,True,,,,True,True,False,,,,,,True,True,,,,True,False
02013,264,30.0,,32.5,,21.0,63.0,,,,,,5.3,,46.4,,,,515.4,,36.7,,,14.0,24.3,,,,24.0,30.0,,,,,,,,,,,,48.5,,-234.0,,-231.5,,-243.0,-201.0,,,,,,-258.7,,-217.6,,,,251.4,,-227.3,,,-250.0,-239.7,,,,-240.0,-234.0,,,,,,,,,,,,-215.5,,,True,,False,True,,,,,,False,,True,,,,False,,True,,,False,False,,,,False,False,,,,,,,,,,,,True,
02016,75,58.0,,51.2,,51.0,54.0,,,,,,37.2,,31.3,,,,166.9,,66.6,,,73.0,50.3,,,,89.0,49.0,12.5,,,,,,,45.0,,,,64.3,,-17.0,,-23.8,,-24.0,-21.0,,,,,,-37.8,,-43.7,,,,91.9,,-8.4,,,-2.0,-24.7,,,,14.0,-26.0,-62.5,,,,,,,-30.0,,,,-10.7,,,False,,False,False,,,,,,False,,False,,,,False,,True,,,True,False,,,,True,False,False,,,,,,,False,,,,True,
02020,623,800.0,,779.6,1010.5,646.0,848.0,612.0,,,,,816.2,,950.4,,619.4,,398.5,,780.1,782.5,,469.0,588.6,,,,703.0,948.0,1262.9,,,,,,1131.4,1006.2,519.0,,,532.3,,177.0,,156.6,387.5,23.0,225.0,-11.0,,,,,193.2,,327.4,,-3.6,,-224.5,,157.1,159.5,,-154.0,-34.4,,,,80.0,325.0,639.9,,,,,,508.4,383.2,-104.0,,,-90.7,,,True,False,True,False,True,,,,,False,,False,,True,,False,,True,True,,True,True,,,,True,False,False,,,,,,False,False,True,,,True,
02050,184,356.0,,341.7,,229.0,267.0,0.0,,,,,199.8,,253.7,,,,234.7,,217.7,,,245.0,189.6,,,,384.0,225.0,466.6,,,,,,,273.8,,,,288.2,,172.0,,157.7,,45.0,83.0,-184.0,,,,,15.8,,69.7,,,,50.7,,33.7,,,61.0,5.6,,,,200.0,41.0,282.6,,,,,,,89.8,,,,104.2,,,True,,True,True,False,,,,,True,,True,,,,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,
02060,0,0.0,,0.0,,0.0,1.0,0.0,,,,,3.5,,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,1.0,,,,,,,,,,,,1.8,,0.0,,0.0,,0.0,1.0,0.0,,,,,3.5,,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,1.0,,,,,,,,,,,,1.8,,,True,,True,False,True,,,,,False,,False,,,,False,,True,,,,True,,,,True,False,,,,,,,,,,,,False,
02068,0,8.0,,8.0,,4.0,4.0,0.0,,,,,2.8,,2.9,,,,3.6,,4.3,,,2.0,1.6,,,,4.0,8.0,,,,,,,,8.8,,,,5.5,,8.0,,8.0,,4.0,4.0,0.0,,,,,2.8,,2.9,,,,3.6,,4.3,,,2.0,1.6,,,,4.0,8.0,,,,,,,,8.8,,,,5.5,,,True,,True,True,True,,,,,True,,True,,,,True,,True,,,True,True,,,,True,False,,,,,,,,False,,,,True,
02070,23,12.0,,11.3,,11.0,11.0,0.0,,,,,8.0,,15.1,,,,14.9,,13.4,,,5.0,6.9,,,,15.0,19.0,,,,,,,,14.1,,,,12.3,,-11.0,,-11.7,,-12.0,-12.0,-23.0,,,,,-15.0,,-7.9,,,,-8.1,,-9.6,,,-18.0,-16.1,,,,-8.0,-4.0,,,,,,,,-8.9,,,,-10.7,,,False,,False,False,False,,,,,False,,True,,,,True,,True,,,False,False,,,,True,True,,,,,,,,True,,,,True,
02090,164,180.0,,186.0,,190.0,216.0,137.0,,,,,247.3,,156.9,,,,144.9,,242.5,221.0,,76.0,136.5,,,,204.0,286.0,434.4,,,,,,204.6,177.7,,,,253.6,,16.0,,22.0,,26.0,52.0,-27.0,,,,,83.3,,-7.1,,,,-19.1,,78.5,57.0,,-88.0,-27.5,,,,40.0,122.0,270.4,,,,,,40.6,13.7,,,,89.6,,,False,,False,False,False,,,,,False,,True,,,,False,,False,False,,False,False,,,,False,False,False,,,,,,False,True,,,,False,
02100,1,4.0,,3.5,,2.0,3.0,0.0,,,,,0.2,,1.2,,,,7.3,,4.5,,,2.0,1.2,,,,,8.0,,,,,,,,,,,,3.1,,3.0,,2.5,,1.0,2.0,-1.0,,,,,-0.8,,0.2,,,,6.3,,3.5,,,1.0,0.2,,,,,7.0,,,,,,,,,,,,2.1,,,True,,True,True,True,,,,,True,,True,,,,False,,False,,,True,True,,,,,False,,,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.9,,,,0.1,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.9,,,,0.1,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,True,,True,True,True,,,,,,,False,,,,False,,True,,,,False,,,,True,,,,,,,,,,,,,,
02110,54,44.0,,50.9,,58.0,71.0,49.0,,,,,46.6,,40.8,,,,83.6,,35.2,40.0,,64.0,57.2,,,,60.0,63.0,168.0,,,,,,,,,,,48.3,,-10.0,,-3.1,,4.0,17.0,-5.0,,,,,-7.4,,-13.2,,,,29.6,,-18.8,-14.0,,10.0,3.2,,,,6.0,9.0,114.0,,,,,,,,,,,-5.7,,,True,,True,False,True,,,,,True,,False,,,,False,,False,False,,False,True,,,,True,True,False,,,,,,,,,,,True,
02122,54,56.0,,50.0,,57.0,88.0,62.0,,,,,114.9,,125.3,,,,57.3,,76.3,,,27.0,47.2,,,,58.0,159.0,176.0,,,,,,41.5,61.4,,,,29.5,,2.0,,-4.0,,3.0,34.0,8.0,,,,,60.9,,71.3,,,,3.3,,22.3,,,-27.0,-6.8,,,,4.0,105.0,122.0,,,,,,-12.5,7.4,,,,-24.5,,,False,,False,False,False,,,,,False,,False,,,,False,,False,,,False,False,,,,False,False,False,,,,,,False,False,,,,False,
02130,26,18.0,,17.7,,13.0,15.0,0.0,,,,,10.9,,16.8,,,,2.7,,19.6,,,12.0,9.6,,,,11.0,28.0,,,,,,,,,,,,16.7,,-8.0,,-8.3,,-13.0,-11.0,-26.0,,,,,-15.1,,-9.2,,,,-23.3,,-6.4,,,-14.0,-16.4,,,,-15.0,2.0,,,,,,,,,,,,-9.3,,,False,,False,False,False,,,,,False,,False,,,,False,,True,,,False,False,,,,False,True,,,,,,,,,,,,False,
02150,12,20.0,,18.8,,21.0,23.0,0.0,,,,,44.6,,61.4,,,,24.7,,31.4,,,5.0,21.0,,,,24.0,38.0,64.2,,,,,,,28.1,,,,7.9,,8.0,,6.8,,9.0,11.0,-12.0,,,,,32.6,,49.4,,,,12.7,,19.4,,,-7.0,9.0,,,,12.0,26.0,52.2,,,,,,,16.1,,,,-4.1,,,True,,False,False,False,,,,,False,,False,,,,False,,False,,,True,False,,,,False,False,False,,,,,,,False,,,,True,
02158,62,82.0,,99.6,,78.0,109.0,0.0,,,,,,,72.6,,,,255.0,,71.8,,,78.0,63.8,,,,157.0,,,,,,,,,,,,,,,20.0,,37.6,,16.0,47.0,-62.0,,,,,,,10.6,,,,193.0,,9.8,,,16.0,1.8,,,,95.0,,,,,,,,,,,,,,,,False,,True,False,False,,,,,,,True,,,,False,,True,,,True,True,,,,False,,,,,,,,,,,,,,
