,mean_rank
LNQ-ens1,6.3
COVIDhub-trained_ensemble,7.0
COVIDhub-ensemble,7.0
JHU_IDD-CovidSP,8.1
FAIR-NRAR,8.1
OneQuietNight-ML,8.5
LANL-GrowthRate,8.6
UChicagoCHATTOPADHYAY-UnIT,8.9
Google_Harvard-CPF,8.9
CU-select,9.0
COVIDhub-baseline,9.3
CEID-Walk,9.5
OliverWyman-Navigator,9.9
JHUAPL-Bucky,10.1
IowaStateLW-STEM,10.7
PandemicCentral-USCounty,11.1
UpstateSU-GRU,11.9
