,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,51,23009167.9,4620350.2,53540041.8,1849.0,680328.1,21109460.0,276407250.2
LNQ-ens1,51,31211429.1,1632027.3,89640707.2,4965.7,197302.5,17297375.2,558978086.3
Karlen-pypm,51,40376542.7,2977350.2,85447046.6,1354.2,118703.5,46779508.3,487592642.2
RobertWalraven-ESG,51,44064525.4,4673292.8,105213701.5,5272.2,336873.8,29858489.2,542632798.5
OneQuietNight-ML,51,68557922.0,16605625.0,140418289.5,529.0,2666848.5,60567242.5,700766784.0
IEM_MED-CovidProject,51,71972591.1,1917429.8,196519692.0,21.4,380517.8,18232895.8,957183524.2
UChicagoCHATTOPADHYAY-UnIT,51,137813249.5,3702199.3,760591656.1,31.8,449140.8,42594472.4,5443662522.2
COVIDhub-trained_ensemble,51,153238792.6,19793601.0,413327593.2,43264.0,2724692.5,97170614.5,2432758329.0
USC-SI_kJalpha,51,160712492.5,10686361.0,478760998.8,361.0,619853.0,104194202.5,2988590224.0
JHU_UNC_GAS-StatMechPool,51,161022365.0,7417452.2,412516305.4,650.2,1200876.6,104713974.6,2190474006.2
COVIDhub-ensemble,51,170772861.6,11895601.0,470696996.4,13456.0,1771856.5,63910856.0,2868030916.0
Google_Harvard-CPF,51,186943449.7,17669675.0,458544076.5,25306.2,3141068.5,64606119.4,2418696990.1
JHU_IDD-CovidSP,51,215547273.2,5938037.9,1190265114.2,0.1,1119987.7,49046165.5,8512876453.8
Microsoft-DeepSTIA,50,229539171.6,13408839.7,873503246.6,2743.0,1015543.4,61161364.5,5959856127.4
UVA-Ensemble,51,230012711.4,10922974.0,1076897095.4,2762.8,1249946.4,52571874.7,7639836376.0
IowaStateLW-STEM,49,263858845.4,41242084.0,664967781.0,1225.0,3940250.0,155902892.5,3366320400.0
JHUAPL-Bucky,51,380837006.0,13393733.7,1144948868.2,6635.7,1398254.5,46403087.9,4911978339.9
MIT_ISOLAT-Mixtures,50,383004197.0,17912522.6,1222447091.0,0.3,3130605.1,82025358.5,6204963851.8
Covid19Sim-Simulator,51,419578330.2,28245052.4,1336114961.9,154.2,5060467.2,203717889.9,8979851928.2
JHU_CSSE-DECOM,51,444596660.1,31741956.0,1313903028.1,144.0,2572772.5,140885128.0,6520401001.0
UMich-RidgeTfReg,50,452701767.2,55525324.5,979138695.2,36173.7,10216874.4,250265014.1,4831322698.9
SigSci-TS,51,453940192.9,20948929.0,1840470759.2,13456.0,2534173.0,231672996.0,13016984464.0
UCLA-SuEIR,51,464640610.3,18752422.7,2073779658.6,745.0,1829266.1,153988487.8,14795045480.5
CU-select,51,474257720.7,9431041.0,1579528489.1,576.0,741197.0,115376630.5,9579319876.0
COVIDhub-baseline,51,487444726.5,40119556.0,1930122180.5,3249.0,4395332.0,175252457.0,13586932969.0
OliverWyman-Navigator,51,501732611.4,21818241.0,1640726815.9,6084.0,3319142.5,151826084.0,10867437009.0
BPagano-RtDriven,51,503409829.9,18734180.9,2638405922.7,16822.1,2525868.6,73007545.0,18861588906.2
CEID-Walk,51,506706298.0,30944999.7,2099757343.2,945.3,3934900.3,139869600.7,14774497795.4
MOBS-GLEAM_COVID,50,563284675.7,12852961.1,3016279625.6,108826.2,3174003.6,108937204.5,21396677388.0
CovidAnalytics-DELPHI,51,765205640.4,14190289.0,1900986972.2,28900.0,2710860.5,215516352.5,10281148816.0
TTU-squider,51,1343428398.6,46496347.1,8437809326.9,182605.8,3793996.8,154036927.1,60370289520.2
DDS-NBDS,51,42737643497.6,30341221.3,181153546821.4,1715.3,1717993.5,674106534.0,1073555644345.7
