,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
16075,131,304.0,,295.3,,293.0,329.0,,,,,331.3,403.9,,,406.0,103.8,247.2,,230.0,264.0,,,,310.0,384.4,,,,,,311.5,,,,341.8,183.7,173.0,,164.3,,162.0,198.0,,,,,200.3,272.9,,,275.0,-27.2,116.2,,99.0,133.0,,,,179.0,253.4,,,,,,180.5,,,,210.8,52.7,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,False,,,,,,False,,,,False,True
16077,53,48.0,,52.2,,45.0,6.0,,,,,67.7,94.6,,,75.0,5.7,39.5,,24.0,39.4,,,,81.0,44.8,,,,,,,,,,42.9,76.2,-5.0,,-0.8,,-8.0,-47.0,,,,,14.7,41.6,,,22.0,-47.3,-13.5,,-29.0,-13.6,,,,28.0,-8.2,,,,,,,,,,-10.1,23.2,,True,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,,,,,,,,,,False,False
16079,66,124.0,,115.4,,117.0,32.0,,,,,203.2,192.2,,,186.0,44.7,168.1,,69.0,105.1,,,,171.0,156.7,,,,,,,,,,169.7,,58.0,,49.4,,51.0,-34.0,,,,,137.2,126.2,,,120.0,-21.3,102.1,,3.0,39.1,,,,105.0,90.7,,,,,,,,,,103.7,,,True,,True,True,,,,,False,False,,,False,True,False,,True,True,,,,False,False,,,,,,,,,,False,
16081,176,252.0,,237.4,,229.0,300.0,,,,,107.1,310.9,,,196.0,341.6,132.5,,238.0,220.9,,,,228.0,198.6,,,,,,,,,,297.9,172.3,76.0,,61.4,,53.0,124.0,,,,,-68.9,134.9,,,20.0,165.6,-43.5,,62.0,44.9,,,,52.0,22.6,,,,,,,,,,121.9,-3.7,,True,,True,False,,,,,True,False,,,True,False,True,,True,True,,,,True,True,,,,,,,,,,False,True
16083,394,756.0,,928.5,,821.0,606.0,,,,,986.4,1174.1,,,1147.0,963.0,590.5,,572.0,707.3,,,,988.0,956.2,,,,,,641.2,,,,957.8,578.6,362.0,,534.5,,427.0,212.0,,,,,592.4,780.1,,,753.0,569.0,196.5,,178.0,313.3,,,,594.0,562.2,,,,,,247.2,,,,563.8,184.6,,False,,False,True,,,,,False,False,,,False,False,True,,True,True,,,,False,False,,,,,,True,,,,False,True
16085,173,244.0,,214.5,,198.0,,,,,,143.9,263.8,,,87.0,165.2,183.6,,217.0,229.1,,,,194.0,164.5,,,,,,,,,,332.5,172.7,71.0,,41.5,,25.0,,,,,,-29.1,90.8,,,-86.0,-7.8,10.6,,44.0,56.1,,,,21.0,-8.5,,,,,,,,,,159.5,-0.3,,True,,True,,,,,,True,False,,,False,True,True,,True,True,,,,True,True,,,,,,,,,,False,True
16087,91,128.0,,124.5,,125.0,35.0,,,,,150.9,175.8,,,150.0,69.6,90.6,,84.0,114.5,,,,143.0,158.6,,,,,,,,,,161.0,105.9,37.0,,33.5,,34.0,-56.0,,,,,59.9,84.8,,,59.0,-21.4,-0.4,,-7.0,23.5,,,,52.0,67.6,,,,,,,,,,70.0,14.9,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,False,,,,,,,,,,False,True
17001,585,1176.0,,1317.9,,961.0,611.0,,,,,1206.9,1320.5,,,1117.0,414.5,1030.2,,420.0,840.4,,,,953.0,1097.0,,,,,,1087.7,,,,862.7,1037.5,591.0,,732.9,,376.0,26.0,,,,,621.9,735.5,,,532.0,-170.5,445.2,,-165.0,255.4,,,,368.0,512.0,,,,,,502.7,,,,277.7,452.5,,False,,True,True,,,,,False,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,,,,True,True
17003,51,80.0,,89.0,,73.0,12.0,,,,,75.9,114.7,,,88.0,91.2,49.9,,54.0,88.2,,,,64.0,59.8,,,,,,,,,,84.4,54.2,29.0,,38.0,,22.0,-39.0,,,,,24.9,63.7,,,37.0,40.2,-1.1,,3.0,37.2,,,,13.0,8.8,,,,,,,,,,33.4,3.2,,False,,True,False,,,,,True,False,,,False,False,True,,True,False,,,,True,True,,,,,,,,,,False,True
17005,134,288.0,,263.9,,278.0,303.0,,,,,319.2,336.8,,,305.0,257.4,193.7,,266.0,220.7,,,,230.0,329.4,,,,,,,,,,400.1,209.3,154.0,,129.9,,144.0,169.0,,,,,185.2,202.8,,,171.0,123.4,59.7,,132.0,86.7,,,,96.0,195.4,,,,,,,,,,266.1,75.3,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,,,,,False,True
17007,330,620.0,,599.6,,614.0,461.0,,,,,658.9,866.7,,,623.0,402.7,593.5,,438.0,517.9,,,,595.0,944.3,,,,,,694.0,,,,890.8,942.0,290.0,,269.6,,284.0,131.0,,,,,328.9,536.7,,,293.0,72.7,263.5,,108.0,187.9,,,,265.0,614.3,,,,,,364.0,,,,560.8,612.0,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,False,,,,False,False
17009,42,264.0,,232.7,,176.0,463.0,,,,,115.5,232.2,,,113.0,1110.1,117.4,,143.0,152.4,,,,154.0,165.0,,,,,,,,,,535.2,174.6,222.0,,190.7,,134.0,421.0,,,,,73.5,190.2,,,71.0,1068.1,75.4,,101.0,110.4,,,,112.0,123.0,,,,,,,,,,493.2,132.6,,True,,True,False,,,,,True,True,,,True,False,True,,True,True,,,,True,True,,,,,,,,,,False,True
17011,221,224.0,,234.0,,231.0,72.0,,,,,341.4,457.8,,,451.0,106.0,256.6,,111.0,186.3,,,,286.0,448.8,,,,,,189.3,,,,285.9,265.1,3.0,,13.0,,10.0,-149.0,,,,,120.4,236.8,,,230.0,-115.0,35.6,,-110.0,-34.7,,,,65.0,227.8,,,,,,-31.7,,,,64.9,44.1,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,,,,,,False,,,,False,False
17013,32,84.0,,73.2,,68.0,8.0,,,,,68.5,118.0,,,86.0,38.1,41.8,,44.0,74.9,,,,69.0,70.8,,,,,,,,,,101.5,53.7,52.0,,41.2,,36.0,-24.0,,,,,36.5,86.0,,,54.0,6.1,9.8,,12.0,42.9,,,,37.0,38.8,,,,,,,,,,69.5,21.7,,True,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,True,True,,,,,,,,,,False,True
17015,118,168.0,,170.8,,151.0,64.0,,,,,135.9,233.3,,,172.0,74.1,87.0,,125.0,129.0,,,,135.0,179.7,,,,,,,,,,234.3,182.7,50.0,,52.8,,33.0,-54.0,,,,,17.9,115.3,,,54.0,-43.9,-31.0,,7.0,11.0,,,,17.0,61.7,,,,,,,,,,116.3,64.7,,False,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,True,False,,,,,,,,,,False,False
17017,115,160.0,,109.7,,155.0,56.0,,,,,247.5,280.6,,,185.0,92.6,139.5,,135.0,176.5,,,,164.0,142.8,,,,,,,,,,261.1,234.0,45.0,,-5.3,,40.0,-59.0,,,,,132.5,165.6,,,70.0,-22.4,24.5,,20.0,61.5,,,,49.0,27.8,,,,,,,,,,146.1,119.0,,True,,True,False,,,,,False,False,,,False,True,True,,True,False,,,,False,True,,,,,,,,,,False,False
17019,2081,2128.0,,1994.3,,1956.0,1193.0,,,,,2317.9,2731.7,,,3490.0,1916.4,1954.1,,1379.5,1937.0,,,,1772.0,2674.7,,,,,,2330.8,1735.0,,,2509.0,1807.1,47.0,,-86.7,,-125.0,-888.0,,,,,236.9,650.7,,,1409.0,-164.6,-126.9,,-701.5,-144.0,,,,-309.0,593.7,,,,,,249.8,-346.0,,,428.0,-273.9,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,,,,,,False,False,,,False,False
17021,274,576.0,,518.6,,551.0,737.0,,,,,518.9,682.5,,,643.0,449.0,388.6,,465.0,517.3,,,,438.0,587.5,,,,,,710.9,,,,629.6,574.3,302.0,,244.6,,277.0,463.0,,,,,244.9,408.5,,,369.0,175.0,114.6,,191.0,243.3,,,,164.0,313.5,,,,,,436.9,,,,355.6,300.3,,True,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,True,False,,,,,,False,,,,False,True
17023,186,340.0,,293.0,,323.0,332.0,,,,,301.5,423.9,,,338.0,287.6,258.8,,356.5,296.4,,,,252.0,269.1,,,,,,,,,,434.4,467.4,154.0,,107.0,,137.0,146.0,,,,,115.5,237.9,,,152.0,101.6,72.8,,170.5,110.4,,,,66.0,83.1,,,,,,,,,,248.4,281.4,,True,,True,True,,,,,True,False,,,True,True,True,,False,True,,,,True,True,,,,,,,,,,False,False
17025,105,76.0,,91.5,,105.0,32.0,,,,,199.6,199.2,,,235.0,103.0,74.6,,56.0,98.4,,,,100.0,230.7,,,,,,,,,,122.6,142.1,-29.0,,-13.5,,0.0,-73.0,,,,,94.6,94.2,,,130.0,-2.0,-30.4,,-49.0,-6.6,,,,-5.0,125.7,,,,,,,,,,17.6,37.1,,True,,True,False,,,,,False,False,,,False,True,False,,False,True,,,,True,False,,,,,,,,,,True,False
17027,538,808.0,,861.4,,703.0,695.0,,,,,911.1,889.0,,,720.0,411.3,564.7,,675.0,628.5,,,,684.0,927.8,,,,,,342.2,,,,622.5,988.8,270.0,,323.4,,165.0,157.0,,,,,373.1,351.0,,,182.0,-126.7,26.7,,137.0,90.5,,,,146.0,389.8,,,,,,-195.8,,,,84.5,450.8,,False,,True,True,,,,,False,False,,,True,True,True,,True,True,,,,True,False,,,,,,True,,,,True,False
17029,379,512.0,,505.5,,492.0,458.0,,,,,784.3,788.8,,,1200.0,383.4,520.4,,400.0,426.9,,,,452.0,837.1,,,,,,342.8,,,,498.1,574.7,133.0,,126.5,,113.0,79.0,,,,,405.3,409.8,,,821.0,4.4,141.4,,21.0,47.9,,,,73.0,458.1,,,,,,-36.2,,,,119.1,195.7,,True,,True,True,,,,,False,False,,,False,True,False,,True,True,,,,True,False,,,,,,True,,,,True,False
17031,33956,61576.0,,63482.2,85093.1,60627.0,64327.0,,,,,41946.1,67872.2,,69146.4,67819.0,62415.0,50829.4,,55547.0,59420.5,,,,47165.0,58468.9,,,,,,55683.2,39834.0,,,140772.4,34168.3,27620.0,,29526.2,51137.1,26671.0,30371.0,,,,,7990.1,33916.2,,35190.4,33863.0,28459.0,16873.4,,21591.0,25464.5,,,,13209.0,24512.9,,,,,,21727.2,5878.0,,,106816.4,212.3,,False,False,True,False,,,,,True,False,,False,False,False,True,,True,True,,,,True,True,,,,,,True,True,,,False,True
17033,225,268.0,,255.4,,263.0,65.0,,,,,309.2,382.9,,,382.0,268.2,213.3,,163.0,245.4,,,,254.0,324.3,,,,,,,,,,330.2,259.8,43.0,,30.4,,38.0,-160.0,,,,,84.2,157.9,,,157.0,43.2,-11.7,,-62.0,20.4,,,,29.0,99.3,,,,,,,,,,105.2,34.8,,True,,True,False,,,,,False,False,,,False,False,True,,False,True,,,,True,False,,,,,,,,,,False,True
17035,97,188.0,,191.3,,192.0,140.0,,,,,191.5,238.8,,,235.0,212.4,110.0,,218.0,191.1,,,,142.0,246.4,,,,,,,,,,202.2,160.1,91.0,,94.3,,95.0,43.0,,,,,94.5,141.8,,,138.0,115.4,13.0,,121.0,94.1,,,,45.0,149.4,,,,,,,,,,105.2,63.1,,False,,False,True,,,,,False,False,,,False,False,True,,False,False,,,,True,False,,,,,,,,,,False,True
17037,674,1236.0,,1320.8,,1191.0,945.0,,,,,997.8,1539.4,,,1233.0,812.8,979.2,,1236.0,1131.5,,,,934.0,1456.4,,,,,,1058.3,,,,1052.6,1047.4,562.0,,646.8,,517.0,271.0,,,,,323.8,865.4,,,559.0,138.8,305.2,,562.0,457.5,,,,260.0,782.4,,,,,,384.3,,,,378.6,373.4,,False,,True,True,,,,,True,False,,,True,True,True,,False,True,,,,True,False,,,,,,True,,,,True,True
17039,128,324.0,,325.6,,292.0,201.0,,,,,235.7,372.9,,,298.0,547.4,213.3,,292.0,269.9,,,,238.0,214.7,,,,,,,,,,404.7,294.0,196.0,,197.6,,164.0,73.0,,,,,107.7,244.9,,,170.0,419.4,85.3,,164.0,141.9,,,,110.0,86.7,,,,,,,,,,276.7,166.0,,False,,True,True,,,,,True,False,,,True,False,True,,True,True,,,,True,True,,,,,,,,,,False,True
17041,279,168.0,,148.3,,166.0,62.0,,,,,285.7,278.1,,,431.0,85.4,171.5,,48.0,148.5,,,,194.0,314.1,,,,,,,,,,221.4,197.9,-111.0,,-130.7,,-113.0,-217.0,,,,,6.7,-0.9,,,152.0,-193.6,-107.5,,-231.0,-130.5,,,,-85.0,35.1,,,,,,,,,,-57.6,-81.1,,False,,False,False,,,,,True,True,,,False,False,True,,False,False,,,,True,True,,,,,,,,,,True,True
17043,6208,11000.0,,11062.6,13032.3,10559.0,10470.0,,,,,8859.7,11180.0,,10361.8,12026.0,9279.9,9557.2,,8247.0,10077.4,,,,8638.0,10981.9,,,,,,11260.5,6598.0,,,16242.9,10757.4,4792.0,,4854.6,6824.3,4351.0,4262.0,,,,,2651.7,4972.0,,4153.8,5818.0,3071.9,3349.2,,2039.0,3869.4,,,,2430.0,4773.9,,,,,,5052.5,390.0,,,10034.9,4549.4,,False,False,True,True,,,,,True,False,,True,False,True,True,,True,True,,,,True,True,,,,,,False,True,,,False,True
17045,99,128.0,,110.2,,111.0,7.0,,,,,196.0,245.1,,,431.0,88.2,100.7,,67.0,95.4,,,,140.0,312.7,,,,,,,,,,103.1,161.0,29.0,,11.2,,12.0,-92.0,,,,,97.0,146.1,,,332.0,-10.8,1.7,,-32.0,-3.6,,,,41.0,213.7,,,,,,,,,,4.1,62.0,,True,,True,False,,,,,False,False,,,False,True,True,,False,True,,,,False,False,,,,,,,,,,True,False
17047,54,64.0,,48.0,,65.0,27.0,,,,,98.7,111.3,,,109.0,52.1,59.3,,32.0,64.7,,,,65.0,95.2,,,,,,,,,,64.6,103.4,10.0,,-6.0,,11.0,-27.0,,,,,44.7,57.3,,,55.0,-1.9,5.3,,-22.0,10.7,,,,11.0,41.2,,,,,,,,,,10.6,49.4,,True,,False,False,,,,,False,False,,,False,True,True,,False,False,,,,False,False,,,,,,,,,,False,False
17049,181,520.0,,499.4,,487.0,281.0,,,,,764.7,652.1,,,712.0,380.9,370.0,,206.0,466.4,,,,480.0,838.8,,,,,,,,,,672.1,448.3,339.0,,318.4,,306.0,100.0,,,,,583.7,471.1,,,531.0,199.9,189.0,,25.0,285.4,,,,299.0,657.8,,,,,,,,,,491.1,267.3,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,,,,,False,True
17051,155,328.0,,298.6,,311.0,62.0,,,,,466.9,446.2,,,477.0,248.6,212.3,,198.0,285.8,,,,337.0,543.9,,,,,,121.8,,,,361.6,354.5,173.0,,143.6,,156.0,-93.0,,,,,311.9,291.2,,,322.0,93.6,57.3,,43.0,130.8,,,,182.0,388.9,,,,,,-33.2,,,,206.6,199.5,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,False,,,,,,True,,,,False,False
17053,132,236.0,,233.2,,202.0,167.0,,,,,228.6,330.4,,,246.0,109.4,134.1,,98.0,163.1,,,,166.0,278.0,,,,,,,,,,185.0,283.7,104.0,,101.2,,70.0,35.0,,,,,96.6,198.4,,,114.0,-22.6,2.1,,-34.0,31.1,,,,34.0,146.0,,,,,,,,,,53.0,151.7,,True,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,True,False,,,,,,,,,,True,False
17055,289,632.0,,641.2,,569.0,387.0,,,,,825.3,810.0,,,685.0,217.7,508.2,,366.0,502.3,,,,512.0,922.0,,,,,,,,,,558.6,605.6,343.0,,352.2,,280.0,98.0,,,,,536.3,521.0,,,396.0,-71.3,219.2,,77.0,213.3,,,,223.0,633.0,,,,,,,,,,269.6,316.6,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,,,,,True,True
17057,247,232.0,,282.9,,238.0,58.0,,,,,406.4,499.5,,,490.0,103.6,314.1,,107.0,222.8,,,,251.0,494.2,,,,,,,,,,288.6,293.8,-15.0,,35.9,,-9.0,-189.0,,,,,159.4,252.5,,,243.0,-143.4,67.1,,-140.0,-24.2,,,,4.0,247.2,,,,,,,,,,41.6,46.8,,False,,True,False,,,,,False,False,,,False,False,False,,False,False,,,,True,False,,,,,,,,,,False,False
17059,42,52.0,,45.5,,54.0,24.0,,,,,91.5,89.8,,,103.0,45.2,54.0,,26.0,53.8,,,,47.0,65.1,,,,,,,,,,65.6,62.8,10.0,,3.5,,12.0,-18.0,,,,,49.5,47.8,,,61.0,3.2,12.0,,-16.0,11.8,,,,5.0,23.1,,,,,,,,,,23.6,20.8,,True,,False,False,,,,,False,False,,,False,True,False,,False,False,,,,True,False,,,,,,,,,,False,False
17061,114,204.0,,197.9,,203.0,145.0,,,,,174.6,255.1,,,254.0,210.2,122.3,,189.0,171.3,,,,164.0,239.1,,,,,,,,,,257.2,285.6,90.0,,83.9,,89.0,31.0,,,,,60.6,141.1,,,140.0,96.2,8.3,,75.0,57.3,,,,50.0,125.1,,,,,,,,,,143.2,171.6,,True,,True,True,,,,,True,False,,,False,False,True,,True,True,,,,True,False,,,,,,,,,,False,False
17063,600,684.0,,668.6,,677.0,683.0,,,,,589.1,912.6,,,792.0,495.8,500.9,,560.0,660.7,,,,559.0,937.9,,,,,,739.5,,,,708.1,772.7,84.0,,68.6,,77.0,83.0,,,,,-10.9,312.6,,,192.0,-104.2,-99.1,,-40.0,60.7,,,,-41.0,337.9,,,,,,139.5,,,,108.1,172.7,,True,,True,True,,,,,True,False,,,False,False,False,,True,True,,,,True,False,,,,,,False,,,,False,False
17065,61,192.0,,169.7,,163.0,178.0,,,,,151.0,208.0,,,182.0,132.9,111.6,,65.0,146.9,,,,121.0,130.2,,,,,,,,,,231.8,193.9,131.0,,108.7,,102.0,117.0,,,,,90.0,147.0,,,121.0,71.9,50.6,,4.0,85.9,,,,60.0,69.2,,,,,,,,,,170.8,132.9,,True,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,,,,,False,False
17067,173,196.0,,199.3,,197.0,44.0,,,,,192.4,302.3,,,266.0,194.3,142.8,,181.0,158.9,,,,200.0,250.4,,,,,,,,,,243.5,206.8,23.0,,26.3,,24.0,-129.0,,,,,19.4,129.3,,,93.0,21.3,-30.2,,8.0,-14.1,,,,27.0,77.4,,,,,,,,,,70.5,33.8,,False,,False,False,,,,,True,False,,,False,True,False,,True,True,,,,False,False,,,,,,,,,,False,False
17069,37,176.0,,181.5,,106.0,22.0,,,,,94.4,120.4,,,71.0,418.5,82.0,,92.0,98.7,,,,89.0,70.5,,,,,,,,,,251.1,117.9,139.0,,144.5,,69.0,-15.0,,,,,57.4,83.4,,,34.0,381.5,45.0,,55.0,61.7,,,,52.0,33.5,,,,,,,,,,214.1,80.9,,False,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,True,True,,,,,,,,,,False,True
17071,42,84.0,,87.0,,84.0,13.0,,,,,50.7,128.0,,,111.0,165.6,45.2,,70.0,82.6,,,,66.0,82.1,,,,,,,,,,96.0,106.7,42.0,,45.0,,42.0,-29.0,,,,,8.7,86.0,,,69.0,123.6,3.2,,28.0,40.6,,,,24.0,40.1,,,,,,,,,,54.0,64.7,,False,,False,True,,,,,True,False,,,False,False,True,,True,True,,,,True,True,,,,,,,,,,False,False
17073,276,452.0,,476.6,,467.0,455.0,,,,,578.0,713.4,,,642.0,411.9,345.0,,387.0,370.7,,,,411.0,617.1,,,,,,721.8,,,,439.0,747.3,176.0,,200.6,,191.0,179.0,,,,,302.0,437.4,,,366.0,135.9,69.0,,111.0,94.7,,,,135.0,341.1,,,,,,445.8,,,,163.0,471.3,,False,,False,False,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,False,,,,True,False
17075,180,292.0,,276.6,,305.0,242.0,,,,,413.2,496.8,,,490.0,326.9,284.3,,303.5,306.5,,,,313.0,395.5,,,,,,363.4,,,,374.4,477.7,112.0,,96.6,,125.0,62.0,,,,,233.2,316.8,,,310.0,146.9,104.3,,123.5,126.5,,,,133.0,215.5,,,,,,183.4,,,,194.4,297.7,,True,,False,True,,,,,False,False,,,False,False,True,,False,False,,,,False,False,,,,,,False,,,,False,False
17077,411,836.0,,868.5,,838.0,793.0,,,,,828.2,1002.5,,,849.0,857.4,549.0,,924.0,869.1,,,,538.0,989.0,,,,,,661.8,,,,821.8,576.6,425.0,,457.5,,427.0,382.0,,,,,417.2,591.5,,,438.0,446.4,138.0,,513.0,458.1,,,,127.0,578.0,,,,,,250.8,,,,410.8,165.6,,False,,False,True,,,,,True,False,,,False,False,True,,False,False,,,,True,False,,,,,,True,,,,True,True
17079,65,176.0,,203.6,,193.0,173.0,,,,,181.7,240.7,,,219.0,272.0,107.3,,203.0,184.9,,,,137.0,212.6,,,,,,,,,,301.8,169.3,111.0,,138.6,,128.0,108.0,,,,,116.7,175.7,,,154.0,207.0,42.3,,138.0,119.9,,,,72.0,147.6,,,,,,,,,,236.8,104.3,,False,,False,True,,,,,False,False,,,False,False,True,,False,False,,,,True,False,,,,,,,,,,False,True
17081,495,900.0,,929.0,,699.0,1650.0,,,,,757.3,921.2,,,718.0,565.5,578.5,,679.0,678.0,,,,648.0,730.9,,,,,,690.9,,,,893.8,698.3,405.0,,434.0,,204.0,1155.0,,,,,262.3,426.2,,,223.0,70.5,83.5,,184.0,183.0,,,,153.0,235.9,,,,,,195.9,,,,398.8,203.3,,False,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,,,,True,True
17083,263,340.0,,330.2,,295.0,269.0,,,,,397.4,452.0,,,376.0,101.0,271.0,,218.0,274.2,,,,309.0,380.9,,,,,,233.9,,,,208.2,443.5,77.0,,67.2,,32.0,6.0,,,,,134.4,189.0,,,113.0,-162.0,8.0,,-45.0,11.2,,,,46.0,117.9,,,,,,-29.1,,,,-54.8,180.5,,True,,True,True,,,,,False,False,,,False,False,True,,True,True,,,,True,False,,,,,,True,,,,True,False
17085,103,196.0,,208.8,,192.0,153.0,,,,,152.2,291.7,,,246.0,181.7,113.4,,183.0,171.6,,,,160.0,225.9,,,,,,,,,,242.0,223.7,93.0,,105.8,,89.0,50.0,,,,,49.2,188.7,,,143.0,78.7,10.4,,80.0,68.6,,,,57.0,122.9,,,,,,,,,,139.0,120.7,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,True,False,,,,,,,,,,False,False
17087,124,224.0,,178.3,,209.0,117.0,,,,,303.4,274.2,,,225.0,676.2,235.1,,32.0,194.6,,,,181.0,253.0,,,,,,,,,,319.8,244.0,100.0,,54.3,,85.0,-7.0,,,,,179.4,150.2,,,101.0,552.2,111.1,,-92.0,70.6,,,,57.0,129.0,,,,,,,,,,195.8,120.0,,True,,True,True,,,,,False,False,,,False,False,False,,True,True,,,,True,False,,,,,,,,,,False,False
17089,4040,6260.0,,6124.1,7241.1,5950.0,5076.0,,,,,5697.8,6621.4,,6053.1,7432.0,5454.6,4571.1,,5812.0,5784.5,,,,5279.0,6717.6,,,,,,5288.9,4524.0,,,7290.1,5316.6,2220.0,,2084.1,3201.1,1910.0,1036.0,,,,,1657.8,2581.4,,2013.1,3392.0,1414.6,531.1,,1772.0,1744.5,,,,1239.0,2677.6,,,,,,1248.9,484.0,,,3250.1,1276.6,,True,False,True,True,,,,,True,False,,True,False,True,True,,True,True,,,,True,False,,,,,,True,True,,,False,True
17091,777,1200.0,,1241.9,,1201.0,1827.0,,,,,1235.1,1591.0,,,1808.0,895.8,842.7,,1075.0,1059.6,,,,1104.0,2151.6,,,,,,1460.1,,,,1156.3,1448.1,423.0,,464.9,,424.0,1050.0,,,,,458.1,814.0,,,1031.0,118.8,65.7,,298.0,282.6,,,,327.0,1374.6,,,,,,683.1,,,,379.3,671.1,,False,,False,False,,,,,False,False,,,False,True,True,,True,True,,,,True,False,,,,,,False,,,,True,False
17093,1184,1856.0,,1700.5,,1749.0,1345.0,,,,,1443.4,1997.8,,,1787.0,1762.2,1179.6,,1816.0,1701.4,,,,1343.0,1744.5,,,,,,1798.5,1616.0,,,1360.5,2266.2,672.0,,516.5,,565.0,161.0,,,,,259.4,813.8,,,603.0,578.2,-4.4,,632.0,517.4,,,,159.0,560.5,,,,,,614.5,432.0,,,176.5,1082.2,,True,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,True,True,,,True,False
17095,376,908.0,,946.3,,749.0,1042.0,,,,,781.9,1028.1,,,733.0,603.4,578.9,,678.0,740.1,,,,714.0,854.8,,,,,,924.7,,,,723.5,756.6,532.0,,570.3,,373.0,666.0,,,,,405.9,652.1,,,357.0,227.4,202.9,,302.0,364.1,,,,338.0,478.8,,,,,,548.7,,,,347.5,380.6,,False,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,True,True,,,,,,False,,,,True,True
