,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
17113,1746,3640.0,8954.0,,,,,3039.0,2819.4,2008.8,,4432.0,,,3170.7,2190.0,,1894.0,7208.0,,,,,1293.0,1073.4,262.8,,2686.0,,,1424.7,444.0,,False,,,,,True,True,True,,False,,,True,True,
17115,934,1805.0,4518.0,,,,,2055.0,977.5,1101.0,,2087.0,,,1267.4,,,871.0,3584.0,,,,,1121.0,43.5,167.0,,1153.0,,,333.4,,,False,,,,,False,True,True,,False,,,True,,
17117,721,1160.0,1990.0,,,,,976.0,701.0,476.8,,1530.0,,,878.2,,,439.0,1269.0,,,,,255.0,-20.0,-244.2,,809.0,,,157.2,,,False,,,,,True,True,True,,False,,,True,,
17119,4488,6880.0,21137.0,,,,,5798.0,2910.6,3244.5,,6707.5,,,4127.2,8483.0,,2392.0,16649.0,,,,,1310.0,-1577.4,-1243.5,,2219.5,,,-360.8,3995.0,,False,,,,,True,True,True,,True,,,True,False,
17121,470,955.0,510.0,,,,,923.0,220.1,516.6,,891.0,,,1015.3,,,485.0,40.0,,,,,453.0,-249.9,46.6,,421.0,,,545.3,,,True,,,,,True,True,True,,True,,,False,,
17123,197,170.0,155.0,,,,,171.0,192.6,83.8,,109.0,,,,,,-27.0,-42.0,,,,,-26.0,-4.4,-113.2,,-88.0,,,,,,False,,,,,True,True,False,,False,,,,,
17125,139,405.0,475.0,,,,,249.0,288.2,175.8,,335.0,,,,,,266.0,336.0,,,,,110.0,149.2,36.8,,196.0,,,,,,False,,,,,True,True,True,,True,,,,,
17127,267,280.0,376.0,,,,,461.0,191.6,119.3,,228.5,,,,,,13.0,109.0,,,,,194.0,-75.4,-147.7,,-38.5,,,,,,False,,,,,False,False,False,,False,,,,,
17129,223,225.0,269.0,,,,,243.0,121.6,131.4,,207.0,,,,,,2.0,46.0,,,,,20.0,-101.4,-91.6,,-16.0,,,,,,False,,,,,False,False,False,,False,,,,,
17131,114,305.0,61.0,,,,,276.0,77.0,150.9,,136.0,,,,,,191.0,-53.0,,,,,162.0,-37.0,36.9,,22.0,,,,,,True,,,,,True,True,True,,True,,,,,
17133,585,990.0,1136.0,,,,,651.0,471.7,579.4,,863.0,,,924.9,,,405.0,551.0,,,,,66.0,-113.3,-5.6,,278.0,,,339.9,,,False,,,,,True,True,True,,True,,,True,,
17135,800,1860.0,1553.0,,,,,723.0,662.9,866.5,,2179.0,,,1254.8,,,1060.0,753.0,,,,,-77.0,-137.1,66.5,,1379.0,,,454.8,,,True,,,,,True,True,True,,False,,,True,,
17137,356,545.0,951.0,,,,,693.0,165.6,281.6,,223.0,,,193.0,,,189.0,595.0,,,,,337.0,-190.4,-74.4,,-133.0,,,-163.0,,,False,,,,,False,False,True,,True,,,True,,
17139,155,230.0,78.0,,,,,386.0,87.1,135.9,,150.0,,,,,,75.0,-77.0,,,,,231.0,-67.9,-19.1,,-5.0,,,,,,False,,,,,False,True,True,,True,,,,,
17141,477,1380.0,1648.0,,,,,661.0,770.3,570.7,,1272.0,,,1569.2,,,903.0,1171.0,,,,,184.0,293.3,93.7,,795.0,,,1092.2,,,False,,,,,True,True,True,,True,,,False,,
17143,2286,4005.0,10396.0,,,,,3033.0,2752.4,2432.8,,4262.5,,,2271.0,3682.0,,1719.0,8110.0,,,,,747.0,466.4,146.8,,1976.5,,,-15.0,1396.0,,False,,,,,True,True,True,,False,,,True,True,
17145,491,1155.0,600.0,,,,,523.0,572.8,629.7,,522.0,,,351.8,,,664.0,109.0,,,,,32.0,81.8,138.7,,31.0,,,-139.2,,,True,,,,,True,True,True,,True,,,True,,
17147,169,290.0,339.0,,,,,349.0,157.1,194.2,,190.0,,,,,,121.0,170.0,,,,,180.0,-11.9,25.2,,21.0,,,,,,False,,,,,False,True,True,,True,,,,,
17149,175,395.0,353.0,,,,,316.0,370.3,232.0,,287.0,,,,,,220.0,178.0,,,,,141.0,195.3,57.0,,112.0,,,,,,True,,,,,True,True,True,,True,,,,,
17151,56,100.0,18.0,,,,,113.0,133.7,43.3,,105.0,,,,,,44.0,-38.0,,,,,57.0,77.7,-12.7,,49.0,,,,,,True,,,,,False,False,True,,False,,,,,
17153,80,110.0,16.0,,,,,119.0,37.8,63.5,,36.0,,,,,,30.0,-64.0,,,,,39.0,-42.2,-16.5,,-44.0,,,,,,False,,,,,False,False,True,,False,,,,,
17155,59,80.0,7.0,,,,,90.0,69.2,29.0,,74.0,,,,,,21.0,-52.0,,,,,31.0,10.2,-30.0,,15.0,,,,,,False,,,,,False,True,False,,True,,,,,
17157,394,860.0,918.0,,,,,864.0,233.8,478.9,,643.0,,,542.5,,,466.0,524.0,,,,,470.0,-160.2,84.9,,249.0,,,148.5,,,False,,,,,False,True,True,,True,,,True,,
17159,172,545.0,428.0,,,,,387.0,421.5,205.6,,554.5,,,,,,373.0,256.0,,,,,215.0,249.5,33.6,,382.5,,,,,,True,,,,,True,True,True,,False,,,,,
17161,1329,1750.0,2576.0,,,,,2496.0,615.2,1302.6,,1585.0,,,2099.7,1331.0,,421.0,1247.0,,,,,1167.0,-713.8,-26.4,,256.0,,,770.7,2.0,,False,,,,,False,False,True,,True,,,False,True,
17163,3908,6720.0,22725.0,,,,,4551.0,4461.8,3738.5,,7490.5,,,3769.8,9182.0,,2812.0,18817.0,,,,,643.0,553.8,-169.5,,3582.5,,,-138.2,5274.0,,False,,,,,True,True,True,,False,,,True,False,
17165,309,690.0,639.0,,,,,761.0,235.5,406.3,,647.0,,,,,,381.0,330.0,,,,,452.0,-73.5,97.3,,338.0,,,,,,True,,,,,False,True,True,,True,,,,,
17167,1877,2565.0,7110.0,,,,,3687.0,2402.6,1318.7,,2600.5,,,1186.9,2614.0,,688.0,5233.0,,,,,1810.0,525.6,-558.3,,723.5,,,-690.1,737.0,,False,,,,,False,True,True,,False,,,False,False,
17169,89,120.0,4.0,,,,,175.0,63.1,60.7,,86.0,,,,,,31.0,-85.0,,,,,86.0,-25.9,-28.3,,-3.0,,,,,,False,,,,,False,True,True,,True,,,,,
17171,92,95.0,16.0,,,,,96.0,69.2,53.6,,55.0,,,,,,3.0,-76.0,,,,,4.0,-22.8,-38.4,,-37.0,,,,,,False,,,,,False,False,False,,False,,,,,
17173,204,425.0,597.0,,,,,598.0,122.5,225.9,,334.0,,,,,,221.0,393.0,,,,,394.0,-81.5,21.9,,130.0,,,,,,False,,,,,False,True,True,,True,,,,,
17175,43,130.0,10.0,,,,,86.0,241.6,49.4,,64.0,,,,,,87.0,-33.0,,,,,43.0,198.6,6.4,,21.0,,,,,,True,,,,,True,False,True,,True,,,,,
17177,579,570.0,555.0,,,,,659.0,255.2,463.7,,458.5,,,561.9,,,-9.0,-24.0,,,,,80.0,-323.8,-115.3,,-120.5,,,-17.1,,,False,,,,,False,False,False,,False,,,False,,
17179,1843,3330.0,4061.0,,,,,2720.0,2265.1,1684.0,,2865.5,,,1983.8,2574.0,,1487.0,2218.0,,,,,877.0,422.1,-159.0,,1022.5,,,140.8,731.0,,False,,,,,True,True,True,,True,,,True,True,
17181,287,825.0,976.0,,,,,422.0,512.1,336.9,,546.0,,,,,,538.0,689.0,,,,,135.0,225.1,49.9,,259.0,,,,,,False,,,,,True,True,True,,True,,,,,
17183,1335,2330.0,2800.0,,,,,2076.0,823.7,1336.5,,1716.5,,,1365.4,,,995.0,1465.0,,,,,741.0,-511.3,1.5,,381.5,,,30.4,,,False,,,,,True,True,True,,True,,,True,,
17185,163,340.0,73.0,,,,,336.0,194.0,129.7,,230.5,,,,,,177.0,-90.0,,,,,173.0,31.0,-33.3,,67.5,,,,,,True,,,,,True,True,True,,True,,,,,
17187,104,185.0,45.0,,,,,342.0,92.4,220.6,,101.0,,,,,,81.0,-59.0,,,,,238.0,-11.6,116.6,,-3.0,,,,,,True,,,,,False,True,False,,True,,,,,
17189,197,540.0,460.0,,,,,326.0,359.9,240.9,,389.5,,,,,,343.0,263.0,,,,,129.0,162.9,43.9,,192.5,,,,,,True,,,,,True,True,True,,True,,,,,
17191,213,400.0,276.0,,,,,536.0,143.0,205.6,,183.0,,,,,,187.0,63.0,,,,,323.0,-70.0,-7.4,,-30.0,,,,,,True,,,,,False,True,True,,True,,,,,
17193,332,515.0,307.0,,,,,372.0,116.0,197.1,,420.0,,,,,,183.0,-25.0,,,,,40.0,-216.0,-134.9,,88.0,,,,,,True,,,,,True,False,True,,True,,,,,
17195,709,830.0,915.0,,,,,895.0,465.1,631.7,,634.0,,,734.4,,,121.0,206.0,,,,,186.0,-243.9,-77.3,,-75.0,,,25.4,,,False,,,,,False,False,True,,True,,,True,,
17197,7659,13560.0,28914.0,,,,,12064.0,8238.9,8091.1,,14675.0,,,11014.0,17896.0,,5901.0,21255.0,,,,,4405.0,579.9,432.1,,7016.0,,,3355.0,10237.0,,False,,,,,True,True,True,,False,,,True,False,
17199,809,2270.0,1885.0,,,,,1839.0,2137.6,1027.3,,2099.5,,,2068.1,,,1461.0,1076.0,,,,,1030.0,1328.6,218.3,,1290.5,,,1259.1,,,True,,,,,True,True,True,,True,,,True,,
17201,2625,4890.0,10839.0,,,,,3667.0,2699.4,3264.7,,5662.5,,,2610.1,5031.0,,2265.0,8214.0,,,,,1042.0,74.4,639.7,,3037.5,,,-14.9,2406.0,,False,,,,,True,True,True,,False,,,True,False,
17203,532,925.0,1271.0,,,,,727.0,732.0,413.2,,617.0,,,265.1,,,393.0,739.0,,,,,195.0,200.0,-118.8,,85.0,,,-266.9,,,False,,,,,True,True,True,,True,,,True,,
18001,340,865.0,2002.0,,,,,955.0,520.8,231.9,,1222.0,,,,,,525.0,1662.0,,,,,615.0,180.8,-108.1,,882.0,,,,,,False,,,,,False,True,True,,False,,,,,
18003,4741,8275.0,17775.0,,,,,8089.0,5181.2,4829.5,,9106.5,,,8284.9,13600.0,,3534.0,13034.0,,,,,3348.0,440.2,88.5,,4365.5,,,3543.9,8859.0,,False,,,,,True,True,True,,False,,,False,False,
18005,1218,1910.0,4237.0,,,,,1941.0,1370.9,893.9,,1602.0,,,2537.5,,,692.0,3019.0,,,,,723.0,152.9,-324.1,,384.0,,,1319.5,,,False,,,,,False,True,True,,True,,,False,,
18007,96,215.0,57.0,,,,,155.0,46.9,97.2,,129.0,,,,,,119.0,-39.0,,,,,59.0,-49.1,1.2,,33.0,,,,,,True,,,,,True,True,True,,True,,,,,
18009,166,635.0,334.0,,,,,275.0,932.5,112.1,,1078.0,,,,,,469.0,168.0,,,,,109.0,766.5,-53.9,,912.0,,,,,,True,,,,,True,False,True,,False,,,,,
18011,913,1875.0,2260.0,,,,,1304.0,2053.1,1126.5,,2031.0,,,1997.3,,,962.0,1347.0,,,,,391.0,1140.1,213.5,,1118.0,,,1084.3,,,False,,,,,True,False,True,,False,,,False,,
18013,117,300.0,101.0,,,,,364.0,235.0,238.6,,291.5,,,,,,183.0,-16.0,,,,,247.0,118.0,121.6,,174.5,,,,,,True,,,,,False,True,True,,True,,,,,
18015,267,475.0,637.0,,,,,385.0,409.1,329.2,,533.0,,,,,,208.0,370.0,,,,,118.0,142.1,62.2,,266.0,,,,,,False,,,,,True,True,True,,False,,,,,
18017,716,1095.0,2106.0,,,,,817.0,498.1,885.1,,915.0,,,616.1,,,379.0,1390.0,,,,,101.0,-217.9,169.1,,199.0,,,-99.9,,,False,,,,,True,True,True,,True,,,True,,
18019,2144,4065.0,6403.0,,,,,3507.0,4963.4,2148.4,,4346.5,,,3469.4,,,1921.0,4259.0,,,,,1363.0,2819.4,4.4,,2202.5,,,1325.4,,,False,,,,,True,False,True,,False,,,True,,
18021,317,685.0,1221.0,,,,,651.0,247.2,312.7,,946.5,,,,,,368.0,904.0,,,,,334.0,-69.8,-4.3,,629.5,,,,,,False,,,,,True,True,True,,False,,,,,
18023,397,1030.0,589.0,,,,,714.0,457.1,586.7,,933.5,,,502.1,,,633.0,192.0,,,,,317.0,60.1,189.7,,536.5,,,105.1,,,True,,,,,True,True,True,,True,,,True,,
18025,209,350.0,761.0,,,,,257.0,267.1,136.5,,292.0,,,,,,141.0,552.0,,,,,48.0,58.1,-72.5,,83.0,,,,,,False,,,,,True,True,True,,True,,,,,
18027,362,700.0,1028.0,,,,,993.0,581.5,373.8,,518.0,,,858.9,,,338.0,666.0,,,,,631.0,219.5,11.8,,156.0,,,496.9,,,False,,,,,False,True,True,,True,,,False,,
18029,1014,1725.0,2977.0,,,,,1295.0,901.4,840.7,,1573.5,,,1669.0,,,711.0,1963.0,,,,,281.0,-112.6,-173.3,,559.5,,,655.0,,,False,,,,,True,True,True,,True,,,True,,
18031,373,755.0,1330.0,,,,,679.0,446.2,293.5,,607.0,,,1002.9,,,382.0,957.0,,,,,306.0,73.2,-79.5,,234.0,,,629.9,,,False,,,,,True,True,True,,True,,,False,,
18033,498,1045.0,2841.0,,,,,929.0,806.1,482.4,,988.0,,,609.5,,,547.0,2343.0,,,,,431.0,308.1,-15.6,,490.0,,,111.5,,,False,,,,,True,True,True,,True,,,True,,
18035,1360,2985.0,9487.0,,,,,3014.0,1489.5,1310.0,,3163.0,,,2585.9,,,1625.0,8127.0,,,,,1654.0,129.5,-50.0,,1803.0,,,1225.9,,,False,,,,,False,True,True,,False,,,True,,
18037,671,1935.0,2180.0,,,,,1168.0,1228.0,1284.2,,1381.0,,,659.9,,,1264.0,1509.0,,,,,497.0,557.0,613.2,,710.0,,,-11.1,,,False,,,,,True,True,True,,True,,,True,,
18039,1534,3080.0,6332.0,,,,,4567.0,1533.6,2733.2,,2675.0,,,2063.2,2432.0,,1546.0,4798.0,,,,,3033.0,-0.4,1199.2,,1141.0,,,529.2,898.0,,False,,,,,False,True,True,,True,,,True,True,
18041,337,515.0,317.0,,,,,688.0,361.2,367.0,,455.0,,,600.3,,,178.0,-20.0,,,,,351.0,24.2,30.0,,118.0,,,263.3,,,True,,,,,False,True,True,,True,,,False,,
18043,1341,2125.0,2437.0,,,,,2103.0,2310.9,1068.5,,2340.0,,,2373.5,,,784.0,1096.0,,,,,762.0,969.9,-272.5,,999.0,,,1032.5,,,False,,,,,True,False,True,,False,,,False,,
18045,286,650.0,1021.0,,,,,424.0,435.7,261.5,,587.0,,,,,,364.0,735.0,,,,,138.0,149.7,-24.5,,301.0,,,,,,False,,,,,True,True,True,,True,,,,,
18047,224,485.0,534.0,,,,,592.0,708.3,291.5,,406.5,,,,,,261.0,310.0,,,,,368.0,484.3,67.5,,182.5,,,,,,False,,,,,False,False,True,,True,,,,,
18049,244,425.0,681.0,,,,,365.0,296.3,199.6,,331.0,,,,,,181.0,437.0,,,,,121.0,52.3,-44.4,,87.0,,,,,,False,,,,,True,True,True,,True,,,,,
18051,650,1130.0,1453.0,,,,,814.0,1025.3,499.8,,978.0,,,,,,480.0,803.0,,,,,164.0,375.3,-150.2,,328.0,,,,,,False,,,,,True,True,True,,True,,,,,
18053,831,2155.0,3664.0,,,,,1504.0,1647.0,1086.5,,1760.5,,,2099.7,,,1324.0,2833.0,,,,,673.0,816.0,255.5,,929.5,,,1268.7,,,False,,,,,True,True,True,,True,,,True,,
18055,375,1120.0,2230.0,,,,,901.0,416.0,507.0,,1536.5,,,,,,745.0,1855.0,,,,,526.0,41.0,132.0,,1161.5,,,,,,False,,,,,True,True,True,,False,,,,,
18057,4768,9925.0,8600.0,,,,,7225.0,5886.7,6247.4,,10322.5,,,9478.6,5370.0,,5157.0,3832.0,,,,,2457.0,1118.7,1479.4,,5554.5,,,4710.6,602.0,,True,,,,,True,True,True,,False,,,True,True,
18059,1360,3070.0,5197.0,,,,,1779.0,3923.5,1296.0,,2741.5,,,2918.8,,,1710.0,3837.0,,,,,419.0,2563.5,-64.0,,1381.5,,,1558.8,,,False,,,,,True,False,True,,True,,,True,,
18061,867,1205.0,299.0,,,,,1096.0,1162.4,694.9,,1392.0,,,1284.3,,,338.0,-568.0,,,,,229.0,295.4,-172.1,,525.0,,,417.3,,,False,,,,,True,True,True,,False,,,False,,
18063,2532,5390.0,9957.0,,,,,4037.0,4717.4,2892.0,,5093.0,,,4254.4,5116.0,,2858.0,7425.0,,,,,1505.0,2185.4,360.0,,2561.0,,,1722.4,2584.0,,False,,,,,True,True,True,,True,,,True,True,
18065,657,1695.0,1911.0,,,,,1267.0,918.1,977.2,,1266.0,,,744.5,,,1038.0,1254.0,,,,,610.0,261.1,320.2,,609.0,,,87.5,,,False,,,,,True,True,True,,True,,,True,,
18067,1512,3020.0,5311.0,,,,,1955.0,1419.2,919.5,,3241.5,,,2468.8,,,1508.0,3799.0,,,,,443.0,-92.8,-592.5,,1729.5,,,956.8,,,False,,,,,True,True,True,,False,,,True,,
18069,619,925.0,714.0,,,,,852.0,367.0,417.5,,698.0,,,871.0,,,306.0,95.0,,,,,233.0,-252.0,-201.5,,79.0,,,252.0,,,True,,,,,True,True,True,,True,,,True,,
18071,578,910.0,1630.0,,,,,1209.0,399.6,551.5,,633.0,,,1208.1,,,332.0,1052.0,,,,,631.0,-178.4,-26.5,,55.0,,,630.1,,,False,,,,,False,True,True,,True,,,False,,
18073,423,785.0,1440.0,,,,,647.0,394.7,396.1,,990.0,,,767.3,,,362.0,1017.0,,,,,224.0,-28.3,-26.9,,567.0,,,344.3,,,False,,,,,True,True,True,,False,,,True,,
18075,188,280.0,208.0,,,,,563.0,194.5,109.0,,315.0,,,,,,92.0,20.0,,,,,375.0,6.5,-79.0,,127.0,,,,,,True,,,,,False,True,True,,False,,,,,
18077,531,710.0,493.0,,,,,993.0,293.9,412.5,,605.0,,,806.8,,,179.0,-38.0,,,,,462.0,-237.1,-118.5,,74.0,,,275.8,,,True,,,,,False,False,True,,True,,,False,,
18079,289,485.0,436.0,,,,,870.0,105.9,336.6,,821.0,,,,,,196.0,147.0,,,,,581.0,-183.1,47.6,,532.0,,,,,,True,,,,,False,True,True,,False,,,,,
18081,2461,5730.0,10271.0,,,,,4531.0,3116.8,2508.8,,5012.5,,,6205.2,5507.0,,3269.0,7810.0,,,,,2070.0,655.8,47.8,,2551.5,,,3744.2,3046.0,,False,,,,,True,True,True,,True,,,False,True,
18083,413,810.0,1638.0,,,,,1035.0,1598.6,391.8,,1175.0,,,532.1,,,397.0,1225.0,,,,,622.0,1185.6,-21.2,,762.0,,,119.1,,,False,,,,,False,False,True,,False,,,True,,
18085,1030,2290.0,7727.0,,,,,1449.0,1089.3,968.5,,1975.0,,,1214.4,,,1260.0,6697.0,,,,,419.0,59.3,-61.5,,945.0,,,184.4,,,False,,,,,True,True,True,,True,,,True,,
18087,224,470.0,892.0,,,,,760.0,445.3,431.7,,529.0,,,306.0,,,246.0,668.0,,,,,536.0,221.3,207.7,,305.0,,,82.0,,,False,,,,,False,True,True,,False,,,True,,
18089,4999,9645.0,16872.0,,,,,8500.0,6741.1,5786.2,,9091.0,,,3493.2,8095.0,,4646.0,11873.0,,,,,3501.0,1742.1,787.2,,4092.0,,,-1505.8,3096.0,,False,,,,,True,True,True,,True,,,True,True,
18091,1340,2475.0,2482.0,,,,,2113.0,2088.9,1727.0,,2229.5,,,2073.3,,,1135.0,1142.0,,,,,773.0,748.9,387.0,,889.5,,,733.3,,,False,,,,,True,True,True,,True,,,True,,
18093,491,1260.0,1466.0,,,,,1036.0,800.8,776.1,,897.0,,,825.6,,,769.0,975.0,,,,,545.0,309.8,285.1,,406.0,,,334.6,,,False,,,,,True,True,True,,True,,,True,,
18095,1635,3860.0,8841.0,,,,,3191.0,2093.9,2024.9,,2861.5,,,4040.3,3245.0,,2225.0,7206.0,,,,,1556.0,458.9,389.9,,1226.5,,,2405.3,1610.0,,False,,,,,True,True,True,,True,,,False,True,
18097,11772,24980.0,43662.0,,,,,21408.0,19616.4,16580.9,,25598.5,,,30679.9,21564.0,,13208.0,31890.0,,,,,9636.0,7844.4,4808.9,,13826.5,,,18907.9,9792.0,,False,,,,,True,True,True,,False,,,False,True,
18099,596,735.0,679.0,,,,,951.0,1162.0,606.1,,524.0,,,386.8,,,139.0,83.0,,,,,355.0,566.0,10.1,,-72.0,,,-209.2,,,True,,,,,False,False,True,,True,,,False,,
18101,134,240.0,189.0,,,,,301.0,384.9,144.4,,250.0,,,,,,106.0,55.0,,,,,167.0,250.9,10.4,,116.0,,,,,,True,,,,,False,False,True,,False,,,,,
18103,564,770.0,1295.0,,,,,713.0,477.7,379.6,,855.0,,,1051.1,,,206.0,731.0,,,,,149.0,-86.3,-184.4,,291.0,,,487.1,,,False,,,,,True,True,True,,False,,,False,,
18105,1438,2545.0,6489.0,,,,,2822.0,1421.6,1677.3,,3392.5,,,1775.1,1892.0,,1107.0,5051.0,,,,,1384.0,-16.4,239.3,,1954.5,,,337.1,454.0,,False,,,,,False,True,True,,False,,,True,True,
18107,592,1175.0,2417.0,,,,,838.0,696.0,534.3,,1109.5,,,724.2,,,583.0,1825.0,,,,,246.0,104.0,-57.7,,517.5,,,132.2,,,False,,,,,True,True,True,,True,,,True,,
18109,1117,1910.0,3042.0,,,,,1827.0,1584.1,1073.5,,2199.5,,,2088.3,,,793.0,1925.0,,,,,710.0,467.1,-43.5,,1082.5,,,971.3,,,False,,,,,True,True,True,,False,,,False,,
18111,100,145.0,15.0,,,,,222.0,75.7,78.8,,91.0,,,,,,45.0,-85.0,,,,,122.0,-24.3,-21.2,,-9.0,,,,,,False,,,,,False,True,True,,True,,,,,
18113,591,1315.0,2394.0,,,,,869.0,1289.3,596.3,,1225.0,,,625.6,,,724.0,1803.0,,,,,278.0,698.3,5.3,,634.0,,,34.6,,,False,,,,,True,True,True,,True,,,True,,
18115,83,155.0,27.0,,,,,146.0,22.9,85.0,,119.0,,,,,,72.0,-56.0,,,,,63.0,-60.1,2.0,,36.0,,,,,,True,,,,,True,True,True,,True,,,,,
18117,306,595.0,594.0,,,,,637.0,871.4,367.8,,529.0,,,,,,289.0,288.0,,,,,331.0,565.4,61.8,,223.0,,,,,,True,,,,,False,False,True,,True,,,,,
18119,306,720.0,1356.0,,,,,512.0,482.7,354.0,,611.0,,,,,,414.0,1050.0,,,,,206.0,176.7,48.0,,305.0,,,,,,False,,,,,True,True,True,,True,,,,,
18121,127,285.0,24.0,,,,,393.0,82.5,169.9,,269.0,,,,,,158.0,-103.0,,,,,266.0,-44.5,42.9,,142.0,,,,,,True,,,,,False,True,True,,True,,,,,
18123,358,550.0,946.0,,,,,504.0,665.5,277.9,,563.0,,,,,,192.0,588.0,,,,,146.0,307.5,-80.1,,205.0,,,,,,False,,,,,True,False,True,,False,,,,,
18125,221,435.0,366.0,,,,,345.0,305.3,258.2,,327.0,,,,,,214.0,145.0,,,,,124.0,84.3,37.2,,106.0,,,,,,True,,,,,True,True,True,,True,,,,,
18127,1845,3435.0,4288.0,,,,,3004.0,1745.2,2124.0,,2881.0,,,3150.3,2036.0,,1590.0,2443.0,,,,,1159.0,-99.8,279.0,,1036.0,,,1305.3,191.0,,False,,,,,True,True,True,,True,,,True,True,
18129,398,945.0,1300.0,,,,,617.0,1779.3,433.9,,1016.0,,,,,,547.0,902.0,,,,,219.0,1381.3,35.9,,618.0,,,,,,False,,,,,True,False,True,,False,,,,,
18131,126,260.0,34.0,,,,,215.0,53.3,178.4,,158.0,,,,,,134.0,-92.0,,,,,89.0,-72.7,52.4,,32.0,,,,,,True,,,,,True,True,True,,True,,,,,
18133,526,835.0,1799.0,,,,,844.0,398.8,547.4,,935.0,,,547.3,,,309.0,1273.0,,,,,318.0,-127.2,21.4,,409.0,,,21.3,,,False,,,,,False,True,True,,False,,,True,,
18135,242,630.0,1305.0,,,,,645.0,408.2,143.3,,568.0,,,,,,388.0,1063.0,,,,,403.0,166.2,-98.7,,326.0,,,,,,False,,,,,False,True,True,,True,,,,,
18137,437,1115.0,1017.0,,,,,852.0,672.7,380.0,,1370.0,,,1273.3,,,678.0,580.0,,,,,415.0,235.7,-57.0,,933.0,,,836.3,,,True,,,,,True,True,True,,False,,,False,,
18139,255,665.0,647.0,,,,,431.0,697.0,345.0,,565.0,,,,,,410.0,392.0,,,,,176.0,442.0,90.0,,310.0,,,,,,True,,,,,True,False,True,,True,,,,,
18141,3140,5235.0,12123.0,,,,,5632.0,3197.4,3103.9,,5325.5,,,5594.7,5062.0,,2095.0,8983.0,,,,,2492.0,57.4,-36.1,,2185.5,,,2454.7,1922.0,,False,,,,,False,True,True,,False,,,False,True,
18143,366,570.0,825.0,,,,,672.0,257.3,321.0,,537.0,,,,,,204.0,459.0,,,,,306.0,-108.7,-45.0,,171.0,,,,,,False,,,,,False,True,True,,True,,,,,
18145,730,1485.0,2777.0,,,,,1235.0,1653.1,504.0,,1899.0,,,951.0,,,755.0,2047.0,,,,,505.0,923.1,-226.0,,1169.0,,,221.0,,,False,,,,,True,False,True,,False,,,True,,
18147,417,765.0,646.0,,,,,440.0,883.1,421.0,,846.5,,,,,,348.0,229.0,,,,,23.0,466.1,4.0,,429.5,,,,,,True,,,,,True,False,True,,False,,,,,
18149,182,395.0,419.0,,,,,430.0,85.9,276.2,,416.0,,,,,,213.0,237.0,,,,,248.0,-96.1,94.2,,234.0,,,,,,False,,,,,False,True,True,,False,,,,,
18151,380,1070.0,1057.0,,,,,755.0,499.2,555.4,,699.5,,,963.4,,,690.0,677.0,,,,,375.0,119.2,175.4,,319.5,,,583.4,,,True,,,,,True,True,True,,True,,,True,,
18153,195,570.0,958.0,,,,,542.0,378.9,302.0,,382.0,,,,,,375.0,763.0,,,,,347.0,183.9,107.0,,187.0,,,,,,False,,,,,True,True,True,,True,,,,,
18155,177,260.0,334.0,,,,,309.0,143.2,136.1,,161.0,,,,,,83.0,157.0,,,,,132.0,-33.8,-40.9,,-16.0,,,,,,False,,,,,False,True,True,,True,,,,,
18157,2825,5900.0,15998.0,,,,,3861.0,3096.3,3056.2,,6466.0,,,4045.5,3286.0,,3075.0,13173.0,,,,,1036.0,271.3,231.2,,3641.0,,,1220.5,461.0,,False,,,,,True,True,True,,False,,,True,True,
18159,215,570.0,809.0,,,,,317.0,433.0,167.8,,285.0,,,,,,355.0,594.0,,,,,102.0,218.0,-47.2,,70.0,,,,,,False,,,,,True,True,True,,True,,,,,
18161,90,245.0,120.0,,,,,153.0,234.7,140.4,,279.0,,,,,,155.0,30.0,,,,,63.0,144.7,50.4,,189.0,,,,,,True,,,,,True,True,True,,False,,,,,
18163,3474,6895.0,3792.0,,,,,4403.0,7454.0,3923.7,,6306.5,,,5111.1,6615.0,,3421.0,318.0,,,,,929.0,3980.0,449.7,,2832.5,,,1637.1,3141.0,,True,,,,,True,False,True,,True,,,True,True,
