,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
48383,67,91.0,,,,174.0,,9.4,0.0,,,,,24.0,,,,107.0,,-57.6,-67.0,,,,,,,,False,,False,False,,,,
48385,92,203.0,,,,56.0,,261.1,0.0,,,,,111.0,,,,-36.0,,169.1,-92.0,,,,,,,,True,,False,True,,,,
48387,234,238.0,,,,365.0,,145.7,28.1,,,,,4.0,,,,131.0,,-88.3,-205.9,,,,,,,,False,,False,False,,,,
48389,355,553.0,,,,618.0,,24.0,0.0,,,,,198.0,,,,263.0,,-331.0,-355.0,,,,,,,,False,,False,False,,,,
48391,164,175.0,,,,204.0,,62.0,0.0,,,,,11.0,,,,40.0,,-102.0,-164.0,,,,,,,,False,,False,False,,,,
48393,14,35.0,,,,39.0,,16.0,,,,,,21.0,,,,25.0,,2.0,,,,,,,,,False,,True,,,,,
48395,1113,336.0,,,,366.0,,493.5,84.0,,,,,-777.0,,,,-747.0,,-619.5,-1029.0,,,,,,,,True,,True,False,,,,
48397,4489,2744.0,,,,2955.0,,1606.9,1137.4,,2703.6,,,-1745.0,,,,-1534.0,,-2882.1,-3351.6,,-1785.4,,,,,,True,,False,False,,False,,
48399,423,350.0,,,,332.0,,213.6,150.9,,,,,-73.0,,,,-91.0,,-209.4,-272.1,,,,,,,,False,,False,False,,,,
48401,1188,623.0,,,,1630.0,,704.0,0.0,,517.5,,,-565.0,,,,442.0,,-484.0,-1188.0,,-670.5,,,,,,True,,True,False,,False,,
48403,284,224.0,,,,236.0,,2857.5,12.6,,,,,-60.0,,,,-48.0,,2573.5,-271.4,,,,,,,,True,,False,False,,,,
48405,79,175.0,,,,196.0,,52.2,0.0,,,,,96.0,,,,117.0,,-26.8,-79.0,,,,,,,,False,,True,True,,,,
48407,513,63.0,,,,561.0,,50.5,0.0,,,,,-450.0,,,,48.0,,-462.5,-513.0,,,,,,,,True,,False,False,,,,
48409,945,623.0,,,,1936.0,,24958.1,364.8,,551.9,,,-322.0,,,,991.0,,24013.1,-580.2,,-393.1,,,,,,False,,False,False,,False,,
48411,429,105.0,,,,152.0,,197.6,0.0,,,,,-324.0,,,,-277.0,,-231.4,-429.0,,,,,,,,True,,True,False,,,,
48413,59,42.0,,,,68.0,,7.7,0.0,,,,,-17.0,,,,9.0,,-51.3,-59.0,,,,,,,,True,,False,False,,,,
48415,1490,553.0,,,,778.0,,135.0,0.0,,,,,-937.0,,,,-712.0,,-1355.0,-1490.0,,,,,,,,True,,False,False,,,,
48417,99,49.0,,,,84.0,,24.1,0.0,,,,,-50.0,,,,-15.0,,-74.9,-99.0,,,,,,,,True,,False,False,,,,
48419,463,224.0,,,,692.0,,135.3,0.2,,,,,-239.0,,,,229.0,,-327.7,-462.8,,,,,,,,True,,False,False,,,,
48421,28,14.0,,,,71.0,,8.6,0.0,,,,,-14.0,,,,43.0,,-19.4,-28.0,,,,,,,,False,,False,False,,,,
48423,6092,2835.0,,,,6195.0,,1004.6,0.3,,4333.4,1413.0,,-3257.0,,,,103.0,,-5087.4,-6091.7,,-1758.6,-4679.0,,,,,True,,False,False,,True,False,
48425,348,273.0,,,,280.0,,81.4,4.4,,,,,-75.0,,,,-68.0,,-266.6,-343.6,,,,,,,,True,,False,False,,,,
48427,3100,2548.0,,,,1173.0,,3321.9,1365.9,,1933.3,,,-552.0,,,,-1927.0,,221.9,-1734.1,,-1166.7,,,,,,False,,True,False,,False,,
48429,203,63.0,,,,425.0,,37.0,0.0,,,,,-140.0,,,,222.0,,-166.0,-203.0,,,,,,,,False,,False,False,,,,
48431,13,49.0,,,,56.0,,23.8,,,,,,36.0,,,,43.0,,10.8,,,,,,,,,False,,True,,,,,
48433,76,77.0,,,,56.0,,19.2,,,,,,1.0,,,,-20.0,,-56.8,,,,,,,,,False,,False,,,,,
48435,101,161.0,,,,128.0,,82.9,0.0,,,,,60.0,,,,27.0,,-18.1,-101.0,,,,,,,,True,,True,False,,,,
48437,128,196.0,,,,308.0,,28.7,0.0,,,,,68.0,,,,180.0,,-99.3,-128.0,,,,,,,,False,,False,False,,,,
48439,96236,39592.0,,,,71036.0,,31039.9,34678.7,,28501.3,,,-56644.0,,,,-25200.0,,-65196.1,-61557.3,,-67734.7,,,,,,True,,False,False,,False,,
48441,4214,5019.0,,,,4771.0,,1838.5,0.1,,5923.8,1849.0,,805.0,,,,557.0,,-2375.5,-4213.9,,1709.8,-2365.0,,,,,True,,False,False,,False,False,
48443,27,56.0,,,,64.0,,31.6,,,,,,29.0,,,,37.0,,4.6,,,,,,,,,False,,True,,,,,
48445,354,287.0,,,,669.0,,308.0,27.9,,,,,-67.0,,,,315.0,,-46.0,-326.1,,,,,,,,False,,True,False,,,,
48447,20,35.0,,,,56.0,,8.1,,,,,,15.0,,,,36.0,,-11.9,,,,,,,,,False,,True,,,,,
48449,1104,777.0,,,,1340.0,,166.3,0.1,,362.9,,,-327.0,,,,236.0,,-937.7,-1103.9,,-741.1,,,,,,True,,False,False,,False,,
48451,4255,4711.0,,,,4346.0,,1990.4,0.3,,3605.5,,,456.0,,,,91.0,,-2264.6,-4254.7,,-649.5,,,,,,True,,False,False,,False,,
48453,25330,21966.0,,,,25865.0,,24283.6,15574.8,,25818.5,18602.0,,-3364.0,,,,535.0,,-1046.4,-9755.2,,488.5,-6728.0,,,,,True,,True,False,,True,False,
48455,303,91.0,,,,304.0,,110.3,0.0,,,,,-212.0,,,,1.0,,-192.7,-303.0,,,,,,,,True,,True,False,,,,
48457,900,196.0,,,,718.0,,265.5,0.0,,,,,-704.0,,,,-182.0,,-634.5,-900.0,,,,,,,,True,,True,False,,,,
48459,1437,994.0,,,,1172.0,,654.7,0.0,,,,,-443.0,,,,-265.0,,-782.3,-1437.0,,,,,,,,True,,False,False,,,,
48461,114,147.0,,,,149.0,,35.1,0.0,,,,,33.0,,,,35.0,,-78.9,-114.0,,,,,,,,False,,False,False,,,,
48463,1717,1176.0,,,,1005.0,,1825.1,85.0,,,,,-541.0,,,,-712.0,,108.1,-1632.0,,,,,,,,False,,True,False,,,,
48465,3460,2303.0,,,,2502.0,,680.5,0.2,,989.9,,,-1157.0,,,,-958.0,,-2779.5,-3459.8,,-2470.1,,,,,,True,,False,False,,False,,
48467,1444,602.0,,,,1522.0,,234.9,0.0,,347.0,,,-842.0,,,,78.0,,-1209.1,-1444.0,,-1097.0,,,,,,True,,False,False,,False,,
48469,2108,595.0,,,,3151.0,,387.9,0.4,,713.9,,,-1513.0,,,,1043.0,,-1720.1,-2107.6,,-1394.1,,,,,,True,,False,False,,True,,
48471,2497,2219.0,,,,1310.0,,2880.1,0.3,,623.8,,,-278.0,,,,-1187.0,,383.1,-2496.7,,-1873.2,,,,,,False,,False,False,,False,,
48473,1342,1505.0,,,,1077.0,,2546.1,421.8,,,,,163.0,,,,-265.0,,1204.1,-920.2,,,,,,,,False,,False,False,,,,
48475,355,217.0,,,,481.0,,133.8,0.0,,,,,-138.0,,,,126.0,,-221.2,-355.0,,,,,,,,True,,False,False,,,,
48477,2186,385.0,,,,695.0,,353.4,83.4,,,,,-1801.0,,,,-1491.0,,-1832.6,-2102.6,,,,,,,,True,,False,False,,,,
48479,16743,11193.0,,,,8047.0,,4814.4,8547.4,,14467.3,,,-5550.0,,,,-8696.0,,-11928.6,-8195.6,,-2275.7,,,,,,False,,False,False,,True,,
48481,1263,1036.0,,,,1043.0,,1193.4,0.1,,1026.1,,,-227.0,,,,-220.0,,-69.6,-1262.9,,-236.9,,,,,,True,,True,False,,False,,
48483,134,119.0,,,,209.0,,19.6,0.0,,,,,-15.0,,,,75.0,,-114.4,-134.0,,,,,,,,False,,False,False,,,,
48485,4506,3710.0,,,,5803.0,,2000.3,1945.3,,4023.0,,,-796.0,,,,1297.0,,-2505.7,-2560.7,,-483.0,,,,,,False,,False,False,,True,,
48487,605,322.0,,,,855.0,,123.1,0.0,,,,,-283.0,,,,250.0,,-481.9,-605.0,,,,,,,,True,,False,False,,,,
48489,752,378.0,,,,338.0,,307.5,0.3,,,,,-374.0,,,,-414.0,,-444.5,-751.7,,,,,,,,False,,False,False,,,,
48491,18962,10668.0,,,,13363.0,,13545.7,5557.8,,9302.5,,,-8294.0,,,,-5599.0,,-5416.3,-13404.2,,-9659.5,,,,,,True,,True,False,,False,,
48493,1704,1449.0,,,,1293.0,,1618.5,154.5,,,,,-255.0,,,,-411.0,,-85.5,-1549.5,,,,,,,,False,,True,False,,,,
48495,195,7.0,,,,341.0,,63.7,0.0,,,,,-188.0,,,,146.0,,-131.3,-195.0,,,,,,,,True,,True,False,,,,
48497,2850,2569.0,,,,2712.0,,1167.4,879.3,,1391.1,,,-281.0,,,,-138.0,,-1682.6,-1970.7,,-1458.9,,,,,,True,,False,False,,False,,
48499,1195,574.0,,,,1159.0,,297.5,0.0,,,,,-621.0,,,,-36.0,,-897.5,-1195.0,,,,,,,,True,,False,False,,,,
48501,97,203.0,,,,376.0,,619.5,25.2,,,,,106.0,,,,279.0,,522.5,-71.8,,,,,,,,False,,False,True,,,,
48503,678,392.0,,,,820.0,,265.1,295.0,,,,,-286.0,,,,142.0,,-412.9,-383.0,,,,,,,,True,,False,False,,,,
48505,765,427.0,,,,296.0,,297.5,0.0,,,,,-338.0,,,,-469.0,,-467.5,-765.0,,,,,,,,False,,False,False,,,,
48507,888,252.0,,,,502.0,,62.8,0.0,,,,,-636.0,,,,-386.0,,-825.2,-888.0,,,,,,,,True,,False,False,,,,
49001,0,0.0,,,,45.0,,84.1,,,,,,0.0,,,,45.0,,84.1,,,,,,,,,False,,False,,,,,
49003,0,0.0,,,,692.0,,618.4,,,,,,0.0,,,,692.0,,618.4,,,,,,,,,False,,False,,,,,
49005,0,0.0,,,,2419.0,,1361.7,,,,,,0.0,,,,2419.0,,1361.7,,,,,,,,,False,,False,,,,,
49007,0,0.0,,,,506.0,,161.7,,,,,,0.0,,,,506.0,,161.7,,,,,,,,,False,,False,,,,,
49009,0,0.0,,,,20.0,,10.8,,,,,,0.0,,,,20.0,,10.8,,,,,,,,,False,,False,,,,,
49011,9982,11872.0,,,,10852.0,,4671.6,3429.2,,3789.6,6102.0,,1890.0,,,,870.0,,-5310.4,-6552.8,,-6192.4,-3880.0,,,,,True,,False,False,,False,False,
49013,0,0.0,,,,434.0,,274.2,,,,,,0.0,,,,434.0,,274.2,,,,,,,,,False,,False,,,,,
49015,0,0.0,,,,185.0,,58.6,,,,,,0.0,,,,185.0,,58.6,,,,,,,,,False,,False,,,,,
49017,0,0.0,,,,52.0,,62.4,,,,,,0.0,,,,52.0,,62.4,,,,,,,,,False,,False,,,,,
49019,0,0.0,,,,170.0,,57.3,,,,,,0.0,,,,170.0,,57.3,,,,,,,,,False,,False,,,,,
49021,0,0.0,,,,449.0,,745.6,,,,,,0.0,,,,449.0,,745.6,,,,,,,,,False,,False,,,,,
49023,0,0.0,,,,99.0,,346.3,,,,,,0.0,,,,99.0,,346.3,,,,,,,,,False,,False,,,,,
49025,0,0.0,,,,177.0,,101.7,,,,,,0.0,,,,177.0,,101.7,,,,,,,,,False,,False,,,,,
49027,0,0.0,,,,126.0,,397.8,,,,,,0.0,,,,126.0,,397.8,,,,,,,,,False,,False,,,,,
49029,0,0.0,,,,217.0,,143.4,,,,,,0.0,,,,217.0,,143.4,,,,,,,,,False,,False,,,,,
49031,0,0.0,,,,82.0,,41.7,,,,,,0.0,,,,82.0,,41.7,,,,,,,,,False,,False,,,,,
49033,0,0.0,,,,13.0,,25.0,,,,,,0.0,,,,13.0,,25.0,,,,,,,,,False,,False,,,,,
49035,31739,33250.0,,,,45618.0,,9743.8,5.6,,28350.8,9785.0,,1511.0,,,,13879.0,,-21995.2,-31733.4,,-3388.2,-21954.0,,,,,False,,False,False,,False,False,
49037,418,406.0,,,,221.0,,115.7,0.0,,,,,-12.0,,,,-197.0,,-302.3,-418.0,,,,,,,,False,,False,False,,,,
49039,0,0.0,,,,890.0,,979.0,,,,,,0.0,,,,890.0,,979.0,,,,,,,,,False,,False,,,,,
49041,0,0.0,,,,766.0,,669.5,,,,,,0.0,,,,766.0,,669.5,,,,,,,,,False,,False,,,,,
49043,1799,1575.0,,,,698.0,,697.1,212.9,,682.5,,,-224.0,,,,-1101.0,,-1101.9,-1586.1,,-1116.5,,,,,,False,,False,False,,False,,
49045,1958,2037.0,,,,1627.0,,726.0,0.1,,1314.5,,,79.0,,,,-331.0,,-1232.0,-1957.9,,-643.5,,,,,,False,,False,False,,False,,
49047,0,0.0,,,,680.0,,495.2,,,,,,0.0,,,,680.0,,495.2,,,,,,,,,False,,False,,,,,
49049,23295,24521.0,,,,22801.0,,6983.3,0.6,,7545.7,6873.0,,1226.0,,,,-494.0,,-16311.7,-23294.4,,-15749.3,-16422.0,,,,,True,,False,False,,False,False,
49051,1166,1057.0,,,,677.0,,272.1,9.8,,2001.7,,,-109.0,,,,-489.0,,-893.9,-1156.2,,835.7,,,,,,False,,False,False,,False,,
49053,0,0.0,,,,2778.0,,2335.8,,,,,,0.0,,,,2778.0,,2335.8,,,,,,,,,False,,False,,,,,
49055,0,0.0,,,,52.0,,80.0,,,,,,0.0,,,,52.0,,80.0,,,,,,,,,False,,False,,,,,
49057,0,0.0,,,,6995.0,,3443.2,,,,,,0.0,,,,6995.0,,3443.2,,,,,,,,,False,,False,,,,,
50001,420,98.0,,,,218.0,,29.2,31.8,,,,,-322.0,,,,-202.0,,-390.8,-388.2,,,,,,,,True,,False,False,,,,
50003,854,553.0,,,,260.0,,994.1,7.4,,,,,-301.0,,,,-594.0,,140.1,-846.6,,,,,,,,False,,True,False,,,,
50005,155,154.0,,,,439.0,,86.1,0.4,,,,,-1.0,,,,284.0,,-68.9,-154.6,,,,,,,,False,,False,False,,,,
50007,1885,1519.0,,,,1601.0,,1383.6,110.0,,2740.7,693.0,,-366.0,,,,-284.0,,-501.4,-1775.0,,855.7,-1192.0,,,,,True,,False,False,,False,False,
50009,69,42.0,,,,56.0,,3.1,,,,,,-27.0,,,,-13.0,,-65.9,,,,,,,,,True,,False,,,,,
50011,516,504.0,,,,242.0,,226.6,0.9,,,,,-12.0,,,,-274.0,,-289.4,-515.1,,,,,,,,False,,False,False,,,,
50013,33,21.0,,,,28.0,,6.1,,,,,,-12.0,,,,-5.0,,-26.9,,,,,,,,,True,,False,,,,,
50015,164,77.0,,,,129.0,,74.9,0.0,,,,,-87.0,,,,-35.0,,-89.1,-164.0,,,,,,,,True,,False,False,,,,
50017,159,112.0,,,,458.0,,48.5,0.0,,,,,-47.0,,,,299.0,,-110.5,-159.0,,,,,,,,False,,False,False,,,,
50019,107,161.0,,,,198.0,,115.0,0.0,,,,,54.0,,,,91.0,,8.0,-107.0,,,,,,,,False,,True,False,,,,
50021,742,357.0,,,,495.0,,192.4,6.3,,,,,-385.0,,,,-247.0,,-549.6,-735.7,,,,,,,,True,,False,False,,,,
50023,497,119.0,,,,707.0,,35.6,0.0,,,,,-378.0,,,,210.0,,-461.4,-497.0,,,,,,,,True,,False,False,,,,
50025,437,378.0,,,,375.0,,112.0,0.0,,,,,-59.0,,,,-62.0,,-325.0,-437.0,,,,,,,,False,,False,False,,,,
50027,598,266.0,,,,647.0,,156.3,46.5,,,,,-332.0,,,,49.0,,-441.7,-551.5,,,,,,,,True,,False,False,,,,
51001,883,483.0,,,,792.0,,496.2,0.3,,,,,-400.0,,,,-91.0,,-386.8,-882.7,,,,,,,,True,,True,False,,,,
51003,1593,1288.0,,,,1809.0,,1115.6,556.4,,1029.1,,,-305.0,,,,216.0,,-477.4,-1036.6,,-563.9,,,,,,True,,False,False,,False,,
51005,492,784.0,,,,531.0,,775.5,40.4,,,,,292.0,,,,39.0,,283.5,-451.6,,,,,,,,True,,True,False,,,,
51007,387,105.0,,,,284.0,,36.0,0.0,,,,,-282.0,,,,-103.0,,-351.0,-387.0,,,,,,,,True,,False,False,,,,
51009,1245,1022.0,,,,807.0,,945.9,96.1,,,,,-223.0,,,,-438.0,,-299.1,-1148.9,,,,,,,,False,,False,False,,,,
51011,701,518.0,,,,385.0,,653.2,16.0,,,,,-183.0,,,,-316.0,,-47.8,-685.0,,,,,,,,False,,True,False,,,,
51013,4075,4578.0,,,,3743.0,,3194.0,2109.8,,4286.0,3505.0,,503.0,,,,-332.0,,-881.0,-1965.2,,211.0,-570.0,,,,,True,,False,False,,True,False,
51015,2084,2618.0,,,,2221.0,,3882.1,0.4,,2269.7,,,534.0,,,,137.0,,1798.1,-2083.6,,185.7,,,,,,True,,False,False,,True,,
51017,121,168.0,,,,140.0,,88.5,0.0,,,,,47.0,,,,19.0,,-32.5,-121.0,,,,,,,,True,,True,False,,,,
51019,2684,1918.0,,,,1847.0,,2061.6,433.2,,911.6,,,-766.0,,,,-837.0,,-622.4,-2250.8,,-1772.4,,,,,,False,,True,False,,False,,
51021,179,168.0,,,,161.0,,89.4,0.0,,,,,-11.0,,,,-18.0,,-89.6,-179.0,,,,,,,,False,,False,False,,,,
51023,789,1029.0,,,,853.0,,632.4,151.3,,,,,240.0,,,,64.0,,-156.6,-637.7,,,,,,,,True,,True,False,,,,
51025,572,308.0,,,,366.0,,138.4,30.6,,,,,-264.0,,,,-206.0,,-433.6,-541.4,,,,,,,,True,,False,False,,,,
51027,543,574.0,,,,613.0,,167.8,110.1,,,,,31.0,,,,70.0,,-375.2,-432.9,,,,,,,,False,,False,False,,,,
51029,730,364.0,,,,360.0,,162.0,0.0,,,,,-366.0,,,,-370.0,,-568.0,-730.0,,,,,,,,False,,False,False,,,,
51031,1918,1554.0,,,,1407.0,,1417.5,348.9,,,,,-364.0,,,,-511.0,,-500.5,-1569.1,,,,,,,,False,,False,False,,,,
51033,772,728.0,,,,653.0,,325.8,83.9,,,,,-44.0,,,,-119.0,,-446.2,-688.1,,,,,,,,False,,False,False,,,,
51035,608,805.0,,,,1022.0,,508.1,188.9,,,,,197.0,,,,414.0,,-99.9,-419.1,,,,,,,,False,,True,False,,,,
51036,193,133.0,,,,140.0,,93.9,9.0,,,,,-60.0,,,,-53.0,,-99.1,-184.0,,,,,,,,True,,False,False,,,,
51037,364,210.0,,,,300.0,,450.9,0.0,,,,,-154.0,,,,-64.0,,86.9,-364.0,,,,,,,,True,,True,False,,,,
51041,9698,5551.0,,,,6744.0,,4855.0,803.8,,5688.2,2544.0,,-4147.0,,,,-2954.0,,-4843.0,-8894.2,,-4009.8,-7154.0,,,,,True,,False,False,,True,False,
51043,397,196.0,,,,434.0,,228.3,0.0,,,,,-201.0,,,,37.0,,-168.7,-397.0,,,,,,,,True,,True,False,,,,
51045,89,91.0,,,,166.0,,176.3,0.0,,,,,2.0,,,,77.0,,87.3,-89.0,,,,,,,,False,,False,False,,,,
51047,1113,1099.0,,,,1236.0,,619.7,0.0,,1040.1,,,-14.0,,,,123.0,,-493.3,-1113.0,,-72.9,,,,,,False,,False,False,,False,,
51049,172,21.0,,,,190.0,,12.4,0.0,,,,,-151.0,,,,18.0,,-159.6,-172.0,,,,,,,,True,,False,False,,,,
51051,268,343.0,,,,499.0,,134.4,0.0,,,,,75.0,,,,231.0,,-133.6,-268.0,,,,,,,,False,,False,False,,,,
51053,841,357.0,,,,664.0,,340.5,50.3,,,,,-484.0,,,,-177.0,,-500.5,-790.7,,,,,,,,True,,False,False,,,,
51057,282,175.0,,,,284.0,,158.9,8.7,,,,,-107.0,,,,2.0,,-123.1,-273.3,,,,,,,,True,,False,False,,,,
51059,21776,21217.0,,,,21934.0,,14934.6,6115.5,,24878.2,14534.0,,-559.0,,,,158.0,,-6841.4,-15660.5,,3102.2,-7242.0,,,,,True,,False,False,,False,False,
51061,1561,1155.0,,,,1792.0,,850.9,228.7,,451.6,,,-406.0,,,,231.0,,-710.1,-1332.3,,-1109.4,,,,,,True,,False,False,,False,,
51063,223,245.0,,,,451.0,,87.6,0.0,,,,,22.0,,,,228.0,,-135.4,-223.0,,,,,,,,False,,False,False,,,,
51065,508,294.0,,,,550.0,,299.0,0.0,,,,,-214.0,,,,42.0,,-209.0,-508.0,,,,,,,,True,,True,False,,,,
51067,1330,1274.0,,,,1493.0,,748.4,130.7,,964.8,,,-56.0,,,,163.0,,-581.6,-1199.3,,-365.2,,,,,,False,,False,False,,False,,
51069,3025,1960.0,,,,2764.0,,926.0,2.2,,1859.7,,,-1065.0,,,,-261.0,,-2099.0,-3022.8,,-1165.3,,,,,,True,,False,False,,False,,
51071,480,420.0,,,,609.0,,278.2,21.1,,,,,-60.0,,,,129.0,,-201.8,-458.9,,,,,,,,False,,False,False,,,,
51073,932,623.0,,,,747.0,,530.0,38.1,,,,,-309.0,,,,-185.0,,-402.0,-893.9,,,,,,,,True,,False,False,,,,
51075,557,483.0,,,,560.0,,119.3,53.6,,,,,-74.0,,,,3.0,,-437.7,-503.4,,,,,,,,True,,False,False,,,,
51077,335,420.0,,,,519.0,,327.3,84.1,,,,,85.0,,,,184.0,,-7.7,-250.9,,,,,,,,False,,True,False,,,,
51079,429,350.0,,,,442.0,,323.8,72.7,,,,,-79.0,,,,13.0,,-105.2,-356.3,,,,,,,,True,,False,False,,,,
51081,414,182.0,,,,312.0,,1006.5,0.0,,,,,-232.0,,,,-102.0,,592.5,-414.0,,,,,,,,True,,False,False,,,,
51083,1160,700.0,,,,1079.0,,394.7,74.4,,,,,-460.0,,,,-81.0,,-765.3,-1085.6,,,,,,,,True,,False,False,,,,
51085,2710,2989.0,,,,2395.0,,1814.3,369.7,,2535.1,,,279.0,,,,-315.0,,-895.7,-2340.3,,-174.9,,,,,,False,,False,False,,True,,
51087,8599,7203.0,,,,6112.0,,5593.1,1014.4,,16161.2,5251.0,,-1396.0,,,,-2487.0,,-3005.9,-7584.6,,7562.2,-3348.0,,,,,False,,False,False,,False,False,
51089,1543,1211.0,,,,1550.0,,694.0,228.1,,733.3,,,-332.0,,,,7.0,,-849.0,-1314.9,,-809.7,,,,,,True,,False,False,,False,,
51091,33,119.0,,,,84.0,,71.7,,,,,,86.0,,,,51.0,,38.7,,,,,,,,,True,,True,,,,,
51093,1029,931.0,,,,666.0,,1653.7,59.8,,,,,-98.0,,,,-363.0,,624.7,-969.2,,,,,,,,False,,False,False,,,,
51095,1976,1239.0,,,,1433.0,,4701.1,57.8,,,,,-737.0,,,,-543.0,,2725.1,-1918.2,,,,,,,,True,,False,False,,,,
51097,123,203.0,,,,154.0,,2259.1,8.8,,,,,80.0,,,,31.0,,2136.1,-114.2,,,,,,,,True,,False,False,,,,
51099,700,553.0,,,,553.0,,204.3,7.4,,,,,-147.0,,,,-147.0,,-495.7,-692.6,,,,,,,,False,,False,False,,,,
51101,373,322.0,,,,420.0,,666.1,22.5,,,,,-51.0,,,,47.0,,293.1,-350.5,,,,,,,,True,,False,False,,,,
51103,314,224.0,,,,203.0,,125.3,3.4,,,,,-90.0,,,,-111.0,,-188.7,-310.6,,,,,,,,False,,False,False,,,,
51105,840,1162.0,,,,1030.0,,539.9,31.6,,,,,322.0,,,,190.0,,-300.1,-808.4,,,,,,,,True,,True,False,,,,
51107,8661,6566.0,,,,9571.0,,4891.0,2661.2,,7045.8,5372.0,,-2095.0,,,,910.0,,-3770.0,-5999.8,,-1615.2,-3289.0,,,,,True,,False,False,,True,False,
51109,806,700.0,,,,882.0,,450.9,114.4,,,,,-106.0,,,,76.0,,-355.1,-691.6,,,,,,,,True,,False,False,,,,
51111,318,490.0,,,,309.0,,224.5,6.3,,,,,172.0,,,,-9.0,,-93.5,-311.7,,,,,,,,True,,True,False,,,,
51113,246,175.0,,,,314.0,,207.6,25.3,,,,,-71.0,,,,68.0,,-38.4,-220.7,,,,,,,,True,,True,False,,,,
51115,201,245.0,,,,148.0,,2146.1,0.0,,,,,44.0,,,,-53.0,,1945.1,-201.0,,,,,,,,False,,False,False,,,,
51117,677,546.0,,,,869.0,,446.5,0.0,,,,,-131.0,,,,192.0,,-230.5,-677.0,,,,,,,,False,,False,False,,,,
51119,206,196.0,,,,183.0,,459.0,41.9,,,,,-10.0,,,,-23.0,,253.0,-164.1,,,,,,,,False,,False,False,,,,
51121,1916,1939.0,,,,2134.0,,1997.2,0.0,,501.7,,,23.0,,,,218.0,,81.2,-1916.0,,-1414.3,,,,,,False,,False,False,,False,,
51125,408,315.0,,,,309.0,,733.9,1.5,,,,,-93.0,,,,-99.0,,325.9,-406.5,,,,,,,,False,,False,False,,,,
51127,578,665.0,,,,468.0,,395.5,54.1,,,,,87.0,,,,-110.0,,-182.5,-523.9,,,,,,,,False,,False,False,,,,
51131,257,217.0,,,,216.0,,538.7,0.0,,,,,-40.0,,,,-41.0,,281.7,-257.0,,,,,,,,False,,False,False,,,,
51133,226,294.0,,,,260.0,,779.7,9.9,,,,,68.0,,,,34.0,,553.7,-216.1,,,,,,,,True,,False,False,,,,
51135,718,917.0,,,,432.0,,260.3,0.0,,,,,199.0,,,,-286.0,,-457.7,-718.0,,,,,,,,False,,False,False,,,,
51137,863,609.0,,,,911.0,,354.9,94.2,,,,,-254.0,,,,48.0,,-508.1,-768.8,,,,,,,,True,,False,False,,,,
51139,787,924.0,,,,705.0,,2315.3,64.5,,,,,137.0,,,,-82.0,,1528.3,-722.5,,,,,,,,True,,False,False,,,,
51141,433,399.0,,,,541.0,,396.1,39.8,,,,,-34.0,,,,108.0,,-36.9,-393.2,,,,,,,,False,,False,False,,,,
51143,2014,1365.0,,,,1703.0,,812.2,264.7,,1165.9,,,-649.0,,,,-311.0,,-1201.8,-1749.3,,-848.1,,,,,,True,,False,False,,False,,
51145,795,588.0,,,,583.0,,266.7,0.0,,,,,-207.0,,,,-212.0,,-528.3,-795.0,,,,,,,,False,,False,False,,,,
51147,860,553.0,,,,564.0,,826.0,342.0,,,,,-307.0,,,,-296.0,,-34.0,-518.0,,,,,,,,True,,True,False,,,,
51149,1082,483.0,,,,856.0,,269.8,0.0,,,,,-599.0,,,,-226.0,,-812.2,-1082.0,,,,,,,,True,,False,False,,,,
51153,13461,13559.0,,,,11244.0,,8783.1,3572.0,,13459.6,17206.0,,98.0,,,,-2217.0,,-4677.9,-9889.0,,-1.4,3745.0,,,,,False,,False,False,,True,False,
51155,888,1064.0,,,,1219.0,,786.6,28.3,,,,,176.0,,,,331.0,,-101.4,-859.7,,,,,,,,False,,True,False,,,,
51157,141,98.0,,,,139.0,,32.9,0.0,,,,,-43.0,,,,-2.0,,-108.1,-141.0,,,,,,,,True,,False,False,,,,
51159,597,1043.0,,,,225.0,,825.2,22.7,,,,,446.0,,,,-372.0,,228.2,-574.3,,,,,,,,True,,True,False,,,,
51161,2525,2758.0,,,,2811.0,,1984.7,0.4,,1883.4,,,233.0,,,,286.0,,-540.3,-2524.6,,-641.6,,,,,,False,,False,False,,False,,
51163,654,658.0,,,,626.0,,550.2,6.3,,,,,4.0,,,,-28.0,,-103.8,-647.7,,,,,,,,False,,False,False,,,,
