,mean_rank
LNQ-ens1,6.3
COVIDhub-ensemble,7.3
FAIR-NRAR,7.5
JHU_IDD-CovidSP,7.8
COVIDhub-trained_ensemble,8.5
OneQuietNight-ML,8.6
LANL-GrowthRate,8.7
UChicagoCHATTOPADHYAY-UnIT,9.0
Google_Harvard-CPF,9.3
UVA-Ensemble,9.5
CU-select,9.6
JHUAPL-Bucky,10.3
COVIDhub-baseline,10.3
CEID-Walk,10.4
OliverWyman-Navigator,10.6
IowaStateLW-STEM,11.5
UpstateSU-GRU,12.6
PandemicCentral-USCounty,13.0
