,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
51141,43,52.0,,52.0,,52.0,43.0,52.0,,,,,26.9,,,34.2,,,64.0,76.0,,33.6,,,43.0,47.3,,,,63.0,41.0,63.6,,,,,,,37.4,,,,51.9,9.0,,9.0,,9.0,0.0,9.0,,,,,-16.1,,,-8.8,,,21.0,33.0,,-9.4,,,0.0,4.3,,,,20.0,-2.0,20.6,,,,,,,-5.6,,,,8.9,,True,,False,True,False,,,,,False,,,True,,,False,False,,False,,,True,True,,,,False,True,False,,,,,,,True,,,,True
51143,181,241.0,,242.4,,207.0,196.0,143.0,,,,,130.6,,,559.0,,,230.0,202.0,,166.5,132.5,,138.0,204.9,,,,270.0,210.0,230.6,,,,,,235.2,227.2,,,,235.4,60.0,,61.4,,26.0,15.0,-38.0,,,,,-50.4,,,378.0,,,49.0,21.0,,-14.5,-48.5,,-43.0,23.9,,,,89.0,29.0,49.6,,,,,,54.2,46.2,,,,54.4,,False,,True,True,True,,,,,True,,,False,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True
51145,144,97.0,,101.1,,91.0,91.0,91.0,,,,,43.4,,,99.4,,,80.0,77.1,,67.9,,,135.0,123.6,,,,119.0,90.0,106.3,,,,,,,79.0,,,,,-47.0,,-42.9,,-53.0,-53.0,-53.0,,,,,-100.6,,,-44.6,,,-64.0,-66.9,,-76.1,,,-9.0,-20.4,,,,-25.0,-54.0,-37.7,,,,,,,-65.0,,,,,,True,,False,False,False,,,,,False,,,True,,,False,False,,False,,,True,True,,,,True,False,True,,,,,,,False,,,,
51147,88,129.0,,128.0,,111.0,102.0,139.0,,,,,56.9,,,108.3,,,78.0,111.2,,105.8,,,129.0,111.0,,,,169.0,97.0,107.8,,,,,,,95.9,,,,111.9,41.0,,40.0,,23.0,14.0,51.0,,,,,-31.1,,,20.3,,,-10.0,23.2,,17.8,,,41.0,23.0,,,,81.0,9.0,19.8,,,,,,,7.9,,,,23.9,,True,,True,True,False,,,,,True,,,True,,,True,True,,True,,,False,True,,,,False,True,True,,,,,,,True,,,,True
51149,121,148.0,,155.4,,142.0,130.0,137.0,,,,,79.7,,,215.3,,,129.0,215.7,,129.9,115.0,,184.0,157.4,,,,174.0,131.0,106.9,,,,,,150.4,111.8,,,,157.4,27.0,,34.4,,21.0,9.0,16.0,,,,,-41.3,,,94.3,,,8.0,94.7,,8.9,-6.0,,63.0,36.4,,,,53.0,10.0,-14.1,,,,,,29.4,-9.2,,,,36.4,,False,,True,True,True,,,,,False,,,False,,,True,False,,True,True,,False,False,,,,False,True,True,,,,,,False,True,,,,False
51153,1340,1321.0,,1395.6,1672.1,1208.0,1123.0,1073.0,,,,,965.3,,,1674.2,,1165.9,1208.0,990.5,,1120.5,1256.0,,1083.5,1223.6,,,,1544.0,1001.0,1923.7,,,,,,1242.6,975.7,1021.0,,,1690.2,-19.0,,55.6,332.1,-132.0,-217.0,-267.0,,,,,-374.7,,,334.2,,-174.1,-132.0,-349.5,,-219.5,-84.0,,-256.5,-116.4,,,,204.0,-339.0,583.7,,,,,,-97.4,-364.3,-319.0,,,350.2,,False,False,False,False,False,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,False
51155,43,39.0,,40.0,,44.0,46.0,53.0,,,,,52.3,,,56.3,,,110.0,82.1,,51.9,48.0,,16.0,36.8,,,,51.0,36.0,84.7,,,,,,,46.8,,,,119.7,-4.0,,-3.0,,1.0,3.0,10.0,,,,,9.3,,,13.3,,,67.0,39.1,,8.9,5.0,,-27.0,-6.2,,,,8.0,-7.0,41.7,,,,,,,3.8,,,,76.7,,True,,True,True,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,True,,,,False
51157,10,14.0,,13.8,,14.0,12.0,23.0,,,,,7.4,,,15.3,,,14.0,29.3,,14.7,,,6.0,9.5,,,,20.0,12.0,21.8,,,,,,,11.9,,,,18.4,4.0,,3.8,,4.0,2.0,13.0,,,,,-2.6,,,5.3,,,4.0,19.3,,4.7,,,-4.0,-0.5,,,,10.0,2.0,11.8,,,,,,,1.9,,,,8.4,,True,,False,True,False,,,,,True,,,False,,,False,False,,False,,,False,True,,,,False,True,False,,,,,,,True,,,,False
51159,54,76.0,,72.0,,41.0,43.0,29.0,,,,,35.9,,,43.7,,,26.0,3.7,,33.3,,,37.0,64.8,,,,58.0,47.0,21.0,,,,,,,47.0,,,,65.0,22.0,,18.0,,-13.0,-11.0,-25.0,,,,,-18.1,,,-10.3,,,-28.0,-50.3,,-20.7,,,-17.0,10.8,,,,4.0,-7.0,-33.0,,,,,,,-7.0,,,,11.0,,True,,True,True,False,,,,,True,,,True,,,False,False,,True,,,True,True,,,,True,True,False,,,,,,,True,,,,True
51161,195,369.0,,385.8,,296.0,282.0,398.0,,,,,180.1,,,235.0,,,298.0,248.4,,239.7,264.0,,309.0,263.5,,,,414.0,273.0,367.0,,,,,,323.2,305.7,,,,290.9,174.0,,190.8,,101.0,87.0,203.0,,,,,-14.9,,,40.0,,,103.0,53.4,,44.7,69.0,,114.0,68.5,,,,219.0,78.0,172.0,,,,,,128.2,110.7,,,,95.9,,False,,True,True,False,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True
51163,79,54.0,,51.2,,53.0,48.0,55.0,,,,,33.1,,,126.3,,,65.0,93.5,,41.3,,,36.0,44.8,,,,69.0,50.0,83.1,,,,,,,44.2,,,,83.2,-25.0,,-27.8,,-26.0,-31.0,-24.0,,,,,-45.9,,,47.3,,,-14.0,14.5,,-37.7,,,-43.0,-34.2,,,,-10.0,-29.0,4.1,,,,,,,-34.8,,,,4.2,,False,,False,False,True,,,,,False,,,False,,,True,True,,False,,,False,False,,,,True,False,True,,,,,,,False,,,,True
51165,166,163.0,,162.2,,161.0,155.0,112.0,,,,,145.7,,,210.0,,,219.0,158.8,,144.9,129.5,,112.0,152.6,,,,182.0,141.0,301.0,,,,,,188.5,142.1,,,,224.5,-3.0,,-3.8,,-5.0,-11.0,-54.0,,,,,-20.3,,,44.0,,,53.0,-7.2,,-21.1,-36.5,,-54.0,-13.4,,,,16.0,-25.0,135.0,,,,,,22.5,-23.9,,,,58.5,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False
51167,30,41.0,,42.2,,34.0,36.0,10.0,,,,,35.6,,,65.2,,,98.0,10.4,,31.3,,,33.0,30.6,,,,31.0,37.0,45.3,,,,,,,41.7,,,,61.8,11.0,,12.2,,4.0,6.0,-20.0,,,,,5.6,,,35.2,,,68.0,-19.6,,1.3,,,3.0,0.6,,,,1.0,7.0,15.3,,,,,,,11.7,,,,31.8,,False,,True,True,False,,,,,True,,,False,,,False,False,,True,,,True,True,,,,True,True,False,,,,,,,False,,,,False
51169,18,33.0,,29.8,,30.0,38.0,31.0,,,,,26.6,,,25.5,,,83.0,24.2,,29.4,,,17.0,26.8,,,,32.0,22.0,58.9,,,,,,,59.5,,,,60.7,15.0,,11.8,,12.0,20.0,13.0,,,,,8.6,,,7.5,,,65.0,6.2,,11.4,,,-1.0,8.8,,,,14.0,4.0,40.9,,,,,,,41.5,,,,42.7,,True,,True,False,True,,,,,True,,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,False,,,,False
51171,79,131.0,,106.3,,116.0,116.0,43.0,,,,,94.3,,,141.2,,,108.0,313.2,,137.6,138.0,,50.0,110.3,,,,177.0,126.0,193.8,,,,,,111.1,100.0,,,,216.7,52.0,,27.3,,37.0,37.0,-36.0,,,,,15.3,,,62.2,,,29.0,234.2,,58.6,59.0,,-29.0,31.3,,,,98.0,47.0,114.8,,,,,,32.1,21.0,,,,137.7,,True,,True,True,True,,,,,True,,,False,,,True,False,,False,False,,True,True,,,,False,True,False,,,,,,True,True,,,,False
51173,49,36.0,,36.4,,40.0,39.0,40.0,,,,,52.3,,,39.2,,,94.0,42.7,,50.3,40.5,,19.0,40.6,,,,43.0,40.0,77.6,,,,,,27.6,34.7,,,,65.3,-13.0,,-12.6,,-9.0,-10.0,-9.0,,,,,3.3,,,-9.8,,,45.0,-6.3,,1.3,-8.5,,-30.0,-8.4,,,,-6.0,-9.0,28.6,,,,,,-21.4,-14.3,,,,16.3,,True,,True,True,True,,,,,True,,,True,,,False,True,,True,True,,False,True,,,,True,True,False,,,,,,False,False,,,,False
51175,41,47.0,,68.7,,48.0,46.0,49.0,,,,,47.0,,,15.9,,,68.0,42.7,,46.0,,,31.0,41.1,,,,69.0,43.0,71.8,,,,,,,36.7,,,,95.8,6.0,,27.7,,7.0,5.0,8.0,,,,,6.0,,,-25.1,,,27.0,1.7,,5.0,,,-10.0,0.1,,,,28.0,2.0,30.8,,,,,,,-4.3,,,,54.8,,False,,False,True,False,,,,,True,,,False,,,False,True,,True,,,False,True,,,,False,True,False,,,,,,,True,,,,False
51177,308,426.0,,449.3,,368.0,345.0,336.0,,,,,223.2,,,553.5,,,334.0,521.6,,316.3,328.0,,383.0,368.3,,,,524.0,326.0,414.3,,,,,,359.9,352.4,370.0,,,427.9,118.0,,141.3,,60.0,37.0,28.0,,,,,-84.8,,,245.5,,,26.0,213.6,,8.3,20.0,,75.0,60.3,,,,216.0,18.0,106.3,,,,,,51.9,44.4,62.0,,,119.9,,False,,True,True,True,,,,,True,,,False,,,True,False,,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False
51179,571,581.0,,588.0,,500.0,480.0,610.0,,,,,255.3,,,1017.9,,,359.0,722.0,,395.2,364.0,,426.0,500.2,,,,703.0,416.0,532.9,,,,,,575.6,576.8,464.0,,,524.3,10.0,,17.0,,-71.0,-91.0,39.0,,,,,-315.7,,,446.9,,,-212.0,151.0,,-175.8,-207.0,,-145.0,-70.8,,,,132.0,-155.0,-38.1,,,,,,4.6,5.8,-107.0,,,-46.7,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,True,True,False,,,False
51181,6,12.0,,12.0,,12.0,10.0,14.0,,,,,9.5,,,4.9,,,20.0,19.7,,10.0,,,1.0,7.8,,,,15.0,10.0,17.5,,,,,,,11.1,,,,14.3,6.0,,6.0,,6.0,4.0,8.0,,,,,3.5,,,-1.1,,,14.0,13.7,,4.0,,,-5.0,1.8,,,,9.0,4.0,11.5,,,,,,,5.1,,,,8.3,,True,,False,True,False,,,,,True,,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,False
51183,19,12.0,,7.3,,31.0,22.0,54.0,,,,,26.1,,,6.4,,,38.0,109.9,,53.9,,,1.0,18.7,,,,,26.0,35.6,,,,,,,12.6,,,,46.1,-7.0,,-11.7,,12.0,3.0,35.0,,,,,7.1,,,-12.6,,,19.0,90.9,,34.9,,,-18.0,-0.3,,,,,7.0,16.6,,,,,,,-6.4,,,,27.1,,False,,False,True,False,,,,,False,,,False,,,False,False,,False,,,False,True,,,,,False,False,,,,,,,True,,,,False
51185,86,92.0,,91.2,,67.0,71.0,41.0,,,,,58.6,,,83.3,,,118.0,13.9,,51.5,29.0,,40.5,74.2,,,,72.0,69.0,152.6,,,,,,,78.8,,,,91.6,6.0,,5.2,,-19.0,-15.0,-45.0,,,,,-27.4,,,-2.7,,,32.0,-72.1,,-34.5,-57.0,,-45.5,-11.8,,,,-14.0,-17.0,66.6,,,,,,,-7.2,,,,5.6,,True,,False,False,False,,,,,False,,,True,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,True
51187,77,123.0,,120.2,,111.0,97.0,146.0,,,,,58.6,,,120.5,,,95.0,186.2,,91.8,102.0,,98.0,84.3,,,,154.0,96.0,154.5,,,,,,,95.2,,,,111.0,46.0,,43.2,,34.0,20.0,69.0,,,,,-18.4,,,43.5,,,18.0,109.2,,14.8,25.0,,21.0,7.3,,,,77.0,19.0,77.5,,,,,,,18.2,,,,34.0,,True,,True,True,False,,,,,True,,,True,,,True,False,,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,True
51191,80,98.0,,101.9,,95.0,86.0,69.0,,,,,93.0,,,132.1,,,191.0,75.9,,91.2,91.0,,51.0,88.0,,,,109.0,74.0,152.1,,,,,,215.3,85.3,,,,133.7,18.0,,21.9,,15.0,6.0,-11.0,,,,,13.0,,,52.1,,,111.0,-4.1,,11.2,11.0,,-29.0,8.0,,,,29.0,-6.0,72.1,,,,,,135.3,5.3,,,,53.7,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,True,,False,True,,,,False,True,False,,,,,,False,True,,,,False
51193,39,33.0,,33.6,,35.0,35.0,53.0,,,,,29.1,,,49.2,,,49.0,72.2,,39.0,,,31.0,33.7,,,,58.0,34.0,54.7,,,,,,,32.0,,,,43.4,-6.0,,-5.4,,-4.0,-4.0,14.0,,,,,-9.9,,,10.2,,,10.0,33.2,,0.0,,,-8.0,-5.3,,,,19.0,-5.0,15.7,,,,,,,-7.0,,,,4.4,,True,,True,True,False,,,,,False,,,False,,,False,False,,True,,,False,True,,,,False,True,False,,,,,,,False,,,,True
51195,60,70.0,,73.9,,58.0,57.0,27.0,,,,,52.7,,,186.7,,,130.0,30.0,,55.9,39.0,,23.0,55.2,,,,54.0,55.0,102.5,,,,,,99.0,66.6,,,,80.5,10.0,,13.9,,-2.0,-3.0,-33.0,,,,,-7.3,,,126.7,,,70.0,-30.0,,-4.1,-21.0,,-37.0,-4.8,,,,-6.0,-5.0,42.5,,,,,,39.0,6.6,,,,20.5,,False,,True,True,False,,,,,True,,,False,,,False,False,,True,False,,False,True,,,,True,True,False,,,,,,False,True,,,,False
51197,103,66.0,,65.7,,70.0,69.0,55.0,,,,,43.0,,,74.6,,,92.0,74.3,,50.8,,,84.0,120.8,,,,65.0,56.0,78.1,,,,,,,59.5,,,,88.6,-37.0,,-37.3,,-33.0,-34.0,-48.0,,,,,-60.0,,,-28.4,,,-11.0,-28.7,,-52.2,,,-19.0,17.8,,,,-38.0,-47.0,-24.9,,,,,,,-43.5,,,,-14.4,,False,,True,True,False,,,,,False,,,True,,,True,True,,False,,,True,True,,,,False,False,True,,,,,,,False,,,,True
51199,137,138.0,,141.9,,146.0,143.0,102.0,,,,,91.1,,,202.3,,,214.0,411.1,,143.4,137.0,,150.0,160.1,,,,197.0,135.0,183.3,,,,,,150.5,134.9,,,,185.1,1.0,,4.9,,9.0,6.0,-35.0,,,,,-45.9,,,65.3,,,77.0,274.1,,6.4,0.0,,13.0,23.1,,,,60.0,-2.0,46.3,,,,,,13.5,-2.1,,,,48.1,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,True,,False,False,,,,False,False,False,,,,,,False,False,,,,False
51510,244,295.0,,301.9,,272.0,283.0,272.0,,,,,241.5,,,430.5,,,357.0,242.8,,279.6,,,207.0,272.4,,,,326.0,210.0,594.3,,,,,,236.3,339.9,207.0,,,,51.0,,57.9,,28.0,39.0,28.0,,,,,-2.5,,,186.5,,,113.0,-1.2,,35.6,,,-37.0,28.4,,,,82.0,-34.0,350.3,,,,,,-7.7,95.9,-37.0,,,,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,True,False,True,,,
51520,12,14.0,,14.6,,14.0,20.0,19.0,,,,,23.8,,,20.2,,,70.0,13.6,,17.7,,,5.0,13.5,,,,15.0,11.0,53.8,,,,,,,30.1,,,,,2.0,,2.6,,2.0,8.0,7.0,,,,,11.8,,,8.2,,,58.0,1.6,,5.7,,,-7.0,1.5,,,,3.0,-1.0,41.8,,,,,,,18.1,,,,,,False,,False,False,False,,,,,False,,,False,,,False,True,,False,,,False,True,,,,False,True,False,,,,,,,False,,,,
51530,22,41.0,,39.1,,30.0,30.0,23.0,,,,,21.0,,,12.5,,,21.0,55.5,,25.2,,,27.0,30.3,,,,49.0,32.0,59.0,,,,,,,,,,,,19.0,,17.1,,8.0,8.0,1.0,,,,,-1.0,,,-9.5,,,-1.0,33.5,,3.2,,,5.0,8.3,,,,27.0,10.0,37.0,,,,,,,,,,,,,True,,True,True,True,,,,,True,,,True,,,True,False,,True,,,True,True,,,,False,True,False,,,,,,,,,,,
51540,210,79.0,,83.5,,79.0,69.0,83.0,,,,,71.5,,,107.5,,,106.0,50.3,,84.5,64.0,,75.0,76.6,,,,90.0,49.0,126.0,,,,,,114.0,,,,,,-131.0,,-126.5,,-131.0,-141.0,-127.0,,,,,-138.5,,,-102.5,,,-104.0,-159.7,,-125.5,-146.0,,-135.0,-133.4,,,,-120.0,-161.0,-84.0,,,,,,-96.0,,,,,,,True,,False,False,True,,,,,False,,,True,,,True,False,,True,False,,False,False,,,,True,False,True,,,,,,True,,,,,
51550,811,908.0,,933.7,,731.0,712.0,683.0,,,,,577.8,,,950.5,,,880.0,617.2,,838.3,841.0,,655.0,860.8,,,,828.0,756.0,774.8,,,,,,791.5,643.5,700.0,,,,97.0,,122.7,,-80.0,-99.0,-128.0,,,,,-233.2,,,139.5,,,69.0,-193.8,,27.3,30.0,,-156.0,49.8,,,,17.0,-55.0,-36.2,,,,,,-19.5,-167.5,-111.0,,,,,False,,True,False,False,,,,,False,,,False,,,True,False,,True,True,,False,True,,,,True,True,True,,,,,,True,False,False,,,
51570,94,104.0,,102.5,,79.0,76.0,80.0,,,,,36.9,,,132.1,,,66.0,54.6,,79.1,,,105.0,85.3,,,,117.0,79.0,47.5,,,,,,,,,,,,10.0,,8.5,,-15.0,-18.0,-14.0,,,,,-57.1,,,38.1,,,-28.0,-39.4,,-14.9,,,11.0,-8.7,,,,23.0,-15.0,-46.5,,,,,,,,,,,,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,,,,,
51580,21,27.0,,23.4,,16.0,21.0,13.0,,,,,13.3,,,14.1,,,16.0,4.8,,15.1,,,1.0,13.4,,,,21.0,19.0,46.6,,,,,,,33.8,,,,,6.0,,2.4,,-5.0,0.0,-8.0,,,,,-7.7,,,-6.9,,,-5.0,-16.2,,-5.9,,,-20.0,-7.6,,,,0.0,-2.0,25.6,,,,,,,12.8,,,,,,True,,True,True,False,,,,,False,,,False,,,True,False,,True,,,False,False,,,,True,True,False,,,,,,,False,,,,
51590,219,230.0,,219.3,,187.0,185.0,250.0,,,,,114.4,,,284.9,,,187.0,350.5,,176.8,156.5,,108.0,184.7,,,,283.0,185.0,201.1,,,,,,324.9,212.2,,,,,11.0,,0.3,,-32.0,-34.0,31.0,,,,,-104.6,,,65.9,,,-32.0,131.5,,-42.2,-62.5,,-111.0,-34.3,,,,64.0,-34.0,-17.9,,,,,,105.9,-6.8,,,,,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,True,,,,
51595,18,32.0,,31.7,,22.0,22.0,30.0,,,,,15.2,,,31.3,,,21.0,7.6,,20.6,,,27.0,22.0,,,,28.0,20.0,25.7,,,,,,,,,,,,14.0,,13.7,,4.0,4.0,12.0,,,,,-2.8,,,13.3,,,3.0,-10.4,,2.6,,,9.0,4.0,,,,10.0,2.0,7.7,,,,,,,,,,,,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,,,
51600,13,16.0,,18.8,,16.0,18.0,19.0,,,,,12.1,,,16.8,,,55.0,30.9,,21.6,,,15.0,12.6,,,,27.0,13.0,33.9,,,,,,,,,,,,3.0,,5.8,,3.0,5.0,6.0,,,,,-0.9,,,3.8,,,42.0,17.9,,8.6,,,2.0,-0.4,,,,14.0,0.0,20.9,,,,,,,,,,,,,False,,False,False,False,,,,,True,,,False,,,False,False,,False,,,True,True,,,,False,True,False,,,,,,,,,,,
51610,14,20.0,,19.4,,19.0,17.0,22.0,,,,,9.7,,,32.6,,,31.0,36.2,,17.9,,,13.0,21.0,,,,27.0,15.0,19.2,,,,,,,,,,,,6.0,,5.4,,5.0,3.0,8.0,,,,,-4.3,,,18.6,,,17.0,22.2,,3.9,,,-1.0,7.0,,,,13.0,1.0,5.2,,,,,,,,,,,,,True,,True,True,False,,,,,True,,,False,,,False,False,,True,,,True,False,,,,False,True,True,,,,,,,,,,,
51620,33,33.0,,29.7,,31.0,31.0,42.0,,,,,24.0,,,19.1,,,31.0,42.9,,29.8,,,26.0,33.8,,,,42.0,27.0,44.1,,,,,,,,,,,,0.0,,-3.3,,-2.0,-2.0,9.0,,,,,-9.0,,,-13.9,,,-2.0,9.9,,-3.2,,,-7.0,0.8,,,,9.0,-6.0,11.1,,,,,,,,,,,,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,,
51630,69,110.0,,108.5,,86.0,86.0,86.0,,,,,49.4,,,130.7,,,72.0,128.0,,70.2,,,117.0,87.1,,,,129.0,75.0,87.3,,,,,,,88.4,,,,,41.0,,39.5,,17.0,17.0,17.0,,,,,-19.6,,,61.7,,,3.0,59.0,,1.2,,,48.0,18.1,,,,60.0,6.0,18.3,,,,,,,19.4,,,,,,True,,True,True,True,,,,,True,,,False,,,True,False,,True,,,False,True,,,,False,True,True,,,,,,,True,,,,
51640,9,13.0,,13.9,,12.0,11.0,7.0,,,,,17.2,,,14.3,,,35.0,2.4,,10.2,,,7.0,12.1,,,,9.0,10.0,23.5,,,,,,,,,,,,4.0,,4.9,,3.0,2.0,-2.0,,,,,8.2,,,5.3,,,26.0,-6.6,,1.2,,,-2.0,3.1,,,,0.0,1.0,14.5,,,,,,,,,,,,,False,,True,True,True,,,,,False,,,False,,,False,False,,True,,,True,True,,,,True,True,False,,,,,,,,,,,
51650,426,516.0,,528.3,,466.0,431.0,402.0,,,,,263.4,,,592.8,,,458.0,498.4,,407.6,430.5,,430.0,492.9,,,,528.0,409.0,543.8,,,,,,531.0,430.9,474.0,,,,90.0,,102.3,,40.0,5.0,-24.0,,,,,-162.6,,,166.8,,,32.0,72.4,,-18.4,4.5,,4.0,66.9,,,,102.0,-17.0,117.8,,,,,,105.0,4.9,48.0,,,,,False,,True,True,True,,,,,False,,,False,,,True,True,,True,True,,True,True,,,,False,True,False,,,,,,False,True,True,,,
51660,127,140.0,,149.2,,111.0,110.0,130.0,,,,,128.1,,,118.6,,,149.0,75.2,,147.1,108.5,,84.0,109.9,,,,135.0,98.0,198.7,,,,,,111.1,124.0,,,,,13.0,,22.2,,-16.0,-17.0,3.0,,,,,1.1,,,-8.4,,,22.0,-51.8,,20.1,-18.5,,-43.0,-17.1,,,,8.0,-29.0,71.7,,,,,,-15.9,-3.0,,,,,,False,,False,False,True,,,,,True,,,True,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,False,True,,,,
51670,88,125.0,,131.8,,119.0,113.0,121.0,,,,,64.9,,,116.2,,,81.0,202.0,,122.5,,,131.0,119.5,,,,196.0,105.0,98.1,,,,,,,115.9,,,,,37.0,,43.8,,31.0,25.0,33.0,,,,,-23.1,,,28.2,,,-7.0,114.0,,34.5,,,43.0,31.5,,,,108.0,17.0,10.1,,,,,,,27.9,,,,,,False,,True,True,True,,,,,True,,,True,,,True,False,,True,,,False,True,,,,False,True,True,,,,,,,True,,,,
51678,115,54.0,,53.9,,28.0,32.0,26.0,,,,,24.6,,,28.8,,,15.0,15.2,,27.7,,,26.0,43.8,,,,43.0,35.0,40.6,,,,,,,,,,,,-61.0,,-61.1,,-87.0,-83.0,-89.0,,,,,-90.4,,,-86.2,,,-100.0,-99.8,,-87.3,,,-89.0,-71.2,,,,-72.0,-80.0,-74.4,,,,,,,,,,,,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,,
