,count,mean,median,std,min,25%,75%,max
JHU_IDD-CovidSP,51,19216.8,9071.9,30056.7,227.9,2277.5,16357.7,121556.8
USC-SI_kJalpha,51,24743.9,8632.0,60026.0,1.0,2671.5,27974.0,423165.0
IowaStateLW-STEM,49,50807.0,29830.0,68110.2,58.0,9827.0,69887.5,437344.0
UCLA-SuEIR,51,54173.3,31128.3,95628.7,289.5,6931.9,59779.9,539123.6
Karlen-pypm,51,54531.7,9491.6,105640.8,713.3,4807.2,45877.2,617964.5
COVIDhub-baseline,51,61730.7,40704.0,95900.7,734.0,16157.5,71492.0,657780.0
Covid19Sim-Simulator,51,62539.3,33433.1,107002.5,124.0,12748.9,67398.0,704556.7
LANL-GrowthRate,51,67219.4,40863.5,102396.8,987.0,10165.0,70316.2,636476.0
JHUAPL-Bucky,51,67227.4,18268.8,105537.2,460.7,5510.2,70387.5,424512.3
CovidAnalytics-DELPHI,51,110000.3,27363.0,394226.3,335.0,7162.0,55357.5,2773936.0
CU-select,51,179330.2,97555.0,308530.1,58.0,33273.0,215800.5,2026672.0
