,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,51,139.2,42.3,280.3,0.8,10.4,198.0,1862.7
USACE-ERDC_SEIR,51,154.5,46.0,262.3,1.1,14.9,183.9,1426.8
IHME-CurveFit,51,156.7,47.2,281.6,1.1,15.2,189.8,1730.8
Covid19Sim-Simulator,51,162.9,60.0,272.0,0.8,20.7,193.1,1693.2
YYG-ParamSearch,51,165.4,52.1,275.1,0.3,16.3,190.1,1684.9
UCLA-SuEIR,51,176.7,63.7,347.0,1.1,24.1,183.3,2130.9
IowaStateLW-STEM,49,196.4,59.0,317.7,1.0,27.5,312.0,1822.0
CovidAnalytics-DELPHI,51,229.3,40.0,508.2,1.0,14.5,239.0,3102.0
Baseline,51,258.5,84.3,389.2,1.0,28.7,363.4,1898.4
PSI-DRAFT,51,312.4,102.0,811.6,2.0,36.0,217.0,5520.0
SWC-TerminusCM,51,372.0,113.0,984.4,1.0,35.5,229.5,6714.0
