,total_deaths_2020-06-07,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IHME-CurveFit,113602,136391.5,140803,25877.5,27201,-1323.5,-4.9%
LANL-GrowthRate,113602,135114.0,140803,24600.0,27201,-2601.0,-9.6%
YYG-ParamSearch,113602,143278.2,140803,32764.2,27201,5563.2,20.5%
UCLA-SuEIR,113602,129545.8,140803,19031.8,27201,-8169.2,-30.0%
IowaStateLW-STEM,113602,129372.0,140803,18858.0,27201,-8343.0,-30.7%
Baseline,113602,146435.9,140803,35921.9,27201,8720.9,32.1%
PSI-DRAFT,113602,147071.5,140803,36557.5,27201,9356.5,34.4%
USACE-ERDC_SEIR,113602,124645.9,140803,14131.9,27201,-13069.1,-48.0%
Covid19Sim-Simulator,113602,122599.1,140803,12085.1,27201,-15115.9,-55.6%
NotreDame-FRED,113602,,140803,,27201,,
SWC-TerminusCM,113602,,140803,,27201,,
