,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,51,201.2,48.2,408.6,0.8,13.7,184.3,2231.3
IHME-CurveFit,51,209.5,83.2,304.8,1.2,26.4,332.8,1710.9
YYG-ParamSearch,51,227.7,89.3,306.9,1.6,19.9,301.8,1373.3
UCLA-SuEIR,51,243.4,87.5,357.5,3.4,29.3,309.9,2027.5
IowaStateLW-STEM,49,260.8,85.0,419.6,0.0,35.0,327.5,2319.0
Covid19Sim-Simulator,51,298.6,71.4,490.1,1.5,25.1,360.2,2090.0
USACE-ERDC_SEIR,51,305.0,79.1,495.0,1.3,28.3,248.2,2069.4
Baseline,51,376.7,103.7,557.3,1.0,38.6,449.4,2184.7
SWC-TerminusCM,48,633.6,235.0,1442.7,1.0,43.0,565.0,9298.0
PSI-DRAFT,51,660.5,127.0,2232.1,2.0,48.0,408.2,15849.5
