,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51,24.6,7.0,50.5,0.0,2.5,32.0,324.0
YYG-ParamSearch,51,25.7,6.5,61.5,0.1,2.2,12.7,376.5
UT-Mobility,51,26.5,12.0,37.6,0.0,2.0,35.2,197.0
OliverWyman-Navigator,51,30.3,8.3,53.9,0.1,2.9,38.6,311.7
COVIDhub-ensemble,51,30.9,8.6,67.7,0.3,2.7,28.0,429.0
UCLA-SuEIR,51,32.1,9.7,65.4,0.0,3.3,28.6,383.2
Geneva-DetGrowth,51,32.9,7.7,59.0,0.0,2.6,32.0,288.5
UA-EpiCovDA,51,33.0,10.0,72.5,0.0,2.5,24.5,447.0
Baseline,51,34.6,9.9,68.3,0.0,3.4,30.6,382.1
CU-select,51,35.8,10.0,67.0,0.0,3.5,31.5,331.0
LANL-GrowthRate,51,37.6,9.7,80.0,0.3,3.5,35.9,438.0
COVIDhub-baseline,51,38.5,8.0,80.5,0.0,4.0,32.0,435.0
NotreDame-mobility,51,41.8,7.4,87.4,0.1,3.1,28.4,414.6
USACE-ERDC_SEIR,51,42.5,19.9,66.4,0.0,3.6,48.8,314.8
JHU_IDD-CovidSP,51,45.5,15.6,75.7,1.2,6.8,37.7,366.2
MOBS-GLEAM_COVID,50,45.9,11.7,97.6,0.0,3.0,22.9,478.5
IowaStateLW-STEM,49,46.3,21.0,75.2,0.0,5.5,63.5,466.0
USC-SI_kJalpha,51,50.7,14.0,84.6,0.3,4.2,58.8,436.2
GT-DeepCOVID,46,51.3,10.3,102.6,0.3,4.3,51.0,556.1
CovidAnalytics-DELPHI,51,51.8,13.0,98.0,0.0,4.0,37.0,421.0
Covid19Sim-Simulator,51,59.4,17.2,97.1,0.4,9.5,53.1,531.6
PSI-DRAFT,51,72.2,21.0,150.7,0.0,5.5,47.5,778.0
RobertWalraven-ESG,51,295.9,23.2,1184.3,0.1,4.6,99.8,7296.5
MITCovAlliance-SIR,51,311.2,69.0,810.1,0.1,16.5,187.0,5212.0
