,total_deaths_2020-06-14,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
LANL-GrowthRate,118629,138384.8,140803,22652.8,22174,478.8,2.2%
CovidAnalytics-DELPHI,118629,138614.0,140803,22882.0,22174,708.0,3.2%
IHME-CurveFit,118629,138772.2,140803,23040.2,22174,866.2,3.9%
YYG-ParamSearch,118629,139689.4,140803,23957.4,22174,1783.4,8.0%
Covid19Sim-Simulator,118629,136092.1,140803,20360.1,22174,-1813.9,-8.2%
STH-3PU,118629,135800.0,140803,20068.0,22174,-2106.0,-9.5%
PSI-DRAFT,118629,140170.0,140803,24438.0,22174,2264.0,10.2%
Baseline,118629,140780.3,140803,25048.3,22174,2874.3,13.0%
IowaStateLW-STEM,118629,134203.0,140803,18471.0,22174,-3703.0,-16.7%
USACE-ERDC_SEIR,118629,134114.2,140803,18382.2,22174,-3791.8,-17.1%
UCLA-SuEIR,118629,128741.5,140803,13009.5,22174,-9164.5,-41.3%
NotreDame-FRED,118629,,140803,,22174,,
SWC-TerminusCM,118629,,140803,,22174,,
