,count,mean,median,std,min,25%,75%,max
IHME-CurveFit,51,134996.0,6920.8,434601.1,1.5,703.4,110767.9,2927048.5
YYG-ParamSearch,51,144188.0,7966.1,337897.5,2.4,399.7,91126.9,1885896.9
UCLA-SuEIR,51,184527.5,7652.1,606077.3,11.6,859.7,96030.4,4110944.4
LANL-GrowthRate,51,204157.0,2319.1,779880.4,0.7,188.9,34749.4,4978796.4
IowaStateLW-STEM,49,240670.4,7225.0,801554.9,0.0,1226.0,107438.5,5377761.0
Covid19Sim-Simulator,51,324675.8,5096.5,869528.8,2.4,628.8,130363.7,4367990.2
USACE-ERDC_SEIR,51,333203.3,6255.9,887285.2,1.7,798.2,61793.7,4282276.6
Baseline,51,446468.8,10756.7,1039348.1,1.0,1497.0,202920.7,4772976.5
SWC-TerminusCM,48,2442074.1,55225.0,12330757.9,1.0,1898.0,320009.0,86452804.0
PSI-DRAFT,51,5320750.5,16129.0,35135440.7,4.0,2305.0,166783.6,251206650.2
