,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,69685.6,445.7,687669.8,0.0,45.8,3498.1,20513660.9
LANL-GrowthRate,2951,86463.4,1278.6,740505.3,0.0,143.3,8550.4,19243311.3
COVIDhub-ensemble,3141,101921.6,441.0,1864230.1,0.0,49.0,3600.0,94556176.0
JHU_IDD-CovidSP,3139,118976.0,838.5,1318554.3,0.0,71.5,8238.0,65182478.7
RobertWalraven-ESG,3141,153542.6,876.8,1858077.5,0.0,86.5,8049.7,80039683.3
OliverWyman-Navigator,2413,154325.2,625.0,3531078.4,0.0,81.0,5476.0,162231169.0
USC-SI_kJalpha,2781,267848.6,784.0,5690209.9,0.0,81.0,6561.0,263315529.0
COVIDhub-baseline,3141,291448.5,529.0,7332845.9,0.0,64.0,4356.0,392356864.0
UCLA-SuEIR,2820,304941.7,607.6,5027213.4,0.0,57.0,5525.7,202349322.7
CEID-Walk,3141,317173.3,521.1,8210329.0,0.0,50.8,4582.7,441847799.1
CU-select,3097,337763.3,900.0,5305847.8,0.0,100.0,8836.0,194518809.0
UVA-Ensemble,2781,514092.8,563.2,9528227.6,0.0,53.5,5837.5,410841421.1
IowaStateLW-STEM,3103,587723.9,625.0,9907661.0,0.0,64.0,6561.0,299013264.0
