,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,2609,490573.9,3481.0,5432525.3,0.0,400.0,33124.0,222785476.0
LNQ-ens1,3141,658491.4,2445.7,10649452.0,0.0,256.0,21203.0,517109242.6
COVIDhub-ensemble,3141,851169.7,2704.0,17509127.6,0.0,289.0,22201.0,837755136.0
JHU_IDD-CovidSP,3139,1224975.4,4379.4,20494707.2,0.0,379.5,48413.2,1036008977.2
USC-SI_kJalpha,2772,1615578.5,5329.0,30127683.3,0.0,484.0,43681.0,1124126784.0
UCLA-SuEIR,2599,3810516.7,3747.1,71466895.1,0.0,363.4,45397.1,3369363977.4
LANL-GrowthRate,2951,4541275.4,6183.4,85586926.3,0.0,701.6,50795.2,3411284641.2
COVIDhub-baseline,3141,5106934.6,2809.0,121038756.6,0.0,225.0,33124.0,5407396225.0
IowaStateLW-STEM,3103,5542226.3,3249.0,123099775.4,0.0,225.0,42849.0,5684707609.0
RobertWalraven-ESG,3138,5848773.2,4507.8,279866793.4,0.0,417.8,43660.1,15674724497.6
CU-select,3093,15644434.9,7056.0,483086864.3,0.0,576.0,90000.0,24700837225.0
